sedan2door_-20_40_-20_0_20_240_20_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.       46.746803 20.       14.743726 17.789633]
sedan2door_0_40_-20_0_40_80_60_400 gt:['0', '40', '-20', '0', '40'] pred:[ 3.3843496 47.187897  22.771109  19.199463  39.313828 ]
suv_0_40_0_20_20_320_80_450 gt:['0', '40', '0', '20', '20'] pred:[ 3.5746813 47.65609    6.6989365 15.035797  20.965405 ]
sedan4door_0_40_-20_20_40_160_80_400 gt:['0', '40', '-20', '20', '40'] pred:[ 2.946567 46.702938 18.530676 16.661074 38.039673]
suv_-40_0_-20_20_0_40_40_450 gt:['-40', '0', '-20', '20', '0'] pred:[42.872723   0.        17.011086  20.         3.4993172]
suv_0_40_-20_20_0_160_40_400 gt:['0', '40', '-20', '20', '0'] pred:[ 0.        39.874226  20.        14.418757   2.6370738]
sedan4door_-40_20_-20_0_20_120_60_400 gt:['-40', '20', '-20', '0', '20'] pred:[40.26219   24.269022  20.         5.4703913 20.9468   ]
sedan4door_-40_0_-20_0_20_120_80_400 gt:['-40', '0', '-20', '0', '20'] pred:[42.994152   3.0114124 21.471502   2.4706194 19.85687  ]
hatchback_-20_40_0_40_40_40_40_450 gt:['-20', '40', '0', '40', '40'] pred:[23.91053  40.        3.711697 40.       41.650948]
hybrid_0_0_0_20_20_200_80_400 gt:['0', '0', '0', '20', '20'] pred:[ 1.8762043  2.9500847 25.411343  17.359589  20.940092 ]
hybrid_-20_0_-40_40_20_360_20_400 gt:['-20', '0', '-40', '40', '20'] pred:[18.438833  0.       22.095089 40.       20.      ]
suv_-20_20_-20_40_0_360_20_450 gt:['-20', '20', '-20', '40', '0'] pred:[15.834311 20.       19.931875 40.        0.      ]
hybrid_-40_20_-40_40_40_40_40_450 gt:['-40', '20', '-40', '40', '40'] pred:[42.92675  20.       12.126092 40.       43.19637 ]
sedan4door_0_40_-40_20_20_320_60_450 gt:['0', '40', '-40', '20', '20'] pred:[ 3.3378518 44.170845  39.109524  17.371756  21.984068 ]
sedan2door_-20_40_-20_40_0_280_20_400 gt:['-20', '40', '-20', '40', '0'] pred:[17.769726 40.       12.785277 40.        2.131163]
suv_-40_40_-40_0_0_240_60_400 gt:['-40', '40', '-40', '0', '0'] pred:[36.013405  43.2536    36.29114    2.9271307  3.0489962]
suv_0_40_0_40_40_80_40_400 gt:['0', '40', '0', '40', '40'] pred:[ 3.2356925 45.07803    6.1854615 40.        40.       ]
hybrid_0_40_-20_20_40_280_40_450 gt:['0', '40', '-20', '20', '40'] pred:[ 3.9565918 45.427036  26.912188  26.44209   44.397747 ]
hatchback_0_40_-20_0_0_160_60_400 gt:['0', '40', '-20', '0', '0'] pred:[ 2.7794487 45.780502  20.         3.4392846  2.0823822]
hatchback_-40_20_-40_20_40_320_40_400 gt:['-40', '20', '-40', '20', '40'] pred:[37.92128  20.       41.037815 20.       42.833527]
suv_0_20_-20_40_40_280_80_450 gt:['0', '20', '-20', '40', '40'] pred:[ 2.5045564 21.643528  18.090548  40.40341   42.024235 ]
suv_-20_20_0_0_40_200_60_400 gt:['-20', '20', '0', '0', '40'] pred:[18.57127   19.021048   0.         4.0889783 42.44001  ]
sedan4door_-40_20_-40_40_0_80_80_450 gt:['-40', '20', '-40', '40', '0'] pred:[41.62545  20.37897  45.38786  42.396057  0.      ]
sedan4door_-20_20_-40_20_0_80_20_450 gt:['-20', '20', '-40', '20', '0'] pred:[12.664158 20.       41.82544  20.        0.      ]
sedan4door_-40_0_-40_0_40_160_80_400 gt:['-40', '0', '-40', '0', '40'] pred:[40.627003   3.2399533 44.034943   4.6592855 43.0541   ]
suv_0_0_-40_20_20_200_80_450 gt:['0', '0', '-40', '20', '20'] pred:[ 2.5920453  2.5173926 42.272377  14.044987  24.080061 ]
suv_-40_20_0_20_20_320_40_400 gt:['-40', '20', '0', '20', '20'] pred:[42.654903 20.        4.013178 20.       18.560852]
hatchback_0_40_-20_0_0_200_40_400 gt:['0', '40', '-20', '0', '0'] pred:[ 0.        44.72977   20.         2.8601682  1.6671252]
sedan4door_-20_0_-40_40_20_120_60_400 gt:['-20', '0', '-40', '40', '20'] pred:[16.141848   7.0485806 40.        45.808556  17.125141 ]
sedan4door_-20_20_-40_20_0_0_80_450 gt:['-20', '20', '-40', '20', '0'] pred:[17.95545   20.425686  41.394737  16.01688    2.5283535]
suv_-20_40_-40_40_20_200_20_450 gt:['-20', '40', '-40', '40', '20'] pred:[20.      44.31931 40.      34.74928 17.37558]
suv_-20_40_-20_40_20_0_80_450 gt:['-20', '40', '-20', '40', '20'] pred:[20.478003 41.739677 17.876846 39.80097  21.38045 ]
hybrid_0_20_-40_0_40_160_40_400 gt:['0', '20', '-40', '0', '40'] pred:[ 0.       23.224775 40.       22.461308 43.70301 ]
hybrid_-40_0_-40_20_0_320_20_450 gt:['-40', '0', '-40', '20', '0'] pred:[44.23944    0.        18.999966  20.         2.1017003]
sedan4door_-20_40_0_0_0_0_80_400 gt:['-20', '40', '0', '0', '0'] pred:[20.489527  46.785778   3.9409447  3.4324646  2.7501822]
hatchback_0_40_-40_0_40_40_20_400 gt:['0', '40', '-40', '0', '40'] pred:[ 3.4500012 40.        48.273544   0.        40.       ]
sedan2door_-20_0_0_0_0_160_20_450 gt:['-20', '0', '0', '0', '0'] pred:[20.         1.7495718  0.        33.922455   0.       ]
suv_0_0_0_40_20_360_40_400 gt:['0', '0', '0', '40', '20'] pred:[ 2.2896078  0.         2.6946762 40.        17.476622 ]
hatchback_0_40_-20_20_20_120_80_400 gt:['0', '40', '-20', '20', '20'] pred:[ 3.7776544 41.90632   21.36494   15.667975  17.772818 ]
suv_-20_40_-20_20_0_200_20_450 gt:['-20', '40', '-20', '20', '0'] pred:[20.         47.51424    20.         18.496628    0.80911446]
sedan4door_-40_40_-40_40_20_40_80_400 gt:['-40', '40', '-40', '40', '20'] pred:[36.913754 40.507427 41.75923  41.751446 19.89603 ]
sedan4door_-20_0_-40_0_40_280_80_450 gt:['-20', '0', '-40', '0', '40'] pred:[14.165508   2.1351826 40.23082    2.800114  39.368    ]
hybrid_0_40_0_40_40_320_60_450 gt:['0', '40', '0', '40', '40'] pred:[ 3.9595025 44.802753  21.001247   9.915036  39.060856 ]
sedan2door_-20_0_-20_0_20_200_80_400 gt:['-20', '0', '-20', '0', '20'] pred:[19.918446  3.322978 28.560976 12.541517 21.03031 ]
sedan2door_-40_40_-20_20_20_240_80_450 gt:['-40', '40', '-20', '20', '20'] pred:[42.443718 42.06272  16.112398  8.842831 18.935867]
sedan2door_-40_40_-40_40_40_40_40_450 gt:['-40', '40', '-40', '40', '40'] pred:[43.81992   40.         7.4704304 40.        42.53555  ]
suv_-20_0_0_0_40_360_20_450 gt:['-20', '0', '0', '0', '40'] pred:[16.170534  0.        2.656526  0.       40.      ]
hatchback_-20_40_0_0_40_160_40_450 gt:['-20', '40', '0', '0', '40'] pred:[20.       42.54676   0.        4.018689 44.270203]
sedan2door_-20_40_0_40_40_40_60_400 gt:['-20', '40', '0', '40', '40'] pred:[22.301884 42.052116 13.396944 40.       39.040306]
sedan2door_-40_20_-20_40_0_280_40_400 gt:['-40', '20', '-20', '40', '0'] pred:[40.882145  23.436064  24.502356  11.879498   2.4928396]
sedan4door_-40_20_-20_40_40_160_80_450 gt:['-40', '20', '-20', '40', '40'] pred:[41.416885 19.089848 15.763019 38.509453 39.80598 ]
suv_0_0_-20_0_0_200_40_450 gt:['0', '0', '-20', '0', '0'] pred:[ 0.         1.7386066 20.         5.3375034  2.215997 ]
hatchback_0_20_-20_40_20_240_20_400 gt:['0', '20', '-20', '40', '20'] pred:[ 0.       21.585861 20.       41.979267 18.535425]
suv_-40_0_-20_40_40_240_40_450 gt:['-40', '0', '-20', '40', '40'] pred:[40.         6.8549614 20.        40.87329   41.85863  ]
sedan4door_-20_0_-20_0_20_120_80_450 gt:['-20', '0', '-20', '0', '20'] pred:[19.70148    3.2058358 21.527975   6.745614  18.87501  ]
hatchback_-40_20_-40_20_20_0_40_400 gt:['-40', '20', '-40', '20', '20'] pred:[39.84617 20.      43.40182 20.      20.66917]
hybrid_0_40_-40_20_20_160_40_400 gt:['0', '40', '-40', '20', '20'] pred:[ 0.       45.280235 40.       27.948786 21.183153]
suv_-40_40_-20_20_40_120_60_400 gt:['-40', '40', '-20', '20', '40'] pred:[39.862553 41.941544 20.       21.181032 40.60512 ]
hatchback_-20_0_-20_40_0_40_20_400 gt:['-20', '0', '-20', '40', '0'] pred:[18.930908  0.       13.665908 40.        0.      ]
suv_-20_20_-20_20_20_240_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[15.11691  23.724602 15.080382 15.628971 15.159109]
hatchback_0_40_-20_40_20_360_20_400 gt:['0', '40', '-20', '40', '20'] pred:[ 2.1400592 40.        17.798792  40.        20.       ]
suv_0_0_-20_0_40_320_40_450 gt:['0', '0', '-20', '0', '40'] pred:[ 3.8369193  0.        21.246534   0.        41.62347  ]
hybrid_-20_20_-40_0_20_320_60_400 gt:['-20', '20', '-40', '0', '20'] pred:[19.224798 22.682964 36.283077 24.212072 22.420288]
hatchback_-20_40_0_0_20_320_60_400 gt:['-20', '40', '0', '0', '20'] pred:[16.241222  49.37933    4.4726477  2.4239662 17.341076 ]
hatchback_-40_0_-20_40_20_160_60_450 gt:['-40', '0', '-20', '40', '20'] pred:[40.192947   7.2434344 20.        38.273724  21.886902 ]
sedan4door_-40_0_0_0_20_240_20_450 gt:['-40', '0', '0', '0', '20'] pred:[40.         2.4317417  0.         5.686694  22.130238 ]
hybrid_-20_40_-40_40_0_320_60_400 gt:['-20', '40', '-40', '40', '0'] pred:[21.62125   44.065422  12.077825   9.916438   1.8940554]
sedan2door_0_20_0_40_20_360_40_400 gt:['0', '20', '0', '40', '20'] pred:[ 1.4563088 20.        26.833632  40.        20.10086  ]
sedan4door_0_20_-40_0_40_200_80_450 gt:['0', '20', '-40', '0', '40'] pred:[ 3.7530026 26.265335  40.73573    2.8326218 40.5381   ]
suv_-40_40_0_20_20_0_80_450 gt:['-40', '40', '0', '20', '20'] pred:[41.920902 41.810333  5.200152 20.202114 22.748878]
sedan2door_-20_20_-40_0_0_0_20_450 gt:['-20', '20', '-40', '0', '0'] pred:[15.350467 20.       22.212986  0.        0.      ]
hybrid_-20_40_-20_20_0_80_60_450 gt:['-20', '40', '-20', '20', '0'] pred:[22.47193  43.649788 12.108442 30.938894  4.181818]
hybrid_0_0_0_20_20_320_80_450 gt:['0', '0', '0', '20', '20'] pred:[ 2.877572   3.8293357 16.779417   6.2881036 21.46573  ]
sedan4door_-40_0_-20_0_20_280_20_400 gt:['-40', '0', '-20', '0', '20'] pred:[43.169823  0.       19.309542  0.       18.965248]
sedan2door_-40_20_-20_0_20_360_40_450 gt:['-40', '20', '-20', '0', '20'] pred:[43.545666 20.       20.21373   0.       20.82697 ]
sedan4door_-40_0_0_40_0_320_60_450 gt:['-40', '0', '0', '40', '0'] pred:[41.689007   8.448517   5.0656495 38.10868    3.5650806]
hybrid_0_0_-40_0_20_0_40_400 gt:['0', '0', '-40', '0', '20'] pred:[ 2.1242003  0.        23.365084   0.        19.008432 ]
sedan2door_0_0_-20_40_20_80_80_450 gt:['0', '0', '-20', '40', '20'] pred:[ 2.0135462  1.6452863 24.18217   23.07294   20.       ]
sedan4door_-40_40_-20_0_40_0_40_450 gt:['-40', '40', '-20', '0', '40'] pred:[43.45058  40.       23.052883  0.       42.07047 ]
suv_-20_20_-40_20_0_160_20_450 gt:['-20', '20', '-40', '20', '0'] pred:[20.       23.135235 40.       17.95635   0.      ]
suv_-40_20_-40_20_40_0_80_450 gt:['-40', '20', '-40', '20', '40'] pred:[40.800953 22.295702 39.782887 17.121416 42.080055]
hatchback_-40_20_-40_0_20_320_40_450 gt:['-40', '20', '-40', '0', '20'] pred:[41.97791 20.      40.67403  0.      22.99209]
sedan2door_-20_20_-40_40_0_0_80_400 gt:['-20', '20', '-40', '40', '0'] pred:[17.877008  22.56081   21.415567  17.870848   1.6073443]
sedan2door_-20_40_0_0_0_200_20_400 gt:['-20', '40', '0', '0', '0'] pred:[20.         46.057083    0.         15.194478    0.93626535]
sedan4door_0_0_0_40_0_240_40_450 gt:['0', '0', '0', '40', '0'] pred:[ 0.         4.1619453  0.        42.44515    1.6349903]
suv_-20_0_0_20_40_40_20_450 gt:['-20', '0', '0', '20', '40'] pred:[18.522799   0.         7.3148394 20.        40.       ]
sedan4door_0_20_-40_20_40_280_20_450 gt:['0', '20', '-40', '20', '40'] pred:[ 7.520853 20.       36.106754 20.       41.34017 ]
sedan2door_-20_20_-40_40_0_160_60_450 gt:['-20', '20', '-40', '40', '0'] pred:[18.236599 22.33351  40.       21.797592  2.168007]
hybrid_-20_20_0_20_0_0_40_400 gt:['-20', '20', '0', '20', '0'] pred:[19.343206  20.        12.952344  20.         2.1517467]
suv_-40_20_0_20_40_320_80_400 gt:['-40', '20', '0', '20', '40'] pred:[38.77424   22.77371    6.7796187 21.258312  41.379032 ]
hybrid_0_0_-40_20_20_120_40_450 gt:['0', '0', '-40', '20', '20'] pred:[ 0.         3.0816407 40.        14.53705   20.       ]
sedan4door_0_40_-40_40_40_200_80_400 gt:['0', '40', '-40', '40', '40'] pred:[ 3.595364 45.098362 37.053024 42.420788 38.432323]
hatchback_0_0_-40_40_20_320_40_450 gt:['0', '0', '-40', '40', '20'] pred:[ 3.2219863  0.        40.08108   40.        23.14566  ]
suv_-40_0_-20_20_40_120_20_450 gt:['-40', '0', '-20', '20', '40'] pred:[40.         2.8834257 20.         7.3952036 40.       ]
sedan4door_-20_20_-40_20_20_0_80_450 gt:['-20', '20', '-40', '20', '20'] pred:[17.249605 19.170254 42.88078  17.204836 19.617037]
sedan4door_0_40_-40_20_20_200_80_400 gt:['0', '40', '-40', '20', '20'] pred:[ 3.3230126 44.662495  42.773502  17.034763  19.434702 ]
sedan4door_-20_20_-20_40_40_280_20_400 gt:['-20', '20', '-20', '40', '40'] pred:[13.204321 20.       23.951876 40.       43.74227 ]
sedan4door_-40_40_-20_0_40_40_40_450 gt:['-40', '40', '-20', '0', '40'] pred:[39.352577 40.       12.46939   0.       39.62208 ]
hatchback_-20_0_0_20_0_40_40_400 gt:['-20', '0', '0', '20', '0'] pred:[18.71134    0.         6.044021  20.         2.5381417]
hatchback_-20_20_0_0_0_0_80_450 gt:['-20', '20', '0', '0', '0'] pred:[21.3608    22.653551   4.001222   4.3249803  2.2613971]
sedan2door_-40_20_-20_20_40_360_20_450 gt:['-40', '20', '-20', '20', '40'] pred:[41.566235 20.        8.844015 20.       40.      ]
hybrid_-20_20_0_0_0_240_20_450 gt:['-20', '20', '0', '0', '0'] pred:[20.        24.835287   0.        10.314791   2.1735196]
sedan4door_-20_20_0_0_40_280_60_400 gt:['-20', '20', '0', '0', '40'] pred:[17.534698  21.662554   5.8265224  5.056718  40.782448 ]
hybrid_-20_0_0_0_20_160_60_400 gt:['-20', '0', '0', '0', '20'] pred:[16.645613   2.9004986  0.        11.251396  22.478382 ]
hatchback_-40_40_0_0_0_40_60_400 gt:['-40', '40', '0', '0', '0'] pred:[44.859074  41.067078   6.31       0.         3.3694746]
hybrid_-20_0_0_0_40_160_80_400 gt:['-20', '0', '0', '0', '40'] pred:[17.385183   4.3270144 11.881306  20.238338  40.715675 ]
sedan2door_-20_0_-20_0_40_360_40_400 gt:['-20', '0', '-20', '0', '40'] pred:[18.531881  0.       16.163473  0.       42.412914]
hatchback_0_0_0_0_0_200_20_400 gt:['0', '0', '0', '0', '0'] pred:[0.        2.3786707 0.        4.797959  2.291706 ]
hybrid_-20_20_0_0_40_200_40_400 gt:['-20', '20', '0', '0', '40'] pred:[20.       25.346539  0.       18.62812  41.940304]
suv_-40_40_-20_40_0_280_20_450 gt:['-40', '40', '-20', '40', '0'] pred:[46.050457  40.        14.46461   40.         1.8577107]
hybrid_0_40_0_20_20_80_20_450 gt:['0', '40', '0', '20', '20'] pred:[ 2.4459064 40.        13.618304  20.        20.       ]
sedan2door_-20_40_0_40_0_280_20_450 gt:['-20', '40', '0', '40', '0'] pred:[16.938211  40.        17.673483  40.         2.8745308]
sedan2door_-40_0_-20_20_20_280_20_400 gt:['-40', '0', '-20', '20', '20'] pred:[41.374542  0.       24.212318 20.       23.212492]
sedan4door_-20_20_-40_40_20_0_20_400 gt:['-20', '20', '-40', '40', '20'] pred:[18.513805 20.       40.51679  40.       20.      ]
hybrid_0_0_0_40_20_200_80_400 gt:['0', '0', '0', '40', '20'] pred:[ 1.8087058  2.9404054 26.178488  17.718441  20.29047  ]
hatchback_-40_40_-40_20_20_360_20_450 gt:['-40', '40', '-40', '20', '20'] pred:[43.994305 40.       48.728558 20.       20.      ]
sedan4door_0_40_-20_0_20_320_60_400 gt:['0', '40', '-20', '0', '20'] pred:[ 1.5945863 49.183838  17.487074   1.2260971 24.084286 ]
sedan4door_0_20_-20_0_20_40_40_400 gt:['0', '20', '-20', '0', '20'] pred:[ 3.5666227 20.        17.468002   0.        18.223642 ]
suv_-40_0_-40_20_0_80_60_450 gt:['-40', '0', '-40', '20', '0'] pred:[43.572475   3.9568756 39.76096   16.916843   2.821439 ]
suv_-20_0_-20_40_0_240_80_400 gt:['-20', '0', '-20', '40', '0'] pred:[12.894967   3.1592736 19.155989  38.14607    2.594703 ]
hatchback_-20_0_-40_20_20_80_40_400 gt:['-20', '0', '-40', '20', '20'] pred:[14.058687   1.7118304 41.099953  20.        20.       ]
suv_0_40_-20_40_20_160_60_450 gt:['0', '40', '-20', '40', '20'] pred:[ 2.8115664 43.030537  20.        43.799255  22.064964 ]
sedan2door_0_0_-20_20_40_360_40_450 gt:['0', '0', '-20', '20', '40'] pred:[ 2.3019192  0.        15.638137  20.        41.569885 ]
hybrid_-20_20_-40_20_0_320_60_400 gt:['-20', '20', '-40', '20', '0'] pred:[20.955929  22.34587   15.051502  18.453985   1.9634733]
sedan2door_-20_20_-40_40_0_80_80_450 gt:['-20', '20', '-40', '40', '0'] pred:[17.053072 21.29214  18.388935 24.70572   0.      ]
hybrid_-40_0_-40_40_0_120_40_450 gt:['-40', '0', '-40', '40', '0'] pred:[40.        2.672539 40.       23.1629    0.      ]
sedan4door_-40_40_-20_0_40_360_20_450 gt:['-40', '40', '-20', '0', '40'] pred:[42.03078  40.       18.034344  0.       40.      ]
hybrid_-40_20_0_0_20_280_40_450 gt:['-40', '20', '0', '0', '20'] pred:[40.837173 23.446423 14.600679 28.265759 20.980679]
sedan2door_-20_0_0_0_0_360_60_450 gt:['-20', '0', '0', '0', '0'] pred:[19.101631   3.2649252 22.591469   0.         2.308314 ]
sedan2door_-40_20_-20_20_0_200_80_450 gt:['-40', '20', '-20', '20', '0'] pred:[41.14818   22.638779  17.301634   6.856569   2.4548976]
hybrid_0_20_-20_0_0_120_40_400 gt:['0', '20', '-20', '0', '0'] pred:[ 0.       20.279163 20.       34.16966   0.      ]
hatchback_-20_40_-40_40_0_200_20_400 gt:['-20', '40', '-40', '40', '0'] pred:[20.        44.135677  40.        45.20165    2.0197647]
hatchback_0_0_-40_20_20_320_80_400 gt:['0', '0', '-40', '20', '20'] pred:[ 2.0677965  3.7697182 40.192646  18.551044  22.26871  ]
sedan2door_-40_0_-40_20_0_40_20_400 gt:['-40', '0', '-40', '20', '0'] pred:[44.41646  0.      21.79245 20.       0.     ]
hybrid_-40_40_0_40_0_200_80_450 gt:['-40', '40', '0', '40', '0'] pred:[37.97351   43.69753   15.9895525 17.116076   4.0929832]
sedan4door_0_20_-40_20_0_280_40_450 gt:['0', '20', '-40', '20', '0'] pred:[ 5.0922227 20.27213   39.91346   14.09199    1.6232986]
suv_-20_40_0_0_0_360_60_400 gt:['-20', '40', '0', '0', '0'] pred:[20.012377  46.742695   4.2546444  0.         2.1856422]
hatchback_0_40_-20_0_0_160_20_400 gt:['0', '40', '-20', '0', '0'] pred:[ 0.        47.13149   20.         3.7821727  0.       ]
hybrid_0_20_-40_40_0_240_80_450 gt:['0', '20', '-40', '40', '0'] pred:[ 2.1890707 21.45463   15.293639  29.032232   1.8473921]
sedan4door_0_40_-40_0_0_360_40_450 gt:['0', '40', '-40', '0', '0'] pred:[ 1.7962207 40.        44.383423   0.         1.665461 ]
hybrid_-20_0_-40_40_20_120_60_400 gt:['-20', '0', '-40', '40', '20'] pred:[20.94854   3.987392 40.       11.445032 20.43623 ]
suv_-40_40_-20_20_40_280_60_450 gt:['-40', '40', '-20', '20', '40'] pred:[41.567337 41.249336 18.231369 18.932734 40.721767]
sedan4door_0_40_0_20_0_320_60_450 gt:['0', '40', '0', '20', '0'] pred:[ 2.9129765 44.630234   5.713794  19.885078   2.0829253]
sedan4door_-20_20_-20_40_0_320_80_400 gt:['-20', '20', '-20', '40', '0'] pred:[18.938864  21.02253   14.350404  37.60076    2.3005538]
sedan4door_0_40_-40_20_40_160_20_400 gt:['0', '40', '-40', '20', '40'] pred:[ 0.      41.54443 40.      23.06541 40.     ]
suv_-40_20_-40_20_20_240_60_400 gt:['-40', '20', '-40', '20', '20'] pred:[41.97271  21.310352 37.82348  16.329788 23.849699]
suv_-40_20_-20_40_20_240_60_450 gt:['-40', '20', '-20', '40', '20'] pred:[40.72494  19.574463 20.01024  37.08473  16.96105 ]
sedan4door_-40_40_-20_20_40_360_80_450 gt:['-40', '40', '-20', '20', '40'] pred:[37.029976 41.79085  21.684727 16.698645 41.89571 ]
hatchback_0_0_-20_0_40_80_80_450 gt:['0', '0', '-20', '0', '40'] pred:[ 1.7600833  2.5958712 17.258806   3.597332  40.       ]
hatchback_-40_20_0_0_40_200_80_400 gt:['-40', '20', '0', '0', '40'] pred:[38.23258   19.567158   4.7701     6.3942285 38.7764   ]
sedan2door_-20_0_-20_40_40_80_60_400 gt:['-20', '0', '-20', '40', '40'] pred:[20.317226   3.3940332 14.680567  23.965034  38.850334 ]
sedan4door_0_0_-20_20_20_360_20_450 gt:['0', '0', '-20', '20', '20'] pred:[ 2.1615455  0.        16.588829  20.        20.       ]
hatchback_0_0_-40_0_20_80_20_400 gt:['0', '0', '-40', '0', '20'] pred:[ 3.7943316  0.        42.151672   0.        20.       ]
sedan2door_-20_20_0_40_40_120_60_450 gt:['-20', '20', '0', '40', '40'] pred:[20.672577 22.59873   0.       24.043102 39.12456 ]
suv_0_20_0_0_20_0_80_450 gt:['0', '20', '0', '0', '20'] pred:[ 2.2954319 21.004366   3.8125951  3.2369475 21.173216 ]
sedan4door_-40_20_0_20_0_80_20_450 gt:['-40', '20', '0', '20', '0'] pred:[42.437653  20.         3.7029388 20.         0.       ]
hatchback_0_20_-40_20_40_0_20_450 gt:['0', '20', '-40', '20', '40'] pred:[ 4.171073 20.       46.270504 20.       40.      ]
sedan4door_-40_20_-40_20_20_200_60_400 gt:['-40', '20', '-40', '20', '20'] pred:[42.851295 19.99694  40.       20.291992 22.601316]
sedan4door_-20_0_-20_20_20_80_20_400 gt:['-20', '0', '-20', '20', '20'] pred:[19.47966   0.       23.334497 20.       20.      ]
hatchback_-20_40_-40_0_0_120_40_450 gt:['-20', '40', '-40', '0', '0'] pred:[20.       44.028946 40.        9.287236  0.      ]
sedan2door_0_40_-20_0_0_40_40_450 gt:['0', '40', '-20', '0', '0'] pred:[ 1.9338341 40.        11.438193   0.         2.545226 ]
hybrid_-20_40_-20_20_0_160_80_450 gt:['-20', '40', '-20', '20', '0'] pred:[20.13599  45.57688  31.473566 19.687246  3.507206]
suv_0_40_-40_20_40_120_40_400 gt:['0', '40', '-40', '20', '40'] pred:[ 0.       41.14471  40.       19.701832 40.      ]
