Hatchback_-20_20_0_0_20_80_20_400 gt:['-20', '20', '0', '0', '20'] pred:[15.958702  20.        12.422634   0.         1.3404418]
Sedan2Door_0_0_-20_20_0_320_60_400 gt:['0', '0', '-20', '20', '0'] pred:[ 4.385947   21.68383    11.364825   20.          0.02667434]
Suv_-20_0_-20_0_20_240_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[20.        15.526403  20.        14.2167845 15.94755  ]
Hybrid_-20_20_-20_0_20_80_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[ 6.324537   9.991449  22.492327   0.         1.0118093]
Suv_0_0_-20_20_20_0_60_450 gt:['0', '0', '-20', '20', '20'] pred:[15.196302   0.        15.145882  16.317574   4.4877834]
Hatchback_0_0_-20_20_20_240_60_450 gt:['0', '0', '-20', '20', '20'] pred:[9.542541  9.309142  3.4685025 2.5476205 5.7106776]
Sedan4Door_0_20_-20_20_20_240_60_400 gt:['0', '20', '-20', '20', '20'] pred:[24.373287 35.671234  9.257384  6.952699 23.89128 ]
Sedan2Door_0_20_0_20_20_80_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 8.039123 20.       13.469277 20.       20.      ]
Hatchback_0_0_0_0_20_240_20_400 gt:['0', '0', '0', '0', '20'] pred:[12.580801 15.689335  3.168112 26.630697  1.542325]
Suv_-20_0_-20_20_0_320_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[ 5.7520432  0.        51.24551   21.32823    3.22981  ]
Suv_0_0_-20_0_20_80_60_400 gt:['0', '0', '-20', '0', '20'] pred:[10.910464    7.3502407  24.178404    2.5549858   0.45663407]
Sedan2Door_-20_0_-20_20_20_80_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[30.88493   4.156595 24.679665  4.002668  6.586126]
Suv_0_20_0_0_20_240_60_450 gt:['0', '20', '0', '0', '20'] pred:[16.696224  16.139704   3.6416597  6.8270106 13.976218 ]
Hybrid_0_0_-20_20_0_160_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 0.         6.9771123  0.4840063 20.         0.0247096]
Suv_-20_20_0_20_20_0_60_450 gt:['-20', '20', '0', '20', '20'] pred:[14.020364  10.055315   7.813595  20.         0.1602067]
Hatchback_0_0_0_20_0_240_60_450 gt:['0', '0', '0', '20', '0'] pred:[19.433376  10.553196   2.5238435  4.557065   8.714779 ]
Sedan2Door_0_0_0_20_0_80_20_450 gt:['0', '0', '0', '20', '0'] pred:[1.65496731e+01 0.00000000e+00 1.31569395e+01 2.00000000e+01
 4.19673190e-04]
Hatchback_0_20_-20_20_0_320_20_400 gt:['0', '20', '-20', '20', '0'] pred:[22.747702  20.        26.947779  20.         6.4159975]
Sedan2Door_-20_0_0_0_0_0_20_400 gt:['-20', '0', '0', '0', '0'] pred:[37.434887   0.         0.         0.         1.5479681]
Hybrid_0_0_-20_0_20_0_20_450 gt:['0', '0', '-20', '0', '20'] pred:[14.172476    0.          3.3773086   0.          0.08749471]
Sedan4Door_0_20_0_20_0_240_60_400 gt:['0', '20', '0', '20', '0'] pred:[ 8.200855  15.898993   0.         2.8200665  6.9306064]
Sedan2Door_0_20_0_20_20_240_60_450 gt:['0', '20', '0', '20', '20'] pred:[ 6.3551292 10.054415   4.8402967  5.644835  19.256153 ]
Hybrid_0_20_0_0_0_320_20_400 gt:['0', '20', '0', '0', '0'] pred:[ 2.5443118  20.          0.          0.          0.08308522]
Sedan2Door_0_0_0_20_20_0_60_450 gt:['0', '0', '0', '20', '20'] pred:[12.544947   8.957871  10.877724  20.         0.5784607]
Sedan4Door_-20_20_0_20_20_240_60_450 gt:['-20', '20', '0', '20', '20'] pred:[26.14002   12.025139   1.2709929  3.8994787 18.190756 ]
Suv_0_20_-20_20_0_320_20_450 gt:['0', '20', '-20', '20', '0'] pred:[29.593328 20.       20.38346  20.        3.196451]
Sedan4Door_0_20_-20_0_0_0_20_450 gt:['0', '20', '-20', '0', '0'] pred:[ 5.8342447 20.        18.265184   0.         0.4849981]
Suv_-20_20_-20_20_20_320_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[ 9.695026 20.       34.648293 20.       15.047795]
Suv_-20_0_-20_20_0_160_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[11.376992   14.905583   16.969437   15.121761    0.04980764]
Sedan4Door_-20_20_0_0_0_160_60_450 gt:['-20', '20', '0', '0', '0'] pred:[21.34851     3.1025631   1.4771867   2.808761    0.32253638]
Suv_0_0_-20_0_20_160_60_450 gt:['0', '0', '-20', '0', '20'] pred:[ 4.0761905  6.4837923 12.422982   3.298402  21.388725 ]
Sedan2Door_0_0_0_20_20_0_60_400 gt:['0', '0', '0', '20', '20'] pred:[11.57487     5.700216    7.3894033  20.          0.11666787]
Hybrid_-20_0_-20_0_20_320_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[ 7.808026   12.573068   20.          0.          0.40699303]
Suv_-20_20_-20_0_0_0_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[19.531876  21.90544    5.460851   0.         4.5881267]
Sedan4Door_0_0_-20_20_0_240_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 0.        15.8597555  7.6393666  2.157908   9.415777 ]
Hybrid_0_20_-20_0_0_0_60_400 gt:['0', '20', '-20', '0', '0'] pred:[7.4885664e+00 8.3213406e+00 1.2519745e+01 0.0000000e+00 1.0245545e-02]
Hatchback_-20_20_0_0_20_160_20_400 gt:['-20', '20', '0', '0', '20'] pred:[ 1.6311239 29.973808   0.        19.161367  20.       ]
Hybrid_-20_0_0_20_0_240_60_450 gt:['-20', '0', '0', '20', '0'] pred:[11.338136 10.43437   0.       20.       15.082864]
Suv_0_20_-20_20_20_0_20_400 gt:['0', '20', '-20', '20', '20'] pred:[14.411991 20.       17.982382 20.       20.      ]
Sedan2Door_-20_20_0_20_20_320_60_400 gt:['-20', '20', '0', '20', '20'] pred:[10.647405 21.566948 11.122645 20.       21.105951]
Sedan2Door_0_20_0_20_0_160_20_400 gt:['0', '20', '0', '20', '0'] pred:[ 1.9773194 13.352772  11.103998  11.231726   0.       ]
Sedan2Door_-20_0_0_0_0_320_20_450 gt:['-20', '0', '0', '0', '0'] pred:[18.391703    0.          2.2897701   0.          0.99595964]
Sedan4Door_0_20_-20_0_20_80_60_450 gt:['0', '20', '-20', '0', '20'] pred:[2.8580286e+01 2.7088087e+00 9.3832035e+00 7.5389876e+00 2.2247816e-03]
Sedan4Door_-20_20_0_20_0_320_60_450 gt:['-20', '20', '0', '20', '0'] pred:[ 3.1822422 14.404077   1.1941991 14.510764  15.566638 ]
Sedan2Door_-20_0_-20_20_0_80_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[2.4682951e+01 0.0000000e+00 1.7085903e+01 2.0000000e+01 2.2972976e-03]
Hatchback_-20_20_0_0_20_80_60_400 gt:['-20', '20', '0', '0', '20'] pred:[10.961458   17.123217    6.241108    8.191803    0.37864384]
Sedan4Door_0_0_-20_20_0_160_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 5.8700347 10.4325695  5.792661  17.119654  19.325123 ]
Sedan2Door_-20_20_-20_0_20_320_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[25.751316 44.956367 22.05355   0.        5.394396]
Hybrid_0_20_0_0_20_0_20_450 gt:['0', '20', '0', '0', '20'] pred:[ 8.195222 20.       32.132294  0.        1.179328]
Sedan4Door_0_20_0_0_20_320_60_450 gt:['0', '20', '0', '0', '20'] pred:[11.708131  18.006124   2.0592163  0.        25.000366 ]
Suv_-20_20_-20_20_20_0_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[10.708628 20.       39.020775 32.058506 20.      ]
Suv_-20_0_0_20_0_0_60_450 gt:['-20', '0', '0', '20', '0'] pred:[14.392996    5.5950046   6.80872    12.033011    0.19770539]
Sedan2Door_-20_0_0_0_0_80_60_400 gt:['-20', '0', '0', '0', '0'] pred:[22.551083 34.76716  11.089015  0.        6.808576]
Hatchback_-20_0_-20_0_20_240_20_450 gt:['-20', '0', '-20', '0', '20'] pred:[12.42019    9.834927   1.5297216  9.938181   0.3843935]
Sedan4Door_0_20_-20_0_0_0_60_450 gt:['0', '20', '-20', '0', '0'] pred:[ 5.7754807 10.582743  20.130495   0.         1.3058021]
Sedan4Door_-20_0_0_0_20_80_60_450 gt:['-20', '0', '0', '0', '20'] pred:[15.914061   5.5051794  4.3579855  8.124823   1.0030744]
Hatchback_0_20_0_20_0_0_20_450 gt:['0', '20', '0', '20', '0'] pred:[13.197594 20.        2.377056 20.        4.219095]
Suv_0_0_0_0_20_240_60_450 gt:['0', '0', '0', '0', '20'] pred:[9.064213  7.0757923 3.4500952 2.6609232 1.8972688]
Hybrid_-20_20_0_0_20_160_60_450 gt:['-20', '20', '0', '0', '20'] pred:[21.553684    5.6821914  14.212106   10.943646    0.21702264]
Hybrid_-20_0_0_20_20_80_60_400 gt:['-20', '0', '0', '20', '20'] pred:[19.431652    8.769616   20.985243   20.          0.33237678]
Suv_0_20_-20_0_0_0_60_400 gt:['0', '20', '-20', '0', '0'] pred:[ 2.7372093 10.544081  55.015728   0.         5.654637 ]
Sedan4Door_-20_0_0_20_20_320_60_450 gt:['-20', '0', '0', '20', '20'] pred:[ 8.80604    9.236571  16.09787   27.03177    1.7801112]
Suv_0_20_0_20_0_320_60_400 gt:['0', '20', '0', '20', '0'] pred:[ 4.5537148 18.37905   12.136327  20.         1.6363101]
Hatchback_-20_0_0_0_20_320_60_400 gt:['-20', '0', '0', '0', '20'] pred:[ 4.211507 14.880144  2.510092  7.766343 19.797438]
Suv_-20_20_0_0_0_0_20_450 gt:['-20', '20', '0', '0', '0'] pred:[24.642569 20.        4.246972  0.        0.      ]
Hybrid_-20_0_0_20_20_240_60_400 gt:['-20', '0', '0', '20', '20'] pred:[ 9.95584    5.772619  10.860679  20.         0.6362357]
Sedan2Door_0_0_-20_20_0_0_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 5.707063    0.          4.29648    20.          0.21725892]
Hatchback_0_20_0_20_20_320_20_450 gt:['0', '20', '0', '20', '20'] pred:[ 1.7841697 20.         4.995768  20.         4.6506643]
Sedan4Door_-20_20_-20_20_0_240_60_450 gt:['-20', '20', '-20', '20', '0'] pred:[16.91096    8.764666   5.0049124  4.6770625 48.583115 ]
Suv_0_0_0_20_0_160_20_450 gt:['0', '0', '0', '20', '0'] pred:[7.3832116 4.2400217 4.5569315 7.8282638 2.3115764]
Hatchback_0_20_-20_20_20_240_60_400 gt:['0', '20', '-20', '20', '20'] pred:[12.708554   6.2745113  6.153893   6.837556  18.379938 ]
Hybrid_0_0_0_0_0_80_20_450 gt:['0', '0', '0', '0', '0'] pred:[33.695225  0.       18.646526  0.        0.      ]
Hybrid_0_20_-20_20_0_80_60_450 gt:['0', '20', '-20', '20', '0'] pred:[2.0241701e+01 1.3314511e+00 5.6443186e+00 2.9772136e+00 2.1099434e-03]
Suv_-20_20_0_20_0_320_20_400 gt:['-20', '20', '0', '20', '0'] pred:[14.747765 20.       28.403519 20.       10.129231]
Hatchback_0_20_-20_0_0_240_60_400 gt:['0', '20', '-20', '0', '0'] pred:[18.09955    18.09688     1.117066    7.8893013   0.12957516]
Sedan2Door_0_20_-20_20_0_240_20_400 gt:['0', '20', '-20', '20', '0'] pred:[14.626129  28.816849  20.         3.1086817 24.389122 ]
Suv_-20_20_-20_0_20_160_60_400 gt:['-20', '20', '-20', '0', '20'] pred:[19.714355  11.699566  20.        14.079504   5.4517903]
Hybrid_0_0_0_0_20_160_60_400 gt:['0', '0', '0', '0', '20'] pred:[9.276446   4.9325895  2.0954578  0.38217568 1.8361965 ]
Hybrid_-20_20_-20_0_0_320_20_450 gt:['-20', '20', '-20', '0', '0'] pred:[36.570885  20.        34.51873    0.         3.4673405]
Sedan2Door_0_20_0_20_0_320_20_400 gt:['0', '20', '0', '20', '0'] pred:[ 5.677112 20.       18.57916  20.       16.485367]
Sedan4Door_-20_0_-20_20_0_160_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[12.116521   5.939645  11.998925   6.1087008 33.856262 ]
Hatchback_0_20_-20_0_0_240_60_450 gt:['0', '20', '-20', '0', '0'] pred:[11.273734   31.266056    1.8736434   1.9467889   0.22561306]
Sedan4Door_-20_20_-20_0_20_80_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[26.16008    8.11614   31.341637   6.8662114  0.6212988]
Hybrid_0_0_-20_0_0_240_20_450 gt:['0', '0', '-20', '0', '0'] pred:[16.52699     3.626214    1.6852474   0.          0.03309057]
Sedan4Door_0_20_0_0_0_0_60_450 gt:['0', '20', '0', '0', '0'] pred:[ 5.5824223 18.700235  11.634273   0.         1.6621463]
Sedan4Door_-20_20_0_0_0_80_20_400 gt:['-20', '20', '0', '0', '0'] pred:[ 4.59602 20.      33.85354  0.       0.     ]
Hybrid_0_20_-20_20_0_320_60_450 gt:['0', '20', '-20', '20', '0'] pred:[11.471274  39.11815    2.4969387  2.7689452 22.748566 ]
Sedan4Door_-20_0_0_20_20_160_20_450 gt:['-20', '0', '0', '20', '20'] pred:[ 5.493101    3.1498117   0.43290788  1.8737668  20.        ]
Hybrid_0_0_-20_0_0_160_60_400 gt:['0', '0', '-20', '0', '0'] pred:[ 2.7075088  4.9190197 20.         0.        24.860334 ]
Suv_-20_20_-20_0_20_80_60_450 gt:['-20', '20', '-20', '0', '20'] pred:[33.69098     6.5696793  25.226952   10.319715    0.11712149]
Suv_-20_20_0_20_20_240_20_450 gt:['-20', '20', '0', '20', '20'] pred:[ 9.111459 38.107697 36.002842 52.56775  28.946503]
Hybrid_-20_20_-20_20_20_240_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[21.159912   7.8142047  1.1299572 24.161089  25.756212 ]
Hatchback_-20_0_-20_20_20_0_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[17.63653    0.         8.052136  20.         6.3274503]
Suv_-20_0_0_0_0_0_60_450 gt:['-20', '0', '0', '0', '0'] pred:[16.518297    0.          4.9857726   0.          0.08874048]
Sedan4Door_-20_0_0_0_20_160_20_450 gt:['-20', '0', '0', '0', '20'] pred:[ 6.1540685 10.454993   1.8620958  2.4839194 20.       ]
Hatchback_-20_0_0_20_20_0_20_400 gt:['-20', '0', '0', '20', '20'] pred:[22.757736    0.          4.2827525  20.          0.25844285]
Hybrid_-20_0_0_20_0_240_20_450 gt:['-20', '0', '0', '20', '0'] pred:[25.512985    3.9290924   0.99186546  3.782814    0.38514167]
Suv_-20_0_-20_20_0_0_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[18.127441  0.       15.49838   8.440169  8.583073]
Hybrid_0_0_0_20_20_240_60_400 gt:['0', '0', '0', '20', '20'] pred:[12.015745    5.188554    2.0698686   2.1316605   0.18463424]
Suv_-20_20_-20_20_0_320_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 3.2460485  5.7241426  2.3610556 20.409338  24.213474 ]
Hatchback_0_0_-20_0_0_320_60_400 gt:['0', '0', '-20', '0', '0'] pred:[13.41138   11.805433  14.165914   0.         2.1774213]
Sedan4Door_-20_0_-20_0_20_240_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[21.322348   7.551855   2.0740116  2.7570896 38.810837 ]
Suv_0_0_-20_0_20_240_60_450 gt:['0', '0', '-20', '0', '20'] pred:[32.043728 11.365872 14.559929  5.566868 31.820784]
Sedan4Door_-20_0_0_20_0_160_60_400 gt:['-20', '0', '0', '20', '0'] pred:[ 9.449551    5.022362   21.768637   12.80018     0.41571215]
Suv_-20_0_0_0_20_0_60_400 gt:['-20', '0', '0', '0', '20'] pred:[ 4.097394   0.        56.453796   0.         0.5131686]
Suv_-20_0_-20_0_0_80_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[ 6.6371317   0.         19.71573     0.          0.02498847]
Hybrid_-20_0_-20_20_20_80_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[1.7288160e+01 8.1283102e+00 2.0000000e+01 8.7176857e+00 1.0107497e-02]
Sedan2Door_-20_0_-20_0_0_240_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[20.70233    3.082293   1.5591879  2.836146   0.615189 ]
Hybrid_-20_20_0_20_20_160_20_400 gt:['-20', '20', '0', '20', '20'] pred:[20.        14.456117   6.1418095 20.         3.6323202]
Hatchback_-20_0_0_0_20_80_60_450 gt:['-20', '0', '0', '0', '20'] pred:[17.563032    8.007374   13.10383     2.2604954   0.04320634]
Hybrid_-20_20_-20_20_20_80_20_400 gt:['-20', '20', '-20', '20', '20'] pred:[25.375803  20.        32.299973  20.         2.0194907]
Sedan2Door_-20_0_0_0_20_0_60_400 gt:['-20', '0', '0', '0', '20'] pred:[15.670699    4.995594   42.97548     0.          0.45554867]
Sedan4Door_0_0_0_0_20_320_60_400 gt:['0', '0', '0', '0', '20'] pred:[ 5.9670315 23.065838   4.6399326  0.         2.2162075]
Sedan2Door_-20_0_0_20_20_160_60_450 gt:['-20', '0', '0', '20', '20'] pred:[32.013615   6.51944    7.6216016 12.536102   6.501203 ]
Hybrid_0_20_0_0_20_160_60_450 gt:['0', '20', '0', '0', '20'] pred:[15.004036   2.356239   3.1182234  0.         0.2851627]
Suv_-20_0_-20_0_20_320_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[19.188812  0.       44.592392  0.       33.13332 ]
Suv_0_20_0_20_20_0_60_450 gt:['0', '20', '0', '20', '20'] pred:[11.325791    4.8140154   7.595443   20.          0.95615095]
Sedan2Door_-20_20_0_0_0_160_20_450 gt:['-20', '20', '0', '0', '0'] pred:[ 5.244025   8.952324  10.216008   0.         0.9159997]
Sedan2Door_-20_20_-20_0_20_0_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[ 7.839077  20.         9.843791   0.         0.0214562]
Hybrid_0_20_-20_20_20_240_60_400 gt:['0', '20', '-20', '20', '20'] pred:[8.1420097e+00 7.1848588e+00 3.0158346e+00 2.0000000e+01 1.5037421e-02]
Suv_-20_0_0_20_0_320_60_450 gt:['-20', '0', '0', '20', '0'] pred:[ 1.9943223  19.753532    1.5514865   5.1853285   0.47071847]
Sedan4Door_-20_20_0_20_20_320_60_400 gt:['-20', '20', '0', '20', '20'] pred:[ 4.656311  8.275978  2.796894  9.163075 10.441046]
Sedan2Door_-20_0_-20_20_20_0_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[43.530663   0.        20.        20.         6.5403543]
Hybrid_0_0_0_20_20_0_20_450 gt:['0', '0', '0', '20', '20'] pred:[18.361092    0.          0.12272866 20.          0.40891853]
Sedan4Door_0_20_-20_0_0_0_20_400 gt:['0', '20', '-20', '0', '0'] pred:[12.3602295 20.         3.5398946  0.         0.7611419]
Hatchback_0_20_-20_20_0_80_20_450 gt:['0', '20', '-20', '20', '0'] pred:[21.294441 20.       10.599423 20.       21.678537]
Hatchback_0_0_-20_0_20_320_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 5.216201   0.         5.7333508 38.994434  13.150307 ]
Hybrid_0_20_-20_20_0_160_20_400 gt:['0', '20', '-20', '20', '0'] pred:[19.898098   7.083581   1.3056184 20.         0.       ]
Hybrid_0_0_0_0_20_240_20_400 gt:['0', '0', '0', '0', '20'] pred:[ 0.       13.939183  0.       28.873243  4.334027]
Sedan4Door_-20_20_-20_20_0_240_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[20.         7.0002604  2.1140819  0.4390166 51.889122 ]
Hatchback_0_0_0_0_0_0_20_450 gt:['0', '0', '0', '0', '0'] pred:[6.211355   0.         4.8954573  0.         0.08934148]
Hatchback_-20_20_0_20_20_80_60_400 gt:['-20', '20', '0', '20', '20'] pred:[ 9.903562  21.858196  26.022606  18.600607   0.8156984]
Sedan2Door_-20_20_-20_0_20_240_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[20.        12.224076   2.7714882 10.161717  24.525988 ]
Suv_0_0_0_20_20_160_20_450 gt:['0', '0', '0', '20', '20'] pred:[ 2.359153    8.416132   16.805916    7.28559     0.75221795]
Hatchback_-20_20_0_20_20_160_20_450 gt:['-20', '20', '0', '20', '20'] pred:[21.006706   7.45591    1.8950211  7.6100473 18.083063 ]
Hybrid_-20_20_-20_0_20_320_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[16.145153 20.        4.593734  0.        8.869135]
Hybrid_-20_20_0_20_20_80_20_450 gt:['-20', '20', '0', '20', '20'] pred:[32.888866  20.        32.699516  20.         0.0646492]
Hatchback_-20_0_0_20_0_160_60_450 gt:['-20', '0', '0', '20', '0'] pred:[ 8.29067    8.787483  11.390406   2.2613456  1.2277302]
Sedan4Door_0_20_-20_20_20_160_60_400 gt:['0', '20', '-20', '20', '20'] pred:[14.346826    2.99666     2.013321   26.791698    0.54949284]
Hatchback_-20_20_0_0_20_160_20_450 gt:['-20', '20', '0', '0', '20'] pred:[15.905955  28.560081   2.92765    4.34464    3.6392395]
Hatchback_0_20_0_0_0_0_60_450 gt:['0', '20', '0', '0', '0'] pred:[9.2663755e+00 2.1657641e+00 1.2606587e+01 5.6865258e+00 4.2914716e-03]
Hybrid_0_20_-20_0_20_320_20_450 gt:['0', '20', '-20', '0', '20'] pred:[29.679983  20.        20.         0.         3.1824484]
Hatchback_-20_20_-20_20_20_240_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[8.075992   5.480791   2.5504005  1.7386003  0.31655526]
Suv_-20_20_0_20_20_80_20_450 gt:['-20', '20', '0', '20', '20'] pred:[24.288687  20.        11.571903  20.         1.8997601]
Sedan4Door_0_20_-20_20_0_240_20_400 gt:['0', '20', '-20', '20', '0'] pred:[11.135281   9.731372   6.2367115  6.4255114 45.92687  ]
Hybrid_0_0_-20_0_20_80_20_400 gt:['0', '0', '-20', '0', '20'] pred:[27.005693  0.       16.49025   0.       20.      ]
Hybrid_-20_0_0_20_0_80_20_450 gt:['-20', '0', '0', '20', '0'] pred:[29.190437  0.        7.582688 20.        0.      ]
Suv_-20_0_-20_20_20_160_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[ 5.399962   4.7313266  3.4668448  5.0175786 11.90828  ]
Sedan4Door_-20_0_0_0_0_320_60_450 gt:['-20', '0', '0', '0', '0'] pred:[ 9.041796   16.73119     0.83889955  0.          0.0170694 ]
Sedan4Door_-20_0_-20_20_0_240_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[16.956303  13.943406  19.488596   8.409279   0.9241797]
Suv_0_0_-20_20_20_80_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 4.0586133  0.         8.453675  20.        20.       ]
Sedan2Door_0_0_-20_20_0_80_20_450 gt:['0', '0', '-20', '20', '0'] pred:[2.3105875e+01 0.0000000e+00 1.0583246e+01 2.0000000e+01 4.4359788e-03]
Sedan2Door_-20_20_0_20_20_240_20_450 gt:['-20', '20', '0', '20', '20'] pred:[20.         9.912729   1.0883352 20.        25.506334 ]
Hatchback_-20_0_-20_20_20_0_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[15.1359415   6.2617245  15.609991   20.          0.02745896]
Sedan4Door_0_20_-20_20_0_160_20_400 gt:['0', '20', '-20', '20', '0'] pred:[ 0.        11.241495   3.2965953  7.5600457 23.677954 ]
Sedan2Door_0_20_0_0_20_80_60_450 gt:['0', '20', '0', '0', '20'] pred:[17.18587    12.841507    0.          0.          0.12422129]
Sedan2Door_-20_20_0_20_20_80_60_450 gt:['-20', '20', '0', '20', '20'] pred:[34.680798  27.160017   5.193211  20.         2.1466978]
Hybrid_-20_20_-20_20_0_160_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 9.243905   16.226906   14.811877   20.          0.27086222]
Hatchback_0_0_0_20_20_0_20_450 gt:['0', '0', '0', '20', '20'] pred:[12.072736    0.          3.481695   20.          0.25025174]
Sedan4Door_0_0_-20_20_0_320_60_400 gt:['0', '0', '-20', '20', '0'] pred:[ 4.8851233 32.30581   16.109285  14.814971  20.60347  ]
Sedan4Door_0_20_0_20_0_320_20_400 gt:['0', '20', '0', '20', '0'] pred:[ 4.3249283 20.         1.2212809 20.        46.147987 ]
Hatchback_-20_0_-20_20_0_0_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[23.97448    11.637318   21.057508   20.          0.05012258]
Sedan4Door_-20_0_-20_0_20_160_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[ 9.479977    3.0311391  20.          3.191386    0.32771546]
Hybrid_0_20_0_20_20_240_60_400 gt:['0', '20', '0', '20', '20'] pred:[18.227377 21.680113  2.79666   4.645023 47.335827]
Hatchback_-20_20_-20_0_0_240_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[22.184217   2.5436127  1.8956137  2.8131104 48.261024 ]
Sedan4Door_-20_0_0_20_0_0_60_450 gt:['-20', '0', '0', '20', '0'] pred:[24.577457  11.452327   4.2257686  4.3702984  0.2925099]
Sedan4Door_-20_20_0_0_0_80_20_450 gt:['-20', '20', '0', '0', '0'] pred:[25.947392 20.       27.913378  0.        0.      ]
