hybrid_-17_23_-36_35_15_50_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[18.111662 20.86531  15.695008 15.619887 23.892725]
hybrid_-17_45_-36_48_46_20_30_420 gt:['-17', '45', '-36', '48', '46'] pred:[31.312534 45.       19.538845 48.       10.996794]
hatchback_-17_15_-36_48_15_50_70_420 gt:['-17', '15', '-36', '48', '15'] pred:[22.7433    6.883993 25.96236  26.623047 19.925037]
suv_-50_15_-22_10_15_230_30_420 gt:['-50', '15', '-22', '10', '15'] pred:[50.        22.350477  22.         5.2244067  2.3162599]
hybrid_-50_23_-4_48_46_230_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[45.280987 10.372999  8.857158 18.474855 22.475847]
suv_-50_45_-4_35_28_20_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[46.383263 45.       17.558126 35.        6.341261]
sedan4door_-50_45_-22_35_15_230_70_420 gt:['-50', '45', '-22', '35', '15'] pred:[45.380196  26.062447  10.195895  15.921534   2.1310942]
suv_-17_45_-4_48_46_50_70_420 gt:['-17', '45', '-4', '48', '46'] pred:[ 5.490814  33.649956  13.322156   5.6805015 13.545536 ]
sedan2door_-50_15_-36_35_15_50_30_420 gt:['-50', '15', '-36', '35', '15'] pred:[33.416092 15.       20.788153 35.       15.      ]
sedan4door_-30_15_-4_48_15_50_70_420 gt:['-30', '15', '-4', '48', '15'] pred:[17.787838   8.989086   8.709387  14.151726   2.7984834]
suv_-30_23_-36_35_28_230_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.       30.379707 36.       30.49004   8.347418]
suv_-17_45_-22_48_28_140_70_420 gt:['-17', '45', '-22', '48', '28'] pred:[ 8.403975 25.838057  7.636585 22.57538  19.904696]
sedan4door_-50_45_-36_35_28_50_30_420 gt:['-50', '45', '-36', '35', '28'] pred:[42.686493 36.761642 42.852715 35.       28.      ]
sedan2door_-17_23_-4_48_28_50_30_420 gt:['-17', '23', '-4', '48', '28'] pred:[19.789457 23.       12.548159 48.       28.      ]
hybrid_-50_45_-4_48_15_140_30_420 gt:['-50', '45', '-4', '48', '15'] pred:[50.       24.166565  4.        9.812832 15.      ]
suv_-50_15_-4_48_46_230_70_420 gt:['-50', '15', '-4', '48', '46'] pred:[28.922823 20.561283  5.09198  11.057812 24.822277]
sedan2door_-50_15_-36_10_28_50_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[34.554497 16.070984  7.772725 21.746468 20.722055]
sedan2door_-50_23_-4_10_28_230_30_420 gt:['-50', '23', '-4', '10', '28'] pred:[50.       19.700012  4.       17.356709 19.077106]
sedan4door_-50_23_-22_35_15_50_70_420 gt:['-50', '23', '-22', '35', '15'] pred:[31.305298  18.619839  10.614789  24.176113   3.1868587]
sedan2door_-50_23_-4_48_15_140_30_420 gt:['-50', '23', '-4', '48', '15'] pred:[50.       25.964603  4.       10.171772 15.      ]
suv_-30_23_-36_10_28_20_30_420 gt:['-30', '23', '-36', '10', '28'] pred:[46.520485 23.       36.49984  10.        5.757734]
hatchback_-50_15_-22_10_46_20_70_420 gt:['-50', '15', '-22', '10', '46'] pred:[37.543144 10.472754 33.500652 10.       23.955933]
hybrid_-30_23_-36_48_15_140_70_420 gt:['-30', '23', '-36', '48', '15'] pred:[18.615793 21.677711 36.       10.524582 11.607768]
suv_-50_23_-36_48_15_20_70_420 gt:['-50', '23', '-36', '48', '15'] pred:[35.638992 21.640463 13.628524 48.       12.595324]
sedan4door_-30_45_-22_35_28_140_70_420 gt:['-30', '45', '-22', '35', '28'] pred:[22.984062  26.058144  22.        23.823116   6.3237944]
hybrid_-50_23_-36_35_46_230_30_420 gt:['-50', '23', '-36', '35', '46'] pred:[50.       27.72419  36.        6.44285  27.258526]
suv_-17_15_-36_10_15_140_30_420 gt:['-17', '15', '-36', '10', '15'] pred:[17.        7.963254 36.        7.31803  15.      ]
sedan4door_-30_23_-22_48_15_140_70_420 gt:['-30', '23', '-22', '48', '15'] pred:[26.236155  12.999955  22.        24.449022   2.7240767]
sedan4door_-50_45_-22_10_15_230_30_420 gt:['-50', '45', '-22', '10', '15'] pred:[50.        36.360683  22.         5.0095806 19.321697 ]
hatchback_-30_23_-22_35_46_50_70_420 gt:['-30', '23', '-22', '35', '46'] pred:[19.910103 15.464235 11.312071 14.737881 25.263226]
suv_-30_45_-4_48_15_230_70_420 gt:['-30', '45', '-4', '48', '15'] pred:[19.237316 29.371054  5.33606   7.223092 10.333602]
suv_-50_15_-22_35_15_50_70_420 gt:['-50', '15', '-22', '35', '15'] pred:[26.707348 21.697762 20.929893 13.234492 10.456147]
hybrid_-17_15_-36_35_28_20_70_420 gt:['-17', '15', '-36', '35', '28'] pred:[32.110783 12.315453 19.476027 35.        5.607113]
hybrid_-30_23_-4_10_46_140_30_420 gt:['-30', '23', '-4', '10', '46'] pred:[30.        9.278967  4.       19.002665 46.      ]
hybrid_-50_15_-4_48_15_20_70_420 gt:['-50', '15', '-4', '48', '15'] pred:[35.17531  21.211689  9.003842 48.       17.830902]
hatchback_-30_45_-4_10_28_20_70_420 gt:['-30', '45', '-4', '10', '28'] pred:[32.631252 31.305092 16.90881  10.       18.21677 ]
hybrid_-50_15_-4_35_15_50_70_420 gt:['-50', '15', '-4', '35', '15'] pred:[29.123493 22.876167 11.248823 15.254343 27.095144]
hybrid_-17_45_-4_10_15_50_70_420 gt:['-17', '45', '-4', '10', '15'] pred:[20.22439  32.446514 14.410329 12.399748 26.625095]
sedan2door_-50_23_-36_35_46_230_70_420 gt:['-50', '23', '-36', '35', '46'] pred:[41.279842   7.4591327 11.63184   13.309125  28.320456 ]
hatchback_-30_15_-22_10_15_230_30_420 gt:['-30', '15', '-22', '10', '15'] pred:[30.        16.711466  22.         4.2774153  8.471013 ]
suv_-30_45_-22_10_46_50_70_420 gt:['-30', '45', '-22', '10', '46'] pred:[ 6.6132245 39.86966   15.636558   2.608271  16.81427  ]
hatchback_-17_45_-4_48_28_230_30_420 gt:['-17', '45', '-4', '48', '28'] pred:[17.       35.40729   4.       19.848843 33.960194]
hybrid_-50_23_-4_10_28_50_70_420 gt:['-50', '23', '-4', '10', '28'] pred:[28.892332 26.948391 13.763115 12.161948 29.02587 ]
sedan4door_-30_23_-36_10_28_50_30_420 gt:['-30', '23', '-36', '10', '28'] pred:[33.250397 30.128983 30.837349 10.       28.      ]
hybrid_-30_45_-4_10_28_140_30_420 gt:['-30', '45', '-4', '10', '28'] pred:[30.       26.475895  4.       11.781134 28.      ]
hybrid_-17_23_-22_35_15_50_30_420 gt:['-17', '23', '-22', '35', '15'] pred:[10.933251   23.         20.054249   35.          0.19111194]
hatchback_-50_23_-36_48_46_140_70_420 gt:['-50', '23', '-36', '48', '46'] pred:[28.91354  17.277971 36.       20.47818  18.356623]
suv_-17_15_-4_48_15_20_70_420 gt:['-17', '15', '-4', '48', '15'] pred:[25.304533  15.461224   7.7491093  3.8364463 10.285505 ]
sedan2door_-30_23_-36_35_28_230_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.       20.355167 36.       17.1738   16.365229]
hybrid_-17_45_-22_35_28_50_70_420 gt:['-17', '45', '-22', '35', '28'] pred:[18.691555 31.585825 14.479768 12.584892 31.702452]
hybrid_-50_23_-4_35_28_140_30_420 gt:['-50', '23', '-4', '35', '28'] pred:[50.        8.175172  4.       12.516235 28.      ]
suv_-17_45_-4_10_46_50_70_420 gt:['-17', '45', '-4', '10', '46'] pred:[ 4.359251  37.067398  12.129275   2.5065536 13.850707 ]
suv_-50_15_-4_35_15_50_70_420 gt:['-50', '15', '-4', '35', '15'] pred:[24.222065 26.466928  9.584863 12.289559 10.105873]
hatchback_-30_15_-36_10_46_140_70_420 gt:['-30', '15', '-36', '10', '46'] pred:[ 9.908866 10.523643 36.       10.464506 19.906706]
hatchback_-50_15_-4_35_28_230_70_420 gt:['-50', '15', '-4', '35', '28'] pred:[41.724865  10.25839    3.3253891 11.669687   9.118595 ]
sedan4door_-17_23_-22_35_15_50_30_420 gt:['-17', '23', '-22', '35', '15'] pred:[30.997059 27.730465 19.515926  4.149327 15.      ]
hatchback_-30_23_-36_48_46_50_70_420 gt:['-30', '23', '-36', '48', '46'] pred:[24.628567 12.291254 25.18534  29.110641 27.514128]
suv_-50_15_-22_10_28_20_70_420 gt:['-50', '15', '-22', '10', '28'] pred:[38.12184   17.244867  11.001483   3.1747825 13.942257 ]
hatchback_-17_45_-4_10_15_230_70_420 gt:['-17', '45', '-4', '10', '15'] pred:[16.457779  14.852993   1.712025   5.7556734  2.597129 ]
sedan4door_-17_23_-36_48_46_140_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[17.       12.938336 36.       36.043655 46.      ]
sedan2door_-30_23_-4_10_46_20_70_420 gt:['-30', '23', '-4', '10', '46'] pred:[30.602173  19.407785   5.3489146 15.362334  19.234375 ]
sedan4door_-30_23_-22_48_15_20_70_420 gt:['-30', '23', '-22', '48', '15'] pred:[28.223053  15.831458  14.1679325 48.         2.5806403]
suv_-30_45_-22_48_46_230_30_420 gt:['-30', '45', '-22', '48', '46'] pred:[30.       32.7241   22.       37.68348  32.972248]
sedan2door_-30_15_-36_48_46_50_70_420 gt:['-30', '15', '-36', '48', '46'] pred:[18.300533  8.845683 17.300985 27.521667 30.342014]
sedan2door_-17_45_-36_35_15_140_30_420 gt:['-17', '45', '-36', '35', '15'] pred:[17.       22.194038 36.       15.831714 15.      ]
sedan2door_-17_23_-4_10_28_50_70_420 gt:['-17', '23', '-4', '10', '28'] pred:[13.271512 28.652664 18.621307 20.938116 22.082355]
sedan4door_-30_15_-4_10_15_50_70_420 gt:['-30', '15', '-4', '10', '15'] pred:[14.334525   7.2542357  7.435449   7.0587664  3.2343879]
hatchback_-17_15_-22_35_15_230_30_420 gt:['-17', '15', '-22', '35', '15'] pred:[17.       17.856373 22.        9.849319 13.043775]
sedan4door_-50_15_-4_35_46_20_30_420 gt:['-50', '15', '-4', '35', '46'] pred:[36.59314  15.       12.419504 35.       11.59317 ]
sedan2door_-30_45_-36_10_15_50_30_420 gt:['-30', '45', '-36', '10', '15'] pred:[22.036222 45.       11.117539 10.       15.      ]
sedan2door_-17_45_-4_48_15_50_70_420 gt:['-17', '45', '-4', '48', '15'] pred:[15.156643 40.564003 15.3356   12.832096 15.015114]
sedan4door_-17_45_-22_10_15_50_30_420 gt:['-17', '45', '-22', '10', '15'] pred:[29.112064 28.343588 14.978498 10.       15.      ]
sedan4door_-30_45_-22_35_46_20_70_420 gt:['-30', '45', '-22', '35', '46'] pred:[37.558414 28.30906  16.243576 35.        8.44275 ]
hybrid_-17_45_-22_10_46_140_30_420 gt:['-17', '45', '-22', '10', '46'] pred:[17.       29.915375 22.       17.295103 46.      ]
suv_-30_15_-22_10_46_140_30_420 gt:['-30', '15', '-22', '10', '46'] pred:[30.        10.4829    22.         5.3138795 46.       ]
sedan2door_-17_23_-22_10_15_50_70_420 gt:['-17', '23', '-22', '10', '15'] pred:[14.503945 27.299759 18.417482 20.308708 16.172062]
suv_-30_15_-22_48_28_20_30_420 gt:['-30', '15', '-22', '48', '28'] pred:[43.51883   15.        40.996746  48.         2.5284388]
sedan4door_-30_23_-4_10_28_50_30_420 gt:['-30', '23', '-4', '10', '28'] pred:[28.626335 23.964943 19.210066 10.       28.      ]
hybrid_-50_45_-22_10_28_140_30_420 gt:['-50', '45', '-22', '10', '28'] pred:[50.       26.34329  22.        9.751513 28.      ]
hybrid_-50_23_-4_48_28_140_30_420 gt:['-50', '23', '-4', '48', '28'] pred:[50.         7.7796283  4.        12.307137  28.       ]
hatchback_-30_45_-22_48_46_20_70_420 gt:['-30', '45', '-22', '48', '46'] pred:[32.364185 22.332674 36.508877 48.       19.481289]
sedan4door_-50_45_-4_10_46_20_30_420 gt:['-50', '45', '-4', '10', '46'] pred:[43.194084 45.       13.231337 10.       15.588014]
suv_-17_23_-4_35_15_20_30_420 gt:['-17', '23', '-4', '35', '15'] pred:[35.883118  23.        31.16674   35.         2.8952653]
sedan2door_-30_15_-22_35_46_20_30_420 gt:['-30', '15', '-22', '35', '46'] pred:[43.695156 15.       15.621346 35.        7.058305]
hybrid_-17_23_-36_48_46_140_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[17.        8.044438 36.       18.983131 46.      ]
suv_-50_45_-4_10_15_140_30_420 gt:['-50', '45', '-4', '10', '15'] pred:[50.       17.149004  4.       11.442825 15.      ]
hatchback_-30_45_-22_10_15_140_30_420 gt:['-30', '45', '-22', '10', '15'] pred:[30.       27.532982 22.       21.551056 15.      ]
suv_-17_45_-36_48_28_50_70_420 gt:['-17', '45', '-36', '48', '28'] pred:[ 7.846369 26.757305 31.952631  8.011314 10.197683]
sedan4door_-30_45_-4_35_28_140_30_420 gt:['-30', '45', '-4', '35', '28'] pred:[30.       17.334846  4.       30.291117 28.      ]
hybrid_-17_23_-4_10_46_50_70_420 gt:['-17', '23', '-4', '10', '46'] pred:[14.567286 21.346546 12.94345  20.217049 29.80794 ]
sedan4door_-50_45_-4_35_46_50_30_420 gt:['-50', '45', '-4', '35', '46'] pred:[37.984573 31.337328 23.515326 35.       46.      ]
hatchback_-30_23_-36_48_46_230_70_420 gt:['-30', '23', '-36', '48', '46'] pred:[30.506805  6.793893 17.086733 13.822927 30.634432]
hybrid_-50_15_-36_10_28_140_30_420 gt:['-50', '15', '-36', '10', '28'] pred:[50.         8.282895  36.         6.5435686 28.       ]
suv_-17_23_-22_35_15_140_30_420 gt:['-17', '23', '-22', '35', '15'] pred:[17.       16.856499 22.       32.375397 15.      ]
sedan4door_-30_45_-36_35_46_140_30_420 gt:['-30', '45', '-36', '35', '46'] pred:[30.       19.812155 36.       30.841091 46.      ]
suv_-50_45_-4_48_28_140_30_420 gt:['-50', '45', '-4', '48', '28'] pred:[50.       21.679308  4.       22.87452  28.      ]
hybrid_-17_45_-22_10_46_140_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[ 7.332371 25.439573 22.        9.192213 26.563723]
hatchback_-50_23_-22_10_15_230_30_420 gt:['-50', '23', '-22', '10', '15'] pred:[50.        11.887911  22.         6.0572705  9.715041 ]
hybrid_-30_15_-22_48_15_20_30_420 gt:['-30', '15', '-22', '48', '15'] pred:[38.27786   15.        18.457691  48.         3.0380745]
hybrid_-50_15_-4_10_46_230_70_420 gt:['-50', '15', '-4', '10', '46'] pred:[42.91801  12.235022  9.208075 15.864932 19.440811]
sedan4door_-17_23_-22_35_46_20_70_420 gt:['-17', '23', '-22', '35', '46'] pred:[31.162642  15.088998  21.905472  35.         5.3821826]
hatchback_-30_45_-4_35_15_230_70_420 gt:['-30', '45', '-4', '35', '15'] pred:[33.73632   19.46882    2.0013995 11.570746   3.5672617]
hybrid_-50_23_-22_48_28_20_70_420 gt:['-50', '23', '-22', '48', '28'] pred:[33.101723 21.29839  11.656439 21.862398 22.845167]
hatchback_-30_23_-36_35_28_230_70_420 gt:['-30', '23', '-36', '35', '28'] pred:[32.041656  8.875857 14.788967  9.144448  7.890501]
hatchback_-50_45_-4_10_28_20_70_420 gt:['-50', '45', '-4', '10', '28'] pred:[37.62429   32.292416  13.505591   6.8616853 21.99323  ]
sedan4door_-50_23_-22_10_28_140_70_420 gt:['-50', '23', '-22', '10', '28'] pred:[27.897713 15.206779 22.        9.654681  6.294884]
hybrid_-50_15_-22_10_28_50_70_420 gt:['-50', '15', '-22', '10', '28'] pred:[26.544102  21.887796  12.3255205 14.153793  31.399752 ]
sedan2door_-17_45_-36_10_15_50_30_420 gt:['-17', '45', '-36', '10', '15'] pred:[23.628376 45.       10.636089 10.       15.      ]
suv_-30_15_-4_10_28_140_70_420 gt:['-30', '15', '-4', '10', '28'] pred:[10.673382   9.8933935  4.         9.102275  19.1133   ]
sedan2door_-17_23_-4_35_15_140_30_420 gt:['-17', '23', '-4', '35', '15'] pred:[17.       23.284899  4.       14.666971 15.      ]
sedan2door_-30_15_-22_48_28_230_70_420 gt:['-30', '15', '-22', '48', '28'] pred:[34.98125   3.768052 18.404963 11.945486  9.656349]
sedan4door_-17_15_-4_48_28_20_70_420 gt:['-17', '15', '-4', '48', '28'] pred:[30.520935  8.514422 12.470315 48.        2.263175]
hybrid_-17_15_-22_35_28_140_30_420 gt:['-17', '15', '-22', '35', '28'] pred:[17.       10.251712 22.       11.011067 28.      ]
suv_-50_45_-4_35_15_140_30_420 gt:['-50', '45', '-4', '35', '15'] pred:[50.       25.64282   4.       23.574196 15.      ]
hatchback_-30_15_-4_48_15_20_70_420 gt:['-30', '15', '-4', '48', '15'] pred:[33.733276  13.610435  13.887374  48.         6.3502917]
suv_-50_45_-4_48_46_20_70_420 gt:['-50', '45', '-4', '48', '46'] pred:[35.100163  32.566586   5.499244   2.3406665 22.082533 ]
hybrid_-50_23_-36_48_46_50_30_420 gt:['-50', '23', '-36', '48', '46'] pred:[15.2211485 23.        46.29945   48.         0.5551039]
hybrid_-50_15_-36_35_46_230_30_420 gt:['-50', '15', '-36', '35', '46'] pred:[50.        23.214504  36.         6.5352755 23.91278  ]
hybrid_-50_23_-36_35_15_20_70_420 gt:['-50', '23', '-36', '35', '15'] pred:[36.018528 22.767162 11.005013 35.       20.32264 ]
hatchback_-50_23_-4_35_28_230_30_420 gt:['-50', '23', '-4', '35', '28'] pred:[50.       16.666521  4.       11.193073 30.164202]
hatchback_-30_15_-22_48_46_20_30_420 gt:['-30', '15', '-22', '48', '46'] pred:[42.809265  15.        26.61971   48.         2.2269342]
sedan2door_-30_45_-36_10_28_230_30_420 gt:['-30', '45', '-36', '10', '28'] pred:[30.       37.400566 36.       20.351696 16.176517]
sedan4door_-50_23_-36_35_15_50_30_420 gt:['-50', '23', '-36', '35', '15'] pred:[42.43385  33.339878 43.950947 35.       15.      ]
suv_-30_45_-22_48_28_230_30_420 gt:['-30', '45', '-22', '48', '28'] pred:[30.       40.45859  22.       31.139954  9.197129]
suv_-50_23_-36_10_28_140_70_420 gt:['-50', '23', '-36', '10', '28'] pred:[18.90949   19.602242   3.2845747  9.575367  14.793662 ]
hatchback_-30_45_-36_10_28_140_70_420 gt:['-30', '45', '-36', '10', '28'] pred:[14.557136 21.851469 36.       10.67004   9.190865]
sedan4door_-17_23_-4_48_46_140_30_420 gt:['-17', '23', '-4', '48', '46'] pred:[17.       11.866561  4.       41.35301  46.      ]
hatchback_-17_15_-22_10_28_50_70_420 gt:['-17', '15', '-22', '10', '28'] pred:[18.936962  8.011352 12.333362 14.042568 23.967566]
hybrid_-30_45_-4_10_15_230_70_420 gt:['-30', '45', '-4', '10', '15'] pred:[34.24911   13.490409   9.090526  17.559786   7.1578784]
hybrid_-30_45_-36_48_15_140_30_420 gt:['-30', '45', '-36', '48', '15'] pred:[30.       23.610685 36.       13.018899  8.242439]
hybrid_-30_23_-22_35_46_20_70_420 gt:['-30', '23', '-22', '35', '46'] pred:[32.361336 19.541828 17.22471  35.       16.300196]
sedan2door_-17_23_-4_48_46_140_30_420 gt:['-17', '23', '-4', '48', '46'] pred:[17.       28.576698  4.       14.787404 46.      ]
sedan4door_-50_15_-4_10_46_140_70_420 gt:['-50', '15', '-4', '10', '46'] pred:[20.47509   10.051781   4.         3.8958442 18.829006 ]
hatchback_-50_45_-4_48_46_140_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[50.       28.714228  4.       21.514885 46.      ]
sedan4door_-50_45_-4_35_28_50_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[37.930458 35.506214 25.507397 35.       28.      ]
sedan2door_-30_45_-22_35_15_50_30_420 gt:['-30', '45', '-22', '35', '15'] pred:[22.356144 45.       11.979815 35.       15.      ]
suv_-50_15_-22_10_46_230_70_420 gt:['-50', '15', '-22', '10', '46'] pred:[27.041637 14.853765 13.447773  4.103956 19.684052]
sedan4door_-30_45_-4_35_15_20_30_420 gt:['-30', '45', '-4', '35', '15'] pred:[39.61682   45.        15.925005  35.         4.6795797]
sedan4door_-17_15_-36_10_28_20_30_420 gt:['-17', '15', '-36', '10', '28'] pred:[36.76986  15.       31.423685 10.        8.443706]
sedan2door_-50_45_-4_48_46_20_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[45.95585   45.         9.098726  48.         7.6530595]
hatchback_-17_45_-36_48_46_50_70_420 gt:['-17', '45', '-36', '48', '46'] pred:[21.177166 17.735966 35.34732  16.558777 23.123407]
sedan2door_-17_45_-22_35_28_230_70_420 gt:['-17', '45', '-22', '35', '28'] pred:[18.638762 12.856375 19.244175 12.209514 12.94579 ]
hatchback_-50_45_-36_10_15_20_30_420 gt:['-50', '45', '-36', '10', '15'] pred:[44.66782  45.       28.091171 10.        3.057783]
suv_-30_15_-4_10_28_20_30_420 gt:['-30', '15', '-4', '10', '28'] pred:[43.190895  15.        33.429348  10.         2.4188406]
hybrid_-17_23_-22_35_28_230_30_420 gt:['-17', '23', '-22', '35', '28'] pred:[17.        19.585567  22.         3.7267578 21.462025 ]
hybrid_-50_45_-4_10_15_230_70_420 gt:['-50', '45', '-4', '10', '15'] pred:[41.48726   14.743425   6.830356  17.403791   3.7026339]
sedan4door_-30_45_-22_48_28_20_70_420 gt:['-30', '45', '-22', '48', '28'] pred:[37.275723 31.213896 16.584797 48.        7.207149]
sedan4door_-50_45_-36_48_46_50_70_420 gt:['-50', '45', '-36', '48', '46'] pred:[33.006634 27.573298 22.288834 15.096055 11.773495]
sedan4door_-50_23_-22_35_46_230_70_420 gt:['-50', '23', '-22', '35', '46'] pred:[45.115665 11.001631 15.092544 18.223011 19.88872 ]
suv_-30_15_-36_10_28_50_70_420 gt:['-30', '15', '-36', '10', '28'] pred:[11.591001  17.759325  36.648933   6.8453054 14.175193 ]
sedan2door_-30_15_-22_10_28_230_70_420 gt:['-30', '15', '-22', '10', '28'] pred:[34.29477    3.8590531 17.98861   12.195048  10.062296 ]
hatchback_-50_45_-4_48_15_140_30_420 gt:['-50', '45', '-4', '48', '15'] pred:[50.      28.53257  4.      26.10528 15.     ]
sedan2door_-50_23_-22_35_46_230_30_420 gt:['-50', '23', '-22', '35', '46'] pred:[50.       20.367132 22.       22.081808 26.556103]
hatchback_-17_23_-22_48_15_20_30_420 gt:['-17', '23', '-22', '48', '15'] pred:[40.995934  23.        29.601643  48.         1.2903353]
hatchback_-50_45_-22_10_28_50_70_420 gt:['-50', '45', '-22', '10', '28'] pred:[34.372437 26.757046 14.586526  7.68899  19.754486]
hatchback_-30_23_-4_35_46_140_70_420 gt:['-30', '23', '-4', '35', '46'] pred:[11.861307 13.927296  4.       18.950092 16.238127]
hybrid_-17_23_-36_35_28_20_30_420 gt:['-17', '23', '-36', '35', '28'] pred:[37.693634  23.        28.09144   35.         4.6466193]
