hybrid_0_20_-40_0_40_320_20_400:gt ['0', '20', '-40', '0', '40']:pred [ 0.22642326 20.         40.          0.         42.36026   ]
sedan2door_-20_20_-20_40_40_80_40_400:gt ['-20', '20', '-20', '40', '40']:pred [16.809881 12.725913 20.       40.       40.      ]
sedan4door_0_40_-20_0_40_0_40_400:gt ['0', '40', '-20', '0', '40']:pred [ 0.49973512 40.         21.49333     0.         40.964836  ]
hatchback_-40_20_0_40_0_240_20_400:gt ['-40', '20', '0', '40', '0']:pred [40.        28.042114   0.        44.503513   0.7477541]
sedan4door_-20_0_0_20_40_320_20_400:gt ['-20', '0', '0', '20', '40']:pred [17.678741  0.       13.975178 20.       42.929214]
hybrid_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [18.762423  0.        0.       20.       20.      ]
hatchback_-40_0_-20_0_20_320_60_450:gt ['-40', '0', '-20', '0', '20']:pred [35.465      5.4044237 12.038547   0.        10.376976 ]
hatchback_-40_20_-20_20_0_240_60_400:gt ['-40', '20', '-20', '20', '0']:pred [42.26847   16.633997  29.301165  17.000446   4.3504453]
hybrid_-20_20_0_20_0_0_40_400:gt ['-20', '20', '0', '20', '0']:pred [18.399199  20.         0.        20.         1.9664115]
sedan4door_-20_20_-20_0_40_240_20_400:gt ['-20', '20', '-20', '0', '40']:pred [20.       20.848654 20.        5.53473  33.999397]
hatchback_-40_0_-40_0_0_80_60_400:gt ['-40', '0', '-40', '0', '0']:pred [44.07899    5.383193  48.647736   2.854832   6.9161487]
hybrid_-40_40_-40_0_40_240_20_400:gt ['-40', '40', '-40', '0', '40']:pred [40.       41.628666 40.        0.       37.20247 ]
hybrid_-40_0_0_20_40_160_60_400:gt ['-40', '0', '0', '20', '40']:pred [40.838783   1.7247863  0.        20.        42.72685  ]
sedan2door_-20_0_-20_20_40_160_60_400:gt ['-20', '0', '-20', '20', '40']:pred [10.718146   3.8943906 20.        20.        43.474773 ]
hybrid_-20_0_0_20_40_160_40_450:gt ['-20', '0', '0', '20', '40']:pred [20.         1.3038747  0.        20.        42.797657 ]
sedan4door_-20_40_0_0_40_0_20_450:gt ['-20', '40', '0', '0', '40']:pred [23.052837   40.          0.55568165  0.         40.        ]
hatchback_-20_0_0_0_40_0_60_450:gt ['-20', '0', '0', '0', '40']:pred [20.27167    3.5151608  1.346505   0.        42.16873  ]
sedan2door_-20_20_0_0_40_240_80_450:gt ['-20', '20', '0', '0', '40']:pred [27.185476 16.72462   0.        0.       35.668118]
hybrid_-20_0_-40_20_0_0_60_400:gt ['-20', '0', '-40', '20', '0']:pred [17.19193    0.        40.        20.         1.2096825]
suv_0_20_-20_20_0_240_40_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.         25.544165   20.         21.963428    0.96539855]
hatchback_0_40_0_40_40_0_80_400:gt ['0', '40', '0', '40', '40']:pred [ 0.84543455 38.804893    5.6836486  47.06041    43.342228  ]
hatchback_-40_0_-40_20_20_80_60_400:gt ['-40', '0', '-40', '20', '20']:pred [38.659164   3.1459935 36.551292   5.9682083  5.6161456]
sedan2door_-40_20_-40_0_0_80_40_450:gt ['-40', '20', '-40', '0', '0']:pred [35.564835 15.88836  40.        0.        0.      ]
sedan4door_-40_0_-40_40_40_80_80_400:gt ['-40', '0', '-40', '40', '40']:pred [40.216427  3.977369 34.919113 43.003128 40.      ]
hatchback_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 1.963984  27.117323   0.6856305 25.361334   3.029874 ]
hybrid_-40_40_0_20_40_80_80_450:gt ['-40', '40', '0', '20', '40']:pred [41.25705  38.829754  0.       20.       40.      ]
hybrid_0_20_0_0_0_0_80_450:gt ['0', '20', '0', '0', '0']:pred [ 0.6956096 21.898777   0.         0.         2.722359 ]
suv_0_20_-40_20_0_240_60_400:gt ['0', '20', '-40', '20', '0']:pred [ 9.029887  18.66535   39.515438  25.389557   4.6329527]
hybrid_-40_20_-40_40_40_320_80_400:gt ['-40', '20', '-40', '40', '40']:pred [39.909763 22.909721 40.       40.       38.91561 ]
sedan2door_-20_40_-40_40_20_240_80_400:gt ['-20', '40', '-40', '40', '20']:pred [19.384615 38.06502  40.       40.        9.722329]
sedan4door_-20_0_-40_40_0_320_80_400:gt ['-20', '0', '-40', '40', '0']:pred [19.408047   4.2734723 36.137814  41.769382   1.638263 ]
sedan4door_0_40_-20_0_40_240_60_400:gt ['0', '40', '-20', '0', '40']:pred [ 2.9099293 38.886967  27.320415   0.5559142 42.70801  ]
suv_0_0_-40_40_0_160_60_400:gt ['0', '0', '-40', '40', '0']:pred [ 2.604638   2.081273  40.        42.662624   1.7276528]
hybrid_-20_40_-20_0_20_160_60_450:gt ['-20', '40', '-20', '0', '20']:pred [16.37641  34.645905 20.        0.       18.753899]
sedan4door_-20_20_0_40_40_320_80_400:gt ['-20', '20', '0', '40', '40']:pred [18.651138  22.345337   3.5255466 40.83942   36.378838 ]
hybrid_0_40_-40_20_0_0_40_400:gt ['0', '40', '-40', '20', '0']:pred [ 0.5237938 40.        40.        20.         3.4501946]
sedan4door_0_40_-40_0_0_0_20_400:gt ['0', '40', '-40', '0', '0']:pred [ 0.41943514 40.         34.966957    0.          0.        ]
sedan2door_-40_40_-20_40_20_160_60_450:gt ['-40', '40', '-20', '40', '20']:pred [38.22284  42.446526 20.       40.       30.729385]
hybrid_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [19.159346 20.       20.        0.        0.      ]
sedan2door_-40_0_0_0_20_0_80_400:gt ['-40', '0', '0', '0', '20']:pred [44.867218   1.2680597  0.         0.        36.507915 ]
sedan4door_-20_20_0_20_40_0_20_450:gt ['-20', '20', '0', '20', '40']:pred [12.800032 20.        2.005541 20.       40.      ]
hybrid_0_0_-40_40_20_160_80_400:gt ['0', '0', '-40', '40', '20']:pred [ 4.2973976  3.2593315 40.        40.        16.963226 ]
hatchback_-20_40_-20_40_20_240_80_400:gt ['-20', '40', '-20', '40', '20']:pred [18.169168 38.96559  15.863265 39.263443 11.186235]
sedan4door_0_40_-40_20_0_0_20_450:gt ['0', '40', '-40', '20', '0']:pred [ 0.24809109 40.         43.16491    20.          0.        ]
sedan4door_-20_0_-40_40_20_240_20_450:gt ['-20', '0', '-40', '40', '20']:pred [20.         4.4927416 40.        35.052906  19.17799  ]
sedan2door_-40_20_-40_40_20_320_40_450:gt ['-40', '20', '-40', '40', '20']:pred [29.33763  20.       40.       40.       16.321354]
hybrid_-40_0_0_20_40_160_60_400:gt ['-40', '0', '0', '20', '40']:pred [40.838783   1.7247863  0.        20.        42.72685  ]
sedan4door_-40_40_-20_0_40_80_20_450:gt ['-40', '40', '-20', '0', '40']:pred [39.98123  40.       14.596025  0.       40.      ]
hybrid_-40_40_0_0_20_160_60_400:gt ['-40', '40', '0', '0', '20']:pred [36.82321  39.386627  0.        0.        5.940468]
hatchback_-40_40_0_20_20_80_60_450:gt ['-40', '40', '0', '20', '20']:pred [40.74475  44.888435  5.219918 10.506226 17.953802]
suv_0_20_0_40_40_0_20_400:gt ['0', '20', '0', '40', '40']:pred [ 0.16459602 20.          0.86120486 40.         40.        ]
sedan2door_-20_0_-20_20_20_240_40_400:gt ['-20', '0', '-20', '20', '20']:pred [20.         0.9850483 20.        20.        22.490475 ]
sedan4door_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [19.805504  0.       19.254293  0.        0.      ]
hatchback_0_20_-20_0_40_240_60_450:gt ['0', '20', '-20', '0', '40']:pred [ 3.8807895 26.189318  24.681084   7.1916227 46.521645 ]
suv_-40_0_-40_20_0_240_20_400:gt ['-40', '0', '-40', '20', '0']:pred [40.         7.105942  40.        22.007578   0.5397405]
sedan2door_-40_0_-20_20_40_240_80_400:gt ['-40', '0', '-20', '20', '40']:pred [40.70417    3.2031877 20.        20.        25.388523 ]
hatchback_0_20_0_40_0_80_20_400:gt ['0', '20', '0', '40', '0']:pred [ 1.5406456 20.         0.        40.         0.       ]
sedan2door_0_20_-20_40_20_240_80_450:gt ['0', '20', '-20', '40', '20']:pred [ 0.8707523 20.95309   20.        40.        30.385855 ]
hatchback_-20_0_0_20_40_0_20_450:gt ['-20', '0', '0', '20', '40']:pred [14.106619  0.        1.843386 20.       40.      ]
hybrid_-40_20_-40_0_20_0_80_450:gt ['-40', '20', '-40', '0', '20']:pred [40.690918 17.041775 40.        0.       17.377043]
sedan4door_0_0_-40_40_20_80_20_400:gt ['0', '0', '-40', '40', '20']:pred [ 2.1264935  0.        49.251095  40.        20.       ]
hybrid_-40_0_-20_0_0_80_60_450:gt ['-40', '0', '-20', '0', '0']:pred [38.047375   1.5054051 20.         0.         1.5097308]
sedan2door_-20_20_-40_40_0_240_80_400:gt ['-20', '20', '-40', '40', '0']:pred [16.09624   9.266576 40.       40.        3.8159  ]
hybrid_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       28.581352  0.       20.        0.      ]
sedan4door_-40_40_-40_0_20_320_40_400:gt ['-40', '40', '-40', '0', '20']:pred [42.696003 40.       36.99333   0.       15.613554]
hatchback_0_0_-20_0_0_0_40_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.8834329  0.        21.760616   0.         1.9539298]
suv_0_40_0_40_20_80_60_400:gt ['0', '40', '0', '40', '20']:pred [ 2.8174992 36.992584   3.1621706 45.46448    4.6641283]
suv_-20_20_-20_40_40_80_60_400:gt ['-20', '20', '-20', '40', '40']:pred [20.816935 18.221775 29.43372  36.569347 37.165478]
sedan2door_0_0_0_0_40_80_40_400:gt ['0', '0', '0', '0', '40']:pred [ 0.7359045  4.81272    0.         0.        40.       ]
suv_-40_20_0_40_0_160_20_400:gt ['-40', '20', '0', '40', '0']:pred [40.       25.04886   0.       38.622055  0.      ]
sedan4door_-20_0_-20_40_20_160_40_400:gt ['-20', '0', '-20', '40', '20']:pred [20.         1.4776533 20.        41.193237  21.823334 ]
suv_0_40_0_0_40_240_20_450:gt ['0', '40', '0', '0', '40']:pred [ 0.        41.203526   0.         2.4769206 36.03576  ]
suv_-40_0_-20_20_0_160_40_400:gt ['-40', '0', '-20', '20', '0']:pred [40.        4.870023 20.       23.031904  7.543465]
sedan4door_0_40_-40_0_20_320_20_400:gt ['0', '40', '-40', '0', '20']:pred [ 0.6451257 40.        41.23601    0.        17.890995 ]
hybrid_-20_0_-20_20_20_0_60_400:gt ['-20', '0', '-20', '20', '20']:pred [16.67041   0.       20.       20.       18.914713]
suv_0_40_-40_0_20_320_20_400:gt ['0', '40', '-40', '0', '20']:pred [ 4.140564 40.       40.79655   0.       22.400768]
sedan4door_-20_0_0_0_0_80_80_400:gt ['-20', '0', '0', '0', '0']:pred [25.097294   1.2602113  2.645204   0.7200732  0.       ]
sedan4door_0_20_-40_40_0_240_20_400:gt ['0', '20', '-40', '40', '0']:pred [ 0.         15.414834   40.         42.34918     0.30203068]
suv_-20_0_-40_0_40_160_40_450:gt ['-20', '0', '-40', '0', '40']:pred [20.         2.724804  40.         1.8974628 51.765182 ]
suv_-40_20_-40_20_20_80_60_400:gt ['-40', '20', '-40', '20', '20']:pred [46.939606 21.310228 46.528275 18.536034  5.770796]
suv_-40_40_-20_40_0_320_20_400:gt ['-40', '40', '-20', '40', '0']:pred [39.425365   40.         21.904295   40.          0.90171033]
suv_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [ 0.33292967 20.718233    1.4135821   0.          0.85583687]
sedan2door_-40_0_0_0_40_320_80_450:gt ['-40', '0', '0', '0', '40']:pred [33.01903   2.738441  0.        0.       34.069202]
sedan4door_-40_40_0_40_20_80_80_450:gt ['-40', '40', '0', '40', '20']:pred [39.498474 37.724182  3.868989 45.048557 20.      ]
hatchback_-20_20_-20_20_0_0_80_400:gt ['-20', '20', '-20', '20', '0']:pred [20.538546  16.244175  17.540695  13.129424   1.3016657]
suv_-20_0_-20_40_40_320_80_450:gt ['-20', '0', '-20', '40', '40']:pred [17.247112  3.534502 21.450514 38.268158 36.39298 ]
hatchback_0_20_0_40_40_0_40_450:gt ['0', '20', '0', '40', '40']:pred [ 0.16044872 20.          1.1015283  40.         42.396717  ]
hybrid_0_0_-20_20_0_0_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.8140656   0.         20.         20.          0.43148246]
sedan2door_-40_0_0_40_0_0_40_400:gt ['-40', '0', '0', '40', '0']:pred [39.374958   0.         0.        40.         1.4287739]
sedan4door_-40_0_-20_20_40_0_60_450:gt ['-40', '0', '-20', '20', '40']:pred [42.715652   5.1937146 15.040661  20.        35.240097 ]
suv_-20_20_-20_40_20_240_60_450:gt ['-20', '20', '-20', '40', '20']:pred [ 8.716126 26.574713 16.76608  43.36952   8.163293]
hybrid_-20_40_-20_0_20_160_60_400:gt ['-20', '40', '-20', '0', '20']:pred [18.687855 37.349144 20.        0.       15.929911]
hatchback_-20_20_0_0_40_320_80_450:gt ['-20', '20', '0', '0', '40']:pred [20.606796 22.598787  6.270235  7.044101 42.639214]
sedan2door_-40_20_0_0_40_320_60_400:gt ['-40', '20', '0', '0', '40']:pred [41.448692 20.381357  0.        0.       35.78132 ]
sedan2door_0_20_-20_20_20_160_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       15.162365 20.       20.       20.      ]
hybrid_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.        2.085582 20.       20.       20.      ]
suv_0_20_-40_20_40_80_20_400:gt ['0', '20', '-40', '20', '40']:pred [ 2.6129029 20.        43.326996  20.        40.       ]
sedan4door_0_40_-20_20_20_0_20_400:gt ['0', '40', '-20', '20', '20']:pred [ 0.2052438 40.        16.619814  20.        20.       ]
sedan2door_0_20_-20_0_0_0_80_400:gt ['0', '20', '-20', '0', '0']:pred [ 1.4651723 23.521502  20.         0.         0.6728842]
sedan2door_-20_40_-40_40_0_80_40_450:gt ['-20', '40', '-40', '40', '0']:pred [23.192158 39.009007 40.       40.        0.      ]
suv_-40_0_-20_40_0_80_40_400:gt ['-40', '0', '-20', '40', '0']:pred [40.507454 11.464137 32.75241  40.        0.      ]
hybrid_-40_40_-20_0_20_0_40_450:gt ['-40', '40', '-20', '0', '20']:pred [38.537834 40.       20.        0.       11.709816]
suv_-40_20_0_20_0_0_20_450:gt ['-40', '20', '0', '20', '0']:pred [35.55236    20.          0.98880494 20.          0.        ]
suv_-40_20_0_40_20_240_20_450:gt ['-40', '20', '0', '40', '20']:pred [40.       19.73268   0.       41.867134 16.715528]
suv_0_0_-40_40_20_160_60_400:gt ['0', '0', '-40', '40', '20']:pred [ 2.5620065  6.9557033 40.        43.338512  16.986687 ]
hybrid_-40_20_0_0_20_80_80_400:gt ['-40', '20', '0', '0', '20']:pred [40.88634  19.934265  0.        0.       20.      ]
sedan2door_0_0_0_40_20_320_60_400:gt ['0', '0', '0', '40', '20']:pred [ 0.38279834  5.623001    0.         40.         22.114166  ]
sedan4door_-20_20_0_40_40_80_80_450:gt ['-20', '20', '0', '40', '40']:pred [18.240753 17.338564  5.477212 41.127464 40.      ]
sedan4door_-40_40_0_40_40_240_20_400:gt ['-40', '40', '0', '40', '40']:pred [40.       42.749306  0.       36.26711  28.17933 ]
hybrid_-20_0_-40_20_20_80_80_450:gt ['-20', '0', '-40', '20', '20']:pred [24.466908   2.1254487 40.        20.        20.       ]
sedan2door_0_40_-40_20_20_0_20_450:gt ['0', '40', '-40', '20', '20']:pred [ 0.2771799 40.        40.        20.        20.       ]
sedan4door_-20_40_-20_20_0_160_60_400:gt ['-20', '40', '-20', '20', '0']:pred [23.412666  37.509018  20.        21.848734   2.5464792]
suv_-40_40_0_20_0_80_80_450:gt ['-40', '40', '0', '20', '0']:pred [42.10313  38.69639   2.376861 19.444038  0.      ]
sedan2door_-20_20_0_20_20_0_60_400:gt ['-20', '20', '0', '20', '20']:pred [18.811758 16.179022  0.       20.       14.522636]
sedan4door_0_40_-20_0_20_80_20_400:gt ['0', '40', '-20', '0', '20']:pred [ 2.0503466 40.        13.316071   0.        20.       ]
hybrid_-40_20_-40_40_20_160_60_400:gt ['-40', '20', '-40', '40', '20']:pred [40.094902  23.02229   40.        40.         4.9088774]
hatchback_0_20_-20_0_20_80_40_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.2628055 21.94941   15.95082    0.        20.       ]
hybrid_0_20_-20_20_40_160_60_450:gt ['0', '20', '-20', '20', '40']:pred [ 0.       20.688885 20.       20.       29.930296]
sedan4door_0_0_-20_40_40_80_60_400:gt ['0', '0', '-20', '40', '40']:pred [ 3.420234   4.1975746 22.383776  31.128345  29.276451 ]
sedan2door_0_40_0_0_0_320_20_400:gt ['0', '40', '0', '0', '0']:pred [ 0.4574964 40.         0.         0.         1.5906965]
sedan2door_-20_20_-20_40_20_160_20_400:gt ['-20', '20', '-20', '40', '20']:pred [20.       20.361876 20.       40.       20.      ]
sedan4door_-40_20_-40_0_20_160_80_400:gt ['-40', '20', '-40', '0', '20']:pred [35.536224  21.14573   42.81814    4.3255973 14.224016 ]
hybrid_0_0_0_20_40_240_40_400:gt ['0', '0', '0', '20', '40']:pred [ 0.          0.90774345  0.         20.         38.936882  ]
sedan4door_-20_20_-40_40_20_160_80_400:gt ['-20', '20', '-40', '40', '20']:pred [15.783211 22.90262  39.671963 40.960827  8.846895]
suv_0_0_-20_0_0_160_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.         2.5028496 20.         1.7494879  0.       ]
sedan2door_-40_0_-40_40_40_160_80_400:gt ['-40', '0', '-40', '40', '40']:pred [37.385952   3.3478558 40.        40.        29.630013 ]
hatchback_0_0_-20_20_0_240_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         1.0602733 20.         7.8713923  1.0153035]
sedan2door_-40_20_-20_0_20_0_40_400:gt ['-40', '20', '-20', '0', '20']:pred [39.68219  20.       20.        0.       15.842833]
suv_0_20_-20_20_20_320_40_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.9931744 20.        17.656178  20.        36.716614 ]
suv_-40_0_-40_0_0_320_60_450:gt ['-40', '0', '-40', '0', '0']:pred [40.7535     0.        36.335083   0.         2.1149058]
suv_-20_0_-20_40_40_320_80_400:gt ['-20', '0', '-20', '40', '40']:pred [20.26281    3.5792196 17.88512   43.81409   40.47799  ]
hybrid_-40_20_-20_0_40_0_60_450:gt ['-40', '20', '-20', '0', '40']:pred [42.711994  12.3457775 20.         0.        38.51385  ]
sedan2door_-20_0_-40_20_0_320_40_450:gt ['-20', '0', '-40', '20', '0']:pred [16.307785   0.        40.        20.         0.4774746]
sedan2door_0_20_-20_40_20_0_20_450:gt ['0', '20', '-20', '40', '20']:pred [ 0.42649224 20.         20.         40.         20.        ]
suv_-20_20_-40_0_20_160_40_400:gt ['-20', '20', '-40', '0', '20']:pred [20.         23.217838   40.          0.91384953 12.401007  ]
sedan2door_-40_40_-20_0_40_160_60_450:gt ['-40', '40', '-20', '0', '40']:pred [32.726814 39.106544 20.        0.       46.878956]
hybrid_-40_0_0_0_0_320_20_400:gt ['-40', '0', '0', '0', '0']:pred [36.595848    0.          0.          0.          0.21102335]
hatchback_0_40_-40_40_0_320_80_450:gt ['0', '40', '-40', '40', '0']:pred [ 1.4541911 38.70188   35.075905  44.320526   6.00623  ]
suv_-40_40_0_0_20_80_40_400:gt ['-40', '40', '0', '0', '20']:pred [40.652542  42.369255   4.3589873  0.        20.       ]
suv_0_20_0_0_40_160_40_450:gt ['0', '20', '0', '0', '40']:pred [ 0.        17.2965     0.         1.0189414 45.1548   ]
sedan4door_0_0_0_20_20_160_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.         1.1634953  0.        13.612758  20.       ]
hatchback_-20_40_-20_20_0_0_60_400:gt ['-20', '40', '-20', '20', '0']:pred [15.307041  39.841896  14.65767   20.         3.4749126]
hybrid_-40_20_-40_40_40_240_80_400:gt ['-40', '20', '-40', '40', '40']:pred [35.068943 21.78483  40.       40.       40.88319 ]
sedan4door_-40_0_-40_0_40_80_60_450:gt ['-40', '0', '-40', '0', '40']:pred [35.11005    1.4402004 34.156513   1.9531864 18.226229 ]
hatchback_-20_40_-40_0_0_80_80_400:gt ['-20', '40', '-40', '0', '0']:pred [12.907881  38.35971   40.456207   6.0736804  0.       ]
suv_-20_0_0_40_0_0_20_450:gt ['-20', '0', '0', '40', '0']:pred [18.297884    0.          0.38034952 40.          0.        ]
hybrid_-40_40_0_40_0_320_60_450:gt ['-40', '40', '0', '40', '0']:pred [40.549885  38.062824   0.        40.         1.1330125]
suv_-40_40_-40_40_20_240_80_400:gt ['-40', '40', '-40', '40', '20']:pred [34.352448 41.511356 40.442024 33.208504 21.901962]
hybrid_-20_40_-40_20_20_240_80_400:gt ['-20', '40', '-40', '20', '20']:pred [16.09058  38.65809  40.       20.       22.382809]
hybrid_-20_20_-20_40_0_240_40_450:gt ['-20', '20', '-20', '40', '0']:pred [20.       18.029984 20.       40.        2.091108]
hybrid_-40_40_0_0_20_80_40_400:gt ['-40', '40', '0', '0', '20']:pred [39.28336 41.23644  0.       0.      20.     ]
hybrid_0_0_-40_40_0_240_20_400:gt ['0', '0', '-40', '40', '0']:pred [ 0.          1.7895032  40.         40.          0.28595114]
suv_-20_0_0_40_20_320_20_400:gt ['-20', '0', '0', '40', '20']:pred [21.160965   0.         1.2885367 40.        13.233077 ]
sedan2door_0_20_-20_0_40_240_60_400:gt ['0', '20', '-20', '0', '40']:pred [ 1.3177882 20.109808  20.         0.        42.163998 ]
hybrid_-20_40_0_0_40_0_40_400:gt ['-20', '40', '0', '0', '40']:pred [11.93356  40.        0.        0.       41.003906]
sedan2door_-20_0_-40_40_20_320_40_450:gt ['-20', '0', '-40', '40', '20']:pred [21.583975  0.       40.       40.       24.665411]
suv_-20_0_-40_0_0_320_60_400:gt ['-20', '0', '-40', '0', '0']:pred [19.95663    0.        41.90736    0.         0.5611427]
