hybrid_-40_40_-40_40_20_360_80_400 gt:['-40', '40', '-40', '40', '20'] pred:[41.40255  41.323326 40.       40.       18.985538]
sedan4door_-20_0_0_0_40_360_60_400 gt:['-20', '0', '0', '0', '40'] pred:[16.98184    1.8475543  2.259275   0.        41.364697 ]
suv_-20_20_-40_40_0_200_60_400 gt:['-20', '20', '-40', '40', '0'] pred:[19.88135   22.720976  40.        37.759476   1.6801295]
hatchback_0_0_-40_20_40_320_40_450 gt:['0', '0', '-40', '20', '40'] pred:[ 6.0563006  0.        45.540966  20.        42.463448 ]
suv_-40_40_-20_40_0_80_80_400 gt:['-40', '40', '-20', '40', '0'] pred:[43.751705 45.248066 19.584118 37.28196   0.      ]
hybrid_0_20_-20_0_20_120_80_450 gt:['0', '20', '-20', '0', '20'] pred:[ 2.5140114 22.16013   20.         0.        17.200413 ]
sedan2door_-20_0_-40_0_40_120_80_400 gt:['-20', '0', '-40', '0', '40'] pred:[19.287004   3.0159545 40.         0.        40.417824 ]
sedan4door_-20_20_-40_40_40_120_20_400 gt:['-20', '20', '-40', '40', '40'] pred:[20.       24.787415 40.       46.41287  40.      ]
hatchback_0_20_0_40_0_80_80_450 gt:['0', '20', '0', '40', '0'] pred:[ 4.58874   21.385761   3.1421437 40.152164   0.       ]
hybrid_-20_20_-40_0_20_0_20_450 gt:['-20', '20', '-40', '0', '20'] pred:[16.618898 20.       40.        0.       20.      ]
sedan2door_-20_40_0_20_40_0_20_400 gt:['-20', '40', '0', '20', '40'] pred:[23.726048 40.        0.       20.       40.      ]
sedan2door_-20_40_0_20_40_320_40_400 gt:['-20', '40', '0', '20', '40'] pred:[16.26749  40.        0.       20.       42.969223]
hatchback_-40_40_-40_40_20_280_20_400 gt:['-40', '40', '-40', '40', '20'] pred:[34.97799  40.       46.05539  40.       18.639076]
sedan4door_-20_0_-40_20_20_80_40_400 gt:['-20', '0', '-40', '20', '20'] pred:[15.264485   2.7098038 46.925133  20.        20.       ]
sedan4door_0_40_-40_0_20_280_80_450 gt:['0', '40', '-40', '0', '20'] pred:[ 3.7893453 41.724964  40.71858    3.304207  22.265034 ]
hatchback_0_20_-20_40_40_120_60_450 gt:['0', '20', '-20', '40', '40'] pred:[ 2.928761 19.012142 20.       44.092503 35.527348]
suv_-40_40_0_40_40_160_80_400 gt:['-40', '40', '0', '40', '40'] pred:[36.420662 42.463516  0.       39.433697 39.575874]
hybrid_0_40_-40_40_0_40_80_400 gt:['0', '40', '-40', '40', '0'] pred:[ 1.8349128 48.072205  40.        40.         1.2345518]
sedan4door_0_40_-40_20_40_240_40_400 gt:['0', '40', '-40', '20', '40'] pred:[ 0.       39.430233 40.       19.282867 41.48083 ]
sedan4door_-40_40_-40_20_20_200_40_450 gt:['-40', '40', '-40', '20', '20'] pred:[40.       40.700806 40.       17.594734 22.25715 ]
sedan4door_-20_20_-40_40_20_120_40_400 gt:['-20', '20', '-40', '40', '20'] pred:[20.       22.897968 40.       44.88209  20.      ]
suv_-40_40_-20_40_40_160_80_400 gt:['-40', '40', '-20', '40', '40'] pred:[37.99538  43.584263 24.173618 41.567364 39.087875]
hatchback_-20_0_-20_20_0_200_40_450 gt:['-20', '0', '-20', '20', '0'] pred:[20.         3.368622  20.        18.64107    3.0301182]
hatchback_0_0_0_0_0_360_40_400 gt:['0', '0', '0', '0', '0'] pred:[1.7102884  0.         2.2619338  0.         0.49816003]
sedan4door_-20_0_-20_20_0_200_40_400 gt:['-20', '0', '-20', '20', '0'] pred:[20.         3.0543776 20.        23.002481   1.8673841]
hatchback_-40_20_-40_0_0_40_40_450 gt:['-40', '20', '-40', '0', '0'] pred:[39.625668 20.       40.23994   0.        4.067705]
sedan4door_0_0_0_0_20_240_20_400 gt:['0', '0', '0', '0', '20'] pred:[ 0.         0.8961657  0.         3.4850445 25.202822 ]
sedan2door_-20_40_-40_0_40_120_20_450 gt:['-20', '40', '-40', '0', '40'] pred:[20.     45.7207 40.      0.     40.    ]
sedan2door_0_0_0_40_40_40_80_400 gt:['0', '0', '0', '40', '40'] pred:[ 2.2755604  1.4114091  0.        40.        40.00507  ]
sedan4door_-40_40_0_40_0_280_20_450 gt:['-40', '40', '0', '40', '0'] pred:[44.05672   40.         5.679258  40.         2.3476565]
hybrid_-20_20_0_20_0_320_60_450 gt:['-20', '20', '0', '20', '0'] pred:[19.327776  23.759312   0.        20.         1.5469729]
sedan2door_-20_20_-20_20_40_160_60_400 gt:['-20', '20', '-20', '20', '40'] pred:[18.476147 22.98213  20.       20.       39.82303 ]
hatchback_0_0_-40_40_20_360_20_400 gt:['0', '0', '-40', '40', '20'] pred:[ 3.319602  0.       47.12159  40.       20.      ]
sedan2door_0_0_0_20_20_0_20_450 gt:['0', '0', '0', '20', '20'] pred:[ 1.6880594  0.         0.        20.        20.       ]
hybrid_-20_40_-20_0_40_360_40_450 gt:['-20', '40', '-20', '0', '40'] pred:[18.55791 40.      20.       0.      44.59883]
suv_-40_20_0_40_0_360_40_450 gt:['-40', '20', '0', '40', '0'] pred:[42.269638  20.         1.5610223 40.         1.193879 ]
sedan2door_0_20_-40_40_20_360_60_400 gt:['0', '20', '-40', '40', '20'] pred:[ 2.214658 20.927685 40.       40.       18.04999 ]
hybrid_-40_40_-40_20_20_240_40_400 gt:['-40', '40', '-40', '20', '20'] pred:[40.       43.620613 40.       20.       20.09373 ]
suv_-40_20_-40_20_0_0_20_400 gt:['-40', '20', '-40', '20', '0'] pred:[44.614376 20.       41.488346 20.        0.      ]
hybrid_-40_20_-40_40_40_280_40_400 gt:['-40', '20', '-40', '40', '40'] pred:[42.746346 21.640762 40.       40.       42.168514]
sedan2door_0_40_-40_40_20_120_60_400 gt:['0', '40', '-40', '40', '20'] pred:[ 2.268028 44.954216 40.       40.       18.750858]
sedan2door_-40_0_-40_40_20_240_60_450 gt:['-40', '0', '-40', '40', '20'] pred:[43.964573   3.1136518 40.        40.        19.87758  ]
suv_-40_20_0_40_0_80_80_400 gt:['-40', '20', '0', '40', '0'] pred:[45.820633  21.387121   3.6950371 39.706806   0.       ]
suv_-20_0_-20_0_20_280_80_400 gt:['-20', '0', '-20', '0', '20'] pred:[16.830936   2.249381  16.791195   2.4531035 24.149868 ]
sedan4door_-20_40_0_40_0_200_40_450 gt:['-20', '40', '0', '40', '0'] pred:[20.        41.11272    0.        44.450455   1.4338225]
hybrid_-40_20_-20_0_0_40_60_450 gt:['-40', '20', '-20', '0', '0'] pred:[42.71253   25.695835  20.         0.         2.2644658]
sedan2door_-20_40_-40_40_40_120_80_400 gt:['-20', '40', '-40', '40', '40'] pred:[18.628996 43.142597 40.       40.       36.596706]
hatchback_0_20_-20_0_20_0_80_400 gt:['0', '20', '-20', '0', '20'] pred:[ 3.9591904 20.877972  18.34141    0.        20.272366 ]
hatchback_0_0_-20_40_0_280_40_450 gt:['0', '0', '-20', '40', '0'] pred:[ 2.4387887  7.1861143 18.070082  41.510113   2.4284375]
hybrid_0_0_0_40_0_40_40_400 gt:['0', '0', '0', '40', '0'] pred:[ 2.4823341  0.         0.        40.         2.0829437]
sedan2door_-20_0_0_40_20_80_40_450 gt:['-20', '0', '0', '40', '20'] pred:[20.721834   2.1542983  0.        40.        20.       ]
sedan4door_-40_20_0_20_0_120_80_450 gt:['-40', '20', '0', '20', '0'] pred:[45.350685  21.52027    3.3570352 18.819925   2.928658 ]
sedan2door_-40_40_-40_40_20_40_20_400 gt:['-40', '40', '-40', '40', '20'] pred:[43.68168 40.      40.      40.      20.     ]
suv_-20_20_-40_0_20_200_40_400 gt:['-20', '20', '-40', '0', '20'] pred:[20.       24.756475 40.        2.215351 22.104399]
sedan2door_-20_40_-40_0_40_240_60_400 gt:['-20', '40', '-40', '0', '40'] pred:[16.655302 42.427654 40.        0.       42.460953]
sedan2door_-20_0_-40_40_0_80_80_400 gt:['-20', '0', '-40', '40', '0'] pred:[18.992264   3.5601325 40.        40.         0.       ]
sedan4door_0_0_-20_0_0_360_80_450 gt:['0', '0', '-20', '0', '0'] pred:[ 1.8834852  2.26692   19.771904   2.7979376  1.1261194]
hatchback_-20_20_0_20_40_120_60_450 gt:['-20', '20', '0', '20', '40'] pred:[22.036087 23.508022  0.       19.001081 38.482147]
sedan2door_-20_40_-40_40_20_360_20_400 gt:['-20', '40', '-40', '40', '20'] pred:[20.620514 40.       40.       40.       20.      ]
sedan4door_-40_20_-40_0_0_280_60_450 gt:['-40', '20', '-40', '0', '0'] pred:[41.06751   18.282341  44.73199    1.800858   2.8858364]
sedan2door_-20_0_-20_0_20_360_20_450 gt:['-20', '0', '-20', '0', '20'] pred:[19.863007  0.       20.        0.       20.      ]
sedan2door_0_20_-20_0_40_360_20_400 gt:['0', '20', '-20', '0', '40'] pred:[ 3.65418 20.      20.       0.      40.     ]
hybrid_-20_40_-20_0_0_360_40_400 gt:['-20', '40', '-20', '0', '0'] pred:[18.492958 40.       20.        0.        1.250005]
hatchback_0_20_-40_40_40_160_20_450 gt:['0', '20', '-40', '40', '40'] pred:[ 0.       20.771896 40.       44.444195 40.      ]
hatchback_0_20_-40_20_20_320_80_400 gt:['0', '20', '-40', '20', '20'] pred:[ 4.000244 19.747028 44.984093 14.602021 17.50685 ]
hatchback_-20_40_-20_40_40_0_40_400 gt:['-20', '40', '-20', '40', '40'] pred:[20.318018 40.       17.943235 40.       43.523285]
suv_-40_20_-20_0_0_120_20_450 gt:['-40', '20', '-20', '0', '0'] pred:[40.        19.887726  20.         6.8291254  0.       ]
sedan2door_0_0_-40_40_0_0_80_400 gt:['0', '0', '-40', '40', '0'] pred:[ 2.3677495  1.7124797 40.        40.         1.9037704]
sedan4door_-20_20_0_0_20_80_40_450 gt:['-20', '20', '0', '0', '20'] pred:[25.704718  18.109673   2.8881361  0.        20.       ]
hatchback_-40_0_-20_40_20_80_40_400 gt:['-40', '0', '-20', '40', '20'] pred:[44.12585    2.6225367 18.849901  40.        20.       ]
sedan4door_-40_20_0_40_20_320_40_400 gt:['-40', '20', '0', '40', '20'] pred:[39.422203  20.         2.6092632 40.        23.417915 ]
hybrid_-40_40_-40_20_0_0_60_400 gt:['-40', '40', '-40', '20', '0'] pred:[41.460754  41.479683  40.        20.         1.6135153]
sedan2door_-20_20_-20_40_20_360_20_400 gt:['-20', '20', '-20', '40', '20'] pred:[19.88087 20.      20.      40.      20.     ]
hybrid_0_0_0_40_40_120_80_400 gt:['0', '0', '0', '40', '40'] pred:[ 1.9050359  3.7635233  0.        40.        43.04809  ]
sedan4door_0_20_0_0_20_240_60_400 gt:['0', '20', '0', '0', '20'] pred:[ 1.9378064 22.257215   0.         1.9189223 16.285116 ]
sedan4door_-20_40_-40_40_0_320_60_400 gt:['-20', '40', '-40', '40', '0'] pred:[22.34133   40.49409   40.590927  41.456303   1.4683609]
sedan4door_0_20_-40_20_40_120_40_400 gt:['0', '20', '-40', '20', '40'] pred:[ 0.       22.203701 40.       23.992363 40.      ]
hatchback_-40_20_-40_20_40_0_40_400 gt:['-40', '20', '-40', '20', '40'] pred:[37.965134 20.       38.121143 20.       38.59729 ]
suv_-20_20_0_20_0_240_80_450 gt:['-20', '20', '0', '20', '0'] pred:[16.81197   18.661938   1.7801975 19.415552   4.0905676]
sedan4door_0_0_0_20_0_240_20_400 gt:['0', '0', '0', '20', '0'] pred:[ 0.         2.5956097  0.        14.474791   1.139454 ]
sedan2door_-40_20_0_20_40_160_80_400 gt:['-40', '20', '0', '20', '40'] pred:[39.571545 21.798084  0.       20.       38.543144]
sedan2door_-40_20_0_20_40_280_60_450 gt:['-40', '20', '0', '20', '40'] pred:[41.554657 20.661572  0.       20.       38.544235]
hatchback_-20_0_-40_40_0_280_80_450 gt:['-20', '0', '-40', '40', '0'] pred:[18.709856   4.6232724 43.09821   38.619694   2.552117 ]
suv_-20_40_0_0_40_320_60_400 gt:['-20', '40', '0', '0', '40'] pred:[17.982216  44.92491    3.3427327  0.        39.919323 ]
suv_0_40_-40_0_0_360_40_450 gt:['0', '40', '-40', '0', '0'] pred:[ 3.1789737 40.        44.659176   0.         1.9461579]
hybrid_-40_0_-20_40_20_360_60_400 gt:['-40', '0', '-20', '40', '20'] pred:[40.889057  0.       20.       40.       18.537054]
sedan4door_-40_0_-20_40_0_160_20_450 gt:['-40', '0', '-20', '40', '0'] pred:[40.        2.880105 20.       46.297615  0.      ]
hybrid_0_40_0_40_0_360_20_400 gt:['0', '40', '0', '40', '0'] pred:[ 2.0451458 40.         0.        40.         0.       ]
suv_-40_40_-40_40_40_240_80_400 gt:['-40', '40', '-40', '40', '40'] pred:[40.391026 37.80971  41.634438 43.115143 41.611584]
suv_-40_0_0_40_20_200_20_450 gt:['-40', '0', '0', '40', '20'] pred:[40.         5.3684816  0.        45.101906  18.955584 ]
hybrid_0_0_-20_0_20_40_20_450 gt:['0', '0', '-20', '0', '20'] pred:[ 1.6297067  0.        20.         0.        20.       ]
sedan2door_-40_0_0_0_20_240_20_400 gt:['-40', '0', '0', '0', '20'] pred:[40.         1.7913913  0.         0.        21.26207  ]
sedan2door_0_0_0_20_20_120_80_400 gt:['0', '0', '0', '20', '20'] pred:[ 2.1489754  3.82889    0.        20.        19.221037 ]
sedan2door_-40_0_0_0_0_240_60_450 gt:['-40', '0', '0', '0', '0'] pred:[43.21258    3.596683   0.         0.         1.3254113]
sedan4door_-20_20_0_40_40_40_60_400 gt:['-20', '20', '0', '40', '40'] pred:[18.24842   22.726093   4.0549397 40.        42.594387 ]
suv_-40_0_-40_0_20_360_60_450 gt:['-40', '0', '-40', '0', '20'] pred:[43.16937   0.       39.7528    0.       18.904745]
suv_-40_0_0_40_40_360_80_450 gt:['-40', '0', '0', '40', '40'] pred:[43.981293   4.882795   2.4179304 43.841316  40.397263 ]
sedan4door_-20_0_-40_40_0_240_60_400 gt:['-20', '0', '-40', '40', '0'] pred:[14.894489  3.300817 45.845848 44.088978  1.314355]
hybrid_-40_20_-40_40_40_0_40_450 gt:['-40', '20', '-40', '40', '40'] pred:[41.60063  20.       40.       40.       40.712708]
hatchback_0_0_-40_20_20_0_20_400 gt:['0', '0', '-40', '20', '20'] pred:[ 2.7193816  0.        48.227875  20.        20.       ]
suv_-40_0_-40_20_40_280_80_400 gt:['-40', '0', '-40', '20', '40'] pred:[40.79249    3.2301333 42.631065  16.917904  38.139225 ]
suv_-20_20_-40_20_40_40_60_450 gt:['-20', '20', '-40', '20', '40'] pred:[13.1166935 18.038244  40.917778  20.        41.704872 ]
hybrid_-20_0_-20_0_20_120_40_400 gt:['-20', '0', '-20', '0', '20'] pred:[20.         3.1298606 20.         0.        20.       ]
sedan2door_-20_0_0_0_20_40_60_450 gt:['-20', '0', '0', '0', '20'] pred:[14.095377  2.852442  0.        0.       17.70321 ]
suv_-20_20_-20_40_40_80_80_400 gt:['-20', '20', '-20', '40', '40'] pred:[20.457111 16.657158 19.782845 36.29021  40.      ]
sedan2door_0_0_-20_20_40_320_20_450 gt:['0', '0', '-20', '20', '40'] pred:[ 3.6646357  0.        20.        20.        47.739304 ]
suv_-20_40_-40_40_20_80_60_450 gt:['-20', '40', '-40', '40', '20'] pred:[19.161707 41.217876 36.683918 41.025726 22.790993]
sedan2door_0_0_-40_0_40_240_20_450 gt:['0', '0', '-40', '0', '40'] pred:[ 0.         2.6982267 40.         0.        42.601177 ]
sedan2door_-20_0_0_40_20_200_20_400 gt:['-20', '0', '0', '40', '20'] pred:[20.        2.844163  0.       40.       23.855993]
sedan4door_-40_40_0_0_0_320_60_450 gt:['-40', '40', '0', '0', '0'] pred:[40.952827  41.33657    4.315077   0.         1.5334905]
suv_0_0_-40_20_40_0_20_450 gt:['0', '0', '-40', '20', '40'] pred:[ 6.380214  0.       46.047577 20.       40.      ]
sedan4door_-20_0_-40_40_20_200_20_400 gt:['-20', '0', '-40', '40', '20'] pred:[20.        3.202627 40.       42.99496  17.711645]
sedan4door_-20_40_-20_0_40_360_20_400 gt:['-20', '40', '-20', '0', '40'] pred:[19.92513  40.       15.701364  0.       40.      ]
sedan4door_-40_40_-20_20_0_360_40_400 gt:['-40', '40', '-20', '20', '0'] pred:[39.173832  40.        16.09962   20.         1.9549866]
sedan4door_-40_40_0_40_40_160_20_450 gt:['-40', '40', '0', '40', '40'] pred:[40.       45.765903  0.       44.10477  40.      ]
sedan4door_-40_40_-20_40_40_320_40_400 gt:['-40', '40', '-20', '40', '40'] pred:[41.033768 40.       18.638193 40.       42.830387]
hybrid_-40_20_-20_0_20_160_40_400 gt:['-40', '20', '-20', '0', '20'] pred:[40.       19.347778 20.        0.       22.11621 ]
suv_-40_20_0_0_20_0_80_400 gt:['-40', '20', '0', '0', '20'] pred:[41.826187  22.699497   1.9988154  0.        20.04582  ]
sedan4door_-20_0_0_20_40_200_20_400 gt:['-20', '0', '0', '20', '40'] pred:[20.         3.0354655  0.        21.12951   43.801174 ]
sedan4door_-20_40_-20_40_0_360_20_450 gt:['-20', '40', '-20', '40', '0'] pred:[19.764896 40.       25.284409 40.        0.      ]
suv_-40_40_-40_0_40_200_20_400 gt:['-40', '40', '-40', '0', '40'] pred:[40.        47.401016  40.         2.1837626 39.169884 ]
sedan4door_-40_20_-40_40_40_40_40_450 gt:['-40', '20', '-40', '40', '40'] pred:[38.955555 20.       42.86887  40.       39.34782 ]
sedan4door_-40_0_-40_0_40_240_20_450 gt:['-40', '0', '-40', '0', '40'] pred:[40.         1.2954967 40.         1.8240776 41.749878 ]
hatchback_-20_40_-20_0_0_40_80_400 gt:['-20', '40', '-20', '0', '0'] pred:[16.98038   43.583397  17.164255   5.885305   1.4093451]
sedan2door_-20_20_-40_20_0_200_40_450 gt:['-20', '20', '-40', '20', '0'] pred:[20.        20.063635  40.        20.         1.3206446]
sedan2door_0_40_0_0_40_320_40_450 gt:['0', '40', '0', '0', '40'] pred:[ 2.8524246 40.         0.         0.        42.264374 ]
suv_-20_20_-40_0_20_320_20_450 gt:['-20', '20', '-40', '0', '20'] pred:[17.747322 20.       46.695663  0.       21.020523]
sedan4door_-40_0_-40_0_40_360_60_400 gt:['-40', '0', '-40', '0', '40'] pred:[41.270462   3.5009403 39.910698   0.        39.53473  ]
hybrid_-20_0_-20_20_20_360_80_400 gt:['-20', '0', '-20', '20', '20'] pred:[21.357573   3.7644165 20.        20.        21.936584 ]
suv_0_0_-20_40_0_160_20_400 gt:['0', '0', '-20', '40', '0'] pred:[ 0.         3.1832244 20.        44.48555    0.       ]
sedan4door_-40_20_-20_40_40_80_60_450 gt:['-40', '20', '-20', '40', '40'] pred:[42.280968 21.865877 19.466808 43.769794 39.171577]
suv_0_0_0_40_40_40_20_400 gt:['0', '0', '0', '40', '40'] pred:[ 2.788647   0.         5.4808793 40.        40.       ]
suv_-20_40_-40_20_0_160_40_450 gt:['-20', '40', '-40', '20', '0'] pred:[20.       42.447956 40.       20.477701  2.206628]
hybrid_-40_20_0_40_40_360_80_450 gt:['-40', '20', '0', '40', '40'] pred:[38.717106 20.60422   0.       40.       40.776283]
hybrid_0_20_-40_20_0_360_60_450 gt:['0', '20', '-40', '20', '0'] pred:[ 2.3380227 21.250177  40.        20.         1.7295779]
suv_0_40_-20_0_40_0_20_450 gt:['0', '40', '-20', '0', '40'] pred:[ 4.8087354 40.        24.871489   0.        40.       ]
sedan2door_-40_0_-40_40_20_360_40_400 gt:['-40', '0', '-40', '40', '20'] pred:[42.477257  0.       40.       40.       21.9123  ]
sedan2door_-40_0_0_0_40_0_40_450 gt:['-40', '0', '0', '0', '40'] pred:[40.21151   0.        0.        0.       42.066067]
sedan2door_-20_0_-40_0_20_0_60_450 gt:['-20', '0', '-40', '0', '20'] pred:[16.299095   2.9369574 40.         0.        19.022987 ]
hybrid_-20_20_-40_40_40_360_60_400 gt:['-20', '20', '-40', '40', '40'] pred:[21.96033  21.258732 40.       40.       39.986584]
sedan2door_0_20_-20_40_0_240_20_450 gt:['0', '20', '-20', '40', '0'] pred:[ 0.        23.192432  20.        40.         1.0458722]
hybrid_-20_0_-40_40_0_320_20_400 gt:['-20', '0', '-40', '40', '0'] pred:[20.736124   0.        40.        40.         1.6320641]
sedan4door_0_0_0_0_0_320_40_450 gt:['0', '0', '0', '0', '0'] pred:[2.0197444 0.        2.544937  0.        0.8094552]
sedan2door_-40_20_-20_40_40_360_40_450 gt:['-40', '20', '-20', '40', '40'] pred:[40.86218  20.       20.       40.       41.123905]
hatchback_-40_40_-20_40_0_280_20_450 gt:['-40', '40', '-20', '40', '0'] pred:[41.037914  40.        22.34961   40.         4.4996834]
hybrid_0_40_0_40_0_200_80_400 gt:['0', '40', '0', '40', '0'] pred:[ 2.019618  46.351578   0.        40.         1.6541584]
hatchback_-40_0_0_0_0_240_80_400 gt:['-40', '0', '0', '0', '0'] pred:[44.90812    3.5511317  4.090358   1.3666401  3.3597896]
sedan4door_-40_20_0_40_0_240_40_400 gt:['-40', '20', '0', '40', '0'] pred:[40.        20.65683    0.        43.09173    0.8877502]
hybrid_-40_20_-40_0_0_280_60_400 gt:['-40', '20', '-40', '0', '0'] pred:[41.694878  25.465218  40.         0.         1.3862401]
hatchback_-40_0_-40_40_40_360_80_450 gt:['-40', '0', '-40', '40', '40'] pred:[40.069366  5.21873  41.89588  45.42406  40.52162 ]
hybrid_0_40_-40_0_40_80_20_450 gt:['0', '40', '-40', '0', '40'] pred:[ 3.483536 40.       40.        0.       40.      ]
sedan2door_-40_40_0_20_0_200_40_400 gt:['-40', '40', '0', '20', '0'] pred:[40.        44.592464   0.        20.         1.4809766]
sedan4door_-40_20_-20_40_40_160_40_450 gt:['-40', '20', '-20', '40', '40'] pred:[40.       18.232424 20.       43.85696  39.38276 ]
suv_-20_0_-40_40_20_120_40_450 gt:['-20', '0', '-40', '40', '20'] pred:[20.         3.7444265 40.        45.662     20.       ]
suv_-40_0_-20_20_20_40_60_450 gt:['-40', '0', '-20', '20', '20'] pred:[40.60557   4.822129 24.083912 20.       20.421242]
sedan4door_-40_20_-40_0_20_360_20_400 gt:['-40', '20', '-40', '0', '20'] pred:[42.861618 20.       43.33332   0.       20.      ]
hatchback_-40_40_0_20_0_200_80_450 gt:['-40', '40', '0', '20', '0'] pred:[39.332794  44.33115    4.770124  13.82823    2.4041684]
hybrid_-20_20_-40_0_40_320_80_450 gt:['-20', '20', '-40', '0', '40'] pred:[17.551565 18.692598 40.        0.       42.379658]
hybrid_-20_20_-40_40_40_120_60_400 gt:['-20', '20', '-40', '40', '40'] pred:[16.19535  20.347626 40.       40.       39.70886 ]
