hatchback_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [22.140604 32.98356  23.272306 27.071785 17.089697]
suv_-17_15_-4_48_28_230_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.       20.07412   4.       28.664303 21.15191 ]
hybrid_-17_23_-36_48_15_50_70_420:gt ['-17', '23', '-36', '48', '15']:pred [15.90213  20.479427 36.       48.       15.864129]
sedan2door_-30_23_-4_48_15_140_70_420:gt ['-30', '23', '-4', '48', '15']:pred [35.329548  9.362946  7.004461 10.313936 13.822998]
sedan4door_-50_23_-22_48_15_50_30_420:gt ['-50', '23', '-22', '48', '15']:pred [24.4421   23.        9.532422 48.       15.      ]
sedan4door_-30_23_-36_35_28_230_30_420:gt ['-30', '23', '-36', '35', '28']:pred [30.       23.031311 36.       28.468624 25.5408  ]
hatchback_-50_45_-4_48_46_140_70_420:gt ['-50', '45', '-4', '48', '46']:pred [20.629839 19.469673  9.547921 39.626305 45.278706]
hybrid_-50_23_-22_10_28_50_70_420:gt ['-50', '23', '-22', '10', '28']:pred [12.430262 23.679745 22.       10.       20.840195]
hybrid_-17_15_-22_48_46_230_30_420:gt ['-17', '15', '-22', '48', '46']:pred [17.        9.165532 22.       48.       43.293877]
sedan2door_-50_45_-4_10_46_230_70_420:gt ['-50', '45', '-4', '10', '46']:pred [27.482332 31.069103  4.       10.       21.443783]
hatchback_-30_15_-22_10_15_50_70_420:gt ['-30', '15', '-22', '10', '15']:pred [18.676676 21.266336 13.45388  10.       11.235501]
suv_-30_45_-22_10_15_230_30_420:gt ['-30', '45', '-22', '10', '15']:pred [30.       29.038942 22.       11.408313 17.211765]
sedan2door_-50_15_-36_35_15_50_30_420:gt ['-50', '15', '-36', '35', '15']:pred [29.788742 15.       36.       35.        8.353446]
sedan4door_-50_23_-22_10_46_20_70_420:gt ['-50', '23', '-22', '10', '46']:pred [35.03308  21.97338   9.913095 22.819012 28.419554]
hatchback_-30_45_-36_10_28_50_70_420:gt ['-30', '45', '-36', '10', '28']:pred [20.649347 38.078793 25.997059 31.021017 25.706724]
hybrid_-17_15_-22_10_46_140_30_420:gt ['-17', '15', '-22', '10', '46']:pred [ 8.565437 10.302328 22.       10.        9.027783]
hatchback_-17_45_-4_10_46_140_70_420:gt ['-17', '45', '-4', '10', '46']:pred [15.2284775 20.727922  13.975289  18.332565  40.36419  ]
hatchback_-30_15_-36_48_46_140_70_420:gt ['-30', '15', '-36', '48', '46']:pred [35.18251    5.2993717 27.926529  29.001225  38.2007   ]
sedan4door_-30_23_-22_48_15_140_30_420:gt ['-30', '23', '-22', '48', '15']:pred [ 8.879773 13.563022 22.       24.328371  8.857389]
hybrid_-50_23_-22_48_28_140_30_420:gt ['-50', '23', '-22', '48', '28']:pred [ 6.412508  9.463385 22.       48.        8.494235]
hybrid_-50_45_-36_35_28_230_30_420:gt ['-50', '45', '-36', '35', '28']:pred [50.       36.588882 36.       35.       25.971676]
sedan2door_-50_15_-36_10_46_230_70_420:gt ['-50', '15', '-36', '10', '46']:pred [30.564083 15.019339 36.       10.       20.815414]
hatchback_-17_23_-36_10_15_140_30_420:gt ['-17', '23', '-36', '10', '15']:pred [ 6.390722  12.123106  36.        31.731304  11.3801985]
hybrid_-17_15_-4_10_46_20_70_420:gt ['-17', '15', '-4', '10', '46']:pred [20.731047 18.339283  4.       10.       47.16658 ]
suv_-30_23_-22_35_15_20_30_420:gt ['-30', '23', '-22', '35', '15']:pred [24.988934 23.       21.429619 35.       19.010666]
sedan2door_-17_15_-4_35_28_140_70_420:gt ['-17', '15', '-4', '35', '28']:pred [18.852804  8.388705  8.360755  8.194656 19.542187]
suv_-30_15_-22_48_15_230_30_420:gt ['-30', '15', '-22', '48', '15']:pred [30.       14.790862 22.       32.27049   8.827214]
sedan4door_-50_15_-36_35_28_140_30_420:gt ['-50', '15', '-36', '35', '28']:pred [ 8.363637 10.406395 36.       22.817022 14.798624]
suv_-17_23_-22_35_15_230_70_420:gt ['-17', '23', '-22', '35', '15']:pred [17.66319  16.246603 42.866966 28.786892 12.437331]
sedan2door_-17_23_-4_48_28_230_30_420:gt ['-17', '23', '-4', '48', '28']:pred [17.        15.7614975  4.        48.        17.8388   ]
sedan2door_-50_45_-22_10_46_140_30_420:gt ['-50', '45', '-22', '10', '46']:pred [13.723723 25.819832 22.       10.        9.145396]
hybrid_-17_15_-22_48_46_140_30_420:gt ['-17', '15', '-22', '48', '46']:pred [ 8.060559  10.47596   22.        48.         9.4997835]
sedan2door_-50_23_-36_35_15_140_30_420:gt ['-50', '23', '-36', '35', '15']:pred [ 5.371987  12.706706  36.        35.         4.7767334]
sedan2door_-17_23_-22_35_15_140_70_420:gt ['-17', '23', '-22', '35', '15']:pred [21.916279   7.3943725 10.24761    7.7863936 19.510628 ]
sedan4door_-50_45_-22_10_46_230_30_420:gt ['-50', '45', '-22', '10', '46']:pred [50.       45.349163 22.       22.496902 45.25297 ]
suv_-50_45_-4_48_15_50_70_420:gt ['-50', '45', '-4', '48', '15']:pred [24.823345 43.373817 13.062621 16.883177  9.159529]
sedan4door_-50_45_-36_35_15_140_30_420:gt ['-50', '45', '-36', '35', '15']:pred [14.685051 32.432926 36.       35.769337  9.543172]
hybrid_-50_15_-22_35_28_230_70_420:gt ['-50', '15', '-22', '35', '28']:pred [37.662895 14.084308 22.       35.       22.346909]
sedan4door_-30_45_-22_10_28_140_70_420:gt ['-30', '45', '-22', '10', '28']:pred [27.81614  16.969654 26.814953 19.317497 22.486584]
sedan4door_-17_15_-36_48_46_20_70_420:gt ['-17', '15', '-36', '48', '46']:pred [22.553083 27.834269 24.519958 48.       25.21711 ]
hybrid_-50_23_-36_48_15_20_30_420:gt ['-50', '23', '-36', '48', '15']:pred [20.034487 23.       15.161372 48.       17.723965]
sedan2door_-30_23_-4_10_28_20_70_420:gt ['-30', '23', '-4', '10', '28']:pred [27.532318  30.86369    6.2092896 10.        13.536563 ]
hybrid_-30_15_-22_10_15_140_30_420:gt ['-30', '15', '-22', '10', '15']:pred [11.052542 10.436915 22.       10.        3.892902]
hatchback_-17_23_-4_35_15_140_30_420:gt ['-17', '23', '-4', '35', '15']:pred [ 5.65191  11.573753  4.       36.759182 12.072102]
suv_-17_23_-36_10_28_20_30_420:gt ['-17', '23', '-36', '10', '28']:pred [15.267009 23.       26.752909 10.       31.274017]
sedan2door_-50_23_-22_10_15_20_30_420:gt ['-50', '23', '-22', '10', '15']:pred [31.488901 23.       22.       10.       22.428066]
sedan2door_-50_45_-36_35_28_140_30_420:gt ['-50', '45', '-36', '35', '28']:pred [14.883693  24.725906  36.        35.         7.7576485]
sedan4door_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [30.446026  25.490898  19.88097   48.        10.0755825]
suv_-50_15_-36_48_15_140_70_420:gt ['-50', '15', '-36', '48', '15']:pred [30.085781   5.3933506 18.831127  33.33049   17.539614 ]
hybrid_-50_45_-4_10_15_140_30_420:gt ['-50', '45', '-4', '10', '15']:pred [ 8.747075  28.664305   4.        10.         7.5669804]
sedan2door_-17_45_-4_35_28_140_30_420:gt ['-17', '45', '-4', '35', '28']:pred [13.464399  24.554155   4.        35.         6.8836956]
hybrid_-50_23_-22_10_46_20_30_420:gt ['-50', '23', '-22', '10', '46']:pred [22.078268 23.       16.656425 10.       36.19802 ]
hatchback_-50_23_-22_10_46_230_30_420:gt ['-50', '23', '-22', '10', '46']:pred [50.        8.836076 22.       11.807248 45.612606]
hybrid_-50_45_-4_48_28_140_30_420:gt ['-50', '45', '-4', '48', '28']:pred [ 7.821626 28.027742  4.       48.        8.589108]
hybrid_-30_15_-36_48_46_230_30_420:gt ['-30', '15', '-36', '48', '46']:pred [30.        9.479921 36.       48.       41.67597 ]
hatchback_-30_23_-36_10_46_20_30_420:gt ['-30', '23', '-36', '10', '46']:pred [23.082777 23.       22.36817  10.       34.097717]
hybrid_-17_15_-4_48_15_50_70_420:gt ['-17', '15', '-4', '48', '15']:pred [10.405861 17.127981  4.       48.       19.308329]
suv_-30_45_-4_10_15_140_30_420:gt ['-30', '45', '-4', '10', '15']:pred [ 7.4295783 16.96634    4.        18.05393    3.4063735]
hatchback_-50_45_-22_35_46_140_30_420:gt ['-50', '45', '-22', '35', '46']:pred [13.645634 26.219196 22.       42.262585 21.498451]
sedan2door_-17_15_-22_10_46_140_30_420:gt ['-17', '15', '-22', '10', '46']:pred [ 5.8177958  6.733964  22.        10.         8.459679 ]
suv_-17_23_-22_10_28_20_30_420:gt ['-17', '23', '-22', '10', '28']:pred [12.102462 23.       19.060095 10.       40.016407]
sedan2door_-17_45_-22_48_28_50_70_420:gt ['-17', '45', '-22', '48', '28']:pred [34.836094 25.081951 22.       48.       20.393616]
suv_-50_15_-22_35_46_140_30_420:gt ['-50', '15', '-22', '35', '46']:pred [11.03107   5.231365 22.       33.46802   9.1975  ]
hatchback_-50_15_-4_10_15_230_30_420:gt ['-50', '15', '-4', '10', '15']:pred [50.        4.710401  4.        9.549851 25.591013]
suv_-30_15_-36_48_28_140_70_420:gt ['-30', '15', '-36', '48', '28']:pred [39.21538   4.901437 22.403166 24.529995 25.885529]
sedan4door_-30_15_-22_10_28_230_30_420:gt ['-30', '15', '-22', '10', '28']:pred [30.        7.980363 22.        9.046917 26.88988 ]
hybrid_-50_23_-4_35_46_20_70_420:gt ['-50', '23', '-4', '35', '46']:pred [32.86896  33.67695  14.595288 35.       42.095787]
hatchback_-30_15_-4_10_46_20_30_420:gt ['-30', '15', '-4', '10', '46']:pred [25.027014 15.       18.930584 10.       39.24785 ]
sedan4door_-17_15_-36_35_46_140_30_420:gt ['-17', '15', '-36', '35', '46']:pred [ 7.644402  9.29221  36.       22.438557 13.821179]
sedan4door_-50_15_-36_10_28_230_70_420:gt ['-50', '15', '-36', '10', '28']:pred [41.884277  14.079701  22.371155   6.9263334 25.449566 ]
sedan2door_-30_15_-4_48_15_20_70_420:gt ['-30', '15', '-4', '48', '15']:pred [25.839066  20.184467   5.8002477 14.783853  21.063698 ]
hybrid_-30_45_-4_10_46_230_70_420:gt ['-30', '45', '-4', '10', '46']:pred [34.281853 32.17543   4.       10.       29.731256]
hatchback_-50_15_-22_35_46_140_70_420:gt ['-50', '15', '-22', '35', '46']:pred [23.638485  4.341884 14.382734 23.323141 40.213207]
hatchback_-30_45_-4_48_15_230_70_420:gt ['-30', '45', '-4', '48', '15']:pred [36.592323 39.27802  14.622329 35.442837  7.456362]
sedan2door_-17_15_-36_48_15_230_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.        7.558506 36.       48.       11.095756]
sedan2door_-17_15_-22_48_15_50_30_420:gt ['-17', '15', '-22', '48', '15']:pred [23.925825 15.       22.       48.       15.      ]
sedan2door_-50_45_-4_10_46_50_70_420:gt ['-50', '45', '-4', '10', '46']:pred [20.614872 30.02617   4.       10.       22.797142]
suv_-30_45_-4_10_46_50_70_420:gt ['-30', '45', '-4', '10', '46']:pred [20.051474 24.20448  15.585909 16.370419 22.041588]
sedan2door_-50_23_-22_48_15_230_70_420:gt ['-50', '23', '-22', '48', '15']:pred [32.10441  19.904495 22.       48.        6.05053 ]
suv_-50_15_-36_48_15_20_30_420:gt ['-50', '15', '-36', '48', '15']:pred [27.328644 15.       24.485867 48.       10.574016]
hybrid_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [22.721264  23.820232   4.6570473 48.        47.314323 ]
sedan4door_-30_15_-36_10_46_50_30_420:gt ['-30', '15', '-36', '10', '46']:pred [23.309715 15.       13.919584 10.       46.      ]
suv_-17_45_-36_35_15_230_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       33.288887 36.       19.969246 12.232024]
sedan4door_-30_15_-22_35_28_140_30_420:gt ['-30', '15', '-22', '35', '28']:pred [ 7.746722  10.4803915 22.        20.666698  14.000252 ]
sedan4door_-30_45_-4_10_15_20_30_420:gt ['-30', '45', '-4', '10', '15']:pred [36.225407 45.        9.932861 10.       22.542496]
sedan2door_-17_23_-4_48_15_230_70_420:gt ['-17', '23', '-4', '48', '15']:pred [11.453277  14.618029   4.        48.         6.0359483]
hatchback_-30_23_-4_48_28_140_30_420:gt ['-30', '23', '-4', '48', '28']:pred [ 9.359615  11.4576645  4.        38.662594  14.81704  ]
hybrid_-50_23_-22_10_15_20_30_420:gt ['-50', '23', '-22', '10', '15']:pred [20.784645 23.       14.527844 10.       19.117418]
hatchback_-50_45_-22_10_28_230_30_420:gt ['-50', '45', '-22', '10', '28']:pred [50.       36.743378 22.       19.060608 32.94301 ]
hatchback_-17_45_-36_48_15_140_70_420:gt ['-17', '45', '-36', '48', '15']:pred [20.371689 19.131203 19.700563 28.615967 19.9065  ]
sedan2door_-50_23_-4_48_15_50_30_420:gt ['-50', '23', '-4', '48', '15']:pred [32.046085 23.        4.       48.        9.44721 ]
sedan4door_-50_23_-4_35_46_230_30_420:gt ['-50', '23', '-4', '35', '46']:pred [50.       29.071854  4.       33.851425 43.649456]
hybrid_-17_23_-22_10_15_20_30_420:gt ['-17', '23', '-22', '10', '15']:pred [12.885512 23.       22.       10.       17.798492]
sedan4door_-30_45_-22_48_28_140_70_420:gt ['-30', '45', '-22', '48', '28']:pred [33.167572 16.10681  24.790047 28.765438 24.37791 ]
suv_-30_15_-22_10_46_50_30_420:gt ['-30', '15', '-22', '10', '46']:pred [16.06519  15.       22.056099 10.       12.055459]
sedan4door_-50_45_-22_35_28_20_70_420:gt ['-50', '45', '-22', '35', '28']:pred [39.5228   27.632864  9.947221 19.02223  23.062717]
suv_-30_45_-36_10_28_140_30_420:gt ['-30', '45', '-36', '10', '28']:pred [ 9.869762 17.530094 36.       20.943846  5.499567]
sedan4door_-30_45_-22_10_28_20_70_420:gt ['-30', '45', '-22', '10', '28']:pred [32.268276 25.718023  4.981245 13.693356 20.57733 ]
sedan2door_-30_15_-22_10_15_140_30_420:gt ['-30', '15', '-22', '10', '15']:pred [ 7.1257668  8.833601  22.        10.         4.720272 ]
sedan2door_-50_15_-4_10_28_50_70_420:gt ['-50', '15', '-4', '10', '28']:pred [19.480904  22.89787    6.1055984 10.        17.25407  ]
sedan4door_-17_15_-22_35_15_50_30_420:gt ['-17', '15', '-22', '35', '15']:pred [26.47902  15.       11.386452 35.       20.816944]
hybrid_-50_23_-36_10_28_140_30_420:gt ['-50', '23', '-36', '10', '28']:pred [ 6.6001005  9.334121  36.        10.         7.97513  ]
hybrid_-17_15_-4_10_28_20_30_420:gt ['-17', '15', '-4', '10', '28']:pred [ 9.092698 15.        4.       10.       31.104887]
sedan4door_-17_15_-22_35_46_50_70_420:gt ['-17', '15', '-22', '35', '46']:pred [26.338814 22.03368  15.443573 35.       13.372585]
hybrid_-30_45_-22_35_46_140_70_420:gt ['-30', '45', '-22', '35', '46']:pred [27.456589 20.183203 11.36565  22.444204 37.670486]
sedan2door_-50_23_-22_48_28_20_30_420:gt ['-50', '23', '-22', '48', '28']:pred [28.323032 23.       22.       48.       31.019901]
sedan2door_-50_23_-4_10_28_20_30_420:gt ['-50', '23', '-4', '10', '28']:pred [28.0768  23.       4.      10.      30.46219]
hatchback_-30_15_-4_35_46_230_30_420:gt ['-30', '15', '-4', '35', '46']:pred [30.        9.017127  4.       17.377998 45.75541 ]
suv_-17_45_-22_35_28_140_70_420:gt ['-17', '45', '-22', '35', '28']:pred [25.217745 15.942331 29.483252 20.973028 20.754272]
hybrid_-30_15_-22_10_28_50_70_420:gt ['-30', '15', '-22', '10', '28']:pred [13.706308  19.931356   8.2764435 10.        18.177881 ]
sedan2door_-50_15_-4_10_46_20_30_420:gt ['-50', '15', '-4', '10', '46']:pred [26.931929 15.        4.       10.       32.408886]
hybrid_-17_45_-36_48_15_230_70_420:gt ['-17', '45', '-36', '48', '15']:pred [15.585954 27.007254 36.       48.       10.793466]
hybrid_-17_15_-22_35_15_140_70_420:gt ['-17', '15', '-22', '35', '15']:pred [15.216185  5.009278  9.045297 35.       23.403547]
suv_-30_23_-22_48_46_230_30_420:gt ['-30', '23', '-22', '48', '46']:pred [30.       27.650736 22.       36.273247 35.44513 ]
sedan2door_-50_23_-36_48_46_230_30_420:gt ['-50', '23', '-36', '48', '46']:pred [50.       20.536478 36.       48.       28.990828]
suv_-30_23_-36_48_28_140_70_420:gt ['-30', '23', '-36', '48', '28']:pred [35.94285    7.5217338 24.619442  33.243282  28.839544 ]
sedan4door_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [35.24376  24.414507  7.535644 14.254001 32.358303]
hybrid_-17_23_-4_10_15_20_30_420:gt ['-17', '23', '-4', '10', '15']:pred [12.253303 23.        4.       10.       18.882534]
sedan2door_-50_23_-22_35_15_50_70_420:gt ['-50', '23', '-22', '35', '15']:pred [23.019524 27.326218  5.526034 35.       17.956621]
sedan4door_-17_45_-36_48_28_140_30_420:gt ['-17', '45', '-36', '48', '28']:pred [10.322546  24.90372   36.        31.894999   6.9976115]
sedan2door_-30_45_-22_10_28_20_30_420:gt ['-30', '45', '-22', '10', '28']:pred [34.068607 45.       22.       10.       38.975643]
sedan2door_-50_15_-22_10_15_140_70_420:gt ['-50', '15', '-22', '10', '15']:pred [25.664139   8.1138315  5.284344  10.818709  14.246892 ]
hatchback_-50_15_-36_48_46_50_70_420:gt ['-50', '15', '-36', '48', '46']:pred [18.328203 33.344948 18.804636 23.338482 19.140203]
hybrid_-30_45_-36_10_28_20_70_420:gt ['-30', '45', '-36', '10', '28']:pred [31.111422 27.822447 10.308939 10.       33.066242]
suv_-17_23_-22_10_46_140_30_420:gt ['-17', '23', '-22', '10', '46']:pred [10.826364  8.192349 22.       23.450735 13.773921]
hatchback_-17_15_-22_48_15_230_70_420:gt ['-17', '15', '-22', '48', '15']:pred [17.55131  18.16745  14.384403 38.880898  9.591364]
hatchback_-30_45_-4_48_15_140_70_420:gt ['-30', '45', '-4', '48', '15']:pred [26.356443 22.058926 11.148169 34.639618 22.915333]
sedan4door_-17_23_-36_48_28_230_30_420:gt ['-17', '23', '-36', '48', '28']:pred [17.       17.674618 36.       29.2458   31.361347]
hatchback_-17_23_-4_48_46_50_70_420:gt ['-17', '23', '-4', '48', '46']:pred [20.297066 20.489525 18.666843 21.46965  28.231436]
sedan4door_-17_15_-36_48_46_140_30_420:gt ['-17', '15', '-36', '48', '46']:pred [ 9.355944 11.283302 36.       26.147877 10.864976]
sedan2door_-30_45_-22_48_15_140_30_420:gt ['-30', '45', '-22', '48', '15']:pred [14.053397  27.591564  22.        48.         6.3480444]
sedan4door_-50_45_-22_35_28_50_70_420:gt ['-50', '45', '-22', '35', '28']:pred [30.788126 36.32386  19.336971 35.        9.337157]
sedan2door_-30_45_-22_10_28_50_30_420:gt ['-30', '45', '-22', '10', '28']:pred [29.32794 45.      22.      10.      28.     ]
suv_-50_45_-36_10_15_50_30_420:gt ['-50', '45', '-36', '10', '15']:pred [19.709536  45.        15.79248   10.         5.1177654]
hatchback_-30_23_-36_35_28_140_30_420:gt ['-30', '23', '-36', '35', '28']:pred [ 7.144076 11.25495  36.       36.246502 15.120381]
hybrid_-50_45_-4_48_46_20_70_420:gt ['-50', '45', '-4', '48', '46']:pred [34.094524 27.60332  12.369009 48.       37.9074  ]
hatchback_-50_23_-36_48_28_230_70_420:gt ['-50', '23', '-36', '48', '28']:pred [38.841465 26.502895 31.96717  41.353508 17.43704 ]
hybrid_-17_23_-36_10_28_230_30_420:gt ['-17', '23', '-36', '10', '28']:pred [17.        7.847092 36.       10.       22.136446]
sedan2door_-17_15_-4_48_28_230_70_420:gt ['-17', '15', '-4', '48', '28']:pred [11.787614 10.224539  4.       48.       19.631596]
suv_-50_15_-4_10_28_50_30_420:gt ['-50', '15', '-4', '10', '28']:pred [15.65339  15.       17.279108 10.        9.553739]
hybrid_-30_23_-22_48_46_230_30_420:gt ['-30', '23', '-22', '48', '46']:pred [30.       12.417937 22.       48.       38.49233 ]
sedan2door_-30_15_-4_35_28_50_70_420:gt ['-30', '15', '-4', '35', '28']:pred [20.02559  25.466759  5.126224 35.       20.422922]
suv_-17_15_-4_48_15_230_70_420:gt ['-17', '15', '-4', '48', '15']:pred [15.347935  8.237519 21.37764  33.001225 12.313349]
hybrid_-30_45_-4_48_46_230_70_420:gt ['-30', '45', '-4', '48', '46']:pred [34.479473 32.527958  4.       48.       29.40272 ]
hybrid_-50_15_-22_48_15_50_30_420:gt ['-50', '15', '-22', '48', '15']:pred [19.266096 23.976337 22.       48.       13.238174]
hybrid_-50_15_-22_48_15_20_70_420:gt ['-50', '15', '-22', '48', '15']:pred [33.396484 17.757954 22.       48.       12.868055]
sedan2door_-17_15_-36_48_46_50_70_420:gt ['-17', '15', '-36', '48', '46']:pred [25.804884 16.478573 36.       48.       22.18944 ]
suv_-17_15_-4_48_15_140_30_420:gt ['-17', '15', '-4', '48', '15']:pred [ 9.303099   7.2925653  4.        32.055824   4.600486 ]
sedan4door_-30_23_-36_10_15_50_30_420:gt ['-30', '23', '-36', '10', '15']:pred [25.434488 23.       14.722631 10.       15.      ]
hatchback_-30_45_-4_35_28_50_30_420:gt ['-30', '45', '-4', '35', '28']:pred [25.642645   7.9482775  6.2653513 35.        19.533218 ]
sedan2door_-30_23_-22_48_46_230_70_420:gt ['-30', '23', '-22', '48', '46']:pred [30.90388  17.331198 22.       48.       20.653124]
hybrid_-17_45_-36_10_46_50_70_420:gt ['-17', '45', '-36', '10', '46']:pred [20.991028 25.66524  36.       10.       32.64602 ]
hatchback_-17_23_-4_10_28_50_30_420:gt ['-17', '23', '-4', '10', '28']:pred [19.059649 23.       11.257311 10.       22.477098]
sedan2door_-30_23_-22_35_46_140_30_420:gt ['-30', '23', '-22', '35', '46']:pred [ 6.48006   9.009482 22.       35.        7.715958]
