hatchback_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[16.039074  23.        53.794945  38.30845    1.0227133]
sedan4door_-30_15_-22_48_46_20_30_420 gt:['-30', '15', '-22', '48', '46'] pred:[16.091026  15.        50.078114  48.         7.7034492]
hybrid_-30_23_-36_48_15_20_30_420 gt:['-30', '23', '-36', '48', '15'] pred:[24.616302  23.        42.951588  48.        11.5863905]
sedan2door_-30_15_-4_35_28_50_70_420 gt:['-30', '15', '-4', '35', '28'] pred:[24.102812  8.852127 15.669606 24.74644  39.50369 ]
sedan2door_-50_15_-36_48_28_140_70_420 gt:['-50', '15', '-36', '48', '28'] pred:[27.708567 24.932144 36.       13.768191 17.175013]
hybrid_-30_23_-4_10_28_50_30_420 gt:['-30', '23', '-4', '10', '28'] pred:[21.453165 23.       35.929176 10.       13.125187]
sedan2door_-50_23_-36_35_46_230_30_420 gt:['-50', '23', '-36', '35', '46'] pred:[50.       15.258477 36.       12.534864 35.036274]
sedan2door_-50_23_-22_10_28_230_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[50.        14.265783  22.         7.9909086 30.381218 ]
sedan4door_-30_45_-4_10_28_50_70_420 gt:['-30', '45', '-4', '10', '28'] pred:[27.060171 24.595661  8.177663  5.112949 16.122086]
hatchback_-50_23_-36_48_15_20_30_420 gt:['-50', '23', '-36', '48', '15'] pred:[30.2579   23.       53.763165 48.        2.289938]
hybrid_-30_15_-36_35_15_50_70_420 gt:['-30', '15', '-36', '35', '15'] pred:[27.993036 11.140784 28.564056 17.461279 22.118105]
hybrid_-50_23_-22_35_28_140_30_420 gt:['-50', '23', '-22', '35', '28'] pred:[50.       19.246218 22.       17.74405  28.      ]
sedan4door_-17_45_-22_35_28_140_70_420 gt:['-17', '45', '-22', '35', '28'] pred:[22.914013 28.518545 32.531662 17.833557 12.469596]
hatchback_-50_23_-36_10_28_20_30_420 gt:['-50', '23', '-36', '10', '28'] pred:[30.167746 23.       54.157135 10.        8.260847]
suv_-50_23_-4_10_28_230_30_420 gt:['-50', '23', '-4', '10', '28'] pred:[50.       17.792562  4.       16.48662  10.426679]
hybrid_-17_23_-22_35_28_20_70_420 gt:['-17', '23', '-22', '35', '28'] pred:[24.10134    6.0975237 29.371649  35.        16.262484 ]
sedan4door_-50_45_-36_35_28_140_30_420 gt:['-50', '45', '-36', '35', '28'] pred:[ 8.419481 31.575876 38.18386  35.770054 28.      ]
hatchback_-17_23_-4_10_15_50_70_420 gt:['-17', '23', '-4', '10', '15'] pred:[18.145376 10.204497 15.670007  7.112336 23.641352]
suv_-50_15_-22_35_15_20_30_420 gt:['-50', '15', '-22', '35', '15'] pred:[27.90341  15.       52.598053 35.        6.913703]
sedan4door_-50_23_-22_10_15_50_70_420 gt:['-50', '23', '-22', '10', '15'] pred:[33.510315  19.132555  14.772213   5.8121986 10.162329 ]
suv_-17_23_-36_10_28_50_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[19.437397 23.       50.32939  53.592354  1.461328]
sedan4door_-50_15_-36_10_46_230_30_420 gt:['-50', '15', '-36', '10', '46'] pred:[50.       12.112048 36.       11.367123 42.5874  ]
suv_-30_15_-36_48_46_140_70_420 gt:['-30', '15', '-36', '48', '46'] pred:[13.829803 17.161802 49.178005 19.857782 19.657547]
suv_-50_23_-22_35_28_20_30_420 gt:['-50', '23', '-22', '35', '28'] pred:[25.68437  23.       55.80991  35.        7.511798]
sedan2door_-50_15_-22_10_15_230_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[11.1755905 15.365519  30.016977   9.005642   8.290158 ]
hybrid_-50_15_-36_10_28_50_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[31.07505  14.567324 38.449505 27.12398  28.787241]
suv_-30_45_-4_48_46_20_30_420 gt:['-30', '45', '-4', '48', '46'] pred:[17.298866 45.       51.150482 43.857105  3.477206]
sedan4door_-50_23_-22_35_46_50_30_420 gt:['-50', '23', '-22', '35', '46'] pred:[25.5763    23.        55.000004  48.42374    0.3550487]
sedan4door_-30_23_-36_48_28_230_70_420 gt:['-30', '23', '-36', '48', '28'] pred:[14.013031 16.985882 40.67918  16.616589 14.596928]
sedan4door_-17_23_-22_10_28_50_30_420 gt:['-17', '23', '-22', '10', '28'] pred:[20.457409  23.        48.542873  48.15087    2.8414052]
suv_-30_23_-36_48_15_50_70_420 gt:['-30', '23', '-36', '48', '15'] pred:[12.990883 23.414387 28.577343 11.378681 12.644454]
hybrid_-17_45_-36_10_46_50_30_420 gt:['-17', '45', '-36', '10', '46'] pred:[13.300641 45.       29.769302 10.       13.20062 ]
suv_-17_23_-36_10_46_20_70_420 gt:['-17', '23', '-36', '10', '46'] pred:[19.0784   14.367604 24.924015 13.378771 16.976376]
sedan4door_-50_23_-22_10_28_230_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[50.       18.112814 22.       10.93164  32.140095]
sedan2door_-50_15_-4_10_46_230_70_420 gt:['-50', '15', '-4', '10', '46'] pred:[12.862923 11.892898 31.593836 15.434924 30.466473]
sedan4door_-17_23_-4_10_15_230_70_420 gt:['-17', '23', '-4', '10', '15'] pred:[ 7.5481725 14.890284  21.289154   4.742158   6.9005933]
sedan2door_-30_45_-22_10_46_140_30_420 gt:['-30', '45', '-22', '10', '46'] pred:[ 7.3919253 22.763811  22.        35.741783  46.       ]
sedan2door_-17_23_-4_48_46_50_70_420 gt:['-17', '23', '-4', '48', '46'] pred:[15.020308 25.389572 17.581013 17.378521 33.745857]
hatchback_-17_23_-22_48_46_230_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[17.       15.363072 22.       44.353977 27.734455]
hybrid_-17_23_-36_10_15_50_30_420 gt:['-17', '23', '-36', '10', '15'] pred:[14.106859 23.       21.87449  10.       10.700646]
hybrid_-50_45_-36_10_28_20_30_420 gt:['-50', '45', '-36', '10', '28'] pred:[17.843147 45.       40.41748  10.       22.94081 ]
sedan2door_-17_23_-36_10_28_50_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[21.865023 23.       30.115238 34.231895 10.661733]
hatchback_-17_45_-22_35_28_230_30_420 gt:['-17', '45', '-22', '35', '28'] pred:[17.       26.437548 22.       41.57719  22.630505]
hybrid_-17_15_-4_10_15_230_30_420 gt:['-17', '15', '-4', '10', '15'] pred:[17.         9.940223   4.         8.0631075 19.287418 ]
hatchback_-17_45_-4_48_46_230_30_420 gt:['-17', '45', '-4', '48', '46'] pred:[17.       25.741539  4.       50.896015 28.638474]
hybrid_-30_23_-4_35_15_140_70_420 gt:['-30', '23', '-4', '35', '15'] pred:[20.291248  32.13588   31.409708   7.6850195  7.019494 ]
suv_-17_23_-22_10_15_50_30_420 gt:['-17', '23', '-22', '10', '15'] pred:[17.358944  23.        34.383793  52.448654   2.1339922]
hybrid_-50_45_-4_48_28_20_70_420 gt:['-50', '45', '-4', '48', '28'] pred:[26.944403 19.013714 21.345274 29.278028 12.194976]
hatchback_-17_15_-36_10_46_230_70_420 gt:['-17', '15', '-36', '10', '46'] pred:[ 6.727049   7.890073  44.75696    5.7663236 33.03286  ]
hatchback_-30_15_-4_10_46_140_70_420 gt:['-30', '15', '-4', '10', '46'] pred:[20.056768  12.615636   4.         7.5294585 32.053623 ]
suv_-17_23_-36_10_15_140_30_420 gt:['-17', '23', '-36', '10', '15'] pred:[17.       17.683767 36.       41.83861  15.      ]
hatchback_-17_15_-36_35_46_140_70_420 gt:['-17', '15', '-36', '35', '46'] pred:[21.5118   10.02385  33.257793 15.639401 26.557789]
sedan2door_-17_15_-4_48_46_20_70_420 gt:['-17', '15', '-4', '48', '46'] pred:[26.140076   6.7765193 20.340849  21.315186  35.118786 ]
suv_-50_23_-36_10_46_140_70_420 gt:['-50', '23', '-36', '10', '46'] pred:[22.592562  26.60716   37.584194   4.5277076 22.242668 ]
sedan2door_-17_45_-4_35_15_50_30_420 gt:['-17', '45', '-4', '35', '15'] pred:[21.732515 45.       25.176285 32.88359   5.284686]
hybrid_-30_45_-36_10_15_140_70_420 gt:['-30', '45', '-36', '10', '15'] pred:[15.801863 41.132885 40.910374 18.25321  10.188987]
sedan4door_-30_45_-4_48_28_140_30_420 gt:['-30', '45', '-4', '48', '28'] pred:[ 8.371226 28.560522 34.15995  39.550045 28.      ]
hatchback_-50_45_-4_48_15_230_30_420 gt:['-50', '45', '-4', '48', '15'] pred:[50.       22.97284   4.       49.6903   22.514381]
sedan2door_-30_23_-36_10_15_230_30_420 gt:['-30', '23', '-36', '10', '15'] pred:[30.        16.213474  36.         9.0419655 13.699338 ]
suv_-50_45_-36_48_46_20_70_420 gt:['-50', '45', '-36', '48', '46'] pred:[23.542011  36.596497  30.52386    8.55166    9.6309395]
sedan4door_-50_23_-4_35_28_230_30_420 gt:['-50', '23', '-4', '35', '28'] pred:[50.       29.513412  4.       26.381521 35.49459 ]
suv_-50_23_-36_48_28_230_70_420 gt:['-50', '23', '-36', '48', '28'] pred:[15.00854   18.23025   48.816063  16.710964   4.7789974]
sedan2door_-30_15_-22_35_15_230_30_420 gt:['-30', '15', '-22', '35', '15'] pred:[30.        17.143093  22.         6.3818016 13.144498 ]
sedan4door_-50_23_-36_48_46_20_70_420 gt:['-50', '23', '-36', '48', '46'] pred:[25.389456  10.7168045 36.687622  15.789739  13.699301 ]
hybrid_-17_23_-36_48_28_140_70_420 gt:['-17', '23', '-36', '48', '28'] pred:[14.920728 24.646315 28.77892   6.991745  5.602165]
hatchback_-50_45_-4_48_46_50_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[19.006283 45.       54.340775 48.        1.140252]
hatchback_-17_15_-4_10_15_20_30_420 gt:['-17', '15', '-4', '10', '15'] pred:[16.880894  15.        50.829952  10.         2.8712814]
suv_-50_15_-36_10_28_50_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[26.030539  17.529682  18.863144   7.9761367 21.336401 ]
suv_-17_45_-36_35_28_20_30_420 gt:['-17', '45', '-36', '35', '28'] pred:[11.629841 45.       54.444782 50.60516   6.373255]
hybrid_-17_23_-22_35_15_230_70_420 gt:['-17', '23', '-22', '35', '15'] pred:[ 9.324553   3.3015811 27.152918   6.4593935 10.674545 ]
sedan4door_-30_23_-4_35_28_20_30_420 gt:['-30', '23', '-4', '35', '28'] pred:[17.397373 23.       47.91392  35.        5.461657]
sedan2door_-50_15_-36_10_15_140_70_420 gt:['-50', '15', '-36', '10', '15'] pred:[28.597914 23.36355  36.       12.623062 15.068131]
suv_-17_45_-22_10_28_140_70_420 gt:['-17', '45', '-22', '10', '28'] pred:[21.448467  40.10751   32.05211    5.9860673 21.139832 ]
suv_-17_23_-36_48_46_230_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[17.       23.732828 36.       47.75734  17.56328 ]
hatchback_-17_45_-4_10_15_20_30_420 gt:['-17', '45', '-4', '10', '15'] pred:[14.008678  45.        49.401356  10.         2.4329965]
sedan2door_-30_23_-36_35_15_140_30_420 gt:['-30', '23', '-36', '35', '15'] pred:[30.       24.652498 36.       37.18606  15.      ]
hybrid_-50_15_-22_48_28_50_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[30.530766 14.912738 37.70289  25.992477 29.184954]
sedan2door_-50_23_-36_10_15_140_70_420 gt:['-50', '23', '-36', '10', '15'] pred:[30.251863 26.827675 34.67988   8.095337 14.052525]
hatchback_-30_23_-22_48_15_230_70_420 gt:['-30', '23', '-22', '48', '15'] pred:[18.964678  9.492358 34.744617 15.617282 13.555153]
sedan4door_-30_23_-36_35_46_140_30_420 gt:['-30', '23', '-36', '35', '46'] pred:[30.      15.67314 36.      42.65525 46.     ]
sedan4door_-50_45_-36_35_46_50_70_420 gt:['-50', '45', '-36', '35', '46'] pred:[32.798767 25.867031 24.789747 10.596688 17.133694]
sedan4door_-50_23_-4_10_46_140_70_420 gt:['-50', '23', '-4', '10', '46'] pred:[33.461544  18.137201  25.153894   4.5154147 23.083874 ]
sedan2door_-30_15_-4_48_46_50_30_420 gt:['-30', '15', '-4', '48', '46'] pred:[26.936844  15.        33.35652   33.969048   2.0991337]
sedan4door_-30_23_-36_10_28_50_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[25.587397 17.722784 19.210457  8.367097 14.697411]
hatchback_-30_23_-36_10_15_140_30_420 gt:['-30', '23', '-36', '10', '15'] pred:[30.       16.111095 36.       33.872787 15.      ]
hatchback_-17_15_-36_48_28_20_70_420 gt:['-17', '15', '-36', '48', '28'] pred:[16.59617   5.061276 26.05257  37.81141  13.622405]
sedan4door_-17_23_-4_35_15_20_70_420 gt:['-17', '23', '-4', '35', '15'] pred:[25.387495 12.334601 13.973077 35.       11.62227 ]
sedan2door_-17_45_-22_10_15_20_30_420 gt:['-17', '45', '-22', '10', '15'] pred:[18.27799  45.       30.712069 10.       15.08637 ]
hybrid_-17_23_-36_10_15_140_30_420 gt:['-17', '23', '-36', '10', '15'] pred:[17.       18.492893 36.       26.306671 15.      ]
suv_-30_45_-22_48_46_140_30_420 gt:['-30', '45', '-22', '48', '46'] pred:[30.       28.494057 22.       49.797966 46.      ]
suv_-50_15_-4_48_15_50_30_420 gt:['-50', '15', '-4', '48', '15'] pred:[22.530138  15.        38.137383  48.         3.5528915]
sedan2door_-17_15_-36_48_15_20_70_420 gt:['-17', '15', '-36', '48', '15'] pred:[22.57219  10.152793 22.488104 21.491526 21.64451 ]
hatchback_-17_45_-4_35_46_20_30_420 gt:['-17', '45', '-4', '35', '46'] pred:[11.528443 45.       51.221294 35.        7.326732]
hybrid_-30_15_-22_10_28_20_70_420 gt:['-30', '15', '-22', '10', '28'] pred:[29.770668   8.4204855 24.623459  10.        10.554991 ]
sedan2door_-50_15_-36_35_46_140_70_420 gt:['-50', '15', '-36', '35', '46'] pred:[24.412779 19.077726 36.       10.626129 32.817562]
sedan4door_-50_15_-4_48_28_230_70_420 gt:['-50', '15', '-4', '48', '28'] pred:[11.458255  14.392328  25.483297  12.290321   7.7749934]
hatchback_-17_45_-36_48_15_50_70_420 gt:['-17', '45', '-36', '48', '15'] pred:[16.858791 11.247872 44.67238  23.05257  12.844168]
suv_-50_45_-36_35_28_20_70_420 gt:['-50', '45', '-36', '35', '28'] pred:[22.586983  36.30358   28.833641  10.844123   5.0146165]
hybrid_-30_15_-22_48_15_230_70_420 gt:['-30', '15', '-22', '48', '15'] pred:[14.217651   9.581912  26.180737   7.1431026 11.530175 ]
suv_-50_23_-22_35_15_230_70_420 gt:['-50', '23', '-22', '35', '15'] pred:[11.03897   16.059317  38.40194   11.657106   5.1768603]
hybrid_-17_45_-4_48_46_140_70_420 gt:['-17', '45', '-4', '48', '46'] pred:[10.085144 35.45493   4.       14.946969 35.234325]
hatchback_-50_45_-22_35_28_50_30_420 gt:['-50', '45', '-22', '35', '28'] pred:[25.807404  45.        56.802685  35.         0.4482089]
suv_-50_45_-4_35_15_140_30_420 gt:['-50', '45', '-4', '35', '15'] pred:[50.       26.728502  4.       36.81533  15.      ]
hatchback_-50_15_-22_35_46_20_30_420 gt:['-50', '15', '-22', '35', '46'] pred:[21.137945  15.        53.061737  35.         7.7984743]
sedan2door_-50_23_-36_48_46_140_70_420 gt:['-50', '23', '-36', '48', '46'] pred:[25.322973  22.34321   30.419994   7.0940824 32.452385 ]
hatchback_-50_15_-22_35_46_140_70_420 gt:['-50', '15', '-22', '35', '46'] pred:[30.986612 12.71643  19.697447 19.081411 25.561451]
sedan4door_-30_23_-22_10_28_50_70_420 gt:['-30', '23', '-22', '10', '28'] pred:[26.32356   15.778642  10.902121   6.5122757 16.335133 ]
suv_-17_45_-4_10_15_50_70_420 gt:['-17', '45', '-4', '10', '15'] pred:[16.913029  23.334837   9.808853   3.0311508 15.75679  ]
hatchback_-30_23_-36_10_15_20_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[19.393888   6.1364484 26.16282   10.        14.348628 ]
suv_-17_23_-36_10_46_230_30_420 gt:['-17', '23', '-36', '10', '46'] pred:[17.       11.975456 36.       18.715677 19.137854]
suv_-50_45_-36_35_15_20_70_420 gt:['-50', '45', '-36', '35', '15'] pred:[25.522827  35.359745  30.536385  10.299555   2.2117512]
suv_-30_45_-22_10_46_230_70_420 gt:['-30', '45', '-22', '10', '46'] pred:[12.309812  19.071814  40.148277   8.062159   7.2293515]
hatchback_-30_23_-36_48_46_140_70_420 gt:['-30', '23', '-36', '48', '46'] pred:[27.40818  15.804554 45.643642 15.332045 29.702774]
hatchback_-17_15_-22_48_15_50_70_420 gt:['-17', '15', '-22', '48', '15'] pred:[23.293837   5.4553895 27.57175   18.486597  18.408066 ]
hatchback_-17_15_-22_35_28_50_70_420 gt:['-17', '15', '-22', '35', '28'] pred:[20.326479   5.4675355 30.160238  15.975913  19.066893 ]
sedan2door_-50_15_-22_10_46_50_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[30.851326  15.        46.023884  27.07812    2.0191276]
sedan2door_-50_45_-4_48_46_50_70_420 gt:['-50', '45', '-4', '48', '46'] pred:[23.685364  38.469948  25.248795  14.2305355 34.86527  ]
hybrid_-50_23_-4_48_46_140_30_420 gt:['-50', '23', '-4', '48', '46'] pred:[50.       19.858109  4.       20.467312 46.      ]
sedan2door_-50_45_-4_48_15_50_70_420 gt:['-50', '45', '-4', '48', '15'] pred:[28.061796  35.121822  25.808374  12.8953905 32.200115 ]
suv_-17_15_-4_35_28_20_70_420 gt:['-17', '15', '-4', '35', '28'] pred:[18.07919  13.317655 21.188639 18.951338 13.20094 ]
hybrid_-30_15_-22_10_46_20_70_420 gt:['-30', '15', '-22', '10', '46'] pred:[29.23628   5.78756  30.954802 10.       10.022302]
hatchback_-30_45_-36_35_28_50_30_420 gt:['-30', '45', '-36', '35', '28'] pred:[21.80238   45.        56.202484  35.         0.4731035]
suv_-50_45_-4_48_28_50_30_420 gt:['-50', '45', '-4', '48', '28'] pred:[20.731302 45.       46.90346  48.        2.375934]
sedan4door_-50_15_-36_10_15_20_30_420 gt:['-50', '15', '-36', '10', '15'] pred:[22.959566 15.       54.141182 10.       15.297583]
sedan4door_-50_45_-22_35_46_20_70_420 gt:['-50', '45', '-22', '35', '46'] pred:[27.689331 24.216604 29.841255 35.       12.907668]
hybrid_-17_15_-36_10_28_230_70_420 gt:['-17', '15', '-36', '10', '28'] pred:[ 6.296475   4.6024475 30.265156   4.6925106 20.196491 ]
hatchback_-17_23_-36_48_46_230_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[17.       15.013197 36.       42.955322 30.356352]
sedan2door_-30_23_-22_10_28_50_70_420 gt:['-30', '23', '-22', '10', '28'] pred:[22.513784 16.352444 13.826446 24.07314  37.160763]
suv_-17_23_-36_10_28_20_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[14.351288 23.       54.36077  10.        7.275595]
hatchback_-50_15_-22_48_28_50_30_420 gt:['-50', '15', '-22', '48', '28'] pred:[27.045183   15.         56.89685    48.          0.79675865]
sedan2door_-30_23_-22_10_15_50_70_420 gt:['-30', '23', '-22', '10', '15'] pred:[22.746468 16.586535 16.03241  20.08038  35.648655]
sedan2door_-30_23_-22_35_15_20_30_420 gt:['-30', '23', '-22', '35', '15'] pred:[27.83266  23.       39.34426  35.       12.293302]
sedan4door_-30_45_-36_35_28_140_30_420 gt:['-30', '45', '-36', '35', '28'] pred:[ 7.840981 34.1855   36.369602 36.462315 28.      ]
sedan2door_-17_15_-36_10_15_140_70_420 gt:['-17', '15', '-36', '10', '15'] pred:[12.239794 12.537138 36.       15.125676 18.862915]
sedan2door_-30_45_-22_48_28_20_30_420 gt:['-30', '45', '-22', '48', '28'] pred:[23.717031 45.       30.982307 48.       12.405956]
sedan4door_-50_45_-36_10_28_20_30_420 gt:['-50', '45', '-36', '10', '28'] pred:[23.30213  45.       45.850323 10.       10.314508]
hybrid_-17_45_-36_10_15_140_30_420 gt:['-17', '45', '-36', '10', '15'] pred:[ 6.0880513 29.253283  35.86677   14.791022  15.       ]
sedan4door_-50_23_-4_48_46_140_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[34.603    15.416132 37.00734   8.752502 16.91054 ]
hybrid_-17_15_-22_10_46_140_30_420 gt:['-17', '15', '-22', '10', '46'] pred:[17.       14.234421 22.       17.630125 46.      ]
sedan4door_-30_45_-4_48_28_50_30_420 gt:['-30', '45', '-4', '48', '28'] pred:[19.45211    11.083188   34.61115    43.854935    0.37169617]
suv_-30_15_-22_48_28_50_30_420 gt:['-30', '15', '-22', '48', '28'] pred:[17.887468 15.       20.575642 48.        3.377931]
sedan2door_-30_23_-4_35_28_50_30_420 gt:['-30', '23', '-4', '35', '28'] pred:[28.87185   23.        36.86547   35.         5.5187917]
hatchback_-50_45_-36_48_28_140_70_420 gt:['-50', '45', '-36', '48', '28'] pred:[25.247097 25.906513 36.02839  28.762705 12.904236]
suv_-17_23_-22_48_15_140_30_420 gt:['-17', '23', '-22', '48', '15'] pred:[17.       22.205334 22.       43.97299  15.      ]
sedan4door_-17_45_-4_35_15_50_30_420 gt:['-17', '45', '-4', '35', '15'] pred:[16.568169   45.         32.211815   47.165413    0.42672372]
suv_-17_15_-4_10_28_140_70_420 gt:['-17', '15', '-4', '10', '28'] pred:[11.537544  16.224081  37.664463   9.0011835 23.571056 ]
sedan4door_-30_15_-4_10_28_230_30_420 gt:['-30', '15', '-4', '10', '28'] pred:[30.       10.276546  4.       13.724757 36.380318]
hybrid_-17_15_-36_35_15_50_30_420 gt:['-17', '15', '-36', '35', '15'] pred:[15.745897  15.        20.915497  35.         7.2906876]
suv_-30_45_-36_35_15_140_70_420 gt:['-30', '45', '-36', '35', '15'] pred:[31.079958 31.42965  44.10255  13.895485  6.586226]
hybrid_-30_15_-4_35_46_20_70_420 gt:['-30', '15', '-4', '35', '46'] pred:[29.968918  5.61554  30.838627 35.       10.252173]
sedan4door_-30_23_-36_10_15_20_30_420 gt:['-30', '23', '-36', '10', '15'] pred:[23.044178 23.       52.500965 10.       16.132212]
sedan2door_-17_45_-36_35_28_20_30_420 gt:['-17', '45', '-36', '35', '28'] pred:[17.222998 45.       29.117252 35.       20.83165 ]
sedan4door_-50_15_-22_10_46_230_70_420 gt:['-50', '15', '-22', '10', '46'] pred:[17.088734 15.320515 39.902634  5.998527 25.956656]
suv_-50_15_-4_35_28_20_70_420 gt:['-50', '15', '-4', '35', '28'] pred:[24.489359 17.458138 23.998884 20.282701 11.69913 ]
sedan2door_-30_15_-22_35_46_140_30_420 gt:['-30', '15', '-22', '35', '46'] pred:[30.       20.309008 22.       34.957    46.      ]
suv_-50_23_-36_48_15_20_30_420 gt:['-50', '23', '-36', '48', '15'] pred:[25.2631   23.       52.873047 48.        7.929243]
sedan2door_-17_23_-22_35_46_230_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[17.       16.676601 22.       14.524112 37.8179  ]
