sedan2door_-40_40_0_0_20_280_40_450 gt:['-40', '40', '0', '0', '20'] pred:[39.060196  42.63761    7.7773824 15.438688  16.695766 ]
hatchback_0_0_0_40_0_80_60_450 gt:['0', '0', '0', '40', '0'] pred:[ 1.5831164  1.7762136  1.8251828 47.045017   2.0648463]
hybrid_0_40_-20_40_0_120_20_400 gt:['0', '40', '-20', '40', '0'] pred:[ 0.       44.63934  20.       26.964022  0.      ]
suv_-40_40_0_0_20_360_40_450 gt:['-40', '40', '0', '0', '20'] pred:[42.113716  40.         1.9101712  0.        17.332088 ]
hybrid_0_0_-20_40_20_360_60_450 gt:['0', '0', '-20', '40', '20'] pred:[ 2.310727   6.6196203  7.2886744 40.        19.911371 ]
hatchback_0_0_-40_0_20_160_60_450 gt:['0', '0', '-40', '0', '20'] pred:[ 4.62252    2.0971806 40.         2.4295027 20.006788 ]
suv_0_0_-40_20_0_200_60_450 gt:['0', '0', '-40', '20', '0'] pred:[ 9.095444   1.8217779 40.        16.111399   2.3639789]
sedan2door_-20_40_-20_40_20_0_40_450 gt:['-20', '40', '-20', '40', '20'] pred:[16.747433 40.       20.320654 40.       19.102125]
sedan4door_-20_40_-20_40_0_280_80_400 gt:['-20', '40', '-20', '40', '0'] pred:[17.492958 41.843792 19.26926  42.34085   1.408699]
hatchback_-20_0_-40_0_40_0_60_400 gt:['-20', '0', '-40', '0', '40'] pred:[22.589516   2.5216587 41.950813   0.        43.21078  ]
hybrid_-40_0_0_40_40_200_40_400 gt:['-40', '0', '0', '40', '40'] pred:[40.         2.2903807  0.         7.6178455 41.85353  ]
hatchback_-20_0_0_0_20_120_40_400 gt:['-20', '0', '0', '0', '20'] pred:[20.        3.172578  0.        4.828081 20.      ]
sedan2door_-20_40_-40_40_20_280_40_400 gt:['-20', '40', '-40', '40', '20'] pred:[19.598063 40.95952  13.652995 14.939073 20.325638]
hatchback_-40_20_-40_0_0_120_20_400 gt:['-40', '20', '-40', '0', '0'] pred:[40.       16.499613 40.        8.263134  0.      ]
hatchback_-20_0_0_0_0_80_60_400 gt:['-20', '0', '0', '0', '0'] pred:[19.545256    1.553035    0.84147507  3.3989277   0.5925238 ]
hybrid_-40_40_0_40_40_160_20_450 gt:['-40', '40', '0', '40', '40'] pred:[40.       44.068462  0.       17.849628 40.      ]
sedan2door_-40_20_-20_0_0_200_80_400 gt:['-40', '20', '-20', '0', '0'] pred:[41.12048   20.48998    8.411722  13.319953   3.1346467]
hatchback_-40_20_-40_0_20_360_20_400 gt:['-40', '20', '-40', '0', '20'] pred:[40.969276 20.       44.039917  0.       20.      ]
hatchback_-40_20_-40_20_20_80_60_400 gt:['-40', '20', '-40', '20', '20'] pred:[40.77165  17.71475  39.40888  16.726377 15.791284]
hatchback_-40_20_-20_0_40_320_40_450 gt:['-40', '20', '-20', '0', '40'] pred:[40.86734  20.       16.772116  0.       44.898994]
sedan2door_-20_0_0_0_20_320_40_450 gt:['-20', '0', '0', '0', '20'] pred:[20.097471  0.       15.52924   0.       18.192484]
hatchback_-20_20_0_0_40_160_80_400 gt:['-20', '20', '0', '0', '40'] pred:[15.960215  19.078312  11.029336   2.4910588 41.24544  ]
sedan4door_-40_0_0_20_0_280_40_450 gt:['-40', '0', '0', '20', '0'] pred:[42.38992   12.875741   2.9693394 19.576326   1.5857747]
sedan2door_-20_40_-20_0_20_80_40_450 gt:['-20', '40', '-20', '0', '20'] pred:[19.40696  43.03247   7.818356  0.       20.      ]
sedan2door_-40_0_0_0_20_360_80_450 gt:['-40', '0', '0', '0', '20'] pred:[43.500042   3.0384223 15.650386   8.917678  22.534416 ]
hatchback_-20_20_0_0_0_320_80_400 gt:['-20', '20', '0', '0', '0'] pred:[18.049862   18.048653    3.0150852   5.2209187   0.55809486]
sedan2door_0_20_0_0_0_160_40_400 gt:['0', '20', '0', '0', '0'] pred:[ 0.        18.399378   0.        10.659329   1.3694998]
suv_-20_20_-40_20_20_160_20_400 gt:['-20', '20', '-40', '20', '20'] pred:[20.       17.76995  40.       19.438677 20.      ]
suv_-40_20_0_40_0_320_80_400 gt:['-40', '20', '0', '40', '0'] pred:[35.934006  23.035172   4.435855  44.324314   1.9619617]
sedan4door_-20_40_0_20_20_160_40_400 gt:['-20', '40', '0', '20', '20'] pred:[20.       40.58675   0.       17.474165 18.482111]
hybrid_0_0_-20_0_0_240_20_400 gt:['0', '0', '-20', '0', '0'] pred:[ 0.          1.9352486  20.         11.452322    0.68947583]
hatchback_0_0_-20_40_20_320_40_400 gt:['0', '0', '-20', '40', '20'] pred:[ 2.0640695  0.        21.612974  40.        18.53355  ]
hybrid_0_20_-40_20_20_120_60_450 gt:['0', '20', '-40', '20', '20'] pred:[ 2.598178 18.404024 40.        8.805077 19.443022]
hatchback_-40_0_-40_40_40_120_60_450 gt:['-40', '0', '-40', '40', '40'] pred:[42.68573   5.874054 40.       41.443943 36.28439 ]
sedan2door_-20_0_-40_40_20_0_80_400 gt:['-20', '0', '-40', '40', '20'] pred:[22.891403   1.6819086 12.350951   9.131549  18.544142 ]
sedan4door_-40_40_-20_20_40_360_80_450 gt:['-40', '40', '-20', '20', '40'] pred:[42.385506 40.123978 17.29147  17.369633 40.23774 ]
hybrid_-20_20_-40_20_40_0_60_450 gt:['-20', '20', '-40', '20', '40'] pred:[18.460167  18.018982  13.3876915 20.        43.66051  ]
suv_-20_20_0_20_20_280_60_400 gt:['-20', '20', '0', '20', '20'] pred:[19.031555 19.39957   2.347331 24.427622 18.875227]
hybrid_0_0_-20_0_40_280_60_450 gt:['0', '0', '-20', '0', '40'] pred:[ 3.345724   3.5560806  9.512418   6.762014  42.50039  ]
sedan2door_-20_0_-40_0_0_120_40_400 gt:['-20', '0', '-40', '0', '0'] pred:[20.         2.1035874 40.         4.405133   0.       ]
hatchback_-20_40_-20_20_20_0_60_450 gt:['-20', '40', '-20', '20', '20'] pred:[18.502449 47.34938  17.198505 20.       18.37537 ]
suv_0_0_-20_40_20_200_40_450 gt:['0', '0', '-20', '40', '20'] pred:[ 0.         1.8933418 20.        45.102592  23.330917 ]
sedan2door_-20_0_-20_0_20_120_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[20.         1.9665058 20.         3.8334484 20.       ]
hybrid_-20_20_0_20_40_200_80_400 gt:['-20', '20', '0', '20', '40'] pred:[18.097422 17.90948  17.295923 17.049084 42.606285]
sedan2door_0_20_-20_0_20_160_80_450 gt:['0', '20', '-20', '0', '20'] pred:[ 1.9898593 18.026676   8.059543  11.8648    16.952755 ]
sedan2door_-20_0_-40_40_20_200_20_450 gt:['-20', '0', '-40', '40', '20'] pred:[20.         1.7177262 40.         5.798624  19.689548 ]
suv_-20_0_0_20_20_120_80_400 gt:['-20', '0', '0', '20', '20'] pred:[20.199253  3.237942  2.702279 17.032642 22.201885]
hybrid_-40_40_-40_0_40_80_20_400 gt:['-40', '40', '-40', '0', '40'] pred:[45.67228  40.       16.530336  0.       40.      ]
hatchback_-40_20_-20_20_20_200_60_400 gt:['-40', '20', '-20', '20', '20'] pred:[43.643482 18.1508   20.       14.72594  19.620365]
suv_-20_20_0_20_40_160_20_450 gt:['-20', '20', '0', '20', '40'] pred:[20.       17.321287  0.       17.545883 40.      ]
sedan2door_-20_0_0_20_40_200_80_450 gt:['-20', '0', '0', '20', '40'] pred:[16.244726   1.8048521  7.6275053  8.366383  41.430004 ]
hatchback_0_20_-40_0_0_0_60_450 gt:['0', '20', '-40', '0', '0'] pred:[ 3.1978827 14.855678  41.359703   0.         0.7325918]
hatchback_-40_20_-20_0_20_40_20_450 gt:['-40', '20', '-20', '0', '20'] pred:[42.595955 20.        5.190413  0.       20.      ]
sedan2door_-40_20_-20_20_40_80_80_400 gt:['-40', '20', '-20', '20', '40'] pred:[40.876785 20.372435 13.240693 13.949081 40.      ]
hybrid_-40_0_-40_40_40_40_60_450 gt:['-40', '0', '-40', '40', '40'] pred:[42.68401   9.573445 24.742891 40.       43.239876]
suv_-40_20_0_0_40_160_40_450 gt:['-40', '20', '0', '0', '40'] pred:[40.        21.052454   0.         2.3167393 41.965744 ]
sedan4door_-20_20_-20_0_40_200_60_400 gt:['-20', '20', '-20', '0', '40'] pred:[19.365294  21.479452  20.         3.9447882 38.297092 ]
hatchback_0_20_-20_40_20_80_60_400 gt:['0', '20', '-20', '40', '20'] pred:[ 1.7617538 19.520124  16.970142  45.21375   14.043294 ]
hatchback_0_40_-20_0_20_120_60_400 gt:['0', '40', '-20', '0', '20'] pred:[ 1.8445123 45.16683   20.         1.1378227 20.768463 ]
hatchback_-20_40_-20_20_40_0_80_400 gt:['-20', '40', '-20', '20', '40'] pred:[18.526642 42.966164 15.108574 18.502218 41.264946]
hatchback_-40_20_0_20_40_240_80_400 gt:['-40', '20', '0', '20', '40'] pred:[45.13246   18.243439   3.9056487 17.821114  39.878212 ]
hatchback_-20_40_-20_0_40_0_80_400 gt:['-20', '40', '-20', '0', '40'] pred:[19.516129 42.714054 16.110678 11.199816 40.569847]
sedan2door_-40_40_0_0_40_160_20_450 gt:['-40', '40', '0', '0', '40'] pred:[40.       42.382607  0.       19.638222 40.      ]
hatchback_-40_40_-20_40_0_80_80_400 gt:['-40', '40', '-20', '40', '0'] pred:[38.5413   41.561016 18.964128 43.367878  0.      ]
sedan4door_0_40_0_40_40_120_60_400 gt:['0', '40', '0', '40', '40'] pred:[ 1.0961323 41.87419    0.        39.255     42.585297 ]
sedan2door_0_20_-40_40_40_0_20_400 gt:['0', '20', '-40', '40', '40'] pred:[ 0.6819038 20.         5.0506587 40.        40.       ]
sedan2door_0_40_-20_0_40_0_60_400 gt:['0', '40', '-20', '0', '40'] pred:[ 1.980481 40.904716 12.091569  0.       41.2369  ]
suv_-40_40_0_40_20_40_40_450 gt:['-40', '40', '0', '40', '20'] pred:[37.98757  40.        4.160261 40.       19.97542 ]
suv_0_40_-40_0_20_40_40_400 gt:['0', '40', '-40', '0', '20'] pred:[ 2.6912255 40.        42.863647   0.        10.301367 ]
hybrid_0_20_-20_0_20_160_80_400 gt:['0', '20', '-20', '0', '20'] pred:[ 1.9674588 22.859972   6.7944913 27.288462  20.259424 ]
sedan2door_0_20_-40_20_40_0_60_400 gt:['0', '20', '-40', '20', '40'] pred:[ 1.7724761 15.070626  13.00224   20.        40.311317 ]
suv_0_0_0_0_40_40_60_450 gt:['0', '0', '0', '0', '40'] pred:[ 2.7032635  4.1693506  1.4599988  0.        43.61794  ]
suv_0_0_-20_0_40_200_40_400 gt:['0', '0', '-20', '0', '40'] pred:[ 0.         1.6690147 20.         2.9105384 42.601166 ]
hatchback_-40_20_0_0_0_320_40_450 gt:['-40', '20', '0', '0', '0'] pred:[41.623077  20.         3.0556803  0.         0.4080306]
sedan2door_0_40_0_0_0_280_60_450 gt:['0', '40', '0', '0', '0'] pred:[ 3.4667428 49.157608   5.2916546 19.02963    1.7663707]
sedan2door_-40_20_0_20_0_360_20_400 gt:['-40', '20', '0', '20', '0'] pred:[42.955376 20.       11.058579 20.        0.      ]
hybrid_-40_40_-20_40_40_360_80_400 gt:['-40', '40', '-20', '40', '40'] pred:[41.925816 42.828617 17.373554 21.954304 41.55402 ]
hybrid_0_40_0_0_20_120_40_400 gt:['0', '40', '0', '0', '20'] pred:[ 0.       45.507004  0.       10.816061 20.      ]
hybrid_-40_20_0_40_20_360_20_400 gt:['-40', '20', '0', '40', '20'] pred:[46.21186  20.        7.528215 40.       20.      ]
hybrid_0_20_-20_20_40_80_80_450 gt:['0', '20', '-20', '20', '40'] pred:[ 1.5036238 18.530333   8.461754  13.743074  40.       ]
suv_-20_20_0_40_20_240_80_450 gt:['-20', '20', '0', '40', '20'] pred:[14.366806  19.42006    1.9131694 45.01375   16.006598 ]
hatchback_0_40_0_40_40_320_80_450 gt:['0', '40', '0', '40', '40'] pred:[ 3.329128 42.628674  4.908793 43.113506 35.721756]
sedan2door_-20_0_-40_20_20_200_40_450 gt:['-20', '0', '-40', '20', '20'] pred:[20.        2.24339  40.        6.256461 17.03774 ]
hatchback_-40_0_0_20_20_240_80_450 gt:['-40', '0', '0', '20', '20'] pred:[45.17793    3.6714401  4.702074  17.77272   22.324326 ]
suv_0_40_-20_0_20_320_80_400 gt:['0', '40', '-20', '0', '20'] pred:[ 2.6416404 50.07483   14.554964   2.3068528 20.709877 ]
suv_0_40_-40_0_0_240_40_400 gt:['0', '40', '-40', '0', '0'] pred:[ 0.        46.384132  40.         1.790307   1.2837722]
hatchback_-40_20_-20_0_20_40_20_450 gt:['-40', '20', '-20', '0', '20'] pred:[42.595955 20.        5.190413  0.       20.      ]
sedan4door_-40_40_0_0_20_320_20_450 gt:['-40', '40', '0', '0', '20'] pred:[42.19447  40.        3.700847  0.       13.946488]
hybrid_-20_40_-20_20_0_200_60_400 gt:['-20', '40', '-20', '20', '0'] pred:[17.53335   44.4184    20.        11.976855   1.8427732]
sedan2door_-40_40_-20_40_20_360_40_400 gt:['-40', '40', '-20', '40', '20'] pred:[42.983635 40.       16.182869 40.       17.234758]
sedan2door_0_40_0_40_40_200_20_450 gt:['0', '40', '0', '40', '40'] pred:[ 0.       43.42854   0.       15.523063 41.01039 ]
hybrid_-20_40_0_20_0_40_60_450 gt:['-20', '40', '0', '20', '0'] pred:[20.376911 44.50304   9.421494 20.        1.278492]
suv_-20_20_-20_0_0_360_80_450 gt:['-20', '20', '-20', '0', '0'] pred:[19.18903  21.477932 14.089404  6.805818  1.230517]
suv_0_40_0_0_40_360_20_450 gt:['0', '40', '0', '0', '40'] pred:[ 1.1608422 40.         1.1290239  0.        40.       ]
sedan2door_-20_20_-40_0_0_320_20_450 gt:['-20', '20', '-40', '0', '0'] pred:[19.139477  20.        24.990623   0.         1.1900277]
sedan4door_0_0_-20_0_40_200_80_450 gt:['0', '0', '-20', '0', '40'] pred:[ 2.0520506  1.7286868 21.441372   2.1638572 43.39068  ]
hatchback_0_40_-40_20_40_280_80_450 gt:['0', '40', '-40', '20', '40'] pred:[ 3.6719928 43.09957   41.653637  19.724005  40.494102 ]
sedan4door_-20_0_-20_0_40_80_20_400 gt:['-20', '0', '-20', '0', '40'] pred:[19.433884  0.       18.247145  0.       40.      ]
hatchback_-40_20_-40_40_20_240_20_400 gt:['-40', '20', '-40', '40', '20'] pred:[40.       13.422924 40.       43.014057 20.762243]
hybrid_-40_20_-20_0_20_0_60_450 gt:['-40', '20', '-20', '0', '20'] pred:[41.126034 18.94605  16.94093   0.       19.27817 ]
sedan4door_-20_0_-40_40_0_40_20_400 gt:['-20', '0', '-40', '40', '0'] pred:[20.466608  0.       49.376404 40.        0.      ]
hybrid_0_40_0_40_40_320_60_450 gt:['0', '40', '0', '40', '40'] pred:[ 3.0794096 43.901714  15.20376   26.391556  41.154175 ]
sedan4door_0_40_-20_40_0_0_20_400 gt:['0', '40', '-20', '40', '0'] pred:[ 0.9756362 40.        22.131483  40.         0.       ]
hybrid_-40_0_-40_0_40_80_60_400 gt:['-40', '0', '-40', '0', '40'] pred:[42.398647   2.7608125 17.659227   5.0204487 44.217567 ]
sedan2door_0_40_0_20_20_80_20_400 gt:['0', '40', '0', '20', '20'] pred:[ 2.7389448 40.         6.101574  20.        20.       ]
suv_-40_40_-20_40_20_160_20_400 gt:['-40', '40', '-20', '40', '20'] pred:[40.       44.439728 20.       45.992966 20.      ]
suv_0_20_0_0_40_280_80_450 gt:['0', '20', '0', '0', '40'] pred:[ 1.2555603 15.003769   2.8158329  1.0986784 46.281574 ]
hybrid_-40_20_0_20_20_160_80_450 gt:['-40', '20', '0', '20', '20'] pred:[40.83318  17.814856 18.881573 11.467391 17.27158 ]
hatchback_0_20_-20_40_40_320_60_450 gt:['0', '20', '-20', '40', '40'] pred:[ 2.5695298 24.485632  19.23651   39.97964   41.539406 ]
suv_0_20_-20_0_20_40_20_400 gt:['0', '20', '-20', '0', '20'] pred:[ 0.8332674 20.        10.424523   0.        20.       ]
hatchback_0_20_-40_20_20_200_40_400 gt:['0', '20', '-40', '20', '20'] pred:[ 0.       19.263746 40.       16.060192 25.55012 ]
hybrid_-40_0_-20_40_0_120_60_450 gt:['-40', '0', '-20', '40', '0'] pred:[42.77567    2.0505216 20.         7.4800243  1.7889706]
hybrid_-40_0_0_20_40_40_80_400 gt:['-40', '0', '0', '20', '40'] pred:[45.770576   3.4270647 17.181282   8.757595  39.637566 ]
hatchback_-20_20_0_0_20_0_40_450 gt:['-20', '20', '0', '0', '20'] pred:[18.14621   20.         2.4669328  0.        17.736078 ]
hybrid_0_0_0_20_20_120_80_400 gt:['0', '0', '0', '20', '20'] pred:[ 1.8424793  1.7356433  6.1610904  9.874894  16.331783 ]
hybrid_0_40_-20_20_0_320_20_400 gt:['0', '40', '-20', '20', '0'] pred:[ 2.225335  40.        10.579723  20.         0.9213999]
sedan2door_-40_40_0_0_0_320_20_450 gt:['-40', '40', '0', '0', '0'] pred:[44.171745  40.         8.254902   0.         1.1469574]
suv_0_40_-20_20_20_200_40_400 gt:['0', '40', '-20', '20', '20'] pred:[ 0.       40.49435  20.       17.796812 19.972431]
suv_0_20_0_40_20_120_80_450 gt:['0', '20', '0', '40', '20'] pred:[ 1.9631506 22.555271   1.680695  47.897377  21.638758 ]
hybrid_0_20_0_0_40_80_80_400 gt:['0', '20', '0', '0', '40'] pred:[ 1.3716817 24.551065   6.7954054  9.6553755 40.       ]
hatchback_-20_20_-40_20_20_80_80_400 gt:['-20', '20', '-40', '20', '20'] pred:[15.839912 19.387222 44.281    16.524446 20.      ]
hybrid_0_0_-20_0_20_160_20_450 gt:['0', '0', '-20', '0', '20'] pred:[ 0.         1.7491397 20.         2.0039427 20.       ]
suv_0_40_-40_40_0_320_20_450 gt:['0', '40', '-40', '40', '0'] pred:[ 4.772663  40.        43.63108   40.         1.1296104]
sedan4door_-20_0_-40_20_0_200_80_400 gt:['-20', '0', '-40', '20', '0'] pred:[19.934633   1.4893816 41.852776  16.979229   1.4567095]
hatchback_0_20_-20_20_20_80_40_450 gt:['0', '20', '-20', '20', '20'] pred:[ 1.8467565 21.42586   16.1991    20.        20.       ]
sedan2door_-40_20_0_40_20_320_80_450 gt:['-40', '20', '0', '40', '20'] pred:[44.89636  19.635473 13.85101  14.737613 23.796358]
suv_0_20_-40_40_40_200_60_450 gt:['0', '20', '-40', '40', '40'] pred:[13.363072 20.757685 40.       41.622894 40.41195 ]
sedan4door_0_40_0_20_0_40_40_450 gt:['0', '40', '0', '20', '0'] pred:[ 0.7104531 40.         2.2804804 20.         2.4009638]
hatchback_-40_0_-20_40_40_0_20_450 gt:['-40', '0', '-20', '40', '40'] pred:[44.789566  0.       15.6571   40.       40.      ]
suv_0_20_-20_40_0_80_20_450 gt:['0', '20', '-20', '40', '0'] pred:[ 4.1068234 20.        20.81212   40.         0.       ]
sedan2door_-20_20_-20_40_20_360_60_450 gt:['-20', '20', '-20', '40', '20'] pred:[20.442451 16.707462 15.351767 40.       19.073893]
hatchback_0_40_0_40_40_0_20_400 gt:['0', '40', '0', '40', '40'] pred:[ 1.7141228 40.         1.2639852 40.        40.       ]
suv_-40_20_-20_40_0_120_20_450 gt:['-40', '20', '-20', '40', '0'] pred:[40.       19.831709 20.       44.534443  0.      ]
hatchback_0_20_-20_20_0_0_40_450 gt:['0', '20', '-20', '20', '0'] pred:[ 1.7235436 20.        16.39459   20.         2.4211557]
sedan4door_-20_0_-20_0_40_320_80_400 gt:['-20', '0', '-20', '0', '40'] pred:[19.970816   1.6560416 12.554749   2.7715678 44.75585  ]
sedan4door_0_40_-20_20_0_160_20_400 gt:['0', '40', '-20', '20', '0'] pred:[ 0.       43.06314  20.       21.615053  0.      ]
hatchback_0_0_-40_40_0_320_60_400 gt:['0', '0', '-40', '40', '0'] pred:[ 2.9841437  3.8321342 38.98592   47.52297    1.6587635]
sedan2door_0_40_-40_0_40_200_40_450 gt:['0', '40', '-40', '0', '40'] pred:[ 0.       38.943382 40.       22.95439  42.18268 ]
sedan2door_-20_20_-20_0_40_200_80_400 gt:['-20', '20', '-20', '0', '40'] pred:[19.482271 20.104214  6.772955 12.178162 40.130104]
sedan2door_-40_0_0_0_0_320_60_450 gt:['-40', '0', '0', '0', '0'] pred:[43.632393   4.0297923 26.53003   13.047642   1.0312968]
hatchback_0_40_0_20_40_0_40_450 gt:['0', '40', '0', '20', '40'] pred:[ 2.174349  40.         2.5888727 20.        43.636314 ]
sedan2door_0_0_0_0_20_240_80_400 gt:['0', '0', '0', '0', '20'] pred:[ 1.1629266  2.132948   8.376202   3.54235   20.84904  ]
sedan2door_0_40_-40_20_0_120_60_450 gt:['0', '40', '-40', '20', '0'] pred:[ 2.177966  45.002457  40.         7.9164495  2.3451068]
hatchback_-40_40_-40_20_40_280_20_450 gt:['-40', '40', '-40', '20', '40'] pred:[37.097385 40.       38.0327   20.       45.27946 ]
hybrid_-40_0_0_20_0_120_80_450 gt:['-40', '0', '0', '20', '0'] pred:[46.172245   2.5662537  9.429994   6.4908996  1.2622019]
hybrid_0_40_-20_40_40_0_40_400 gt:['0', '40', '-20', '40', '40'] pred:[ 1.9203589 40.         5.8484683 40.        43.348    ]
hybrid_-20_40_-20_20_40_240_80_450 gt:['-20', '40', '-20', '20', '40'] pred:[16.9087   41.472763 10.940708 13.695054 37.935135]
sedan4door_-40_0_-20_20_0_280_80_400 gt:['-40', '0', '-20', '20', '0'] pred:[42.089813   2.7246315 16.802832  15.548399   2.0158787]
hybrid_-20_40_0_40_0_0_80_400 gt:['-20', '40', '0', '40', '0'] pred:[17.573776  43.81179   14.177817  11.492544   1.4335226]
sedan4door_0_20_0_20_40_200_60_450 gt:['0', '20', '0', '20', '40'] pred:[ 1.5955842 17.081688   0.        14.137719  44.575054 ]
hybrid_0_20_-40_20_0_120_40_400 gt:['0', '20', '-40', '20', '0'] pred:[ 0.       16.321209 40.        5.654848  0.      ]
sedan4door_-20_0_-20_20_40_120_20_450 gt:['-20', '0', '-20', '20', '40'] pred:[20.          0.97586465 20.         13.099294   40.        ]
sedan4door_-40_40_-20_40_0_280_40_400 gt:['-40', '40', '-20', '40', '0'] pred:[43.22068   40.848534  13.030386  37.73822    1.8217136]
hatchback_0_0_0_20_40_120_80_400 gt:['0', '0', '0', '20', '40'] pred:[ 2.332909   2.354133   3.5815504 18.263529  42.612297 ]
sedan4door_0_0_0_40_0_360_20_400 gt:['0', '0', '0', '40', '0'] pred:[ 0.69438875  0.          1.6506073  40.          0.        ]
sedan4door_-40_20_0_20_40_40_20_450 gt:['-40', '20', '0', '20', '40'] pred:[44.642914  20.         2.7047067 20.        40.       ]
suv_0_20_-40_40_0_280_60_400 gt:['0', '20', '-40', '40', '0'] pred:[ 2.4351568  16.132835   43.758297   41.946896    0.89496887]
hatchback_0_0_-40_20_0_0_20_450 gt:['0', '0', '-40', '20', '0'] pred:[ 2.191399  0.       45.361843 20.        0.      ]
hatchback_0_0_-20_0_20_200_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.         1.2047342 20.         1.7218277 15.159341 ]
hybrid_0_20_0_20_40_240_40_400 gt:['0', '20', '0', '20', '40'] pred:[ 0.       16.39754   0.        8.631412 46.070026]
suv_-40_20_-20_40_0_120_40_450 gt:['-40', '20', '-20', '40', '0'] pred:[40.       15.370506 20.       40.89606   0.      ]
sedan2door_-20_40_-40_40_20_200_60_400 gt:['-20', '40', '-40', '40', '20'] pred:[13.890191 47.772987 40.       17.24014  17.754969]
suv_0_20_0_0_20_280_60_450 gt:['0', '20', '0', '0', '20'] pred:[ 1.6842585 18.39049    2.8880424  3.0055113 16.4334   ]
hybrid_-40_20_-40_0_0_280_80_450 gt:['-40', '20', '-40', '0', '0'] pred:[38.769066  19.900024  22.450092  13.420699   1.4150593]
