hatchback_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [15.760828  14.163528   4.        22.537062   5.9635487]
sedan2door_-17_23_-22_35_15_20_70_420:gt ['-17', '23', '-22', '35', '15']:pred [ 8.396952 18.63497  22.       35.       19.921062]
sedan4door_-30_45_-4_35_28_20_30_420:gt ['-30', '45', '-4', '35', '28']:pred [28.36811  45.        7.390534 35.       28.862173]
sedan2door_-50_45_-22_35_15_140_70_420:gt ['-50', '45', '-22', '35', '15']:pred [36.249264 37.827682 22.       35.       13.55234 ]
hatchback_-50_45_-36_35_28_20_70_420:gt ['-50', '45', '-36', '35', '28']:pred [36.847965 29.760134 36.546196 35.       28.227964]
sedan2door_-50_23_-4_48_46_50_30_420:gt ['-50', '23', '-4', '48', '46']:pred [43.696136 23.       43.271675 48.       23.246555]
sedan2door_-50_23_-36_10_15_20_70_420:gt ['-50', '23', '-36', '10', '15']:pred [27.268734 14.637753 36.       10.       11.962053]
hatchback_-17_45_-22_35_28_20_70_420:gt ['-17', '45', '-22', '35', '28']:pred [ 9.14909  32.529312 27.125973 37.527473 23.721615]
sedan2door_-17_15_-36_48_28_20_30_420:gt ['-17', '15', '-36', '48', '28']:pred [14.731628 15.       36.       48.       31.061539]
hatchback_-50_23_-36_10_28_140_70_420:gt ['-50', '23', '-36', '10', '28']:pred [33.172504 18.10309  36.       15.244276 27.904476]
sedan2door_-30_45_-4_35_46_140_70_420:gt ['-30', '45', '-4', '35', '46']:pred [26.633001 35.349903  4.       35.       20.176893]
hybrid_-17_15_-36_35_28_20_30_420:gt ['-17', '15', '-36', '35', '28']:pred [10.519173 15.       36.       35.       19.021744]
hatchback_-30_23_-22_48_28_140_30_420:gt ['-30', '23', '-22', '48', '28']:pred [30.       31.265345 22.       30.674294 28.      ]
hybrid_-30_23_-4_35_28_50_70_420:gt ['-30', '23', '-4', '35', '28']:pred [21.966892 27.823603  4.       35.       20.81947 ]
hybrid_-17_23_-36_35_15_50_30_420:gt ['-17', '23', '-36', '35', '15']:pred [10.574613 23.       36.       35.       15.      ]
hatchback_-30_23_-4_48_28_20_30_420:gt ['-30', '23', '-4', '48', '28']:pred [22.295458  23.         4.5816164 48.        23.072613 ]
hybrid_-50_15_-4_10_46_50_30_420:gt ['-50', '15', '-4', '10', '46']:pred [38.761124 15.        4.       10.       46.      ]
hatchback_-30_45_-4_10_28_20_70_420:gt ['-30', '45', '-4', '10', '28']:pred [16.6879   28.790804 18.969952 40.223026 19.301516]
sedan2door_-17_15_-4_10_46_20_70_420:gt ['-17', '15', '-4', '10', '46']:pred [ 7.8352447 11.811463   4.        10.        31.651783 ]
sedan2door_-30_15_-22_10_15_20_70_420:gt ['-30', '15', '-22', '10', '15']:pred [25.899591 19.09843  22.       10.       20.106531]
sedan4door_-17_45_-22_48_15_50_30_420:gt ['-17', '45', '-22', '48', '15']:pred [15.019203 45.       38.65512  48.       15.      ]
sedan4door_-17_23_-36_48_15_140_70_420:gt ['-17', '23', '-36', '48', '15']:pred [13.61009    6.936539  36.        29.251007   7.4454846]
sedan4door_-50_15_-36_48_46_20_30_420:gt ['-50', '15', '-36', '48', '46']:pred [32.022503 15.       47.052765 48.       33.372334]
hybrid_-30_15_-22_10_28_20_70_420:gt ['-30', '15', '-22', '10', '28']:pred [15.490976 12.430234 22.       10.       16.027342]
sedan4door_-50_15_-4_10_28_50_30_420:gt ['-50', '15', '-4', '10', '28']:pred [41.057026 15.       20.173038 10.       24.79804 ]
sedan2door_-50_15_-4_10_28_20_70_420:gt ['-50', '15', '-4', '10', '28']:pred [28.662142   7.2496157  4.        10.         8.5283985]
sedan2door_-17_45_-22_35_46_50_70_420:gt ['-17', '45', '-22', '35', '46']:pred [16.949055 42.857224 22.       35.       16.461195]
hatchback_-30_15_-22_35_28_230_70_420:gt ['-30', '15', '-22', '35', '28']:pred [22.528757 20.470108 39.143124 36.601818 15.933372]
hybrid_-50_45_-4_35_46_50_30_420:gt ['-50', '45', '-4', '35', '46']:pred [39.436253 45.        4.       35.       46.      ]
hatchback_-30_23_-36_10_46_50_70_420:gt ['-30', '23', '-36', '10', '46']:pred [17.294529 32.092155 36.687767 10.       32.137474]
hybrid_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [ 7.005904 33.37604  22.204996 48.       28.467566]
suv_-30_45_-22_35_28_230_30_420:gt ['-30', '45', '-22', '35', '28']:pred [30.       38.332558 22.       31.325554 38.20221 ]
hatchback_-30_23_-36_35_46_230_70_420:gt ['-30', '23', '-36', '35', '46']:pred [27.024462 35.97101  39.186058 37.186806 35.765488]
sedan2door_-50_45_-4_35_46_140_30_420:gt ['-50', '45', '-4', '35', '46']:pred [50.      36.58929  4.      35.      46.     ]
hybrid_-17_23_-4_48_15_50_30_420:gt ['-17', '23', '-4', '48', '15']:pred [11.158836 23.        4.       48.       15.      ]
sedan4door_-50_45_-36_35_28_140_70_420:gt ['-50', '45', '-36', '35', '28']:pred [38.38241  29.115465 36.       43.031384 17.488848]
suv_-17_15_-36_35_46_140_70_420:gt ['-17', '15', '-36', '35', '46']:pred [12.934812 10.071813 36.       22.821918 32.436768]
hatchback_-50_45_-4_48_46_230_70_420:gt ['-50', '45', '-4', '48', '46']:pred [33.692364 37.525887 40.76873  39.457092 31.149967]
sedan2door_-17_45_-22_10_28_50_70_420:gt ['-17', '45', '-22', '10', '28']:pred [18.10894  46.201088 22.       10.       16.099113]
hatchback_-30_45_-4_48_28_50_70_420:gt ['-30', '45', '-4', '48', '28']:pred [18.691952 39.700367 17.89763  48.       18.880505]
suv_-30_45_-4_48_15_20_30_420:gt ['-30', '45', '-4', '48', '15']:pred [36.54068  45.        8.523471 48.       16.983475]
sedan2door_-17_15_-36_48_15_20_70_420:gt ['-17', '15', '-36', '48', '15']:pred [ 8.680375 12.711533 36.       48.       20.622217]
hybrid_-17_15_-36_48_28_50_70_420:gt ['-17', '15', '-36', '48', '28']:pred [15.092282 17.929865 36.       48.       13.65194 ]
hatchback_-17_15_-22_48_28_230_30_420:gt ['-17', '15', '-22', '48', '28']:pred [17.        9.705507 22.       36.80505  40.3725  ]
hatchback_-30_45_-22_35_46_20_30_420:gt ['-30', '45', '-22', '35', '46']:pred [15.947735 45.       20.67133  35.       39.026817]
hybrid_-17_45_-36_48_15_230_70_420:gt ['-17', '45', '-36', '48', '15']:pred [ 9.185381  35.02811   36.        48.         7.9611406]
hybrid_-17_15_-36_10_28_50_30_420:gt ['-17', '15', '-36', '10', '28']:pred [ 9.325105 15.       36.       10.       21.19761 ]
suv_-17_45_-36_10_15_20_70_420:gt ['-17', '45', '-36', '10', '15']:pred [19.237335 33.97737  44.483204 10.        9.860136]
suv_-50_23_-22_35_15_50_30_420:gt ['-50', '23', '-22', '35', '15']:pred [35.041283 23.       42.01541  35.       17.989958]
sedan4door_-17_15_-22_48_28_50_30_420:gt ['-17', '15', '-22', '48', '28']:pred [16.22987 15.      38.4649  48.      28.     ]
suv_-50_15_-36_48_28_50_70_420:gt ['-50', '15', '-36', '48', '28']:pred [25.67058  22.093983 44.785534 48.       12.953754]
suv_-17_15_-22_48_28_20_70_420:gt ['-17', '15', '-22', '48', '28']:pred [17.762094 24.241888 36.533035 48.       25.281178]
hybrid_-30_45_-4_10_15_140_70_420:gt ['-30', '45', '-4', '10', '15']:pred [22.005537  31.154934   4.        10.         4.8858123]
hatchback_-17_45_-4_10_46_50_30_420:gt ['-17', '45', '-4', '10', '46']:pred [16.738134 45.       16.512238 10.       45.20115 ]
sedan4door_-17_45_-4_35_28_20_30_420:gt ['-17', '45', '-4', '35', '28']:pred [ 7.7442064 45.         6.1339736 35.        30.32757  ]
hatchback_-17_23_-36_10_46_140_70_420:gt ['-17', '23', '-36', '10', '46']:pred [ 9.343597 15.152341 36.       10.320766 42.239655]
hatchback_-17_23_-36_48_46_230_30_420:gt ['-17', '23', '-36', '48', '46']:pred [17.       11.374117 36.       37.414993 50.363014]
hybrid_-17_15_-4_10_46_140_70_420:gt ['-17', '15', '-4', '10', '46']:pred [24.387224 11.698616  4.       10.       41.22526 ]
hatchback_-50_23_-22_10_46_50_30_420:gt ['-50', '23', '-22', '10', '46']:pred [39.682983 23.       42.24883  10.       46.      ]
suv_-17_23_-4_10_28_50_70_420:gt ['-17', '23', '-4', '10', '28']:pred [13.184958 30.802656  5.389274 10.       10.751626]
sedan2door_-50_23_-22_35_46_20_30_420:gt ['-50', '23', '-22', '35', '46']:pred [36.994587 23.       22.       35.       45.341003]
suv_-30_23_-36_35_46_230_70_420:gt ['-30', '23', '-36', '35', '46']:pred [12.899489 31.276306 44.71186  40.507103 29.522396]
suv_-50_23_-22_10_46_140_30_420:gt ['-50', '23', '-22', '10', '46']:pred [50.        22.775251  22.         5.2940407 46.       ]
sedan4door_-17_45_-4_48_15_140_30_420:gt ['-17', '45', '-4', '48', '15']:pred [17.      31.63241  4.      27.5759  15.     ]
hybrid_-17_45_-36_35_28_230_70_420:gt ['-17', '45', '-36', '35', '28']:pred [10.34758  34.52978  36.       35.       16.890375]
hatchback_-30_15_-4_35_28_230_70_420:gt ['-30', '15', '-4', '35', '28']:pred [26.485586 17.450876 35.865982 37.528122 16.332932]
hybrid_-50_15_-22_48_28_20_70_420:gt ['-50', '15', '-22', '48', '28']:pred [33.495422  8.614988 22.       48.       14.588262]
hatchback_-30_23_-36_10_46_20_70_420:gt ['-30', '23', '-36', '10', '46']:pred [14.1979065 21.158392  40.277416  30.98048   31.56115  ]
suv_-50_45_-36_10_15_50_30_420:gt ['-50', '45', '-36', '10', '15']:pred [38.610928 45.       47.91155  10.       21.099773]
suv_-17_23_-36_48_28_230_70_420:gt ['-17', '23', '-36', '48', '28']:pred [ 2.9746327 34.080868  38.478977  37.243168  17.111305 ]
suv_-50_45_-36_10_15_20_30_420:gt ['-50', '45', '-36', '10', '15']:pred [34.39902  45.       45.414192 10.       22.019629]
suv_-17_45_-4_35_28_50_30_420:gt ['-17', '45', '-4', '35', '28']:pred [12.031584 45.        6.38226  35.       30.703604]
sedan2door_-30_23_-22_48_46_50_70_420:gt ['-30', '23', '-22', '48', '46']:pred [23.40523  19.954256 22.       48.       23.74615 ]
sedan2door_-30_45_-22_35_15_140_30_420:gt ['-30', '45', '-22', '35', '15']:pred [30.      37.30654 22.      35.      15.     ]
suv_-17_15_-36_48_46_140_30_420:gt ['-17', '15', '-36', '48', '46']:pred [17.       13.995038 36.       27.17493  46.      ]
hatchback_-50_15_-36_10_46_20_70_420:gt ['-50', '15', '-36', '10', '46']:pred [32.024883 13.611648 41.293243 10.       34.05743 ]
hatchback_-17_23_-36_48_15_50_30_420:gt ['-17', '23', '-36', '48', '15']:pred [21.555893 23.       47.20518  48.       15.      ]
sedan4door_-50_15_-36_35_15_20_70_420:gt ['-50', '15', '-36', '35', '15']:pred [35.287994 13.801414 39.618073 35.        6.56758 ]
sedan2door_-30_15_-36_10_15_20_70_420:gt ['-30', '15', '-36', '10', '15']:pred [26.421032 20.188955 36.       10.       20.204731]
suv_-17_45_-22_48_15_140_70_420:gt ['-17', '45', '-22', '48', '15']:pred [14.002026  28.726181  27.275488  26.985025   4.1250873]
suv_-30_23_-22_35_15_20_30_420:gt ['-30', '23', '-22', '35', '15']:pred [35.734005 23.       38.29577  35.       19.53952 ]
suv_-30_45_-4_48_15_140_30_420:gt ['-30', '45', '-4', '48', '15']:pred [30.       30.116758  4.       33.770714 15.      ]
suv_-50_23_-4_35_15_140_30_420:gt ['-50', '23', '-4', '35', '15']:pred [50.       29.713896  4.       27.400452 15.      ]
suv_-30_15_-22_35_28_140_70_420:gt ['-30', '15', '-22', '35', '28']:pred [24.89344  10.906053 22.       22.51796  19.16837 ]
sedan2door_-30_23_-22_48_28_20_30_420:gt ['-30', '23', '-22', '48', '28']:pred [32.082012 23.       22.       48.       28.540121]
suv_-17_45_-22_48_46_140_70_420:gt ['-17', '45', '-22', '48', '46']:pred [15.297242 24.464256 22.087257 27.435598 25.833282]
sedan2door_-30_23_-4_10_28_140_70_420:gt ['-30', '23', '-4', '10', '28']:pred [33.70879  18.979765  4.       10.       25.342613]
sedan4door_-30_45_-4_48_15_50_30_420:gt ['-30', '45', '-4', '48', '15']:pred [36.487503 45.        9.828602 48.       12.753027]
sedan2door_-50_23_-36_10_46_20_70_420:gt ['-50', '23', '-36', '10', '46']:pred [28.753975 12.162688 36.       10.       20.59507 ]
hybrid_-30_15_-4_35_28_140_30_420:gt ['-30', '15', '-4', '35', '28']:pred [30.       15.098428  4.       35.       28.      ]
sedan4door_-30_15_-22_35_15_20_30_420:gt ['-30', '15', '-22', '35', '15']:pred [26.35699  15.       21.211311 35.       18.70136 ]
suv_-17_23_-4_48_28_230_70_420:gt ['-17', '23', '-4', '48', '28']:pred [ 2.1365905 34.491886  28.079386  39.871326  16.050432 ]
suv_-17_45_-4_10_15_50_30_420:gt ['-17', '45', '-4', '10', '15']:pred [10.52686   45.         6.7466793 10.        24.20116  ]
sedan2door_-17_45_-22_35_15_20_30_420:gt ['-17', '45', '-22', '35', '15']:pred [14.060213 45.       22.       35.       18.073774]
sedan4door_-30_23_-4_48_15_140_70_420:gt ['-30', '23', '-4', '48', '15']:pred [31.421913  10.236304   4.        32.548573   4.2399173]
suv_-30_15_-36_10_28_140_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.        19.706335  36.         6.1036158 28.       ]
sedan2door_-17_45_-4_48_15_50_70_420:gt ['-17', '45', '-4', '48', '15']:pred [16.775335 46.963272  4.       48.       15.564428]
suv_-50_45_-4_10_46_230_30_420:gt ['-50', '45', '-4', '10', '46']:pred [50.       35.18303   4.        9.705252 50.499325]
suv_-50_45_-4_48_15_140_70_420:gt ['-50', '45', '-4', '48', '15']:pred [31.373638 38.465733  4.       26.018663  2.126987]
hatchback_-50_45_-4_35_15_50_70_420:gt ['-50', '45', '-4', '35', '15']:pred [24.290758 43.52522  12.77131  36.14617  11.494629]
sedan2door_-50_15_-36_10_46_20_30_420:gt ['-50', '15', '-36', '10', '46']:pred [38.461464 15.       36.       10.       46.308216]
sedan4door_-50_45_-4_35_28_230_30_420:gt ['-50', '45', '-4', '35', '28']:pred [50.       36.20623   4.       33.655052 44.136196]
suv_-17_45_-22_35_15_20_30_420:gt ['-17', '45', '-22', '35', '15']:pred [16.260546 45.       37.49948  35.       18.042747]
sedan4door_-50_15_-36_10_46_140_70_420:gt ['-50', '15', '-36', '10', '46']:pred [40.553658 13.644073 36.       17.458687 23.3408  ]
sedan4door_-50_23_-36_48_28_50_70_420:gt ['-50', '23', '-36', '48', '28']:pred [29.417465 35.545967 38.238705 48.       14.413231]
sedan2door_-17_15_-36_10_46_140_70_420:gt ['-17', '15', '-36', '10', '46']:pred [12.945203 10.408664 36.       10.       16.167751]
hybrid_-17_15_-22_48_28_20_70_420:gt ['-17', '15', '-22', '48', '28']:pred [ 5.1000104  9.954737  22.        48.        12.460659 ]
hybrid_-50_15_-36_48_28_140_30_420:gt ['-50', '15', '-36', '48', '28']:pred [50.      16.50963 36.      48.      28.     ]
hatchback_-30_23_-22_48_15_50_70_420:gt ['-30', '23', '-22', '48', '15']:pred [16.027128 32.020367 26.601418 48.       12.705808]
sedan2door_-17_15_-4_48_15_140_70_420:gt ['-17', '15', '-4', '48', '15']:pred [17.185402 10.343729  4.       48.       14.118824]
sedan4door_-50_15_-36_35_28_230_70_420:gt ['-50', '15', '-36', '35', '28']:pred [26.69167  26.060093 43.046234 42.305202  8.53334 ]
sedan4door_-17_23_-36_48_28_140_30_420:gt ['-17', '23', '-36', '48', '28']:pred [17.       18.608997 36.       24.014013 28.      ]
hatchback_-30_15_-4_35_46_50_70_420:gt ['-30', '15', '-4', '35', '46']:pred [16.702635 22.344223 15.858305 35.       35.35229 ]
sedan4door_-50_45_-4_48_15_20_70_420:gt ['-50', '45', '-4', '48', '15']:pred [33.790142 40.63056  24.142046 48.        3.041559]
sedan2door_-17_23_-4_35_46_50_70_420:gt ['-17', '23', '-4', '35', '46']:pred [14.049902 26.67227   4.       35.       21.82992 ]
hatchback_-50_15_-36_10_46_50_70_420:gt ['-50', '15', '-36', '10', '46']:pred [25.604647 25.02763  31.68779  10.       27.241854]
sedan4door_-50_45_-4_48_15_140_30_420:gt ['-50', '45', '-4', '48', '15']:pred [50.       30.475988  4.       26.039988 15.      ]
hatchback_-50_23_-22_10_46_140_30_420:gt ['-50', '23', '-22', '10', '46']:pred [50.        26.207413  22.         4.4912443 46.       ]
sedan2door_-50_45_-22_48_28_50_30_420:gt ['-50', '45', '-22', '48', '28']:pred [44.639267 45.       43.1575   48.       21.5071  ]
hatchback_-50_45_-22_10_15_230_30_420:gt ['-50', '45', '-22', '10', '15']:pred [50.       32.587788 22.       12.148351 30.704355]
suv_-30_23_-22_35_46_50_70_420:gt ['-30', '23', '-22', '35', '46']:pred [22.082935 28.364836 26.94022  23.415007 29.729982]
hybrid_-30_45_-22_35_28_20_70_420:gt ['-30', '45', '-22', '35', '28']:pred [20.857903 35.34735  22.       35.       21.863636]
sedan2door_-30_23_-22_48_15_230_70_420:gt ['-30', '23', '-22', '48', '15']:pred [ 8.106635 25.86046  22.       48.        8.992305]
sedan4door_-17_45_-22_10_28_230_30_420:gt ['-17', '45', '-22', '10', '28']:pred [17.       35.43977  22.        8.051191 42.23055 ]
sedan4door_-30_45_-22_35_46_20_70_420:gt ['-30', '45', '-22', '35', '46']:pred [27.1735   41.903522 27.764523 34.46296  19.837818]
hybrid_-50_15_-4_48_15_50_70_420:gt ['-50', '15', '-4', '48', '15']:pred [30.508772 18.786924  4.       48.       12.536457]
suv_-50_23_-22_48_28_140_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.       29.96257  22.       27.793905 28.      ]
hybrid_-17_45_-22_35_46_230_70_420:gt ['-17', '45', '-22', '35', '46']:pred [ 9.553576 38.369877 22.       35.       31.565111]
hybrid_-17_45_-36_48_46_20_70_420:gt ['-17', '45', '-36', '48', '46']:pred [ 6.8857875 34.079533  22.300323  48.        27.454735 ]
sedan2door_-17_23_-22_35_15_140_30_420:gt ['-17', '23', '-22', '35', '15']:pred [17.       27.229647 22.       35.       15.      ]
hybrid_-50_45_-4_48_28_230_70_420:gt ['-50', '45', '-4', '48', '28']:pred [37.10852  28.927612  4.       48.       14.379337]
sedan2door_-30_45_-36_48_15_50_30_420:gt ['-30', '45', '-36', '48', '15']:pred [42.81955 45.      36.      48.      15.     ]
sedan2door_-17_45_-4_35_28_50_70_420:gt ['-17', '45', '-4', '35', '28']:pred [17.695393 46.026733  4.       35.       16.379986]
hybrid_-17_15_-4_10_15_140_70_420:gt ['-17', '15', '-4', '10', '15']:pred [14.811309 10.000167  4.       10.        9.606493]
hybrid_-50_15_-22_35_46_140_70_420:gt ['-50', '15', '-22', '35', '46']:pred [46.1602   16.287575 22.       35.       38.15272 ]
suv_-17_15_-4_10_15_20_30_420:gt ['-17', '15', '-4', '10', '15']:pred [12.017654 15.        5.182853 10.       24.25984 ]
sedan4door_-50_23_-4_35_15_20_30_420:gt ['-50', '23', '-4', '35', '15']:pred [36.09221  23.       22.040554 35.       32.85961 ]
sedan2door_-17_15_-4_48_46_230_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.        8.323078  4.       48.       26.759592]
hatchback_-50_23_-4_10_46_50_30_420:gt ['-50', '23', '-4', '10', '46']:pred [41.504623 23.       13.933713 10.       46.      ]
sedan2door_-30_15_-22_35_28_140_30_420:gt ['-30', '15', '-22', '35', '28']:pred [30.       12.389448 22.       35.       28.      ]
suv_-50_23_-22_35_28_140_70_420:gt ['-50', '23', '-22', '35', '28']:pred [37.488167 21.244488 22.       19.192783  9.53944 ]
hatchback_-30_15_-36_48_28_50_30_420:gt ['-30', '15', '-36', '48', '28']:pred [34.05474  15.       46.855476 48.       28.      ]
hatchback_-50_45_-4_10_15_230_30_420:gt ['-50', '45', '-4', '10', '15']:pred [50.       31.45551   4.       12.71257  36.501633]
suv_-30_15_-22_10_15_50_70_420:gt ['-30', '15', '-22', '10', '15']:pred [21.962378 17.99554  29.230165 16.052061  5.926927]
hatchback_-50_15_-22_48_46_20_70_420:gt ['-50', '15', '-22', '48', '46']:pred [36.920563 19.370829 34.716003 48.       31.254293]
hatchback_-50_15_-36_10_28_230_30_420:gt ['-50', '15', '-36', '10', '28']:pred [50.        8.380326 36.        6.583128 37.60482 ]
suv_-17_45_-22_35_46_230_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.       37.76379  22.       33.178314 50.605362]
hybrid_-50_15_-4_10_28_140_30_420:gt ['-50', '15', '-4', '10', '28']:pred [50.       16.065588  4.       10.       28.      ]
sedan2door_-50_23_-4_10_28_50_30_420:gt ['-50', '23', '-4', '10', '28']:pred [44.04512  23.       42.36993  10.       19.200424]
suv_-50_15_-4_48_46_140_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.       14.38537   4.       25.587217 46.      ]
sedan2door_-50_45_-22_35_28_20_30_420:gt ['-50', '45', '-22', '35', '28']:pred [38.60391  45.       22.       35.       34.088493]
sedan4door_-17_23_-4_48_28_140_30_420:gt ['-17', '23', '-4', '48', '28']:pred [17.       17.603365  4.       23.615318 28.      ]
