7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 9.269759   4.1059837  1.1479808 16.215416  44.8137   ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [ 3.7100565 45.985176  12.475155   7.6328955 32.914944 ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.        7.178751 40.       40.       19.699867]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [17.470797   3.5320039 40.        40.        13.803027 ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [ 2.0085964 12.9947195 40.        20.        11.955973 ]
7c46bfff2f90f11044592db9be5db5c8_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.         3.0521953  6.4448524 17.709234  14.118559 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [ 4.5766387  8.127958  10.039402   3.97512    4.952225 ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [ 8.416789 20.32913   6.191099 15.788232 30.558762]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [ 9.575093 18.654688 20.       20.       20.68627 ]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [ 5.1908917 17.498695   6.9670105 14.363494  59.009876 ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [ 7.5970306 18.593168   3.1826334 40.        27.896996 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 8.041078  54.262886   7.618806   7.5630436 45.572514 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.         7.536244  20.        40.         3.9977937]
d2592adba4e8e62648368c1a2f71c5f3_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [24.308285  39.53356    6.2297397 24.835539  59.25323  ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [ 6.545293   9.334134   2.8469183 10.463012  15.409003 ]
a115d534edec6f89afe1d4530f4c6e24_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [ 5.6650834  8.53534   20.        40.        29.910282 ]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [ 1.1132393  5.6093855  3.1516345  3.1661875 41.934788 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [ 2.022694  10.15529    0.7271794 20.         7.081125 ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [ 4.566507  13.337276   3.1594386 39.062313  49.937897 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [11.726699  12.018644   6.7385874 20.        39.737995 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       30.625538 40.       13.745607 58.272263]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 7.371808 11.914178 20.        7.574215 57.949165]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 9.811464 16.325169 40.       40.       58.691784]
4ac021653126a29e98618a1ba17f086b_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [ 7.4861493  4.5468817  1.8150604  7.2498274 55.20215  ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.         5.2684956 40.        20.         6.8590755]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [ 9.39329  53.55615  16.335678 20.       26.241766]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [ 4.223118   9.3013935 20.        20.        11.554123 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [ 6.4834867 14.869534  20.        40.        53.73637  ]
9c827e532de4967285089a13cc567dbd_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [11.984617  36.69303    7.1498356 14.854213  44.91851  ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [ 6.822528 23.904747 40.       40.       13.411441]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [22.263754   2.1792512 10.19869   40.        17.012136 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [ 5.999863 14.017749  9.353261 40.       45.92089 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [11.446337   2.1711931  5.1215725  9.548092  17.608126 ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [22.016258 38.390198  1.787323 25.910028 26.065456]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [ 6.2035346  4.3537145  4.682464  15.474779  37.00201  ]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [ 3.4524124  8.839212  20.        20.        11.610552 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [ 6.6159344 15.715442  20.        20.        53.899326 ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [40.         9.669669  40.        19.071222   2.8552122]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [10.295374 52.74609  19.593546 39.873917 46.90944 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [13.985768 42.638187  4.541931 23.72783  27.538422]
d2592adba4e8e62648368c1a2f71c5f3_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.        33.349136   6.2980866 21.36576   21.350084 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [ 5.376746   2.8991876  4.6897836  2.1325138 17.69702  ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [ 6.0474625 45.953217   5.877067   6.4509306 51.58859  ]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.       23.77562  40.       25.522    28.799845]
c61ec8875746ab78227375499b768057_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [12.715052 14.890216 40.       20.       53.916588]
c61ec8875746ab78227375499b768057_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [ 8.369362 29.397373 20.       20.       44.914604]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.       51.184555 20.       22.401525 56.14131 ]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [ 2.450947  8.831927  2.711597 20.       31.351898]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [12.324174  36.435986   7.242412   1.0222201 16.795862 ]
cde88b5900e8dfba725a7749daae1afa_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [33.109177 12.255826 20.       40.       20.      ]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       36.41609  28.752655 36.52119  51.71567 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [24.382261  37.327835   6.9057746 33.33433   38.1051   ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [ 9.3624525  6.9919176  1.2882475 15.969252  49.089336 ]
ffe0a5b165461eb66a2345809e2bb169_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [ 2.9600422  5.3262243  1.1584326  7.8464217 23.959969 ]
923007b377bb1cab473f10e6caaeca56_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [ 4.8084893 17.106901  25.51971   40.        19.648434 ]
1790131f5f74b1ed973aff268eb6b00c_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [ 2.8817475 10.438435   0.6138879  9.382559  20.562635 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [36.93952   44.58943   10.419466  20.         7.9598827]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [ 1.5882919  8.166277  20.        20.        13.014335 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 2.744231 11.472304 40.       20.       14.101873]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [ 3.0890071 54.559536  38.141064   0.6987916 32.771206 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [18.926136  31.678808  18.015198   0.7212161 44.836567 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [ 1.6921355  9.679507   2.7803776 40.        29.063118 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [ 4.7764792  7.639592   1.302439  40.        19.374805 ]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [18.295757 27.095554 20.       40.       20.      ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [ 6.3920164 31.526903   7.4133563 30.719322  25.123543 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [ 6.5534363 14.0479145  9.408161  40.        27.187265 ]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [40.        10.305126   9.449322   5.4168854 29.631056 ]
86c8a3137a716d70e742b0b5e87bec54_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.         9.688316  40.         7.1944675  2.1001627]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [5.703076  2.2705534 3.807109  2.0060732 7.620917 ]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [18.955952  27.252014   5.3224525 26.783955  39.218742 ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [11.142794  7.845916 12.980898 20.       40.      ]
216d910f71942f205df3c6413d40ccb2_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [ 7.8639703  5.7164865  1.2963765 24.7465    46.24615  ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [19.110336  46.774235   5.28459    0.6679331 58.141895 ]
923007b377bb1cab473f10e6caaeca56_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [ 8.6265335 16.281076   4.9746695 25.353123  22.517578 ]
923007b377bb1cab473f10e6caaeca56_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [ 6.1248684 37.98835   31.917994  17.430405  11.306711 ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [ 8.390439   2.5758538 40.        20.        11.300093 ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [12.8554735 23.919216   5.9220753 14.333221  16.686056 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_40_40_160_80_400:gt ['40', '40', '20', '40', '40']:pred [ 2.6270757  8.276285   4.2211633 12.896466  34.92799  ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [ 3.3656738 12.869208   8.718783   6.805097  53.152214 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [12.49495    7.4418077 20.        20.        40.       ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [27.485472 55.945816  9.697319  4.008848 11.733333]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [21.04038   24.140121   3.5496345  2.4146657 42.723328 ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [17.163622 30.65331  11.459425 40.       38.08628 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [ 5.262411  10.934686   3.008868   7.8307242 11.276644 ]
cde88b5900e8dfba725a7749daae1afa_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [10.228627 25.921322 20.       20.       47.2909  ]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [ 5.663507  18.898415   5.7299323  5.298004  22.093172 ]
9c827e532de4967285089a13cc567dbd_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [ 7.9486914 55.63837   13.75923    4.274291  46.668613 ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       55.994644 15.882842 12.844117 43.81969 ]
cde88b5900e8dfba725a7749daae1afa_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [12.6615505  6.372459  40.        40.        57.026463 ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [32.464973 57.605812  9.925516 40.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [4.900107  9.562626  3.4498591 7.482897  7.4183846]
ffe0a5b165461eb66a2345809e2bb169_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [ 8.91926   22.483515   2.3782728 14.496611  53.772938 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [20.        8.806259 20.       16.327139 19.976942]
d2592adba4e8e62648368c1a2f71c5f3_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 5.738634 41.34237  11.701649 15.972362 48.930397]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [11.307399  6.655769  7.250355 12.135144 10.635749]
ffe0a5b165461eb66a2345809e2bb169_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 4.236118  20.528605   2.074034   2.6924949 29.011435 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [29.881279 10.031505 12.592848 11.843935 40.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [ 2.8811097  3.2897084  2.0343852  7.2669506 16.95549  ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [ 4.2106657 42.27302    3.09159   10.650757  36.898354 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [12.44885  11.596404 13.759626  9.579374 40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [10.58256   17.259285   5.7366834 21.748014  18.55667  ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [ 9.751818   6.79572    5.960477   7.4320536 53.831486 ]
9c827e532de4967285089a13cc567dbd_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [18.769554 42.970043  8.955757 20.       34.380054]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [ 4.023772   4.0498896  1.5322521  8.515828  21.155312 ]
a88d69e53a01aab9ff1370452e3a0154_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [ 7.1811285  2.692482   3.1433043 14.157723   8.017051 ]
86c8a3137a716d70e742b0b5e87bec54_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 6.568084  14.480845   4.9716387 10.879923  59.150234 ]
4ac021653126a29e98618a1ba17f086b_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [10.604504   6.8960776  0.6225176  8.470733  56.174553 ]
9c827e532de4967285089a13cc567dbd_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 4.647602 51.425285 25.927265 12.578457 42.093372]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [15.540837  13.4110155  5.197324  27.700918  56.55433  ]
a387407d49e209fdeea60824a43a0b_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [14.982983 41.113293 15.401275  8.741835 51.361626]
86c8a3137a716d70e742b0b5e87bec54_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [17.463842   4.470853   1.4356443 19.8537    48.18378  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [13.496689   2.9712613  2.463558  14.1853485 50.936703 ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [ 6.314869  8.002866  5.751096 16.738873 39.76536 ]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.         3.0833275 40.         3.5030065  9.342381 ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [ 8.347596   5.229671   4.1537237 20.        43.16075  ]
9d2b7938d426633b28044fe9244db50a_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [ 1.0257174   0.06702968 40.         40.          6.793168  ]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [ 1.3485693   0.15682045 40.         20.          4.9184647 ]
a387407d49e209fdeea60824a43a0b_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       34.359787 20.       10.142304  9.872007]
d2592adba4e8e62648368c1a2f71c5f3_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [24.490324  25.085146   2.2299328 20.        49.19629  ]
216d910f71942f205df3c6413d40ccb2_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [ 5.197095   5.7888274  6.219708  40.        41.88383  ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       33.97479  20.       14.284036 55.10221 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [11.55251  17.554873  2.750418 20.953531 23.3723  ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.       28.601854 20.       14.763864 58.95508 ]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.        7.253331 12.229549  4.207264 27.433847]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [ 3.58441   15.141367   1.3009903 32.539364  37.628304 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [ 6.445516 13.258214 40.       20.       14.582113]
a387407d49e209fdeea60824a43a0b_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       49.319996 20.       13.337393 51.861225]
5ec3322293a39816ad7e7cea4034d226_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [23.806885  7.500096 20.       20.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [10.801688  22.829092   2.7873704 12.147248  18.923506 ]
c61ec8875746ab78227375499b768057_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [ 8.725605 15.926168 40.       40.       20.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       39.84463  20.       15.33624  22.488697]
7dac31838b627748eb631ba05bd8dfe_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [ 5.336439 19.671766 40.       20.       20.      ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [ 6.4641542 21.286234  40.        40.        20.       ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [ 7.0157814  7.66851   40.        20.        53.955097 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [19.25273    6.753597   2.7301955 25.530758  52.592583 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [18.248972 10.88971  40.       20.       14.20689 ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       37.35778  40.       23.131313 59.767494]
