suv_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        10.4353075  4.         8.330314  15.       ]
sedan4door_-50_45_-4_10_15_20_70_420:gt ['-50', '45', '-4', '10', '15']:pred [37.067997 31.778542 10.582608 10.       10.83164 ]
hybrid_-17_45_-22_10_46_20_30_420:gt ['-17', '45', '-22', '10', '46']:pred [23.757065 45.       22.       10.       30.727211]
suv_-17_45_-4_48_28_20_70_420:gt ['-17', '45', '-4', '48', '28']:pred [31.598375 30.930641 21.257307 48.       26.102682]
suv_-30_23_-36_10_28_140_30_420:gt ['-30', '23', '-36', '10', '28']:pred [30.       14.189666 36.       13.055298 28.      ]
sedan2door_-17_15_-22_35_15_140_70_420:gt ['-17', '15', '-22', '35', '15']:pred [26.37999  15.334999 22.       35.       22.0492  ]
sedan2door_-17_15_-22_10_15_20_30_420:gt ['-17', '15', '-22', '10', '15']:pred [17.48951  15.       22.       10.       27.125834]
suv_-30_23_-22_48_46_20_30_420:gt ['-30', '23', '-22', '48', '46']:pred [32.27154  23.       33.15899  48.       24.799301]
hatchback_-17_23_-36_48_46_140_30_420:gt ['-17', '23', '-36', '48', '46']:pred [17.       12.209297 36.       26.83775  46.      ]
suv_-50_15_-22_10_46_50_30_420:gt ['-50', '15', '-22', '10', '46']:pred [32.28643  15.       29.144604 10.       46.      ]
sedan4door_-50_45_-36_48_28_50_30_420:gt ['-50', '45', '-36', '48', '28']:pred [22.580164 45.       38.882404 48.       28.      ]
suv_-17_23_-22_48_15_140_30_420:gt ['-17', '23', '-22', '48', '15']:pred [17.       22.068977 22.       29.459457 15.      ]
hybrid_-30_45_-36_48_28_20_30_420:gt ['-30', '45', '-36', '48', '28']:pred [30.315607 45.       36.       48.       33.780056]
hybrid_-30_15_-4_35_15_50_70_420:gt ['-30', '15', '-4', '35', '15']:pred [31.850607 19.08604   4.       35.       18.824806]
hatchback_-17_45_-22_10_46_20_30_420:gt ['-17', '45', '-22', '10', '46']:pred [22.748524 45.       12.239432 10.       26.012123]
hatchback_-17_45_-22_35_46_140_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.       22.616713 22.       25.772629 46.      ]
sedan2door_-30_23_-22_35_28_50_70_420:gt ['-30', '23', '-22', '35', '28']:pred [33.734154 18.685133 22.       35.       27.076523]
hybrid_-17_23_-22_10_46_230_70_420:gt ['-17', '23', '-22', '10', '46']:pred [27.470146 21.800175 22.       10.       35.57049 ]
hatchback_-17_45_-4_35_46_230_70_420:gt ['-17', '45', '-4', '35', '46']:pred [26.031961 35.09538  21.55403  33.96107  40.046005]
sedan4door_-30_45_-4_48_46_140_30_420:gt ['-30', '45', '-4', '48', '46']:pred [30.       38.903015  4.       36.393845 46.      ]
hybrid_-17_15_-22_48_15_20_30_420:gt ['-17', '15', '-22', '48', '15']:pred [16.834234 15.       22.       48.       20.079836]
hatchback_-17_45_-22_10_28_50_70_420:gt ['-17', '45', '-22', '10', '28']:pred [28.089579 21.427479 18.925966 10.       21.934933]
sedan2door_-17_23_-4_10_15_140_30_420:gt ['-17', '23', '-4', '10', '15']:pred [17.       10.840212  4.       10.       15.      ]
hybrid_-30_15_-36_48_15_140_30_420:gt ['-30', '15', '-36', '48', '15']:pred [30.        9.219153 36.       48.       15.      ]
sedan2door_-17_15_-4_35_46_50_70_420:gt ['-17', '15', '-4', '35', '46']:pred [28.53877  20.241179  4.       35.       31.456993]
suv_-30_23_-4_48_46_20_70_420:gt ['-30', '23', '-4', '48', '46']:pred [32.776833 30.859627 31.069014 48.       40.39747 ]
suv_-50_15_-36_10_46_230_30_420:gt ['-50', '15', '-36', '10', '46']:pred [50.         4.7145805 36.        20.850042  33.46245  ]
hatchback_-50_23_-36_35_15_140_30_420:gt ['-50', '23', '-36', '35', '15']:pred [50.       20.263018 36.       20.60499  15.      ]
sedan4door_-30_23_-4_48_28_140_70_420:gt ['-30', '23', '-4', '48', '28']:pred [36.159435 22.22816   4.       26.803524 26.48239 ]
suv_-30_45_-36_10_15_140_70_420:gt ['-30', '45', '-36', '10', '15']:pred [33.043858 31.275755 36.       18.78697  23.709177]
hybrid_-50_15_-4_35_46_140_70_420:gt ['-50', '15', '-4', '35', '46']:pred [28.297834 24.157326  4.       35.       37.338116]
hybrid_-30_15_-22_48_46_20_70_420:gt ['-30', '15', '-22', '48', '46']:pred [25.177008 11.524422 22.       48.       33.38154 ]
sedan2door_-50_23_-4_35_46_230_30_420:gt ['-50', '23', '-4', '35', '46']:pred [50.       23.765772  4.       35.       33.91515 ]
sedan2door_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [32.156734 23.126425 36.       10.       26.782011]
sedan4door_-50_45_-4_35_46_50_30_420:gt ['-50', '45', '-4', '35', '46']:pred [22.967316 45.       27.9448   35.       46.      ]
sedan2door_-17_23_-36_10_46_140_30_420:gt ['-17', '23', '-36', '10', '46']:pred [17.       15.613174 36.       10.       46.      ]
hybrid_-17_15_-4_35_46_20_70_420:gt ['-17', '15', '-4', '35', '46']:pred [20.316189 12.35696   4.       35.       33.13695 ]
suv_-17_45_-22_35_46_230_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.       24.88759  22.       37.294846 28.243002]
sedan4door_-30_15_-4_48_28_140_30_420:gt ['-30', '15', '-4', '48', '28']:pred [30.       29.083956  4.       31.992317 28.      ]
sedan2door_-17_45_-36_48_46_20_30_420:gt ['-17', '45', '-36', '48', '46']:pred [17.36465 45.      36.      48.      31.09255]
sedan4door_-17_45_-36_48_28_20_30_420:gt ['-17', '45', '-36', '48', '28']:pred [18.929573 45.       39.781574 48.       25.754478]
suv_-50_23_-36_10_46_50_30_420:gt ['-50', '23', '-36', '10', '46']:pred [27.157629 23.       37.02223  10.       46.      ]
hatchback_-17_45_-22_48_28_140_30_420:gt ['-17', '45', '-22', '48', '28']:pred [17.       24.508171 22.       28.526619 28.      ]
sedan4door_-17_45_-36_35_15_20_30_420:gt ['-17', '45', '-36', '35', '15']:pred [19.482271 45.       36.98015  35.       25.18873 ]
sedan2door_-17_45_-22_10_28_50_30_420:gt ['-17', '45', '-22', '10', '28']:pred [24.312822 45.       22.       10.       28.      ]
suv_-50_23_-36_10_15_230_70_420:gt ['-50', '23', '-36', '10', '15']:pred [41.651558 23.921455 39.170235 20.789927 15.311768]
suv_-50_45_-22_48_28_20_30_420:gt ['-50', '45', '-22', '48', '28']:pred [33.926785 45.       32.55031  48.       24.558062]
sedan2door_-17_45_-4_10_28_20_70_420:gt ['-17', '45', '-4', '10', '28']:pred [32.864098 23.204952  4.       10.       31.228394]
suv_-50_15_-4_35_46_230_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.        7.406555  4.       34.910427 32.353455]
sedan4door_-30_15_-22_48_46_140_70_420:gt ['-30', '15', '-22', '48', '46']:pred [34.41263  21.536135 22.       33.16805  35.2115  ]
sedan4door_-17_15_-36_10_28_50_30_420:gt ['-17', '15', '-36', '10', '28']:pred [26.12076  15.       32.511597 10.       28.      ]
hybrid_-50_15_-4_10_46_230_30_420:gt ['-50', '15', '-4', '10', '46']:pred [50.         5.9095297  4.        10.        39.30662  ]
sedan4door_-50_15_-4_35_46_230_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.       12.319349  4.       33.44111  42.853058]
suv_-50_45_-36_48_28_140_70_420:gt ['-50', '45', '-36', '48', '28']:pred [34.8979   29.078358 36.       37.126698 34.42182 ]
sedan2door_-30_45_-36_10_15_20_30_420:gt ['-30', '45', '-36', '10', '15']:pred [34.97972  45.       36.       10.       25.211746]
sedan4door_-30_23_-4_35_28_140_30_420:gt ['-30', '23', '-4', '35', '28']:pred [30.       29.642626  4.       31.96058  28.      ]
suv_-30_23_-36_48_28_50_30_420:gt ['-30', '23', '-36', '48', '28']:pred [26.624252 23.       37.21916  48.       28.      ]
hatchback_-30_23_-22_10_28_20_70_420:gt ['-30', '23', '-22', '10', '28']:pred [24.60908  23.46424  29.2573   10.       28.526283]
sedan2door_-50_23_-4_48_46_20_30_420:gt ['-50', '23', '-4', '48', '46']:pred [31.249405 23.        4.       48.       19.21835 ]
hatchback_-17_45_-36_48_15_20_30_420:gt ['-17', '45', '-36', '48', '15']:pred [18.928034  45.        30.290176  48.         4.8775816]
hatchback_-17_15_-22_35_46_140_30_420:gt ['-17', '15', '-22', '35', '46']:pred [17.        9.258356 22.       16.910933 46.      ]
sedan2door_-50_23_-4_35_28_140_70_420:gt ['-50', '23', '-4', '35', '28']:pred [33.281876 23.977407  4.       35.       25.229841]
hatchback_-17_15_-4_35_46_230_30_420:gt ['-17', '15', '-4', '35', '46']:pred [17.         5.6180687  4.        27.644588  35.555294 ]
sedan4door_-17_15_-22_48_46_20_30_420:gt ['-17', '15', '-22', '48', '46']:pred [17.20467  15.       20.153093 48.       28.218546]
hybrid_-17_45_-4_10_15_20_30_420:gt ['-17', '45', '-4', '10', '15']:pred [14.19041 45.       4.      10.      27.0333 ]
hybrid_-17_15_-22_10_28_230_70_420:gt ['-17', '15', '-22', '10', '28']:pred [26.7767   17.813833 22.       10.       24.441423]
sedan4door_-30_45_-36_48_46_230_70_420:gt ['-30', '45', '-36', '48', '46']:pred [43.05005  38.36009  34.950638 36.501385 34.602825]
hatchback_-30_23_-36_10_46_140_30_420:gt ['-30', '23', '-36', '10', '46']:pred [30.       12.70653  36.       10.139352 46.      ]
sedan2door_-50_15_-4_35_46_230_70_420:gt ['-50', '15', '-4', '35', '46']:pred [38.059025 18.86806   4.       35.       37.418144]
sedan4door_-17_15_-22_10_28_230_70_420:gt ['-17', '15', '-22', '10', '28']:pred [31.000801 20.610615 28.00427  10.492072 31.952122]
hatchback_-17_15_-36_10_46_20_70_420:gt ['-17', '15', '-36', '10', '46']:pred [11.208559 14.448257 23.923857 10.       35.763035]
sedan4door_-50_23_-4_48_28_230_70_420:gt ['-50', '23', '-4', '48', '28']:pred [41.27262  20.849121  8.84124  34.069473 30.085762]
suv_-30_15_-4_48_15_230_30_420:gt ['-30', '15', '-4', '48', '15']:pred [30.       12.546158  4.       31.843925 19.107626]
hybrid_-17_15_-4_48_46_140_70_420:gt ['-17', '15', '-4', '48', '46']:pred [22.238459 20.345037  4.       48.       37.006466]
sedan2door_-30_15_-36_10_28_20_30_420:gt ['-30', '15', '-36', '10', '28']:pred [32.352352 15.       36.       10.       20.946411]
hybrid_-17_45_-36_35_15_140_70_420:gt ['-17', '45', '-36', '35', '15']:pred [30.645458 32.92812  36.       35.       27.910727]
sedan4door_-17_15_-22_48_28_50_70_420:gt ['-17', '15', '-22', '48', '28']:pred [27.968704  15.720512  26.73922   48.         3.7239256]
hatchback_-30_45_-36_10_46_50_30_420:gt ['-30', '45', '-36', '10', '46']:pred [25.445862 45.       31.368885 10.       46.      ]
hatchback_-17_45_-22_48_46_50_70_420:gt ['-17', '45', '-22', '48', '46']:pred [27.712124 21.146507 18.681435 48.       27.043966]
hatchback_-30_45_-22_35_15_230_30_420:gt ['-30', '45', '-22', '35', '15']:pred [30.       38.287376 22.       29.849506 13.164528]
hybrid_-50_15_-36_35_15_230_70_420:gt ['-50', '15', '-36', '35', '15']:pred [36.917725 23.395414 36.       35.       12.227156]
hatchback_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [25.208942 18.451984 30.266712 48.       28.61496 ]
suv_-17_15_-22_10_28_230_70_420:gt ['-17', '15', '-22', '10', '28']:pred [23.735338 19.1935   35.847824 21.12577  31.982159]
suv_-30_15_-4_35_46_140_30_420:gt ['-30', '15', '-4', '35', '46']:pred [30.       13.153022  4.       25.62868  46.      ]
sedan4door_-50_23_-4_10_28_50_70_420:gt ['-50', '23', '-4', '10', '28']:pred [36.477303  32.136356  34.840195  10.         2.6885307]
sedan4door_-50_45_-4_48_15_50_30_420:gt ['-50', '45', '-4', '48', '15']:pred [27.143488 45.       29.48302  48.       15.      ]
hybrid_-17_15_-36_48_46_50_30_420:gt ['-17', '15', '-36', '48', '46']:pred [29.268202 15.       36.       48.       46.      ]
sedan2door_-50_45_-4_10_28_50_30_420:gt ['-50', '45', '-4', '10', '28']:pred [27.1944 45.      4.     10.     28.    ]
hybrid_-17_45_-4_35_28_20_30_420:gt ['-17', '45', '-4', '35', '28']:pred [21.633211 45.        4.       35.       30.489378]
hatchback_-30_45_-4_35_46_140_30_420:gt ['-30', '45', '-4', '35', '46']:pred [30.       23.591387  4.       27.916874 46.      ]
hatchback_-30_15_-22_48_46_230_70_420:gt ['-30', '15', '-22', '48', '46']:pred [37.004356 12.575462 34.367752 35.775856 41.141506]
suv_-17_15_-36_48_46_50_70_420:gt ['-17', '15', '-36', '48', '46']:pred [26.009832 15.906072 19.135756 48.       24.861458]
suv_-30_45_-36_35_28_20_30_420:gt ['-30', '45', '-36', '35', '28']:pred [35.398247 45.       40.95715  35.       16.096474]
hatchback_-30_15_-36_10_28_20_30_420:gt ['-30', '15', '-36', '10', '28']:pred [29.220034 15.       23.186892 10.       23.454573]
sedan2door_-50_15_-36_35_46_50_30_420:gt ['-50', '15', '-36', '35', '46']:pred [29.082222 15.       36.       35.       46.      ]
sedan4door_-30_45_-4_10_28_230_30_420:gt ['-30', '45', '-4', '10', '28']:pred [30.       34.659916  4.       11.816412 27.43118 ]
sedan2door_-30_45_-22_35_46_50_30_420:gt ['-30', '45', '-22', '35', '46']:pred [23.520037 45.       22.       35.       46.      ]
sedan4door_-30_23_-22_48_15_20_70_420:gt ['-30', '23', '-22', '48', '15']:pred [30.054392 24.57552  28.097996 48.       13.551779]
suv_-50_45_-36_10_28_20_70_420:gt ['-50', '45', '-36', '10', '28']:pred [38.290565 31.30222  31.883175 10.       28.783468]
hatchback_-30_45_-36_48_15_140_70_420:gt ['-30', '45', '-36', '48', '15']:pred [27.420311 31.574968 36.       35.778893 22.700876]
hybrid_-30_15_-36_48_28_140_30_420:gt ['-30', '15', '-36', '48', '28']:pred [30.        9.201095 36.       48.       28.      ]
suv_-17_23_-36_48_46_140_70_420:gt ['-17', '23', '-36', '48', '46']:pred [31.49772  18.242317 36.       37.73034  39.485435]
hatchback_-50_23_-36_35_15_230_30_420:gt ['-50', '23', '-36', '35', '15']:pred [50.       14.720678 36.       17.312994 16.662996]
hatchback_-17_23_-36_10_46_20_30_420:gt ['-17', '23', '-36', '10', '46']:pred [26.98687  23.       16.730577 10.       23.983612]
suv_-30_23_-36_10_28_20_70_420:gt ['-30', '23', '-36', '10', '28']:pred [29.774958 23.885843 36.63142  10.       30.45658 ]
sedan2door_-50_15_-22_35_28_50_70_420:gt ['-50', '15', '-22', '35', '28']:pred [33.721317 23.378256 22.       35.       21.142706]
sedan2door_-17_45_-22_10_28_50_70_420:gt ['-17', '45', '-22', '10', '28']:pred [32.19656  22.765844 22.       10.       26.699959]
hatchback_-17_45_-22_35_15_20_70_420:gt ['-17', '45', '-22', '35', '15']:pred [16.088808 26.518785 22.218124 35.       28.493467]
sedan4door_-30_45_-4_35_15_20_70_420:gt ['-30', '45', '-4', '35', '15']:pred [30.134214 27.303686 27.144384 35.       12.454321]
hatchback_-50_23_-4_48_28_50_70_420:gt ['-50', '23', '-4', '48', '28']:pred [36.422142 31.933577 33.333405 48.       17.95282 ]
suv_-17_15_-22_48_15_20_30_420:gt ['-17', '15', '-22', '48', '15']:pred [20.988277 15.       27.79533  48.       25.63714 ]
hatchback_-30_23_-4_10_15_50_70_420:gt ['-30', '23', '-4', '10', '15']:pred [30.167133 28.26876  24.05415  10.       20.04228 ]
suv_-17_15_-4_10_15_50_70_420:gt ['-17', '15', '-4', '10', '15']:pred [27.467846 10.933228 15.018155 10.       10.552958]
sedan2door_-17_45_-36_48_28_230_30_420:gt ['-17', '45', '-36', '48', '28']:pred [17.       47.574654 36.       48.       26.31132 ]
hybrid_-50_45_-36_48_28_230_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       40.561756 36.       48.       30.767284]
hybrid_-50_23_-36_35_15_230_30_420:gt ['-50', '23', '-36', '35', '15']:pred [50.       16.347637 36.       35.       20.882269]
hatchback_-30_23_-22_48_28_50_70_420:gt ['-30', '23', '-22', '48', '28']:pred [30.335386 25.397419 27.658594 48.       20.34727 ]
suv_-17_45_-22_35_28_20_70_420:gt ['-17', '45', '-22', '35', '28']:pred [27.623732 27.721014 26.899881 35.       30.272926]
suv_-17_23_-36_48_46_20_70_420:gt ['-17', '23', '-36', '48', '46']:pred [25.35642  28.058659 35.74423  48.       41.56455 ]
hybrid_-30_23_-36_48_15_140_70_420:gt ['-30', '23', '-36', '48', '15']:pred [27.813183 25.958525 36.       48.       22.201773]
hatchback_-30_15_-22_10_28_140_70_420:gt ['-30', '15', '-22', '10', '28']:pred [23.706621 17.446663 22.       15.877542 23.963741]
hybrid_-30_15_-4_48_15_230_70_420:gt ['-30', '15', '-4', '48', '15']:pred [34.210274 17.367512  4.       48.       11.832485]
sedan4door_-17_23_-22_10_15_20_30_420:gt ['-17', '23', '-22', '10', '15']:pred [15.0273695 23.        18.490128  10.        23.093153 ]
sedan4door_-17_15_-22_48_28_140_70_420:gt ['-17', '15', '-22', '48', '28']:pred [30.839174 19.020723 22.       26.682396 26.151596]
hybrid_-30_45_-36_35_15_140_70_420:gt ['-30', '45', '-36', '35', '15']:pred [31.603489 34.34903  36.       35.       26.854689]
hatchback_-50_15_-22_35_15_50_30_420:gt ['-50', '15', '-22', '35', '15']:pred [25.035734 15.       21.045643 35.       15.      ]
sedan4door_-30_15_-36_10_15_230_70_420:gt ['-30', '15', '-36', '10', '15']:pred [38.118515  22.251297  33.308495  11.600261   3.7067316]
hybrid_-30_45_-4_48_28_230_70_420:gt ['-30', '45', '-4', '48', '28']:pred [36.883232 33.436707  4.       48.       24.518324]
sedan2door_-30_15_-22_10_15_230_30_420:gt ['-30', '15', '-22', '10', '15']:pred [30.       10.574371 22.       10.       27.949884]
suv_-30_45_-4_48_15_50_70_420:gt ['-30', '45', '-4', '48', '15']:pred [32.526833 25.635223 24.215988 48.        7.911257]
hybrid_-17_45_-36_48_28_140_70_420:gt ['-17', '45', '-36', '48', '28']:pred [31.322369 32.12695  36.       48.       30.367863]
hatchback_-30_45_-4_48_46_20_30_420:gt ['-30', '45', '-4', '48', '46']:pred [31.651623 45.       21.755964 48.       29.169096]
sedan4door_-50_45_-4_35_15_20_70_420:gt ['-50', '45', '-4', '35', '15']:pred [36.287697  32.98145   12.1914215 35.        11.804423 ]
suv_-17_23_-22_10_46_50_30_420:gt ['-17', '23', '-22', '10', '46']:pred [22.396614 23.       28.95571  10.       46.      ]
hatchback_-17_45_-4_48_46_50_30_420:gt ['-17', '45', '-4', '48', '46']:pred [23.613527 45.       25.318644 48.       46.      ]
sedan2door_-17_45_-36_35_15_20_70_420:gt ['-17', '45', '-36', '35', '15']:pred [36.00659  25.821709 36.       35.       23.737091]
sedan2door_-50_23_-22_10_46_20_30_420:gt ['-50', '23', '-22', '10', '46']:pred [30.04353 23.      22.      10.      18.62443]
sedan4door_-30_23_-22_10_46_230_30_420:gt ['-30', '23', '-22', '10', '46']:pred [30.       26.18032  22.       22.322596 36.07918 ]
suv_-50_23_-4_10_15_140_30_420:gt ['-50', '23', '-4', '10', '15']:pred [50.       16.167234  4.        9.260996 15.      ]
suv_-17_23_-36_48_46_50_30_420:gt ['-17', '23', '-36', '48', '46']:pred [26.319498 23.       33.47945  48.       46.      ]
sedan4door_-17_23_-4_35_46_50_70_420:gt ['-17', '23', '-4', '35', '46']:pred [30.329697 21.622341 23.462599 35.       12.720212]
hatchback_-50_15_-4_48_15_140_30_420:gt ['-50', '15', '-4', '48', '15']:pred [50.       20.79617   4.       24.277792 15.      ]
hybrid_-30_45_-36_48_46_230_30_420:gt ['-30', '45', '-36', '48', '46']:pred [30.      39.20118 36.      48.      34.62819]
sedan2door_-50_23_-36_48_15_230_30_420:gt ['-50', '23', '-36', '48', '15']:pred [50.       19.561632 36.       48.       25.458412]
hybrid_-30_45_-4_48_15_20_30_420:gt ['-30', '45', '-4', '48', '15']:pred [26.335257 45.        4.       48.       33.43282 ]
sedan2door_-17_45_-22_48_15_230_70_420:gt ['-17', '45', '-22', '48', '15']:pred [27.029179 38.91976  22.       48.        4.175146]
hatchback_-17_15_-4_10_28_230_30_420:gt ['-17', '15', '-4', '10', '28']:pred [17.         6.7317533  4.        13.958585  27.424807 ]
sedan2door_-50_45_-4_35_46_140_70_420:gt ['-50', '45', '-4', '35', '46']:pred [36.21486  32.250385  4.       35.       28.90015 ]
hatchback_-30_15_-36_35_46_140_70_420:gt ['-30', '15', '-36', '35', '46']:pred [25.968529 24.232462 36.       28.50703  31.689295]
hybrid_-30_23_-36_10_46_50_30_420:gt ['-30', '23', '-36', '10', '46']:pred [27.3288 23.     36.     10.     46.    ]
hatchback_-17_15_-36_48_15_50_30_420:gt ['-17', '15', '-36', '48', '15']:pred [25.744894 15.       27.902916 48.       15.      ]
suv_-30_15_-36_10_15_20_30_420:gt ['-30', '15', '-36', '10', '15']:pred [33.342274 15.       34.74136  10.       16.061941]
