Sedan4Door_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [16.840204   2.1327503 23.62803    7.3245435 11.5215435]
Sedan2Door_0_0_0_0_0_320_20_450:gt ['0', '0', '0', '0', '0']:pred [3.3548121 0.        0.        0.        3.6694083]
Suv_-20_20_0_20_20_160_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       15.081139  0.       20.05818  20.      ]
Sedan2Door_0_20_-20_20_0_240_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.        17.423153  20.        20.         3.5152743]
Sedan4Door_0_0_0_20_0_160_60_400:gt ['0', '0', '0', '20', '0']:pred [ 4.788509   6.1149344  0.        17.151161   6.150805 ]
Hatchback_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.996956   0.         6.3080277  0.        20.       ]
Sedan4Door_0_20_-20_0_0_320_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 3.198473 20.       18.431816  0.        5.730785]
Suv_0_20_0_0_20_80_20_400:gt ['0', '20', '0', '0', '20']:pred [ 3.8804336 20.         0.         0.        20.       ]
Sedan2Door_0_20_-20_0_0_240_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 3.779445  22.309727  20.         0.         4.1046085]
Sedan4Door_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 2.71111   16.886929   4.3562727 20.372837  12.675494 ]
Hatchback_-20_20_-20_20_20_0_20_400:gt ['-20', '20', '-20', '20', '20']:pred [23.730547 20.       23.037436 20.       20.      ]
Hatchback_0_0_0_0_0_80_60_450:gt ['0', '0', '0', '0', '0']:pred [ 3.5687125  4.104434   6.0788364 10.109688  11.857298 ]
Sedan2Door_-20_20_-20_20_20_0_60_400:gt ['-20', '20', '-20', '20', '20']:pred [19.59695  16.070534 20.       20.       25.490952]
Hatchback_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       14.983821  0.       17.164274 18.657972]
Sedan2Door_0_20_0_20_20_80_20_400:gt ['0', '20', '0', '20', '20']:pred [ 4.088447 20.        0.       20.       20.      ]
Hybrid_-20_20_0_20_20_320_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.951874 14.176781  0.       20.       23.041752]
Hatchback_0_20_-20_20_20_80_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.976805 20.       26.35794  20.       20.      ]
Sedan4Door_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       14.314967  0.       20.55464   0.      ]
Suv_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 2.516413   6.9623594  3.4597208 20.         3.4873948]
Hatchback_0_20_-20_20_20_0_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.2223308 16.591871  22.50468   20.        18.26679  ]
Hatchback_0_20_-20_20_0_240_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 7.189125  15.328151  26.622406  23.153532   6.4509516]
Sedan4Door_0_20_0_20_20_160_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       20.723825  0.       24.868034 20.      ]
Suv_0_0_-20_0_0_320_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.073058   8.422974  20.274637   0.         4.9589553]
Hatchback_-20_20_-20_20_0_160_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       13.931035 20.       20.779552  0.      ]
Sedan4Door_0_20_-20_0_20_80_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.523989 15.603655 19.162567 11.152733 16.178017]
Suv_-20_0_-20_0_20_320_20_400:gt ['-20', '0', '-20', '0', '20']:pred [17.0794    0.       25.738598  0.       13.445431]
Suv_-20_20_-20_0_20_320_20_400:gt ['-20', '20', '-20', '0', '20']:pred [15.781174 20.       21.558191  0.       17.14005 ]
Sedan4Door_0_20_-20_0_0_240_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       14.605615 20.        8.838591  5.446724]
Suv_-20_20_-20_20_20_80_20_450:gt ['-20', '20', '-20', '20', '20']:pred [19.91968  20.       24.657913 20.       20.      ]
Hybrid_0_0_-20_0_20_0_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 4.4060116  0.        20.         0.        20.       ]
Hatchback_0_20_0_0_0_0_60_450:gt ['0', '20', '0', '0', '0']:pred [ 3.9008117 16.58086    5.58645    0.         3.2102654]
Hatchback_0_0_-20_0_0_320_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 3.6267688  0.        22.726427   0.         3.0447896]
Sedan2Door_-20_20_-20_20_20_0_20_450:gt ['-20', '20', '-20', '20', '20']:pred [21.737064 20.       20.       20.       20.      ]
Hybrid_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         4.6449375 20.        20.         0.       ]
Sedan2Door_-20_20_0_20_20_0_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.91833   14.2959795  0.        20.        12.587365 ]
Suv_0_20_-20_20_20_0_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.5778093 20.        21.308369  20.        20.       ]
Suv_-20_0_-20_20_20_320_20_450:gt ['-20', '0', '-20', '20', '20']:pred [19.91974   0.       21.313358 20.       14.367557]
Suv_-20_20_-20_20_20_240_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.        16.588045  20.        20.722563   9.5013685]
Suv_-20_20_-20_0_20_0_20_450:gt ['-20', '20', '-20', '0', '20']:pred [18.688477 20.       21.639597  0.       20.      ]
Hatchback_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [19.246292  0.        0.       20.       20.      ]
Hybrid_0_0_0_20_0_160_60_400:gt ['0', '0', '0', '20', '0']:pred [10.447963   3.7876782  0.        20.         2.6742847]
Sedan4Door_0_0_0_0_0_240_20_400:gt ['0', '0', '0', '0', '0']:pred [0.        2.155457  0.        7.0862145 3.7322278]
Hybrid_0_20_-20_20_0_0_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 4.3358116 20.        20.        20.         0.       ]
Hybrid_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [11.567994   4.091111  20.         0.         5.7312403]
Sedan2Door_0_0_0_20_0_160_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.        2.920785  0.       20.        0.      ]
Sedan2Door_0_0_-20_0_0_320_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.152238  5.068272 20.        0.        6.65149 ]
Sedan4Door_-20_0_0_20_20_240_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         3.302673   0.        14.9312315 14.422429 ]
Sedan2Door_-20_20_0_20_0_0_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.80241 20.       0.      20.       0.     ]
Sedan2Door_-20_20_-20_0_0_0_60_450:gt ['-20', '20', '-20', '0', '0']:pred [21.266497 14.87108  20.        0.        4.845146]
Sedan4Door_0_0_-20_20_0_320_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.9987335  4.6134863 24.435795  34.888683   5.3624463]
Hatchback_0_0_-20_0_20_160_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 8.058221   3.2631755 20.         7.3316875 19.554756 ]
Sedan4Door_0_20_-20_0_20_320_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.5651333 18.746662  23.1919     0.        21.742058 ]
Sedan2Door_0_0_-20_0_20_240_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.        4.328645 20.        0.       20.8353  ]
Suv_0_0_0_20_0_240_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.         4.1414557  0.        24.077679   3.970622 ]
Hatchback_0_20_-20_20_20_240_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 5.4647284 15.5965605 27.593882  25.247768  24.361935 ]
Sedan4Door_-20_20_0_20_0_240_60_400:gt ['-20', '20', '0', '20', '0']:pred [23.45042   18.261076  16.883368  23.307545   4.0735307]
Suv_0_0_-20_20_20_160_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 7.3258905  3.7277339 20.        21.870264  22.254885 ]
Hatchback_-20_0_0_20_0_80_60_400:gt ['-20', '0', '0', '20', '0']:pred [20.917793   3.8233607  8.080332  23.25385    8.920114 ]
Hybrid_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [18.006779 20.        0.        0.        0.      ]
Sedan2Door_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.1959531  5.478198  20.        20.        23.465496 ]
Sedan4Door_0_20_-20_20_0_80_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 2.9960134 15.186047  19.70681   22.145363  14.433955 ]
Sedan2Door_-20_20_0_20_0_320_60_450:gt ['-20', '20', '0', '20', '0']:pred [20.252491 14.407606  0.       20.        5.63875 ]
Sedan4Door_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [22.658873  0.        7.877521 20.       20.      ]
Hybrid_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.9487603  9.217264   0.        20.         3.3400505]
Suv_0_20_-20_0_0_240_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.        12.534431  20.         6.6788335  4.2914524]
Suv_0_0_0_0_20_320_20_400:gt ['0', '0', '0', '0', '20']:pred [ 2.3740509  0.         5.068804   0.        19.011095 ]
Suv_0_20_-20_0_20_240_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       12.557352 20.        6.633319 22.39885 ]
Hatchback_-20_0_0_20_20_240_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.         3.8858798  0.        22.76252   14.9989   ]
Suv_0_0_-20_20_0_160_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.        3.261143 20.       25.184202  0.      ]
Suv_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         2.8782642  0.        17.659622   0.       ]
Hybrid_0_20_0_0_20_160_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.       15.666062  0.        0.       20.      ]
Sedan2Door_0_0_-20_20_20_240_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.5045743  2.6052878 20.        20.        17.277634 ]
Hybrid_0_0_0_0_20_80_60_400:gt ['0', '0', '0', '0', '20']:pred [ 3.804408   3.4450696  0.         0.        12.849225 ]
Suv_-20_0_-20_20_20_320_20_400:gt ['-20', '0', '-20', '20', '20']:pred [18.331186  0.       25.041857 20.       15.096864]
Sedan4Door_0_20_-20_20_0_0_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 3.6352084 14.7715845 18.724718  20.         4.664939 ]
Suv_-20_20_0_20_20_320_60_400:gt ['-20', '20', '0', '20', '20']:pred [22.1811     6.400166   4.2986693 20.        16.580168 ]
Hybrid_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 4.531524   3.8616352  0.        20.        11.773288 ]
Hybrid_-20_0_-20_0_20_160_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         4.0075755 20.         0.        20.       ]
Suv_0_20_-20_20_0_80_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 4.2710843 20.        18.186722  20.         0.       ]
Sedan2Door_-20_20_-20_0_20_0_20_400:gt ['-20', '20', '-20', '0', '20']:pred [23.294472 20.       20.        0.       20.      ]
Suv_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [19.369186   0.         4.5205617 20.         2.0557435]
Sedan2Door_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [19.686388 20.        0.       20.        0.      ]
Hybrid_0_20_-20_20_0_160_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.       13.841884 20.       20.        0.      ]
Suv_0_20_-20_20_20_240_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       16.121828 20.       22.723202 15.731728]
Suv_-20_0_-20_20_0_320_20_400:gt ['-20', '0', '-20', '20', '0']:pred [17.102589  0.       20.115997 20.        3.43662 ]
Sedan2Door_-20_0_-20_0_20_80_60_450:gt ['-20', '0', '-20', '0', '20']:pred [21.940153   3.2656915 20.         0.        20.176168 ]
Sedan4Door_0_0_0_0_0_240_60_450:gt ['0', '0', '0', '0', '0']:pred [4.053215  3.1385458 0.        3.5777578 6.8446946]
Hybrid_-20_0_-20_20_20_0_60_400:gt ['-20', '0', '-20', '20', '20']:pred [22.82789    7.0757523 20.        20.        13.172362 ]
Suv_-20_20_-20_0_0_160_20_450:gt ['-20', '20', '-20', '0', '0']:pred [20.        12.335153  20.         6.8445935  0.       ]
Suv_-20_0_-20_20_0_320_60_450:gt ['-20', '0', '-20', '20', '0']:pred [20.761244  5.903517 19.200502 28.31493   6.679557]
Suv_-20_0_-20_20_0_80_20_400:gt ['-20', '0', '-20', '20', '0']:pred [17.640335  0.       20.914408 20.        0.      ]
Suv_-20_20_0_0_0_80_60_400:gt ['-20', '20', '0', '0', '0']:pred [21.395365  18.877766   5.8360076 17.62946    9.5459   ]
Suv_0_0_-20_20_0_80_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 2.7780857  2.8297396 18.554806  27.582586  12.02657  ]
Sedan4Door_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.805468 16.796967 24.330355 20.        7.821975]
Sedan2Door_-20_0_-20_20_0_320_60_450:gt ['-20', '0', '-20', '20', '0']:pred [17.053713   5.3177004 20.        20.         6.1838083]
Hatchback_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.6048632  4.9282827  4.374321  20.         2.3830168]
Hybrid_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [22.97995    2.2802901 20.         0.        19.296417 ]
Hybrid_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 5.3640704  2.692237   0.        20.         2.8169785]
Sedan4Door_0_20_0_0_20_160_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       17.332146  0.        6.984679 20.      ]
Hybrid_0_20_0_0_20_320_20_400:gt ['0', '20', '0', '0', '20']:pred [ 4.1845613 20.         0.         0.        12.695136 ]
Hybrid_-20_20_0_0_20_320_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.213646 20.        0.        0.       18.26513 ]
Hatchback_0_20_0_0_20_240_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.        13.755291   0.         7.1933727 15.48332  ]
Hybrid_-20_0_0_20_0_80_20_450:gt ['-20', '0', '0', '20', '0']:pred [21.807467  0.        0.       20.        0.      ]
Sedan2Door_0_0_-20_20_20_240_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.        3.903006 20.       20.       20.036846]
Hatchback_-20_0_0_20_0_80_20_400:gt ['-20', '0', '0', '20', '0']:pred [19.398312  0.        0.       20.        0.      ]
Suv_0_0_0_20_0_80_20_450:gt ['0', '0', '0', '20', '0']:pred [ 3.8153765  0.         0.        20.         0.       ]
Hatchback_0_0_0_0_20_240_60_450:gt ['0', '0', '0', '0', '20']:pred [ 5.098405   3.3237524  0.         6.039658  15.585539 ]
Sedan4Door_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [ 4.351026   4.0443096  0.        18.165758  12.089607 ]
Hatchback_-20_20_0_20_20_0_20_450:gt ['-20', '20', '0', '20', '20']:pred [21.648058  20.         4.8495455 20.        20.       ]
Hybrid_-20_0_-20_0_20_160_60_400:gt ['-20', '0', '-20', '0', '20']:pred [20.966965   5.1481133 20.         0.        16.115824 ]
Hatchback_0_20_0_0_0_240_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.        13.594801   0.         8.563296   1.9811064]
Sedan4Door_0_20_0_0_0_160_60_450:gt ['0', '20', '0', '0', '0']:pred [ 6.6332088 17.505667   0.         6.7441187  6.7955527]
Suv_-20_0_-20_20_20_160_60_450:gt ['-20', '0', '-20', '20', '20']:pred [19.422693   5.321158  20.        23.158287  14.9651375]
Sedan2Door_0_20_-20_20_20_0_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.2779233 14.299689  20.        20.        19.871634 ]
Hatchback_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.7638774 12.957373  18.276726  20.         3.8017938]
Sedan4Door_-20_0_0_0_20_160_60_400:gt ['-20', '0', '0', '0', '20']:pred [22.875372   5.1486964  0.         5.2460318 15.919896 ]
Sedan2Door_0_0_-20_0_20_80_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 3.4462667  3.115747  20.         0.        20.38065  ]
Suv_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.8175135  8.614982   2.9196339 20.         3.4666853]
Sedan4Door_-20_20_0_0_20_80_20_400:gt ['-20', '20', '0', '0', '20']:pred [22.073732  20.         6.7227273  0.        20.       ]
Sedan2Door_0_0_-20_0_20_160_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 7.402454   2.8411887 20.         0.        18.05168  ]
Sedan2Door_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.9212825 24.294199  20.         0.        15.102627 ]
Sedan4Door_0_20_-20_20_0_240_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.        17.312738  20.        19.019073   4.4078035]
Hatchback_-20_0_-20_0_20_320_20_400:gt ['-20', '0', '-20', '0', '20']:pred [19.313173  0.       22.351147  0.       17.68179 ]
Sedan2Door_0_20_0_20_0_80_20_450:gt ['0', '20', '0', '20', '0']:pred [ 3.7908769 20.         0.        20.         0.       ]
Sedan4Door_0_20_0_20_20_80_20_450:gt ['0', '20', '0', '20', '20']:pred [ 3.189909 20.        0.       20.       20.      ]
Hybrid_-20_20_0_0_20_320_60_450:gt ['-20', '20', '0', '0', '20']:pred [22.286467 14.914639  0.        0.       26.658356]
Sedan4Door_0_20_-20_0_0_240_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.        14.269115  20.         7.8637257  6.9305406]
Suv_-20_0_-20_0_20_160_60_450:gt ['-20', '0', '-20', '0', '20']:pred [22.08215    2.7327497 20.         6.2649183 11.4634   ]
Suv_0_20_0_0_0_240_60_400:gt ['0', '20', '0', '0', '0']:pred [ 5.0153275 14.538901   0.         4.6821737  5.192492 ]
Sedan4Door_-20_20_0_0_20_80_60_400:gt ['-20', '20', '0', '0', '20']:pred [19.215614 18.362019  6.308521 11.221815 15.567507]
Sedan2Door_-20_20_-20_20_20_80_60_400:gt ['-20', '20', '-20', '20', '20']:pred [19.80154  23.325724 20.       20.       27.970139]
Hatchback_-20_20_-20_20_0_80_60_450:gt ['-20', '20', '-20', '20', '0']:pred [18.026066 13.575267 17.0912   17.682081  6.725314]
Hybrid_-20_0_-20_20_0_240_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         3.4247074 20.        20.         2.9370422]
Hybrid_-20_20_0_0_20_240_60_450:gt ['-20', '20', '0', '0', '20']:pred [19.288458 18.893959  0.        0.       25.7006  ]
Suv_-20_0_-20_20_0_0_20_400:gt ['-20', '0', '-20', '20', '0']:pred [22.642948  0.       19.208418 20.        0.      ]
Sedan2Door_-20_20_0_20_20_0_20_450:gt ['-20', '20', '0', '20', '20']:pred [21.757685 20.        0.       20.       20.      ]
Sedan2Door_0_20_-20_0_0_240_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 4.5652647 15.324987  20.         0.         6.3790493]
Hatchback_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 3.6446111 20.         5.2855673  0.        17.02793  ]
Sedan4Door_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [2.7320004 4.7916617 4.5734053 0.        3.880758 ]
Sedan2Door_0_20_0_0_20_160_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       18.550697  0.        0.       20.      ]
Hybrid_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [20.497074  4.752148 20.        0.       11.94967 ]
Sedan2Door_0_20_-20_0_0_320_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 3.2814734 13.5672245 20.         0.         2.686446 ]
Sedan2Door_0_0_-20_0_0_80_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.61582  0.      20.       0.       0.     ]
Hatchback_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [17.79097   0.       24.961761  0.        0.      ]
Hatchback_0_20_0_20_20_240_60_400:gt ['0', '20', '0', '20', '20']:pred [ 5.678576 15.763482  0.       20.726776 17.621765]
Hatchback_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [18.78478  13.241763  0.       18.836432 16.862358]
Suv_-20_0_-20_20_20_320_60_450:gt ['-20', '0', '-20', '20', '20']:pred [18.674765  7.282051 16.68853  27.106071 20.547802]
Suv_-20_20_0_20_0_320_20_400:gt ['-20', '20', '0', '20', '0']:pred [18.331034 20.        5.720369 20.        2.451965]
Suv_0_0_0_20_20_240_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        4.456022  0.       22.867552 16.887081]
Hatchback_0_20_-20_0_0_80_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 4.8638    13.455717  15.964231  13.988122   7.1397123]
Hybrid_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 3.4628618 20.         0.        20.        13.914951 ]
Sedan2Door_-20_20_-20_20_20_80_20_450:gt ['-20', '20', '-20', '20', '20']:pred [22.232622 20.       20.       20.       20.      ]
Suv_-20_20_-20_20_20_320_60_400:gt ['-20', '20', '-20', '20', '20']:pred [19.50168  21.403618 23.916079 31.348812 19.292164]
Suv_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.5186257 20.         5.6934834  0.        20.       ]
Sedan4Door_0_0_0_20_20_320_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.317731   5.095026   4.7455378 28.811834  17.628208 ]
Sedan4Door_-20_20_-20_0_20_80_20_450:gt ['-20', '20', '-20', '0', '20']:pred [18.750557 20.       22.676931  0.       20.      ]
Suv_0_20_0_20_20_160_60_450:gt ['0', '20', '0', '20', '20']:pred [ 6.864766 26.582035  0.       22.43714  17.225664]
Sedan4Door_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [16.810324  5.865288  0.       19.8012   12.011665]
Sedan2Door_0_20_0_0_0_320_20_400:gt ['0', '20', '0', '0', '0']:pred [ 2.961019 20.        0.        0.        8.864029]
Suv_-20_0_-20_20_20_240_60_400:gt ['-20', '0', '-20', '20', '20']:pred [19.544302   3.2457101 22.435211  21.451973  24.147135 ]
Hybrid_0_0_0_20_20_80_60_450:gt ['0', '0', '0', '20', '20']:pred [ 4.087439   5.0565896  0.        20.        16.51809  ]
Sedan2Door_-20_20_0_20_0_80_20_400:gt ['-20', '20', '0', '20', '0']:pred [21.785168 20.        0.       20.        0.      ]
Sedan2Door_-20_0_-20_0_0_160_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.         3.2915761 20.         0.         0.       ]
Sedan2Door_-20_0_0_0_20_80_60_400:gt ['-20', '0', '0', '0', '20']:pred [20.305237   3.2334468  0.         0.        21.890158 ]
Sedan4Door_-20_20_-20_20_20_160_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.       15.367593 20.       20.799694 20.      ]
Hybrid_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.        3.079564  0.       20.        0.      ]
Hybrid_0_0_0_20_0_0_20_400:gt ['0', '0', '0', '20', '0']:pred [ 4.1706004  0.         0.        20.         0.       ]
