Sedan2Door_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [26.792864   6.47869    0.        31.790073   6.5915446]
Hatchback_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 5.218313 17.292336 27.603928 47.901554 24.728954]
Sedan4Door_-20_0_-20_20_20_80_20_400:gt ['-20', '0', '-20', '20', '20']:pred [25.43615  0.      34.45802 20.      20.     ]
Sedan4Door_0_0_0_0_0_0_20_400:gt ['0', '0', '0', '0', '0']:pred [6.374241 0.       8.667036 0.       0.      ]
Hatchback_-20_0_0_20_0_160_60_450:gt ['-20', '0', '0', '20', '0']:pred [13.733768  11.911275  13.579166  13.1344385 25.296225 ]
Suv_0_0_-20_20_20_80_60_450:gt ['0', '0', '-20', '20', '20']:pred [12.852146   7.0653477 19.601429  36.085896  26.797892 ]
Hatchback_-20_20_-20_20_0_160_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       22.861233 20.       12.326166  0.      ]
Hatchback_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       23.225805 12.80429  11.802741 28.541883]
Suv_-20_0_0_0_0_240_60_450:gt ['-20', '0', '0', '0', '0']:pred [10.478893    2.680791    0.          1.5968504   0.53452235]
Sedan2Door_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [ 6.313349  3.176746  0.        8.662498 45.94438 ]
Hatchback_0_0_-20_20_0_80_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.712509  0.       26.680397 20.        0.      ]
Hatchback_-20_0_0_20_20_160_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.       17.052492  0.       23.35549  20.      ]
Suv_0_20_-20_20_0_240_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       20.1735   20.       36.27691  24.985672]
Sedan2Door_0_0_-20_0_0_240_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         4.586255  20.         7.4128585 45.880203 ]
Suv_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [12.889459 17.213959 27.399384 26.257254 11.605638]
Suv_-20_20_0_0_0_320_60_400:gt ['-20', '20', '0', '0', '0']:pred [ 5.959919 20.       13.570297 16.053524 32.716328]
Suv_0_20_0_20_0_0_20_400:gt ['0', '20', '0', '20', '0']:pred [ 8.450366  20.         0.6337687 20.         0.       ]
Hybrid_-20_20_0_20_20_320_20_450:gt ['-20', '20', '0', '20', '20']:pred [19.646048 20.        0.       20.       32.598675]
Sedan2Door_0_20_0_0_0_240_60_450:gt ['0', '20', '0', '0', '0']:pred [ 5.7765183  2.780212   0.         8.680496  20.957829 ]
Hybrid_-20_0_0_0_20_160_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.        6.534231  0.        0.       20.      ]
Hatchback_0_0_0_0_0_0_20_450:gt ['0', '0', '0', '0', '0']:pred [1.9390138 0.        1.8194375 0.        0.       ]
Sedan2Door_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [21.035364   0.         2.5402832 20.        10.199262 ]
Hybrid_-20_20_-20_20_20_320_60_400:gt ['-20', '20', '-20', '20', '20']:pred [ 4.6636357 34.086548  20.        36.033894  18.740814 ]
Sedan4Door_0_0_0_20_20_320_20_450:gt ['0', '0', '0', '20', '20']:pred [ 2.9692743  0.         1.0956439 20.        33.025826 ]
Hybrid_-20_0_0_20_20_0_20_450:gt ['-20', '0', '0', '20', '20']:pred [32.574066   0.         2.9820094 20.        20.       ]
Sedan2Door_0_20_0_20_20_160_60_450:gt ['0', '20', '0', '20', '20']:pred [ 7.622931  19.966284  12.828475   3.4279099 37.755703 ]
Hatchback_0_20_-20_20_0_0_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 1.6438403 20.        11.613993  20.         0.       ]
Hatchback_0_20_-20_0_20_160_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       20.802128 20.       17.006378 20.      ]
Suv_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 0.52773786 20.094982    5.888925    3.0509324   4.8336    ]
Hatchback_0_20_-20_0_20_160_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 4.8381543 28.402006  11.089703   2.3306077 11.740698 ]
Hybrid_-20_0_-20_0_0_240_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.         5.1175413 20.         0.        12.747358 ]
Hybrid_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 2.7316232 28.980925  20.        38.59088   10.447263 ]
Hybrid_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [19.721903 20.        0.        0.        0.      ]
Sedan4Door_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 9.540086  13.099086   8.68177   10.361372   2.9366074]
Suv_-20_0_-20_0_20_80_20_450:gt ['-20', '0', '-20', '0', '20']:pred [ 9.92033   0.       29.544413  0.       20.      ]
Hatchback_0_20_-20_0_0_80_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 4.5684595 18.646791  10.267219  44.77864   32.679672 ]
Sedan2Door_0_0_0_0_0_0_60_400:gt ['0', '0', '0', '0', '0']:pred [ 4.859941  14.678367   8.821764  22.966013   3.3498294]
Sedan4Door_0_20_0_0_0_0_20_400:gt ['0', '20', '0', '0', '0']:pred [ 2.3308303 20.         6.634136   0.         0.       ]
Sedan2Door_0_20_-20_0_0_0_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 1.1887469 20.         6.0397015  0.         0.       ]
Sedan2Door_0_20_-20_0_20_320_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 7.460992 20.       20.        0.       13.740962]
Suv_0_0_-20_20_0_320_60_400:gt ['0', '0', '-20', '20', '0']:pred [ 2.6848173 32.055584   8.4948225 32.839424   4.283468 ]
Hatchback_0_0_-20_0_20_320_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 5.1110134  0.        24.356949   0.        26.85151  ]
Suv_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 4.4038873 18.568346  20.        17.802618  11.108861 ]
Hatchback_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.         5.9987626 20.        32.30806   42.72936  ]
Sedan4Door_0_20_-20_0_20_80_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 5.573628 20.       32.911762  0.       20.      ]
Sedan2Door_-20_0_0_20_20_240_60_450:gt ['-20', '0', '0', '20', '20']:pred [19.47999    2.9220486 21.192902  29.167574  26.676872 ]
Suv_0_20_0_0_0_0_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.520525   20.          0.42028204  0.          0.        ]
Sedan2Door_0_0_0_0_0_240_20_400:gt ['0', '0', '0', '0', '0']:pred [ 0.         4.9440613  0.        35.544647  18.179867 ]
Sedan2Door_-20_20_-20_0_20_160_60_450:gt ['-20', '20', '-20', '0', '20']:pred [14.281716  13.5664425 20.         0.        29.924328 ]
Sedan2Door_-20_0_0_0_20_240_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.        2.907746  0.        0.       32.524567]
Hatchback_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [21.857988  14.555857   2.1057146  0.        27.985777 ]
Sedan4Door_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [14.202205 20.       11.529917 20.       20.108492]
Hybrid_-20_20_0_20_0_160_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.       26.765013  0.       20.        0.      ]
Hybrid_0_20_-20_0_0_320_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 1.9167696 28.387905  20.         0.         1.1304374]
Sedan2Door_0_20_0_0_20_0_20_400:gt ['0', '20', '0', '0', '20']:pred [ 1.9094135 20.         0.         0.        20.       ]
Suv_0_0_-20_0_0_160_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        16.818487   2.9437363 21.87723    0.       ]
Sedan2Door_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 5.948244 18.38731  11.658019 26.660704  4.017124]
Hatchback_0_0_0_0_20_160_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.       18.145483  0.        9.356723 20.      ]
Sedan2Door_-20_20_-20_0_0_0_20_400:gt ['-20', '20', '-20', '0', '0']:pred [10.965563 20.       20.        0.        0.      ]
Suv_0_20_-20_0_0_0_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 3.4120898 32.47131   19.22858    7.6288238 15.110044 ]
Suv_0_0_0_20_20_240_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        8.342703  0.       31.455095 33.853806]
Hatchback_-20_20_0_0_20_160_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.        18.716883   0.         1.8864486 20.       ]
Sedan4Door_-20_0_0_0_0_160_60_400:gt ['-20', '0', '0', '0', '0']:pred [11.488204  20.360525   6.8532953 15.911442  32.745438 ]
Hatchback_-20_20_-20_0_0_240_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        8.300858 20.        8.371019  8.599671]
Hatchback_0_0_-20_20_0_240_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.       10.987369 20.       21.128878 13.317904]
Hatchback_0_20_-20_20_0_0_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 4.52562  31.334055 32.336685 18.540638 28.641174]
Sedan4Door_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 9.99332  10.590245 17.630276 47.38608  31.326527]
Hatchback_0_20_0_0_20_0_60_450:gt ['0', '20', '0', '0', '20']:pred [ 2.9300358 37.755196   7.4554367 23.928087  14.349341 ]
Sedan4Door_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 4.544791 28.299011 16.858006 39.8624   23.519842]
Hatchback_0_20_-20_0_20_240_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.        11.033295  15.2108965 13.449332  14.673035 ]
Sedan2Door_-20_0_0_20_20_320_60_400:gt ['-20', '0', '0', '20', '20']:pred [ 2.6058207  4.0540185 13.493124  51.817432  37.87327  ]
Sedan4Door_-20_20_-20_20_0_80_60_400:gt ['-20', '20', '-20', '20', '0']:pred [ 7.007246 14.709546 26.266073 32.19293  36.95981 ]
Sedan4Door_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 3.751907   0.         2.3679063  0.        20.       ]
Hybrid_0_20_-20_0_0_240_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 7.9345813  1.3459474  6.798683  11.205909   3.9787428]
Suv_-20_20_-20_0_20_240_60_450:gt ['-20', '20', '-20', '0', '20']:pred [10.976594  7.697249 33.806408 36.97148  14.977742]
Suv_0_20_-20_20_0_0_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 4.169763 20.       23.500177 20.        0.      ]
Hatchback_-20_0_-20_20_20_240_60_400:gt ['-20', '0', '-20', '20', '20']:pred [ 8.418317   7.1902475 18.896889  13.731536   8.542082 ]
Hatchback_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [14.250233  0.        4.602256  0.        5.217915]
Sedan4Door_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [22.262457 29.370472  0.       23.210978 17.88861 ]
Hatchback_0_0_0_20_20_160_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.       11.036185  0.       31.979992 20.      ]
Sedan4Door_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [ 5.929768 12.658674 17.485897 18.941845 11.612542]
Sedan2Door_0_0_-20_0_20_160_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 8.7762375 10.024292  22.578617   3.3076038  4.2787895]
Hatchback_0_20_-20_0_20_320_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.8939688 20.        28.886784   0.        43.970642 ]
Sedan2Door_0_20_-20_20_0_80_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.45918185 20.          3.0036373  20.          0.        ]
Hatchback_-20_20_0_0_0_320_60_450:gt ['-20', '20', '0', '0', '0']:pred [18.01175  26.793192  6.089102  7.910368  8.664517]
Sedan2Door_0_0_0_20_0_320_20_400:gt ['0', '0', '0', '20', '0']:pred [10.744041   0.         0.        20.         3.4177623]
Suv_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.81854886 20.         22.320137    0.          0.74356866]
Suv_0_20_-20_20_20_80_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.3514886 13.718744  18.163067  29.161531  36.51278  ]
Suv_0_20_0_20_0_0_60_450:gt ['0', '20', '0', '20', '0']:pred [ 2.4183397 26.408209  14.180712  20.978928  32.419792 ]
Sedan4Door_-20_0_-20_20_0_80_20_450:gt ['-20', '0', '-20', '20', '0']:pred [26.047613  0.       30.571568 20.        0.      ]
Sedan2Door_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [ 1.8589361 16.671644   0.        20.        45.112305 ]
Sedan2Door_0_20_0_20_0_80_20_400:gt ['0', '20', '0', '20', '0']:pred [ 3.430786 20.        0.       20.        0.      ]
Sedan4Door_-20_20_0_0_20_0_60_450:gt ['-20', '20', '0', '0', '20']:pred [13.5298    31.34884    6.3235006 20.406261  15.011122 ]
Hatchback_0_20_-20_20_20_320_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 1.695633  32.93381    7.8256674 24.809872  11.947819 ]
Hybrid_0_20_-20_20_0_80_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 1.3552842 20.        20.        20.         0.       ]
Hybrid_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 0.9860546  4.9155393  2.4637785 12.553237  36.05397  ]
Sedan2Door_-20_20_-20_0_20_160_60_400:gt ['-20', '20', '-20', '0', '20']:pred [ 9.811949  15.946993  11.647039   4.9411125 12.944569 ]
Hatchback_0_0_-20_0_0_80_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.0553293  0.        32.041462   0.         0.       ]
Hatchback_-20_20_-20_20_0_240_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       15.112413 20.       32.822044  8.32658 ]
Hatchback_0_0_0_20_20_240_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        8.985412  0.       46.8269   32.298744]
Sedan4Door_-20_20_-20_20_20_160_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.       14.271307 11.405494 33.447292 15.447196]
Suv_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [16.555159  20.         5.0883727 20.         0.       ]
Sedan2Door_0_0_0_0_0_0_20_450:gt ['0', '0', '0', '0', '0']:pred [2.7472281  0.         0.63518125 0.         0.        ]
Sedan4Door_0_20_0_0_20_80_60_450:gt ['0', '20', '0', '0', '20']:pred [ 0.48426843 10.989702    4.4021297  31.474302   20.120937  ]
Hatchback_-20_0_-20_0_20_240_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.        6.732217 20.       26.645395 44.602894]
Sedan4Door_0_0_0_20_0_80_20_400:gt ['0', '0', '0', '20', '0']:pred [ 3.503056  0.        0.       20.        0.      ]
Sedan2Door_-20_20_-20_0_0_160_60_400:gt ['-20', '20', '-20', '0', '0']:pred [ 5.70384   14.918056  20.         7.9640803 38.66084  ]
Hybrid_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 0.9477838 13.597994  15.873608   9.53566   13.760008 ]
Hatchback_0_0_-20_20_20_80_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.910005  0.       27.659815 20.       20.      ]
Hybrid_0_20_-20_0_20_80_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 5.3877907 20.        20.         0.        20.       ]
Sedan2Door_-20_0_0_20_20_320_60_450:gt ['-20', '0', '0', '20', '20']:pred [ 2.7876396 14.625171   7.181573  38.86699   17.12472  ]
Sedan2Door_0_0_-20_0_0_0_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 2.5619898  9.780524   5.1136727 11.246702   3.1850364]
Sedan4Door_0_0_-20_20_20_80_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 8.041753   7.4888372 15.087492  33.029087  47.73442  ]
Hatchback_-20_20_-20_20_20_80_20_450:gt ['-20', '20', '-20', '20', '20']:pred [ 8.366486 20.       21.596277 20.       20.      ]
Sedan4Door_-20_20_-20_20_20_320_60_450:gt ['-20', '20', '-20', '20', '20']:pred [10.577251 41.367474 19.272972 26.870584 31.930492]
Suv_-20_0_-20_20_0_160_60_400:gt ['-20', '0', '-20', '20', '0']:pred [16.515194   6.16276   14.915906  47.682877   7.1309257]
Hatchback_0_20_0_0_0_160_60_400:gt ['0', '20', '0', '0', '0']:pred [23.170628 14.96635  12.977355 31.580372 21.244986]
Sedan2Door_0_0_-20_0_20_320_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 2.641482  26.15485    2.4865274 19.489368  19.696714 ]
Hybrid_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [11.388613  20.         0.        20.         0.9978355]
Suv_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [ 4.247298 12.439465  0.       38.255306 12.196282]
Sedan2Door_-20_20_0_20_0_80_60_400:gt ['-20', '20', '0', '20', '0']:pred [ 5.5160027  9.147803   7.087599  45.96216   27.811314 ]
Suv_-20_0_0_20_0_80_60_450:gt ['-20', '0', '0', '20', '0']:pred [20.337809   5.3182864  4.596539  22.449053  43.132866 ]
Sedan4Door_-20_0_0_0_20_160_20_400:gt ['-20', '0', '0', '0', '20']:pred [ 6.2576036 21.273283   9.076193  33.6834    52.513977 ]
Sedan4Door_0_20_0_0_20_160_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.       25.522495  0.       15.704382 20.      ]
Hatchback_0_0_0_0_0_80_20_450:gt ['0', '0', '0', '0', '0']:pred [2.6194675 0.        5.660667  3.2470505 0.       ]
Sedan4Door_-20_20_0_0_0_240_20_450:gt ['-20', '20', '0', '0', '0']:pred [20.       28.292324  0.       15.119276 33.494354]
Suv_0_20_0_20_0_80_20_450:gt ['0', '20', '0', '20', '0']:pred [ 4.048258 20.        0.       20.        0.      ]
Sedan4Door_0_0_0_20_20_80_20_400:gt ['0', '0', '0', '20', '20']:pred [ 3.601679  0.        0.       20.       20.      ]
Sedan2Door_-20_20_-20_0_0_0_60_450:gt ['-20', '20', '-20', '0', '0']:pred [ 8.487068 23.831104 20.       14.054898 24.543314]
Suv_-20_20_0_20_0_0_20_400:gt ['-20', '20', '0', '20', '0']:pred [24.9791    20.         0.5082894 20.         0.       ]
Hatchback_-20_0_-20_20_20_240_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.       10.555361 20.       27.739347 36.16548 ]
Hybrid_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [ 5.452921   7.5928545 25.567427   9.926016   7.874129 ]
Hatchback_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [11.486346 20.        4.835412 20.       11.993198]
Sedan4Door_-20_0_-20_20_20_240_60_450:gt ['-20', '0', '-20', '20', '20']:pred [24.982592  3.861768 22.814718 25.023172 21.057554]
Suv_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       28.24047  20.       21.122147 44.046867]
Hybrid_0_20_-20_20_20_320_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.6903575 22.17034    1.9097594 31.279428  10.65045  ]
Hybrid_-20_0_0_20_0_0_60_400:gt ['-20', '0', '0', '20', '0']:pred [13.00936    0.         0.        12.186827   5.8069086]
Suv_-20_0_-20_20_0_160_60_450:gt ['-20', '0', '-20', '20', '0']:pred [ 5.5736084  9.09052   15.162161  22.662119  50.724243 ]
Sedan4Door_0_20_-20_20_20_160_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       16.07862   8.464676 21.361757 31.486265]
Hatchback_-20_0_0_20_20_240_60_400:gt ['-20', '0', '0', '20', '20']:pred [ 8.786803 12.302461 18.170895 12.980018 32.910606]
Sedan4Door_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.8961135 20.         3.664782   0.        20.       ]
Sedan4Door_0_0_0_20_0_320_20_400:gt ['0', '0', '0', '20', '0']:pred [16.50492    0.         1.3270139 20.        35.940334 ]
Sedan4Door_0_0_-20_0_0_320_20_400:gt ['0', '0', '-20', '0', '0']:pred [12.341032  0.       15.435428  0.        6.111901]
Sedan4Door_0_20_0_0_0_80_60_400:gt ['0', '20', '0', '0', '0']:pred [ 2.6827378  8.678945   9.760865   5.5976114 40.33809  ]
Sedan4Door_-20_0_0_0_0_0_20_450:gt ['-20', '0', '0', '0', '0']:pred [18.87862   0.        5.996207  0.        0.      ]
Hybrid_-20_0_0_0_20_0_60_400:gt ['-20', '0', '0', '0', '20']:pred [ 4.537395 20.416656  0.       13.316719  9.975745]
Suv_-20_20_-20_0_20_320_60_400:gt ['-20', '20', '-20', '0', '20']:pred [ 8.801793 27.968056 19.72878  32.362396 23.238756]
Hybrid_0_20_0_0_20_160_60_450:gt ['0', '20', '0', '0', '20']:pred [5.061381  5.193813  9.723338  2.3418448 7.6819797]
Sedan4Door_0_20_-20_0_20_0_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.4141045 22.094492  16.170029   0.        33.913967 ]
Hybrid_-20_20_-20_0_0_80_60_400:gt ['-20', '20', '-20', '0', '0']:pred [14.779872  10.136342   4.2927685 28.05101   37.931786 ]
Suv_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [ 3.8976936 27.951536  16.556038  21.376352  15.627519 ]
Suv_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 5.479681 18.836208 34.883343 21.89473  11.4383  ]
Hatchback_0_20_0_0_20_240_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       11.155484  0.       20.060396 47.715538]
Sedan2Door_-20_0_0_0_20_80_60_450:gt ['-20', '0', '0', '0', '20']:pred [18.780264  6.893021  9.919559 47.21572  37.39091 ]
Sedan2Door_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 5.6041117 20.799126  27.622253  36.450188  13.695946 ]
Suv_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.0957968 20.        20.611273  20.        10.201708 ]
Hybrid_0_20_0_20_20_240_60_450:gt ['0', '20', '0', '20', '20']:pred [19.22535   6.27956   0.       17.166811 12.002195]
Suv_-20_20_-20_0_0_240_60_400:gt ['-20', '20', '-20', '0', '0']:pred [17.814358  19.721647  20.         8.767333   6.6426764]
Hatchback_-20_0_0_20_20_0_60_400:gt ['-20', '0', '0', '20', '20']:pred [14.264992 10.509428 12.943095 20.60752  15.62347 ]
Hatchback_-20_0_-20_20_0_80_60_400:gt ['-20', '0', '-20', '20', '0']:pred [15.619902  5.570284 26.71698  34.283524 38.610237]
Sedan4Door_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [ 2.0033247 13.639062   9.235724  21.11938   14.28267  ]
Sedan2Door_0_20_-20_0_0_80_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.6799783 13.160398   4.8639402 42.873333  51.970383 ]
Suv_0_0_-20_20_0_80_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 5.093121  0.       36.639095 20.        0.      ]
Hybrid_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 4.3992896  11.002109   17.651752    0.          0.19139653]
Suv_-20_0_-20_20_20_0_20_450:gt ['-20', '0', '-20', '20', '20']:pred [21.73787   0.       21.342901 20.       20.      ]
Hybrid_0_0_0_20_20_240_60_450:gt ['0', '0', '0', '20', '20']:pred [ 5.1251206  4.192525  10.463237  18.742004   4.7985716]
Sedan4Door_-20_20_0_0_0_160_60_400:gt ['-20', '20', '0', '0', '0']:pred [18.442936 29.863773  0.       25.996891 10.61897 ]
Sedan2Door_0_0_0_0_0_240_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.         4.00629    0.         6.2164507 10.416742 ]
Suv_0_0_-20_0_20_80_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 2.0745823  1.4800605 22.742392  50.11731   25.698748 ]
Suv_-20_20_0_0_20_80_60_400:gt ['-20', '20', '0', '0', '20']:pred [ 7.6438274  4.338838   4.9727364 36.519478  31.347893 ]
Suv_0_0_0_0_20_320_20_400:gt ['0', '0', '0', '0', '20']:pred [11.262909   0.         1.5389302  0.        38.9102   ]
Sedan4Door_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [17.891035  5.952419 25.90646  18.33627  17.739666]
