7dac31838b627748eb631ba05bd8dfe_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [13.406195 21.326334 20.       20.       40.      ]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.         0.9972863 20.        20.        15.986015 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       25.574125 40.       20.       16.376545]
825fb860d71c78a477c771b4b7eed82c_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [ 3.3860867  6.882673  20.        20.        40.       ]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [25.033213   2.3674679  2.2027168 13.027923  16.815796 ]
216d910f71942f205df3c6413d40ccb2_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       16.703783 40.       20.       20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [27.076353 13.611692 26.629662 30.677555 16.196215]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [26.841846 12.345651 34.1406   11.324164 15.355362]
86c8a3137a716d70e742b0b5e87bec54_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       20.812025 40.       20.        8.452924]
9d2b7938d426633b28044fe9244db50a_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [20. 40. 20. 20. 20.]
a387407d49e209fdeea60824a43a0b_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       31.200203 20.       25.985258 32.913925]
c61ec8875746ab78227375499b768057_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [23.35178   9.490104 40.       20.       20.676125]
825fb860d71c78a477c771b4b7eed82c_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [20.236094 17.587696 40.       20.       16.880032]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.         1.9290782 20.         1.4445164  8.56398  ]
9d2b7938d426633b28044fe9244db50a_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [40. 20. 40. 40. 20.]
7dac31838b627748eb631ba05bd8dfe_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.     22.1474 20.     40.     20.    ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [28.833887  20.72281    5.7152944 26.84756   20.       ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [29.65456  32.09454  38.192394 40.       40.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [20.378849 22.344353 20.       20.        9.795573]
825fb860d71c78a477c771b4b7eed82c_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [20.         1.8326263 20.        40.        10.009834 ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       30.318787 20.       20.       34.289047]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [11.052847 28.125807 20.       20.       20.      ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [23.811104 27.89892  20.       20.       40.      ]
5e87b04efd58cc8922412d2a728de1d5_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.          0.87579256 40.         20.         13.821596  ]
7c46bfff2f90f11044592db9be5db5c8_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [32.850864 36.277348 40.       40.       42.115982]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [35.875603 31.66101  40.177025 24.785135 30.483753]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       17.453945 40.       20.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [12.782687 18.118643 40.       40.        8.358027]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [11.414116  8.264018 40.       20.       19.025967]
7dac31838b627748eb631ba05bd8dfe_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [24.465794 12.971711 20.       40.       20.      ]
9d2b7938d426633b28044fe9244db50a_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [40. 40. 20. 40. 40.]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       32.352066 40.       20.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       23.92184  20.       20.       22.969027]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.         1.6531572 20.        40.        20.       ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [21.781366 25.234108 20.       40.       30.648516]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [27.52111   3.089962 20.       40.       40.      ]
825fb860d71c78a477c771b4b7eed82c_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [30.40087 18.53897 20.      40.      20.14338]
4f17af1ca7ae689d409b2c4484d833cc_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [16.498783  8.574638 40.       40.       23.720718]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       11.933938 40.       20.       40.635616]
923007b377bb1cab473f10e6caaeca56_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       21.065723 40.       40.       40.      ]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       21.427511 40.       20.       21.40016 ]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [26.663038  16.303034   2.7618966 10.25201   25.50861  ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [24.85958  27.094635 20.       40.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [30.04298   2.194335 40.       40.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [21.124424  31.439058   3.5167272 20.        40.       ]
9d2b7938d426633b28044fe9244db50a_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [20. 20. 20. 20. 20.]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       15.775505 40.       40.       25.151003]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [14.55851  22.097214 20.       40.       20.      ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [17.037775  3.146482 20.       40.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.       13.460028 20.       20.       24.077787]
7c46bfff2f90f11044592db9be5db5c8_40_40_40_20_20_80_80_400:gt ['40', '40', '40', '20', '20']:pred [21.143383 22.918407 40.       20.       20.      ]
923007b377bb1cab473f10e6caaeca56_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       16.822283 20.       20.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.         5.8463364 20.         5.610951   9.602822 ]
9c827e532de4967285089a13cc567dbd_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [ 9.40699  25.098202 40.       20.       20.      ]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        20.        20.        20.         2.6455512]
6265f0745d3f40546bcd32c43682e841_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       29.856586 20.       40.       40.      ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [20.         1.3974361  4.3810115 39.591606  20.       ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [18.3693     4.9633884 40.        40.        40.       ]
216d910f71942f205df3c6413d40ccb2_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [40.        15.9333315 20.        40.        40.       ]
a387407d49e209fdeea60824a43a0b_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [31.271374 14.729385  9.150732 49.49628  20.      ]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.          0.43356642 40.         40.         20.        ]
9c827e532de4967285089a13cc567dbd_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [ 5.452912 28.08913  40.       40.       40.      ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 8.671797  20.622894   2.0063338 27.273201  40.       ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [20.      34.66091 20.      40.      40.     ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.        7.333369 40.       20.       33.68924 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       21.522205 40.       20.       40.      ]
825fb860d71c78a477c771b4b7eed82c_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [25.652063 13.330177 40.       40.       23.107279]
a387407d49e209fdeea60824a43a0b_40_40_20_40_40_160_80_400:gt ['40', '40', '20', '40', '40']:pred [40.801052 32.585285 34.846924 37.02985  30.746967]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [34.467377   6.0248046 20.        20.        20.       ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [14.457082   7.0984507 20.        40.        40.       ]
1790131f5f74b1ed973aff268eb6b00c_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [20.       11.076004 20.        4.263681 40.      ]
923007b377bb1cab473f10e6caaeca56_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [24.728758 31.425325 20.       40.       20.      ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [26.0157     7.1416054  2.7913692 31.989742  40.       ]
6265f0745d3f40546bcd32c43682e841_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [24.468136 23.293842 20.       40.       40.      ]
825fb860d71c78a477c771b4b7eed82c_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [23.220076 19.425173 40.       40.       40.      ]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [16.3142   39.776165 20.       20.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.        15.361061  40.         1.6332974 20.       ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [27.429409 13.438496 20.       40.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       12.170429 40.       20.       10.486995]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [ 8.34501   5.121783 40.       20.       20.      ]
216d910f71942f205df3c6413d40ccb2_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       26.031183 20.       20.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [16.535707 15.045022 20.       20.       25.66451 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [27.159706 20.2569   40.       20.       20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.       34.814182 20.       40.       26.168133]
cde88b5900e8dfba725a7749daae1afa_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       15.716051 40.       20.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [16.577974 23.564295 40.       20.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [ 3.2379391 25.323463  20.        20.        20.       ]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [10.185357  18.607725   2.2716646 23.613102  20.       ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [24.857735  9.800225  9.459085 21.970543 20.      ]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [26.85994 26.29556 40.      40.      20.     ]
a387407d49e209fdeea60824a43a0b_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [14.016538 43.440983 15.728268 20.       20.      ]
923007b377bb1cab473f10e6caaeca56_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [27.258055 10.828987 20.       20.       40.      ]
cde88b5900e8dfba725a7749daae1afa_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [29.340494 10.35673  20.       40.       40.      ]
c61ec8875746ab78227375499b768057_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.       17.308828 20.       40.        3.374364]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.      35.88705 40.      21.61447 20.     ]
9c827e532de4967285089a13cc567dbd_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.       7.59996 40.      40.      20.     ]
c61ec8875746ab78227375499b768057_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.        8.568925 40.       40.       10.606262]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [33.701855   6.0707006 40.        20.        40.       ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [25.305628 34.775986 20.       20.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       25.920094 40.       20.       26.917728]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [31.748413 12.949545 37.466442 43.950207 19.851307]
d72ffa185738bccd10b75223b5be6dbb_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.      12.87238 40.      20.      20.     ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       14.381986 20.       20.        9.156248]
ffe0a5b165461eb66a2345809e2bb169_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [23.316504   2.065751   3.8550684 14.475353  17.134382 ]
4ac021653126a29e98618a1ba17f086b_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       25.898869 40.       20.       34.861874]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [12.700259 24.467678 23.673084 26.244072 20.755764]
9c827e532de4967285089a13cc567dbd_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [18.051796 31.90028  40.       40.       20.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       45.349735 40.       29.431269 26.09328 ]
9c827e532de4967285089a13cc567dbd_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [12.210219 19.321365 20.       20.       20.      ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [25.951136  9.026691 18.599321 19.16388  19.76263 ]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [11.26579  15.615946  8.104997 17.949007 26.733505]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [32.52229  26.50988  11.801347 12.450474 25.582518]
9c827e532de4967285089a13cc567dbd_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [ 4.4210696 18.49078   40.        40.        40.       ]
9c827e532de4967285089a13cc567dbd_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [14.167863 30.890923 40.       40.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [29.88248  13.584579 40.       40.       20.      ]
1a64bf1e658652ddb11647ffa4306609_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.       18.838963 20.       28.697256 27.43733 ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [23.95743  31.367937 40.       20.       31.021095]
12f2905dc029f59a2479fbc7da5ed22b_40_40_20_20_20_80_40_400:gt ['40', '40', '20', '20', '20']:pred [25.810616  2.906088 20.       20.       20.      ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       21.188675 20.       40.       40.      ]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [20.064383 15.043561 20.       40.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [17.15399  15.39974  40.       20.       23.968624]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [21.48544    0.9228529 40.        40.        20.       ]
ffe0a5b165461eb66a2345809e2bb169_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [40.141766 40.756866 11.185526 19.424557  8.412365]
d0cf2f187acda5736be7348aa770e4ca_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [20.928082  19.03873    1.1792518 20.        20.       ]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [25.956963  9.244381 20.       40.       26.153332]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [36.2773   39.623703 20.       40.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.       13.050594 20.       40.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [ 8.334226 35.249886 20.       40.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [10.6365795 33.639977  40.        40.        40.       ]
cde88b5900e8dfba725a7749daae1afa_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [30.12828   9.118137 40.       20.       20.      ]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [ 4.884553 17.570091 40.       20.       31.098133]
5ec3322293a39816ad7e7cea4034d226_40_20_40_40_40_160_40_400:gt ['40', '20', '40', '40', '40']:pred [40.       13.945091 40.       40.       12.476968]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [23.408245 16.143011 20.       40.       20.      ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [17.428837  7.01232  40.       20.       20.      ]
216d910f71942f205df3c6413d40ccb2_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [26.019302 25.997263 20.       40.       40.      ]
