70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [33.386055   7.6558614 40.        40.        14.459921 ]
a387407d49e209fdeea60824a43a0b_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 4.117103   3.5195572 12.903078   8.361949   8.24842  ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [32.587654 26.11886  40.       20.       20.      ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [19.540516 12.976735 17.34432  12.824227  5.785036]
216d910f71942f205df3c6413d40ccb2_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [15.179647  9.763319 20.       40.       40.      ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [25.250994 14.599792 33.32408  20.       27.933477]
c61ec8875746ab78227375499b768057_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       11.340691 20.       40.        6.94238 ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [27.12591  23.758503 40.       20.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [ 4.742467   1.2882366 40.        40.        20.       ]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [11.340673   2.1122139 40.        20.        20.       ]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [ 5.280572  6.218983 20.       40.       20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [14.240809 14.444095 20.       40.       28.890823]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [26.663288 32.061153 20.       20.       14.398701]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [13.732811  3.173458 40.       40.       20.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [23.70277   13.873154   3.2659442  0.7951288 18.281847 ]
4458ed2a746e61a3b11647ffa4306609_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.         6.9524875 40.        20.        40.       ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 7.663029   2.5157423 20.        40.        40.       ]
1a64bf1e658652ddb11647ffa4306609_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [40.        23.227482  40.        20.         2.6906407]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [29.498146 21.34878  21.18202  20.       20.      ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       23.114637 20.       20.       36.641068]
86c8a3137a716d70e742b0b5e87bec54_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [20.49512  28.781988 13.903764 12.774188  3.952239]
825fb860d71c78a477c771b4b7eed82c_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [25.755823   3.0612214 40.        40.        40.       ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [16.268347  3.244705 20.       20.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [20.         1.5974491 40.        20.        21.98501  ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_40_40_40_80_80_400:gt ['40', '20', '40', '40', '40']:pred [19.518772 16.04162  40.       40.       40.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         1.8895034 40.        20.        40.       ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20. 20. 20. 40. 20.]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [40.      21.89717 20.      20.      20.     ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [10.543249 13.313639 40.       20.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [41.568745 38.098316 20.       20.       40.      ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        8.391285 20.       20.        6.463631]
5e87b04efd58cc8922412d2a728de1d5_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [ 8.617879  9.84721  13.483261  5.096526 13.858248]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       15.880909 20.       20.       32.781933]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [18.909214 20.82944  40.       40.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       29.77378  20.       40.       34.540184]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [12.952069 15.369503 40.       20.       18.293816]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [33.117622 37.382023 40.       40.       40.      ]
825fb860d71c78a477c771b4b7eed82c_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.      20.      20.      40.      37.02669]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [12.547094   8.8736315 40.        20.        43.0877   ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [28.626291 24.633776 20.       40.       29.965857]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [22.084993   2.2772381 40.        20.        20.       ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [20.099018 29.491014 36.0285   40.       20.      ]
9d2b7938d426633b28044fe9244db50a_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [40. 40. 20. 20. 40.]
216d910f71942f205df3c6413d40ccb2_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [16.171852 15.939464 20.       40.       20.      ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       28.724398 20.       40.       38.3691  ]
9d2b7938d426633b28044fe9244db50a_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [20. 20. 40. 40. 40.]
cde88b5900e8dfba725a7749daae1afa_40_40_20_40_40_160_80_400:gt ['40', '40', '20', '40', '40']:pred [27.439938 32.162365 20.       40.       40.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.         2.8789635 40.        20.        17.172722 ]
1a64bf1e658652ddb11647ffa4306609_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        13.540952  20.        20.         1.1651336]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [ 8.024661   1.2110012 20.        20.        40.       ]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.        4.171494 20.       20.       23.29101 ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [28.090357 33.127228 40.       20.       20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [24.038656  28.927198  11.127293   6.3478746  9.530617 ]
6265f0745d3f40546bcd32c43682e841_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [17.502483 14.926377 20.       40.       20.      ]
9c827e532de4967285089a13cc567dbd_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       23.441807 40.       20.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       24.848692 40.       40.       38.834534]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [12.587563  9.157653 20.       20.       30.743   ]
cde88b5900e8dfba725a7749daae1afa_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [40.       13.227687 20.       40.       40.      ]
9d2b7938d426633b28044fe9244db50a_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20. 20. 40. 40. 20.]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.         2.6230626 40.        40.        20.918015 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [23.76456   8.568568 40.       40.       20.      ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.         1.6138324 40.        40.        40.       ]
4ac021653126a29e98618a1ba17f086b_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [ 6.1957293 16.194006  40.        20.        40.89704  ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [18.669165 15.002659 15.845856 15.986116 20.      ]
4ac021653126a29e98618a1ba17f086b_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [ 6.4046836 24.461908  40.        20.        36.298885 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       40.483887 23.378017 40.       20.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.         7.0687275 20.        20.        20.       ]
a115d534edec6f89afe1d4530f4c6e24_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [21.968885   2.3409183 20.        40.        40.       ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [32.808186 33.144543 40.       20.       20.      ]
7dac31838b627748eb631ba05bd8dfe_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [30.465002   3.6506548 20.        40.        20.       ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [32.33637 25.88692 40.      20.      40.     ]
9d2b7938d426633b28044fe9244db50a_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [40. 40. 40. 20. 20.]
6265f0745d3f40546bcd32c43682e841_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [28.687357 19.564657 40.       40.       20.      ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [32.881413 17.995974 40.       40.       20.648096]
1a64bf1e658652ddb11647ffa4306609_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 8.879159 14.123733 10.814245  8.993929 16.412762]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [21.93745  29.134861 30.187977 20.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [20.621023 16.111113 40.       20.       14.888028]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [11.944941  5.501151 20.       40.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [ 7.939641   2.6469257 20.        20.        45.096905 ]
9c827e532de4967285089a13cc567dbd_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 4.0571203 21.90563   40.        40.        20.       ]
5e87b04efd58cc8922412d2a728de1d5_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [30.697792 17.121784 15.476011 10.956624 24.995245]
1a64bf1e658652ddb11647ffa4306609_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       27.463743 20.       19.032948 25.152216]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [33.693573 34.105522 40.       40.       40.      ]
5ec3322293a39816ad7e7cea4034d226_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [11.089031 10.024816 20.       20.       13.34977 ]
7dac31838b627748eb631ba05bd8dfe_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [20.         0.8799756 40.        40.        40.       ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [17.965372 14.900606 40.       20.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [13.432206 12.615043 40.       20.       30.869194]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 6.107004 12.683139 20.       40.       36.034027]
923007b377bb1cab473f10e6caaeca56_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [31.261665 39.16719  40.       40.       40.      ]
1a64bf1e658652ddb11647ffa4306609_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [20.567389 25.472881 29.70216  24.755737 20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [24.427462 24.170063 23.518787 28.358395 40.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [14.63235  13.634098 10.934891  4.383627 20.865385]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [30.449875 28.110453 40.       40.       34.92066 ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.         20.778059   20.          9.032784    0.29403764]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 3.0615869  2.4251084 10.6460495  1.5356872  9.019494 ]
12f2905dc029f59a2479fbc7da5ed22b_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.        18.262596  40.        20.         7.7833405]
c61ec8875746ab78227375499b768057_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       13.528308 40.       40.       17.675516]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.      20.51511 20.      40.      40.     ]
7dac31838b627748eb631ba05bd8dfe_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 3.716641 17.37803  20.       40.       20.      ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [15.569043 32.697815 20.       40.       27.169264]
5ec3322293a39816ad7e7cea4034d226_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [16.69989    4.4115853 20.        20.        20.       ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       13.023492 40.       20.       20.      ]
c61ec8875746ab78227375499b768057_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [25.371618 29.119698 40.       20.       15.855033]
5e87b04efd58cc8922412d2a728de1d5_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [25.629482 23.611298 25.795588 25.383327 40.      ]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [12.62611    1.1063219  4.216743  11.067873  40.       ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       22.572598 20.       20.       36.08709 ]
6265f0745d3f40546bcd32c43682e841_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [14.206178   1.1552279 40.        40.        40.       ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       21.659847 20.       40.       36.805824]
a387407d49e209fdeea60824a43a0b_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [17.81284  16.055307 14.56064  19.693045 20.      ]
fabcb04fc015f822ca8bf2993ca245b_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [35.160797 39.431183 18.480421 40.       40.      ]
5ec3322293a39816ad7e7cea4034d226_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [23.079912  14.633539  20.        40.         5.2863793]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       27.838757 40.       20.       40.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [28.556461 18.732838 20.       20.       20.      ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [33.379227 33.023064 20.       20.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        9.362236 20.       20.       20.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [25.127996 32.888252 20.       20.       40.      ]
6265f0745d3f40546bcd32c43682e841_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [23.902557  3.519143 20.       20.       40.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [17.2665   7.35273 40.      20.      42.48788]
cde88b5900e8dfba725a7749daae1afa_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [18.96993  11.296725 40.       40.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [ 3.0806615  4.7180114 20.        40.        34.603848 ]
9c827e532de4967285089a13cc567dbd_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       18.942415 40.       40.       40.      ]
9c827e532de4967285089a13cc567dbd_40_40_20_20_20_80_40_400:gt ['40', '40', '20', '20', '20']:pred [12.696302   5.8501105 20.        20.        20.       ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       25.103603 40.       40.       37.566692]
6265f0745d3f40546bcd32c43682e841_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       11.339569 20.       20.       40.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.        3.952505 20.       40.       18.153461]
7dac31838b627748eb631ba05bd8dfe_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [16.948242 16.830702 20.       20.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.      17.56003 20.      20.      23.29835]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [23.484846 26.466175 40.       40.       20.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [22.445772 12.185836 40.       40.       40.      ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [40.      20.      40.      40.      42.10826]
6265f0745d3f40546bcd32c43682e841_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [13.974824   1.3520318 20.        40.        40.       ]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [35.463963 26.410242 20.       20.       40.      ]
cde88b5900e8dfba725a7749daae1afa_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.      29.25602 20.      40.      20.     ]
12f2905dc029f59a2479fbc7da5ed22b_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         8.768841  40.        20.         7.6092014]
