hybrid_0_0_-20_20_40_240_40_450:gt ['0', '0', '-20', '20', '40']:pred [ 8.109364  0.       11.737897 13.848763 40.      ]
hatchback_-20_40_-20_40_40_0_40_450:gt ['-20', '40', '-20', '40', '40']:pred [20.       36.45143  20.        6.114399 40.      ]
hybrid_0_20_-20_20_0_320_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.        20.        16.862503   4.6757774  0.       ]
sedan2door_-20_0_0_40_40_360_80_450:gt ['-20', '0', '0', '40', '40']:pred [20.        0.       26.378176 17.557503 40.      ]
hybrid_-40_40_0_40_40_360_40_450:gt ['-40', '40', '0', '40', '40']:pred [40.       45.806324 14.571967 11.317936 40.      ]
hybrid_0_40_-20_20_20_160_60_450:gt ['0', '40', '-20', '20', '20']:pred [ 9.971171 40.       24.890837  9.164129 20.      ]
hybrid_0_0_0_0_20_240_80_400:gt ['0', '0', '0', '0', '20']:pred [ 0.        0.       14.787904 10.421651 20.      ]
hybrid_-40_40_-40_20_20_200_40_400:gt ['-40', '40', '-40', '20', '20']:pred [23.947983 40.       42.923664 16.423056 20.      ]
hatchback_0_40_-40_0_0_280_40_450:gt ['0', '40', '-40', '0', '0']:pred [ 0.       40.       40.       10.400797  0.      ]
sedan4door_-40_40_0_20_40_360_20_400:gt ['-40', '40', '0', '20', '40']:pred [40.         8.287002   0.         1.2878487 38.68358  ]
hybrid_0_20_-20_20_40_200_60_450:gt ['0', '20', '-20', '20', '40']:pred [14.139571 20.       11.971142 13.640137 40.      ]
hybrid_0_40_0_0_40_280_20_400:gt ['0', '40', '0', '0', '40']:pred [ 4.4878163 14.503557   5.8995867 16.732595  40.       ]
sedan4door_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.         5.9830036 20.         5.2946696 20.       ]
suv_0_0_-40_40_0_40_20_450:gt ['0', '0', '-40', '40', '0']:pred [ 0.        29.430614  40.        17.219395   3.1863804]
sedan4door_0_20_-40_40_20_0_20_400:gt ['0', '20', '-40', '40', '20']:pred [ 0.       11.736967 40.        2.750246 18.508488]
hatchback_0_20_-40_20_40_320_80_400:gt ['0', '20', '-40', '20', '40']:pred [ 0. 20. 40. 20. 40.]
hatchback_0_20_0_20_20_120_60_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       20.       26.941744 20.       20.      ]
sedan2door_-20_0_-40_0_20_360_80_400:gt ['-20', '0', '-40', '0', '20']:pred [20.        0.       22.500645 18.542612 20.      ]
suv_-20_20_-40_0_0_120_40_400:gt ['-20', '20', '-40', '0', '0']:pred [27.245718  20.        19.141716   0.         2.7695212]
sedan4door_-40_20_-20_40_0_280_20_400:gt ['-40', '20', '-20', '40', '0']:pred [40.       42.673576 20.        9.029106  0.      ]
hybrid_-40_0_-40_0_20_280_60_400:gt ['-40', '0', '-40', '0', '20']:pred [40.        0.       21.29813  12.499086 20.      ]
suv_-40_40_-20_20_20_280_60_450:gt ['-40', '40', '-20', '20', '20']:pred [40. 40. 20. 20. 20.]
suv_-20_20_0_0_20_360_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.          4.960015    0.          0.74369854  7.6444907 ]
sedan4door_-40_40_0_0_40_80_20_450:gt ['-40', '40', '0', '0', '40']:pred [40.       49.141605  0.       16.291227  8.942724]
hybrid_-20_20_0_40_0_360_80_400:gt ['-20', '20', '0', '40', '0']:pred [20.       20.       20.77197  14.013403  0.      ]
suv_-20_0_0_0_20_320_60_400:gt ['-20', '0', '0', '0', '20']:pred [20.         8.064542   0.         1.5855606 20.       ]
sedan2door_-40_20_-20_0_40_360_40_450:gt ['-40', '20', '-20', '0', '40']:pred [40.       30.896084 17.851923  6.013403 40.      ]
hatchback_-40_0_0_40_20_0_80_450:gt ['-40', '0', '0', '40', '20']:pred [40.  0.  0. 40. 20.]
hybrid_0_0_-40_20_20_0_60_400:gt ['0', '0', '-40', '20', '20']:pred [ 0.        12.078932  15.063668   3.7509487 20.       ]
hybrid_0_20_-20_40_40_360_20_450:gt ['0', '20', '-20', '40', '40']:pred [ 0.         4.7372775 11.555696  13.13305   20.400246 ]
sedan4door_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [20. 20. 20.  0.  0.]
suv_-40_20_-20_0_20_80_80_450:gt ['-40', '20', '-20', '0', '20']:pred [40.       20.       20.        0.       31.794605]
hatchback_-20_40_0_20_40_320_20_450:gt ['-20', '40', '0', '20', '40']:pred [20.       27.503572  0.        6.626022 40.      ]
hybrid_0_20_-20_40_20_200_40_450:gt ['0', '20', '-20', '40', '20']:pred [12.358013 20.       10.600536  8.733489 20.      ]
sedan4door_-40_40_-40_40_40_40_60_400:gt ['-40', '40', '-40', '40', '40']:pred [40.        40.        40.         6.6640463 40.       ]
sedan2door_-20_20_-20_20_40_120_80_400:gt ['-20', '20', '-20', '20', '40']:pred [20.       20.       34.704792 27.263735 40.      ]
suv_0_40_-20_20_0_40_80_450:gt ['0', '40', '-20', '20', '0']:pred [ 0. 40. 20. 20.  0.]
sedan2door_-40_20_-20_20_40_0_60_450:gt ['-40', '20', '-20', '20', '40']:pred [40.       20.       25.126064 15.575364 40.      ]
hybrid_-20_0_0_20_0_320_80_450:gt ['-20', '0', '0', '20', '0']:pred [20.        0.       11.348583 10.195679  0.      ]
hybrid_-20_0_-20_20_0_240_60_400:gt ['-20', '0', '-20', '20', '0']:pred [20.        0.       21.009766 12.751926  0.      ]
hatchback_-20_20_-20_20_20_40_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.        16.258242  20.        11.540162   4.4103694]
suv_-40_20_-40_40_40_0_20_400:gt ['-40', '20', '-40', '40', '40']:pred [40.        14.867813  40.         2.8436487 35.37801  ]
sedan4door_-40_20_-20_40_40_0_60_450:gt ['-40', '20', '-20', '40', '40']:pred [40.       20.       20.       26.209736 40.      ]
hatchback_-20_40_0_40_40_80_20_400:gt ['-20', '40', '0', '40', '40']:pred [20.       37.834633 25.076097 34.13689   8.509713]
sedan2door_-40_40_-40_40_20_280_80_400:gt ['-40', '40', '-40', '40', '20']:pred [40.      40.      40.11088 23.5987  20.     ]
hatchback_0_20_-20_0_0_320_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.        19.413767  20.         7.0966105  0.       ]
hatchback_0_0_0_20_40_40_60_400:gt ['0', '0', '0', '20', '40']:pred [ 0.        0.        0.       15.442551 40.      ]
hybrid_-20_20_0_0_0_40_40_400:gt ['-20', '20', '0', '0', '0']:pred [20.       44.670216 42.57343  14.890373  0.      ]
hatchback_0_40_0_20_0_120_20_450:gt ['0', '40', '0', '20', '0']:pred [20.946175 40.       24.813374 20.       11.886481]
sedan4door_-20_40_-20_0_20_320_80_450:gt ['-20', '40', '-20', '0', '20']:pred [20. 40. 20.  0. 20.]
suv_0_40_-40_0_40_40_20_450:gt ['0', '40', '-40', '0', '40']:pred [ 0.       27.324589 40.       14.299266 13.276982]
hybrid_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       20.       10.377084 14.377148  0.      ]
sedan4door_-40_40_-20_0_40_240_40_450:gt ['-40', '40', '-20', '0', '40']:pred [22.635023 40.       26.907562  0.       40.      ]
suv_0_0_-20_20_0_320_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         8.246462  20.         7.6115127  0.       ]
suv_0_0_0_0_0_280_80_400:gt ['0', '0', '0', '0', '0']:pred [0. 0. 0. 0. 0.]
sedan2door_-20_40_-40_0_0_40_60_450:gt ['-20', '40', '-40', '0', '0']:pred [20.       40.       22.592068 22.881233  0.      ]
hybrid_-20_20_0_40_0_120_40_450:gt ['-20', '20', '0', '40', '0']:pred [17.39487   20.        19.635315  30.643627   2.1376224]
suv_0_20_-40_0_40_120_20_400:gt ['0', '20', '-40', '0', '40']:pred [20.738739  20.        28.00746   19.01831    1.7209387]
hatchback_-20_40_0_0_0_240_20_450:gt ['-20', '40', '0', '0', '0']:pred [19.120573  40.         2.6654632  0.         0.       ]
sedan2door_0_40_-20_20_40_240_80_450:gt ['0', '40', '-20', '20', '40']:pred [ 0.       40.       23.523808 13.591514 40.      ]
sedan4door_0_0_-40_40_20_0_60_400:gt ['0', '0', '-40', '40', '20']:pred [ 0.       0.      40.      34.28829 20.     ]
hatchback_0_40_-40_20_20_360_60_450:gt ['0', '40', '-40', '20', '20']:pred [ 0.       40.       40.       12.884338 20.      ]
sedan2door_0_0_0_0_0_40_60_400:gt ['0', '0', '0', '0', '0']:pred [ 0.        0.       31.2145   14.782102  0.      ]
suv_-20_20_-40_40_40_40_60_450:gt ['-20', '20', '-40', '40', '40']:pred [20.       20.       40.       20.448158 40.      ]
hatchback_0_20_0_20_40_160_20_400:gt ['0', '20', '0', '20', '40']:pred [ 9.472643 20.       21.806177 20.       36.718533]
suv_-20_40_-20_20_0_40_20_400:gt ['-20', '40', '-20', '20', '0']:pred [20.        13.288013  20.        24.62169    3.7905264]
hybrid_0_20_-40_0_40_240_20_400:gt ['0', '20', '-40', '0', '40']:pred [23.85556  20.       11.308264 19.15422  40.      ]
hatchback_0_40_-40_0_20_200_40_450:gt ['0', '40', '-40', '0', '20']:pred [12.329762 40.       33.56012   0.       20.      ]
sedan2door_-20_40_-40_0_40_160_20_450:gt ['-20', '40', '-40', '0', '40']:pred [ 4.438851 40.       24.828358 26.191505 45.99515 ]
sedan4door_-40_40_-40_40_20_320_80_400:gt ['-40', '40', '-40', '40', '20']:pred [40. 40. 40. 40. 20.]
sedan4door_-20_20_-40_0_40_0_20_400:gt ['-20', '20', '-40', '0', '40']:pred [20.        10.887917  40.         1.5527443 38.101032 ]
hatchback_-40_20_0_40_20_320_20_400:gt ['-40', '20', '0', '40', '20']:pred [40.       13.009758  0.       11.216611 20.      ]
hybrid_0_40_-20_0_20_120_40_400:gt ['0', '40', '-20', '0', '20']:pred [30.075764 40.       38.460987 11.603657 14.692536]
sedan2door_-40_0_0_0_40_160_40_400:gt ['-40', '0', '0', '0', '40']:pred [27.474827  0.       31.539566 13.869826 40.      ]
sedan2door_-20_0_-20_0_0_320_40_450:gt ['-20', '0', '-20', '0', '0']:pred [20.        3.048821 33.32049   8.793297  0.      ]
suv_0_40_-20_20_40_360_20_450:gt ['0', '40', '-20', '20', '40']:pred [ 0.        16.252922  20.         3.7065227 48.247868 ]
hybrid_-40_40_-40_20_0_80_40_450:gt ['-40', '40', '-40', '20', '0']:pred [40.        40.        27.03843   12.362941   5.5068436]
hybrid_-40_0_0_0_40_200_80_400:gt ['-40', '0', '0', '0', '40']:pred [40.        0.       23.976854 19.138018 40.      ]
hybrid_-40_0_-40_0_0_280_40_450:gt ['-40', '0', '-40', '0', '0']:pred [40.       17.214767 13.738022 13.400786  0.      ]
sedan2door_-40_0_-20_20_20_320_40_400:gt ['-40', '0', '-20', '20', '20']:pred [40.        2.57191  36.61759   8.851465 20.      ]
sedan4door_0_40_-40_20_0_80_60_400:gt ['0', '40', '-40', '20', '0']:pred [ 0. 40. 40. 20.  0.]
sedan2door_-40_0_0_40_20_0_60_450:gt ['-40', '0', '0', '40', '20']:pred [40.        0.       20.024328 13.057787 20.      ]
hatchback_0_0_0_40_40_40_80_400:gt ['0', '0', '0', '40', '40']:pred [ 0.  0.  0. 40. 40.]
hybrid_0_40_-40_40_0_280_60_400:gt ['0', '40', '-40', '40', '0']:pred [ 0.       40.       35.548428 13.210279  0.      ]
hatchback_-20_40_-20_0_20_320_60_400:gt ['-20', '40', '-20', '0', '20']:pred [20.        40.        20.         3.4936638 20.       ]
suv_0_40_-40_0_40_160_20_400:gt ['0', '40', '-40', '0', '40']:pred [14.945719 40.       17.310472  0.       42.46335 ]
hatchback_-20_0_-20_20_0_360_80_450:gt ['-20', '0', '-20', '20', '0']:pred [20.  0. 20. 20.  0.]
sedan2door_-40_20_-20_20_40_120_40_400:gt ['-40', '20', '-20', '20', '40']:pred [22.36584  20.       34.584896 16.463747 16.108524]
sedan4door_-40_20_-20_40_0_120_20_400:gt ['-40', '20', '-20', '40', '0']:pred [38.75991   20.        32.31839   40.         1.7067457]
hybrid_0_20_0_40_0_160_60_450:gt ['0', '20', '0', '40', '0']:pred [ 6.3373857 20.         9.378591  16.2717     0.       ]
suv_-40_0_0_40_40_280_20_450:gt ['-40', '0', '0', '40', '40']:pred [40.       37.148308  0.       44.29066  40.      ]
hatchback_0_0_-20_20_40_120_20_450:gt ['0', '0', '-20', '20', '40']:pred [25.793201  0.       27.285475 20.       15.631628]
hybrid_-40_20_-40_40_40_160_40_450:gt ['-40', '20', '-40', '40', '40']:pred [27.99987  20.       14.577597 17.019606 40.      ]
hybrid_-40_20_-40_20_20_40_20_400:gt ['-40', '20', '-40', '20', '20']:pred [40.        29.07077   33.23667   17.933075   1.7610204]
hatchback_0_40_0_40_20_360_40_450:gt ['0', '40', '0', '40', '20']:pred [ 0.       38.582375  0.        9.565204 20.      ]
hybrid_0_40_0_0_40_160_80_400:gt ['0', '40', '0', '0', '40']:pred [ 0.        40.        15.686213   6.1150637 40.       ]
hybrid_-40_0_0_40_20_0_20_400:gt ['-40', '0', '0', '40', '20']:pred [40.        11.2014065 12.695679   2.4375606 16.035442 ]
hatchback_0_0_-20_0_40_0_40_400:gt ['0', '0', '-20', '0', '40']:pred [ 0.        11.7836895 20.         1.8752276 40.       ]
sedan2door_0_20_0_40_0_320_80_400:gt ['0', '20', '0', '40', '0']:pred [ 0.       20.       24.201677 11.638838  0.      ]
suv_0_40_0_0_0_80_40_450:gt ['0', '40', '0', '0', '0']:pred [ 0.       40.        0.        9.329674  5.697435]
hatchback_-20_20_-40_20_20_160_80_400:gt ['-20', '20', '-40', '20', '20']:pred [20. 20. 40. 20. 20.]
hatchback_-20_0_-40_20_0_0_80_400:gt ['-20', '0', '-40', '20', '0']:pred [20.  0. 40. 20.  0.]
hatchback_-20_40_-20_40_0_200_60_400:gt ['-20', '40', '-20', '40', '0']:pred [20.       40.       39.122955 40.        0.      ]
sedan2door_-40_40_0_40_20_200_60_450:gt ['-40', '40', '0', '40', '20']:pred [40.       40.       29.238182 22.802635 20.      ]
suv_-40_40_0_20_40_200_40_400:gt ['-40', '40', '0', '20', '40']:pred [14.022657 40.       27.07639  20.       40.      ]
hybrid_0_40_-40_40_20_280_60_450:gt ['0', '40', '-40', '40', '20']:pred [ 0.       40.       33.30329  11.068678 20.      ]
suv_-20_0_-40_0_40_360_40_450:gt ['-20', '0', '-40', '0', '40']:pred [20.         3.5249941 40.         5.1072197 40.       ]
hybrid_-20_0_0_0_40_160_80_400:gt ['-20', '0', '0', '0', '40']:pred [20.         0.        12.596491   6.2056046 40.       ]
hybrid_0_0_-20_40_0_160_60_450:gt ['0', '0', '-20', '40', '0']:pred [ 7.446536  0.        7.326418 10.238874  0.      ]
sedan4door_0_40_-40_0_0_120_40_400:gt ['0', '40', '-40', '0', '0']:pred [14.787104 40.       35.035637  0.       10.058587]
suv_-40_40_0_0_0_320_40_400:gt ['-40', '40', '0', '0', '0']:pred [40.         9.016134   0.         4.3726997  0.       ]
suv_0_40_-20_20_20_360_40_400:gt ['0', '40', '-20', '20', '20']:pred [ 0.         34.52584    20.          0.76608765 20.        ]
hatchback_0_0_0_0_0_120_20_400:gt ['0', '0', '0', '0', '0']:pred [23.152544   0.        22.229568   0.         4.9005175]
hybrid_-40_0_-40_40_20_80_40_450:gt ['-40', '0', '-40', '40', '20']:pred [40.        6.95471  35.1273   11.812724 10.211832]
sedan4door_-40_20_0_0_40_0_20_400:gt ['-40', '20', '0', '0', '40']:pred [40.         3.7965243  0.         1.0951055 34.627907 ]
sedan2door_-20_0_-40_0_40_40_60_400:gt ['-20', '0', '-40', '0', '40']:pred [20.       0.      35.69327  9.45899 40.     ]
sedan4door_-40_20_0_20_40_280_40_450:gt ['-40', '20', '0', '20', '40']:pred [40. 20.  0. 20. 40.]
hatchback_0_20_-20_0_40_0_80_450:gt ['0', '20', '-20', '0', '40']:pred [ 0. 20. 20.  0. 40.]
sedan4door_0_40_-20_20_0_120_60_400:gt ['0', '40', '-20', '20', '0']:pred [ 0.      40.      40.09011 20.       0.     ]
hybrid_-40_40_-20_0_20_40_40_400:gt ['-40', '40', '-20', '0', '20']:pred [40.       46.378155 31.226063 17.882607 20.      ]
sedan4door_-20_0_0_20_20_360_80_450:gt ['-20', '0', '0', '20', '20']:pred [20.  0.  0. 20. 20.]
hatchback_-40_40_0_0_0_320_80_400:gt ['-40', '40', '0', '0', '0']:pred [40. 40.  0.  0.  0.]
hybrid_-40_40_-40_0_20_120_20_450:gt ['-40', '40', '-40', '0', '20']:pred [37.537403  40.        28.874992  14.596211   3.2842152]
hatchback_-20_40_-40_20_40_360_40_400:gt ['-20', '40', '-40', '20', '40']:pred [20.       30.757524 40.        3.864348 40.      ]
sedan2door_-20_20_0_40_0_200_60_450:gt ['-20', '20', '0', '40', '0']:pred [20.       20.       29.00043  14.988968  0.      ]
hatchback_-20_0_-20_20_40_0_20_400:gt ['-20', '0', '-20', '20', '40']:pred [20.         6.642759  20.         3.4150548 43.566326 ]
sedan4door_-40_0_-40_20_20_40_80_400:gt ['-40', '0', '-40', '20', '20']:pred [40.  0. 40. 20. 20.]
hybrid_-40_40_-20_20_0_240_80_400:gt ['-40', '40', '-20', '20', '0']:pred [40.       40.       33.15489  28.150593  0.      ]
sedan2door_-20_40_0_40_40_120_60_400:gt ['-20', '40', '0', '40', '40']:pred [20.       40.       41.53161  22.971327 40.      ]
hybrid_0_40_-40_40_40_360_40_450:gt ['0', '40', '-40', '40', '40']:pred [ 0.        38.780914  18.498962   1.9583528 40.       ]
sedan4door_-20_40_-40_40_40_320_40_400:gt ['-20', '40', '-40', '40', '40']:pred [20.       21.31413  40.       20.430801 40.      ]
hatchback_-20_0_-20_20_0_0_60_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         0.        20.         4.6756983  0.       ]
suv_0_40_-20_0_20_280_40_400:gt ['0', '40', '-20', '0', '20']:pred [ 0.       15.796627 20.       20.551924 20.      ]
sedan2door_-20_20_-40_40_40_40_40_400:gt ['-20', '20', '-40', '40', '40']:pred [20.       31.004812 31.014364 35.28768  40.      ]
sedan4door_-40_0_-40_0_40_80_40_400:gt ['-40', '0', '-40', '0', '40']:pred [40.         0.        40.         6.5531836 17.55743  ]
sedan2door_-20_20_-20_20_0_200_60_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       20.       33.258816 25.906223  0.      ]
sedan2door_-20_40_-40_0_40_280_20_400:gt ['-20', '40', '-40', '0', '40']:pred [20.       17.5145   10.456361 19.013224 40.      ]
hybrid_-20_20_0_40_0_40_60_400:gt ['-20', '20', '0', '40', '0']:pred [20.       20.       22.891806 18.08305   0.      ]
hybrid_0_0_-20_0_20_120_40_450:gt ['0', '0', '-20', '0', '20']:pred [10.546294  0.       20.279163 27.444239  6.935837]
suv_-40_20_-40_40_0_360_80_450:gt ['-40', '20', '-40', '40', '0']:pred [40. 20. 40. 40.  0.]
sedan2door_-40_20_-40_0_0_240_80_400:gt ['-40', '20', '-40', '0', '0']:pred [40.       20.       23.614174 13.381635  0.      ]
hybrid_0_20_-20_0_20_200_40_400:gt ['0', '20', '-20', '0', '20']:pred [16.584356 20.       19.13718   9.582379 20.      ]
sedan2door_-20_40_0_20_40_360_20_450:gt ['-20', '40', '0', '20', '40']:pred [20.       11.642304 14.935225  5.113733 41.856148]
hatchback_0_0_-20_0_40_360_80_450:gt ['0', '0', '-20', '0', '40']:pred [ 0.  0. 20.  0. 40.]
sedan2door_0_40_0_20_0_120_80_450:gt ['0', '40', '0', '20', '0']:pred [ 0.       40.       35.05436  21.540361  0.      ]
sedan2door_0_0_0_40_0_280_40_400:gt ['0', '0', '0', '40', '0']:pred [ 0.        0.       22.01312   8.758229  0.      ]
hybrid_-20_20_0_20_0_0_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.         6.0592136 15.464165   3.2907937  1.1093289]
sedan2door_0_20_-40_0_40_120_60_400:gt ['0', '20', '-40', '0', '40']:pred [ 0.      20.      46.55143 17.68263 40.     ]
hatchback_-40_40_0_40_40_280_80_450:gt ['-40', '40', '0', '40', '40']:pred [40. 40.  0. 40. 40.]
sedan2door_-40_20_-20_0_20_120_40_450:gt ['-40', '20', '-20', '0', '20']:pred [32.457935 20.       38.169537 25.911707  9.728883]
suv_0_20_-40_20_40_200_20_450:gt ['0', '20', '-40', '20', '40']:pred [ 9.723152 20.       23.256588 20.       40.      ]
hybrid_0_40_-40_0_20_240_80_450:gt ['0', '40', '-40', '0', '20']:pred [ 0.       40.       19.001385 32.558815 20.      ]
sedan2door_-40_40_-40_0_20_320_80_400:gt ['-40', '40', '-40', '0', '20']:pred [40.       40.       27.215866 21.35517  20.      ]
hatchback_0_40_-20_20_0_360_80_450:gt ['0', '40', '-20', '20', '0']:pred [ 0. 40. 20. 20.  0.]
suv_-20_40_0_20_0_360_80_450:gt ['-20', '40', '0', '20', '0']:pred [20. 40.  0. 20.  0.]
sedan2door_-20_40_0_40_40_200_80_400:gt ['-20', '40', '0', '40', '40']:pred [20.       40.       35.718395 24.729795 40.      ]
hybrid_-40_20_0_40_40_80_80_400:gt ['-40', '20', '0', '40', '40']:pred [40.       20.       39.540775 14.741166 28.049059]
hybrid_-40_0_0_40_40_360_40_400:gt ['-40', '0', '0', '40', '40']:pred [40.         5.8593807 14.740485  10.798652  40.       ]
hybrid_0_20_0_40_40_360_20_450:gt ['0', '20', '0', '40', '40']:pred [ 0.        4.703806 16.067863 10.741937 18.266018]
hybrid_-20_40_-40_20_20_200_20_450:gt ['-20', '40', '-40', '20', '20']:pred [13.824842 40.       16.12743   5.836362 20.      ]
suv_-40_40_0_20_0_360_20_450:gt ['-40', '40', '0', '20', '0']:pred [40.         5.1997986  0.         0.7523352  2.3246155]
sedan4door_0_20_0_40_20_200_20_450:gt ['0', '20', '0', '40', '20']:pred [17.437311 20.       31.554958 40.       20.      ]
hatchback_-40_0_-40_40_0_360_20_450:gt ['-40', '0', '-40', '40', '0']:pred [40.         6.038665  40.         3.4611998  9.207094 ]
hatchback_-40_40_-20_40_0_320_60_450:gt ['-40', '40', '-20', '40', '0']:pred [40. 40. 20. 40.  0.]
sedan2door_-40_20_0_0_40_120_20_450:gt ['-40', '20', '0', '0', '40']:pred [14.024241 20.       33.672157 21.586857  9.060666]
sedan2door_0_20_0_0_0_80_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.        18.412663  12.7307415  5.1098943  0.2205329]
sedan2door_-20_20_0_40_20_0_80_400:gt ['-20', '20', '0', '40', '20']:pred [20.       20.       17.553288 22.585466 20.      ]
