72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [20.350142 13.29652  41.6518   27.796968 45.43686 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [11.104165   1.1643746 10.219121  13.62529    9.360054 ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [ 3.418786  10.3802395 21.424965  19.502544   5.128704 ]
6265f0745d3f40546bcd32c43682e841_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [ 6.123098  14.598884   6.027419   6.7946744 29.995323 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [22.84002   12.255449  16.897074   6.1734877 27.532152 ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [21.117771 17.16928  39.198254 46.355488 46.341167]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [25.53292  16.184383  8.485438 39.346703 40.63291 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [14.638967   9.377401   3.9818952 12.227089  23.474005 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [12.333674   7.0324135 31.505049  17.19939   30.178503 ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [11.809362   7.487805   5.5501657 24.132824  29.975822 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [23.369823 13.488265 11.900057 38.798367 33.46259 ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [21.591187   6.9412885 12.632883  11.631948   7.6611114]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [11.222784  9.607108 31.853056 22.936531 46.077793]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [17.265604  8.510319 27.081894 16.686892 42.09067 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [14.821435  9.306677 15.14504  36.590485 45.650177]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [27.285568   3.3318205  6.618017  48.33713   23.04478  ]
216d910f71942f205df3c6413d40ccb2_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [34.838398  11.011097   6.071834  13.254478   7.3761344]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [23.850395 24.119787 24.30206  26.356153 41.654354]
4ac021653126a29e98618a1ba17f086b_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [26.211103 17.9548   10.758935  8.276733 39.041763]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [23.193626 32.71661  39.64891  38.500237 52.613766]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [24.64906   17.920088   5.0392594 19.573946   3.436855 ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [35.428703  17.252096   7.4399333  9.636268  33.918533 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [15.051198 10.110537 24.102343 27.587181 29.809084]
825fb860d71c78a477c771b4b7eed82c_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [14.992765  11.862689   4.3128204  3.2917047 27.974684 ]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [28.074436   5.7355113 21.06584   31.575869  25.360092 ]
c61ec8875746ab78227375499b768057_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [14.060721   7.1271243  7.2136893  4.080015  13.050954 ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [16.787832   3.9674551 12.521053  12.145168  28.262354 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [12.596777 12.163923 39.618748 23.957174 44.087242]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [22.582502  9.352192 40.228584 21.333662 35.29617 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [31.78133    4.6577168 39.93835   24.879753  46.757965 ]
a387407d49e209fdeea60824a43a0b_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [38.06004  18.894863 10.059266 30.821003 43.851814]
6265f0745d3f40546bcd32c43682e841_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [26.05071   4.994214 37.5625   11.040675 54.309685]
d72ffa185738bccd10b75223b5be6dbb_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [14.822681  14.837126   8.67749    6.074494   6.1910877]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [15.412921   7.795135  20.06203   25.246227   7.7119937]
923007b377bb1cab473f10e6caaeca56_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 9.352796 14.925495 13.791648 22.835669 23.4057  ]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.524887  7.724528  7.601133 15.68864  15.104452]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [23.801414 14.031783 22.142302 20.477596 37.727863]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [15.022611   8.856382  26.502522   6.9998875 33.201942 ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [11.378585 38.233498 21.430584 16.96172  38.869446]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [25.631405 11.968058 18.196892 40.76872  35.739346]
c61ec8875746ab78227375499b768057_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [37.272816 13.227724  8.680396 11.793047 29.929144]
9c827e532de4967285089a13cc567dbd_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [26.831747   1.6409774 46.617023  30.573214  24.735996 ]
9d2b7938d426633b28044fe9244db50a_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [15.925655   7.5356565 15.044755  19.730623  11.612338 ]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [14.74936     0.18059605 18.151012    6.919651   16.704802  ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [21.50424  13.695982 12.508702 17.884949 13.676212]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [29.825092  4.114145 25.817274  9.999379 36.28151 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [18.327845 38.913094 41.89595  39.981045 49.079445]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [19.575459   1.8857651 37.775345  46.996784  42.325424 ]
923007b377bb1cab473f10e6caaeca56_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [19.602245   6.3849883  1.5628912  2.1648235 22.007751 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [10.777993  9.960349 16.009693 13.048103 34.98256 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [38.00197    1.4084661 13.272465   8.817958  33.07322  ]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [ 8.23068   10.393646   1.3758779  1.9998293 39.81214  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [19.96967   27.999851   6.1770463 32.332317  32.02275  ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [22.597204   7.7206483 25.828465  33.983143  36.372364 ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [10.788036   2.8772843 23.541306   8.628723  16.27645  ]
7dac31838b627748eb631ba05bd8dfe_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [11.377238 19.092724 24.067345 40.828407 48.155388]
9d2b7938d426633b28044fe9244db50a_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [19.541672 24.934566 45.043915 14.118401 15.342926]
a387407d49e209fdeea60824a43a0b_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [17.474783   6.995732  21.531033  20.249638   3.4454064]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [ 6.3029394  5.6474876 12.971096  16.055107  20.730835 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [22.953625 14.421644 20.34787  13.887984 17.154844]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [17.307138  8.798442 10.404907 42.850315 49.61801 ]
c61ec8875746ab78227375499b768057_40_20_20_20_40_240_40_400:gt ['40', '20', '20', '20', '40']:pred [24.861387   2.8020515 26.139471  21.579184  27.672073 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [17.816925  22.864883  16.320902   6.6945524 21.464447 ]
9d2b7938d426633b28044fe9244db50a_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [18.038261  8.988074 23.15321  19.565168 11.539401]
1a64bf1e658652ddb11647ffa4306609_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [25.269388   6.4016857  8.6588125 15.39517   10.774664 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [ 4.9463296  6.552385  17.741924  13.655714  16.817596 ]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [15.95919   7.54425  14.458472 20.690052 11.905352]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [19.372068   3.6364284 28.853167  18.460459  40.815    ]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [25.835033  9.486592  4.432451 21.833654 43.87743 ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [ 6.476097 16.440155 11.25991   5.563508 12.238022]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [14.828831  12.127895   3.0464575 11.0241585 36.297142 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [ 7.7966666  5.77558    3.6334655 13.222141  31.009455 ]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [14.392593  15.275263   7.0836363  5.8617086  6.666363 ]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [22.924192  8.745059 14.47072  23.93115  13.141779]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [ 7.6124372 13.960294   3.4742799 32.362823  20.909704 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [21.942034  25.243246  16.544313   3.8840654 24.474913 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [25.099068 12.05814  13.424225 41.24884  37.540424]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [24.613762  5.706699 35.008636 23.716835 16.447346]
fabcb04fc015f822ca8bf2993ca245b_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [15.399628  31.113718  12.8452635 40.89609   13.537155 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [25.333961  9.369566 29.279522 31.738089 43.747913]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [29.242008  14.43635   14.668127   2.1964126 24.573957 ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_20_80_80_400:gt ['40', '40', '40', '40', '20']:pred [40.286404 16.497763 12.541662 41.19541  41.544155]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [10.027575   2.7107897 31.53614   43.65489   17.190815 ]
c61ec8875746ab78227375499b768057_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [19.055882 12.738893 13.950281 23.842007 29.138361]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [15.101479   5.9951077 13.83925    7.1997933 40.73719  ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [2.6095325e+01 3.9730229e+00 2.4929640e+00 6.3249555e+00 2.0099323e-02]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [ 7.734972  13.265489   1.3601348  1.533123  43.524635 ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [15.592355   3.2964878 18.527552  14.968629  45.703945 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [30.319687  13.211014   1.2225826  9.945414  34.052975 ]
5e87b04efd58cc8922412d2a728de1d5_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [29.396992 18.146017 17.825218 20.235397 39.685143]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [19.896225 10.034865 42.842686 18.978474 31.819199]
c61ec8875746ab78227375499b768057_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [15.784842   6.2342205 27.988497  23.834415  29.455713 ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [ 9.738841 18.0817   26.435638 22.745054 34.043518]
d0cf2f187acda5736be7348aa770e4ca_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [ 6.872572 10.835655 27.824951 34.35296  41.08119 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [33.36403  15.133862  9.569457 33.745888 43.145798]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [26.623978  10.975821   3.6822174 21.476042   8.743808 ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [ 7.1088853 12.217926   4.811596   9.124216  52.11021  ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [20.073864  5.368036 22.909588 24.469643 17.076584]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [ 8.656462 10.36255  14.679661 17.272648 35.414623]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [30.64049   13.784127  15.0729475  2.329908  23.153128 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [15.202659 18.542131 25.412651 35.668953 37.698463]
1a64bf1e658652ddb11647ffa4306609_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [36.77984  11.801683 32.17363  22.303062 38.860893]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 5.9643645  4.9221044 16.482874   9.503153  17.873648 ]
cde88b5900e8dfba725a7749daae1afa_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [22.52396   4.043694 26.920444 16.973068 42.657852]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [15.862494  3.694727 11.509824 12.315978 23.658869]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [45.53395    11.474098    0.89116067 13.870845   37.446117  ]
9c827e532de4967285089a13cc567dbd_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [19.247967 14.286598 42.09135  37.6105   39.61362 ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [14.197411   9.282292  11.27528   16.217289   6.6930513]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [18.150747   3.5215445 12.052981  21.74057    7.7962713]
4ac021653126a29e98618a1ba17f086b_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [17.107954  12.94618    6.4740233  5.7366643 37.44153  ]
d72ffa185738bccd10b75223b5be6dbb_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [17.52229    5.0195675 23.929201  35.30985   14.9548855]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [15.308327  14.6097145  7.143581  28.811502  44.57081  ]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [37.958076 17.902992 26.596167 12.976585 21.14346 ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [22.200302  1.727608 21.598202 30.946777 20.126396]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [28.957415  22.60055    2.9381275 42.640377  30.617687 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [27.487015  18.470682  34.928112   5.3762116 29.835688 ]
825fb860d71c78a477c771b4b7eed82c_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [26.753325   5.9134545 16.87509   21.441618  47.28557  ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [18.990416   6.9338427  7.3311386  1.9876072 31.030602 ]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [19.697832   1.8341237  5.0453568  7.501115   7.674398 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [29.67546  22.808374  2.832001 42.34301  30.967823]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [16.076633 17.035631  7.245792  9.294867 11.955009]
5ec3322293a39816ad7e7cea4034d226_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [10.16      8.931107 14.014655 17.15456  20.65935 ]
d72ffa185738bccd10b75223b5be6dbb_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [11.862097   3.2704172 24.806019  43.201252  23.562452 ]
6265f0745d3f40546bcd32c43682e841_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [11.105887   4.709628   4.8067994 16.830877  33.719395 ]
a387407d49e209fdeea60824a43a0b_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [39.469448 17.496143  8.722376 34.542248 43.380184]
6265f0745d3f40546bcd32c43682e841_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [ 5.469371 21.210377 26.76984  40.097233 39.533474]
a387407d49e209fdeea60824a43a0b_40_20_40_40_40_160_40_400:gt ['40', '20', '40', '40', '40']:pred [20.401289  8.094714 26.662054 27.900887 32.82452 ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [11.781303  12.684905   7.398962   5.4130497  1.7036893]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [ 5.79932    4.8735514  9.131081  11.67736   12.22992  ]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [39.754425 24.385124 40.371075 22.22801  38.285732]
c61ec8875746ab78227375499b768057_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [19.577507   8.380388  12.900756   4.8580556 12.76914  ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [27.434195  8.819173 30.293444  6.581405 38.438187]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [ 8.494862 15.853785 18.06801  17.597977 49.458817]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [29.52029  13.763214 39.321228 15.005244 21.221598]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [25.288544   2.2904627  8.236967  10.281175   5.3560743]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [13.064805   7.659451  11.164686   7.8554087 41.310677 ]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [11.750776    9.017801    0.67315394  4.000395    9.828604  ]
cde88b5900e8dfba725a7749daae1afa_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [28.842762   3.7313828 22.049347  24.432957  45.569992 ]
c61ec8875746ab78227375499b768057_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [25.855427   1.0859251 25.53206    7.9699454 20.201384 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [22.877663   8.526475  13.617104   5.1748424 22.353455 ]
