Hybrid_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       25.299646  0.       20.        0.      ]
Sedan2Door_-20_0_0_20_0_80_60_400:gt ['-20', '0', '0', '20', '0']:pred [40.29879    6.3587575  0.        20.         0.       ]
Hatchback_-20_20_0_0_0_160_60_450:gt ['-20', '20', '0', '0', '0']:pred [11.952021 13.464693  0.        9.593331 55.126087]
Hatchback_-20_20_0_0_20_0_60_450:gt ['-20', '20', '0', '0', '20']:pred [17.099398 35.450703  4.818116  0.       16.845524]
Suv_-20_0_-20_20_20_320_20_450:gt ['-20', '0', '-20', '20', '20']:pred [14.874107  0.       23.150677 20.       23.462627]
Sedan2Door_0_20_0_0_0_320_60_450:gt ['0', '20', '0', '0', '0']:pred [ 1.6294324 30.31733    0.         0.        13.260393 ]
Sedan2Door_0_20_-20_20_20_320_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 2.6961727 20.        20.        20.         9.59044  ]
Sedan2Door_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [24.987904 12.620453 20.        0.       46.955193]
Hatchback_0_0_-20_0_0_240_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         9.549559  20.         6.5197954  7.3758297]
Suv_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         3.5744457  0.        47.505608   0.       ]
Sedan4Door_-20_20_0_20_20_240_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       43.11723   0.       13.234925 27.601463]
Sedan2Door_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [12.417924 18.743542  0.       20.       40.92241 ]
Hybrid_-20_20_0_20_0_80_20_400:gt ['-20', '20', '0', '20', '0']:pred [19.640244 20.        0.       20.        0.      ]
Sedan2Door_-20_0_0_0_20_0_60_450:gt ['-20', '0', '0', '0', '20']:pred [21.752813 35.6699    0.        0.       47.673946]
Sedan2Door_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [10.80358   2.200879  0.       20.       19.651321]
Sedan2Door_-20_20_0_20_0_240_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       15.301779  0.       20.       25.630383]
Sedan4Door_0_20_-20_0_0_320_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 5.391354 20.82055  10.570387  0.       34.231236]
Sedan2Door_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [13.966616   3.0039647 20.         0.         5.6124177]
Sedan4Door_-20_0_0_20_0_0_60_400:gt ['-20', '0', '0', '20', '0']:pred [31.154144  10.238805   1.8421397 20.        11.214454 ]
Hybrid_0_20_0_20_0_80_20_450:gt ['0', '20', '0', '20', '0']:pred [ 2.5426717 20.         0.        20.         0.       ]
Sedan4Door_0_0_0_20_0_320_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.85797876  0.          1.9422537  20.         14.266397  ]
Sedan4Door_0_20_0_0_0_320_20_400:gt ['0', '20', '0', '0', '0']:pred [ 2.9428003 20.         5.1635017  0.         5.7939887]
Sedan4Door_-20_0_0_0_0_160_60_450:gt ['-20', '0', '0', '0', '0']:pred [17.78467  19.754604  0.        5.454062 51.963665]
Hybrid_-20_0_0_0_0_240_60_450:gt ['-20', '0', '0', '0', '0']:pred [ 9.182537   3.2786388  0.         0.        38.105293 ]
Hatchback_-20_20_-20_0_0_0_60_400:gt ['-20', '20', '-20', '0', '0']:pred [24.025923 32.33737  16.393713  0.       19.023785]
Sedan4Door_-20_20_-20_20_0_320_60_400:gt ['-20', '20', '-20', '20', '0']:pred [28.01356  46.362984  7.252246 40.285114 55.810936]
Sedan4Door_-20_20_-20_20_0_0_60_400:gt ['-20', '20', '-20', '20', '0']:pred [33.188606  9.660208  3.790954 20.       40.315056]
Hybrid_0_0_-20_20_20_80_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 4.0171394  0.        20.        20.        20.       ]
Suv_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       35.687637  0.        0.611918 38.450584]
Suv_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.8202343  0.        16.752626   0.        20.       ]
Suv_0_20_0_0_0_320_20_400:gt ['0', '20', '0', '0', '0']:pred [ 1.3558183 20.         1.9846798  0.        12.709226 ]
Suv_0_20_-20_20_0_160_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 8.371372 10.275951 20.       28.093441 52.968   ]
Sedan4Door_0_20_0_20_0_0_60_450:gt ['0', '20', '0', '20', '0']:pred [ 3.716113  43.75085    3.0884705 20.         6.104273 ]
Sedan4Door_0_0_-20_20_0_320_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.8664339  0.        33.56546   20.         6.3059087]
Hybrid_-20_20_-20_20_0_240_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       29.495232 20.       20.       17.207232]
Sedan4Door_0_20_-20_0_0_240_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.         2.7583144 24.479372  12.571552  30.53869  ]
Sedan4Door_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [22.725595 27.125465 31.397366 20.       53.454266]
Sedan4Door_-20_20_0_20_0_0_60_450:gt ['-20', '20', '0', '20', '0']:pred [33.64757   54.176174   1.4495585 20.         9.944609 ]
Hybrid_0_0_0_20_20_160_60_450:gt ['0', '0', '0', '20', '20']:pred [ 0.       15.298859  0.       20.       52.261517]
Sedan4Door_-20_0_0_20_0_80_20_450:gt ['-20', '0', '0', '20', '0']:pred [24.126936  0.        5.274125 20.        0.      ]
Sedan2Door_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 2.616882 20.        0.       20.       29.450315]
Hybrid_-20_0_0_0_20_240_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.       13.338038  0.        0.       25.617096]
Sedan2Door_0_20_0_20_0_160_60_450:gt ['0', '20', '0', '20', '0']:pred [ 7.5121255  6.2171726  0.        20.         5.2002177]
Suv_-20_20_-20_0_0_80_60_400:gt ['-20', '20', '-20', '0', '0']:pred [20.086088   7.9137173  6.7201705  0.        29.375383 ]
Suv_0_20_-20_20_0_320_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 2.0359735 20.        25.902672  20.        26.574558 ]
Sedan4Door_0_20_0_20_20_80_20_400:gt ['0', '20', '0', '20', '20']:pred [ 7.6624875 20.         0.        20.        20.       ]
Hatchback_0_20_-20_20_20_320_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.559895 20.       30.37763  20.       11.163231]
Sedan4Door_-20_20_0_0_0_240_20_450:gt ['-20', '20', '0', '0', '0']:pred [20.        13.417435   0.         5.9748273 29.416069 ]
Sedan4Door_0_20_-20_0_0_320_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.4680126 20.        20.671293   0.        10.253144 ]
Hatchback_0_20_-20_20_0_80_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 2.5052288 20.        14.118807  20.         0.       ]
Sedan4Door_-20_20_0_20_20_240_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       26.914803  0.       19.605312 49.71972 ]
Suv_-20_0_0_20_20_320_60_400:gt ['-20', '0', '0', '20', '20']:pred [33.649227  0.       10.221312 20.       52.941788]
Hybrid_0_20_0_0_0_320_20_400:gt ['0', '20', '0', '0', '0']:pred [ 2.1259933 20.         0.         0.         9.503592 ]
Sedan2Door_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [19.703848  0.        0.       20.       10.251061]
Hybrid_0_20_-20_0_0_80_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 5.509434 24.732906 20.        0.       52.666367]
Sedan4Door_0_0_-20_0_20_80_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 5.209374   2.628997  36.866573   1.6339306 20.       ]
Hatchback_0_20_0_20_20_0_20_400:gt ['0', '20', '0', '20', '20']:pred [ 2.0205045 20.         1.9460034 20.        20.       ]
Hybrid_0_0_-20_0_0_240_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        3.688335 20.        0.       42.46495 ]
Sedan4Door_-20_0_-20_20_20_0_20_400:gt ['-20', '0', '-20', '20', '20']:pred [17.029068  0.       23.527695 20.       20.      ]
Sedan4Door_0_0_-20_0_20_320_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.095823  0.       16.521057  0.       34.930164]
Hybrid_0_20_0_0_20_80_20_450:gt ['0', '20', '0', '0', '20']:pred [ 3.697548 20.        0.        0.       20.      ]
Hybrid_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 4.3825827  0.        20.         0.        20.       ]
Hybrid_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [19.505817 20.       20.       20.       17.468758]
Hybrid_-20_20_0_20_20_240_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       42.59644   0.       20.       15.252248]
Hybrid_0_0_0_20_0_240_60_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         1.5016662  0.        20.        39.429817 ]
Hybrid_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       12.51066  20.       20.       23.989605]
Hatchback_-20_20_-20_0_20_320_60_400:gt ['-20', '20', '-20', '0', '20']:pred [13.613823 48.246258 19.199625  0.       48.761703]
Hybrid_0_0_0_20_0_320_60_400:gt ['0', '0', '0', '20', '0']:pred [11.141231  0.        0.       20.        4.45214 ]
Suv_-20_20_0_0_0_160_60_450:gt ['-20', '20', '0', '0', '0']:pred [10.513055 51.18667   0.        4.665882 26.230944]
Suv_-20_0_-20_20_0_160_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.       13.478028 20.       43.653614  0.      ]
Hatchback_-20_20_0_20_0_160_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       13.19926   0.       16.655556  0.      ]
Suv_0_20_-20_0_20_160_60_450:gt ['0', '20', '-20', '0', '20']:pred [25.310778 48.81053  20.        8.66319  38.19241 ]
Hybrid_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.       16.260403 20.        0.       40.520634]
Hatchback_-20_0_-20_20_20_240_60_450:gt ['-20', '0', '-20', '20', '20']:pred [ 7.709154  7.759891  9.718998 19.187187 52.93156 ]
Hatchback_-20_20_0_20_20_240_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       21.702545  0.       23.900486 53.914886]
Sedan2Door_0_20_0_20_0_320_20_400:gt ['0', '20', '0', '20', '0']:pred [ 2.835669 20.        0.       20.       11.903541]
Sedan2Door_-20_20_0_20_0_0_20_400:gt ['-20', '20', '0', '20', '0']:pred [15.369757 20.        0.       20.        0.      ]
Sedan2Door_0_0_0_0_0_240_60_400:gt ['0', '0', '0', '0', '0']:pred [ 7.562821   2.6985123  0.         0.        52.373253 ]
Hatchback_0_20_-20_0_20_80_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.1446958 14.067187  10.858367  12.905368  43.912983 ]
Sedan4Door_-20_0_-20_20_0_240_60_450:gt ['-20', '0', '-20', '20', '0']:pred [31.546183   3.8470826  9.030559  16.766928  52.540794 ]
Hybrid_-20_20_-20_0_0_0_20_450:gt ['-20', '20', '-20', '0', '0']:pred [17.889303 20.       20.        0.        0.      ]
Sedan2Door_-20_0_0_20_20_320_20_450:gt ['-20', '0', '0', '20', '20']:pred [19.178493  0.        0.       20.        8.316615]
Sedan4Door_0_20_0_0_0_0_60_450:gt ['0', '20', '0', '0', '0']:pred [ 3.6719491 42.574463   3.3221965  0.        23.237614 ]
Suv_0_20_0_0_0_160_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       38.903908  0.       25.341976  0.      ]
Sedan2Door_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       30.161848  0.       20.        0.      ]
Hatchback_-20_0_-20_20_0_160_60_400:gt ['-20', '0', '-20', '20', '0']:pred [27.575388 20.36017  20.       13.029018 51.08682 ]
Sedan2Door_0_20_0_0_0_240_60_450:gt ['0', '20', '0', '0', '0']:pred [11.345217   2.8457804  0.         0.        49.33567  ]
Sedan4Door_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [12.52368    2.2728171  9.076591   3.4756062 30.695358 ]
Suv_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.958773  0.       16.67904   0.        0.      ]
Sedan2Door_0_20_-20_0_0_160_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       12.502125 20.        0.        0.      ]
Sedan2Door_-20_20_0_20_20_160_60_400:gt ['-20', '20', '0', '20', '20']:pred [16.416107 49.375137  0.       20.       43.8501  ]
Suv_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [22.836737  0.       13.732583  0.       12.929899]
Hybrid_-20_20_-20_20_0_0_60_400:gt ['-20', '20', '-20', '20', '0']:pred [18.261574 43.75093  20.       20.        9.584795]
Sedan2Door_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       12.559758 20.        0.        0.      ]
Sedan2Door_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [22.731977 13.923894 20.       20.       27.542667]
Hatchback_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [23.81594 20.       0.      20.       0.     ]
Sedan4Door_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [10.320887  20.         7.7827435  0.         5.296633 ]
Hybrid_-20_20_0_0_20_80_20_400:gt ['-20', '20', '0', '0', '20']:pred [24.51621 20.       0.       0.      20.     ]
Suv_-20_0_-20_0_20_0_60_400:gt ['-20', '0', '-20', '0', '20']:pred [19.615746  0.       32.330326  0.       51.76392 ]
Sedan4Door_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [ 9.096014 20.       17.941519 20.       29.086386]
Sedan2Door_0_0_0_0_0_160_60_400:gt ['0', '0', '0', '0', '0']:pred [16.108377  8.918303  0.        0.       59.148224]
Sedan4Door_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [26.591438 12.3554    4.706039  0.       57.843964]
Hatchback_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.       30.662638  0.        8.645288  8.613218]
Hybrid_-20_0_-20_20_0_240_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.        7.045564 20.       20.        8.078158]
Sedan4Door_-20_0_-20_20_0_160_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         1.8218197 20.        18.453      0.       ]
Sedan2Door_-20_20_0_0_20_80_20_450:gt ['-20', '20', '0', '0', '20']:pred [24.055853 20.        0.        0.       20.      ]
Sedan2Door_0_0_0_20_0_80_20_450:gt ['0', '0', '0', '20', '0']:pred [ 4.24279  0.       0.      20.       0.     ]
Suv_0_0_0_20_0_160_60_400:gt ['0', '0', '0', '20', '0']:pred [ 8.090753   2.8186948  0.         6.4908066 43.03605  ]
Hybrid_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 7.2549963 21.929665   0.         0.        17.075224 ]
Sedan2Door_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [ 7.67921  20.        0.        0.       27.850595]
Sedan4Door_0_20_-20_0_20_240_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 6.7341228 14.216681  39.08458    0.7255872 43.611572 ]
Suv_-20_20_-20_0_0_320_60_450:gt ['-20', '20', '-20', '0', '0']:pred [16.103022  7.674647 10.528114  0.       36.60745 ]
Sedan2Door_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.563756 20.       20.       20.       24.002981]
Suv_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.793673 20.        8.548546  0.       20.      ]
Hybrid_0_0_-20_0_20_320_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 4.3285513  0.        20.         0.        39.296867 ]
Hybrid_-20_20_0_20_0_0_60_400:gt ['-20', '20', '0', '20', '0']:pred [10.613383 46.22472   0.       20.       11.16375 ]
Hybrid_0_0_-20_20_20_0_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 1.6174546  0.        20.        20.        48.693665 ]
Hatchback_0_0_0_20_20_320_60_450:gt ['0', '0', '0', '20', '20']:pred [ 5.125355  20.450348   4.1596985 27.980547  46.053055 ]
Hybrid_-20_0_-20_0_0_240_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.         4.9604607 20.         0.        19.137514 ]
Sedan4Door_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [ 7.8543396  1.4367248  0.         3.4783933 16.994284 ]
Hatchback_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [26.175007  0.       20.096916  0.        0.      ]
Sedan4Door_0_20_-20_20_20_0_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 1.35213  20.       21.445984 20.       20.      ]
Hatchback_-20_20_0_20_0_80_60_450:gt ['-20', '20', '0', '20', '0']:pred [31.54846   38.572544   5.837839   4.2345614 41.373623 ]
Suv_0_0_0_0_0_160_60_400:gt ['0', '0', '0', '0', '0']:pred [40.901543   4.063078   0.         0.9874527 57.506866 ]
Sedan2Door_-20_20_0_0_20_0_20_400:gt ['-20', '20', '0', '0', '20']:pred [12.656112 20.        0.        0.       20.      ]
Sedan2Door_0_0_-20_20_0_240_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 9.728098   2.0652568 20.        20.        57.33602  ]
Suv_-20_20_-20_0_20_0_20_400:gt ['-20', '20', '-20', '0', '20']:pred [ 9.2285185 20.        25.756699   0.        20.       ]
Sedan4Door_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [ 6.064903 46.625195  2.947794 20.       26.387766]
Suv_-20_0_0_20_0_320_20_450:gt ['-20', '0', '0', '20', '0']:pred [23.834555  0.        5.037514 20.       13.356079]
Suv_-20_0_-20_0_0_160_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.        19.717512  20.         7.4744525  0.       ]
Sedan4Door_0_0_0_0_20_320_20_400:gt ['0', '0', '0', '0', '20']:pred [ 2.050119  0.        6.096444  0.       10.022947]
Hybrid_-20_20_-20_0_0_240_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.        57.762093  20.         0.         3.4896815]
Hybrid_-20_0_-20_0_20_80_20_450:gt ['-20', '0', '-20', '0', '20']:pred [29.15152  0.      20.       0.      20.     ]
Sedan2Door_0_0_-20_20_0_80_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.2612832  0.        20.        20.         0.       ]
Suv_0_20_-20_0_20_80_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.2390134 28.777473  45.371304   0.        38.941933 ]
Hybrid_0_20_0_0_20_80_60_400:gt ['0', '20', '0', '0', '20']:pred [ 2.6424634 27.728855   0.         0.        31.502563 ]
Suv_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [23.800179  0.        4.324737 20.       13.087125]
Sedan2Door_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [12.265869   1.4862151 20.         0.        52.152195 ]
Suv_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [31.689642  0.        0.       20.       20.      ]
Hatchback_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [10.187138  16.826103  20.         7.5938497 22.774435 ]
Hybrid_0_0_-20_0_20_160_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.         3.5500684 20.         0.        20.       ]
Sedan2Door_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 5.4329476 10.874141   0.         0.        54.224056 ]
Hatchback_0_20_0_20_20_80_20_450:gt ['0', '20', '0', '20', '20']:pred [ 2.3924062 20.         3.9888704 20.        20.       ]
Sedan4Door_0_20_0_0_20_320_60_400:gt ['0', '20', '0', '0', '20']:pred [ 3.7582688 20.         2.0475495  0.        49.14925  ]
Suv_-20_20_0_0_20_160_60_400:gt ['-20', '20', '0', '0', '20']:pred [12.313004  41.18647    0.         1.5746413 27.754395 ]
Suv_0_20_-20_0_0_80_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 3.6873848 27.426565   8.204864   0.         6.5640717]
Suv_0_20_0_20_0_80_20_450:gt ['0', '20', '0', '20', '0']:pred [ 5.4337535 20.         0.        20.         0.       ]
Suv_0_20_-20_0_20_80_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 4.449279 20.       12.957324  0.       20.      ]
Hatchback_0_0_-20_0_20_240_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.        5.73391  20.        6.247987 25.735033]
Suv_-20_20_0_0_0_320_60_400:gt ['-20', '20', '0', '0', '0']:pred [26.025272 20.        6.528671  0.       41.791183]
Hybrid_-20_20_-20_0_20_80_60_400:gt ['-20', '20', '-20', '0', '20']:pred [15.312638 23.669945 20.        0.       28.337084]
Suv_0_20_-20_0_20_0_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 4.783179 43.498962 24.300556  0.       45.310818]
Hatchback_-20_20_0_20_20_0_20_450:gt ['-20', '20', '0', '20', '20']:pred [23.511656 20.        1.550413 20.       20.      ]
Sedan2Door_0_20_-20_0_0_0_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 1.0021845 20.        20.         0.         0.       ]
Sedan4Door_-20_0_0_20_20_0_60_450:gt ['-20', '0', '0', '20', '20']:pred [30.109592 16.196466  2.675599 20.       38.029713]
Suv_0_20_-20_0_0_0_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.1983724 40.718204  14.6843605  0.        15.343033 ]
Suv_0_20_-20_20_20_240_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       34.374046 20.       10.6803   35.85242 ]
Sedan4Door_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 8.046307   1.8010694 29.506817   0.8199082 33.716858 ]
Hatchback_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [16.44172  0.      12.94272  0.      18.42647]
Sedan2Door_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       37.722557  0.       20.       19.33085 ]
Sedan2Door_0_20_-20_0_20_240_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       20.688272 20.        0.       47.775654]
Hatchback_-20_20_-20_0_0_320_60_450:gt ['-20', '20', '-20', '0', '0']:pred [20.501472  11.836222   3.8817394  0.        52.492653 ]
Suv_0_0_-20_0_20_240_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.        9.967973 20.        8.688201 53.717735]
Suv_0_20_0_0_20_160_60_400:gt ['0', '20', '0', '0', '20']:pred [ 9.959034   1.1994885  0.         1.3232363 54.225155 ]
Hatchback_0_0_0_0_0_240_60_400:gt ['0', '0', '0', '0', '0']:pred [ 0.        23.073963   0.         3.1781178 42.968475 ]
Sedan4Door_0_0_-20_0_20_0_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 1.7000039  0.        17.402916   0.        20.       ]
Hatchback_0_0_-20_0_0_160_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         4.7742033 20.        13.607808   0.       ]
Hatchback_0_20_0_0_20_80_20_400:gt ['0', '20', '0', '0', '20']:pred [ 3.0235465 20.         0.         0.        20.       ]
Sedan4Door_-20_20_-20_0_20_0_60_400:gt ['-20', '20', '-20', '0', '20']:pred [20.133894 18.59119   4.947528  0.       16.439877]
