hybrid_0_0_-20_40_20_80_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.1112869  2.5594208 20.        40.        20.       ]
sedan2door_0_20_0_20_0_0_20_400:gt ['0', '20', '0', '20', '0']:pred [ 1.4185476 20.         0.        20.         0.       ]
hybrid_-20_0_-20_40_0_320_60_400:gt ['-20', '0', '-20', '40', '0']:pred [19.15021    0.        20.        40.         2.2522473]
suv_-40_40_-20_20_20_320_80_450:gt ['-40', '40', '-20', '20', '20']:pred [40.934296 39.272575 20.997572 17.320417 20.392056]
hatchback_0_0_-20_20_20_160_80_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.0171096  2.2186065 19.195927  18.23595   20.44554  ]
hatchback_-20_40_0_20_0_240_80_400:gt ['-20', '40', '0', '20', '0']:pred [20.207504  42.685745   3.079104  17.084764   3.0673196]
sedan4door_-20_40_0_40_40_80_80_400:gt ['-20', '40', '0', '40', '40']:pred [18.13468   40.2521     2.0301833 42.898857  40.       ]
sedan4door_-20_40_-40_0_40_160_40_450:gt ['-20', '40', '-40', '0', '40']:pred [20.        39.23291   40.         3.3640633 45.384888 ]
hatchback_-20_0_-40_20_0_0_20_450:gt ['-20', '0', '-40', '20', '0']:pred [15.47567   0.       46.136665 20.        0.      ]
hatchback_-40_0_-20_40_0_0_20_400:gt ['-40', '0', '-20', '40', '0']:pred [41.693207  0.       20.375578 40.        0.      ]
sedan4door_0_40_-40_40_20_0_40_450:gt ['0', '40', '-40', '40', '20']:pred [ 2.5539112 40.        43.3042    40.        19.886366 ]
suv_0_20_0_20_0_0_60_450:gt ['0', '20', '0', '20', '0']:pred [ 1.9352373 16.385605   1.9484708 20.         2.9379897]
suv_0_40_-40_40_20_240_80_400:gt ['0', '40', '-40', '40', '20']:pred [ 2.8725855 46.620354  40.24472   38.88898   23.531761 ]
hatchback_-20_40_-40_40_20_320_80_450:gt ['-20', '40', '-40', '40', '20']:pred [20.126205 41.628735 44.18563  36.518528 20.708092]
sedan2door_0_20_-40_0_0_80_20_450:gt ['0', '20', '-40', '0', '0']:pred [ 2.6441433 20.        40.         0.         0.       ]
hybrid_0_0_0_40_0_160_40_450:gt ['0', '0', '0', '40', '0']:pred [ 0.         1.8517218  0.        40.         1.288124 ]
hatchback_-20_0_0_0_40_160_80_400:gt ['-20', '0', '0', '0', '40']:pred [21.788652   2.9528053  0.         2.3840995 45.87793  ]
suv_-40_40_0_40_20_80_40_400:gt ['-40', '40', '0', '40', '20']:pred [42.088596  41.607857   1.7964128 40.        20.       ]
hatchback_-40_0_0_0_0_80_40_450:gt ['-40', '0', '0', '0', '0']:pred [43.392635   2.346893   2.6518667  0.         0.       ]
hybrid_-40_20_0_20_40_160_60_400:gt ['-40', '20', '0', '20', '40']:pred [43.275917 18.627375  0.       20.       41.52568 ]
suv_-40_20_0_40_0_0_80_400:gt ['-40', '20', '0', '40', '0']:pred [40.88472   17.09172    3.3986645 44.33521    4.231679 ]
hatchback_-20_40_-40_40_0_240_40_400:gt ['-20', '40', '-40', '40', '0']:pred [20.       43.309937 40.       44.382004  2.890992]
hybrid_0_20_0_40_20_320_40_400:gt ['0', '20', '0', '40', '20']:pred [ 1.9841105 20.         0.        40.        18.540762 ]
sedan4door_0_40_-40_20_0_80_40_450:gt ['0', '40', '-40', '20', '0']:pred [ 2.3608818 42.329052  44.85184   20.         0.       ]
suv_0_20_-20_20_20_320_40_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.2949095 20.        20.882812  20.        18.043058 ]
hybrid_-20_40_-20_20_40_240_80_400:gt ['-20', '40', '-20', '20', '40']:pred [18.647606 40.523014 20.       20.       42.87077 ]
hybrid_-40_20_-20_40_20_160_20_400:gt ['-40', '20', '-20', '40', '20']:pred [40.      16.28189 20.      40.      20.     ]
sedan4door_0_40_-40_20_40_80_20_400:gt ['0', '40', '-40', '20', '40']:pred [ 2.8462598 40.        48.57833   20.        40.       ]
hatchback_-40_20_0_40_0_160_60_450:gt ['-40', '20', '0', '40', '0']:pred [43.003593  16.343134   0.        41.167755   2.1848462]
hybrid_-40_20_-40_40_0_80_40_400:gt ['-40', '20', '-40', '40', '0']:pred [42.736855 20.340582 40.       40.        0.      ]
hatchback_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [ 3.397931   2.2265937  0.        21.475426  18.389065 ]
hybrid_-40_0_-40_40_40_80_80_400:gt ['-40', '0', '-40', '40', '40']:pred [44.945045   2.7989795 40.        40.        40.       ]
hybrid_-20_0_-20_20_40_160_60_400:gt ['-20', '0', '-20', '20', '40']:pred [20.89924    2.4214506 20.        20.        41.12071  ]
sedan2door_-40_40_-20_20_0_160_40_450:gt ['-40', '40', '-20', '20', '0']:pred [40.        44.145157  20.        20.         1.7920034]
sedan4door_-20_20_-40_40_20_160_80_400:gt ['-20', '20', '-40', '40', '20']:pred [19.176117 19.04994  45.07198  41.42761  18.59887 ]
hybrid_0_40_0_0_20_80_40_450:gt ['0', '40', '0', '0', '20']:pred [ 2.151283 44.11134   0.        0.       20.      ]
hatchback_-40_40_-40_20_40_80_40_400:gt ['-40', '40', '-40', '20', '40']:pred [39.721222 42.003387 41.389008 20.       40.      ]
suv_-40_20_-20_0_20_80_40_400:gt ['-40', '20', '-20', '0', '20']:pred [41.830475 16.095995 17.532558  0.       20.      ]
sedan2door_0_40_-20_20_20_160_20_400:gt ['0', '40', '-20', '20', '20']:pred [ 0.       43.858105 20.       20.       20.      ]
hybrid_-20_20_0_0_20_160_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       17.123665  0.        0.       20.      ]
sedan2door_-40_40_-20_20_20_80_40_400:gt ['-40', '40', '-20', '20', '20']:pred [44.4704   41.769653 20.       20.       20.      ]
hybrid_0_40_-20_20_0_0_60_450:gt ['0', '40', '-20', '20', '0']:pred [ 1.6244705 43.72928   20.        20.         1.8558893]
hatchback_0_40_-40_40_20_80_80_450:gt ['0', '40', '-40', '40', '20']:pred [ 3.703747 40.380733 43.651546 41.01329  20.      ]
hybrid_0_0_-40_20_0_80_80_400:gt ['0', '0', '-40', '20', '0']:pred [ 1.9590642  1.9980991 40.        20.         0.       ]
sedan4door_-40_40_-20_0_0_160_40_450:gt ['-40', '40', '-20', '0', '0']:pred [40.        43.966354  20.         3.4414835  2.9454756]
hybrid_-20_0_-40_0_20_240_20_400:gt ['-20', '0', '-40', '0', '20']:pred [20.         2.8103795 40.         0.        21.721672 ]
sedan4door_0_0_0_0_40_320_20_450:gt ['0', '0', '0', '0', '40']:pred [ 1.8880767  0.         2.6611423  0.        48.85809  ]
suv_-20_0_0_0_0_0_20_400:gt ['-20', '0', '0', '0', '0']:pred [18.665344   0.         0.7267006  0.         0.       ]
hybrid_0_0_-20_20_40_160_40_400:gt ['0', '0', '-20', '20', '40']:pred [ 0.        2.080566 20.       20.       41.9305  ]
suv_-20_20_-20_40_40_80_60_450:gt ['-20', '20', '-20', '40', '40']:pred [17.713995 17.583439 23.520126 39.94211  43.642475]
suv_-40_20_-40_0_20_160_40_400:gt ['-40', '20', '-40', '0', '20']:pred [40.        19.061277  40.         3.1566916 21.118858 ]
sedan4door_0_0_-40_20_0_240_20_400:gt ['0', '0', '-40', '20', '0']:pred [ 0.         2.0705743 40.        19.190207   3.2346175]
hatchback_-20_40_0_40_0_320_60_400:gt ['-20', '40', '0', '40', '0']:pred [21.232746 40.051685  3.768847 40.706944  4.071527]
hybrid_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [19.716948 20.       20.        0.        0.      ]
sedan2door_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [17.856617 19.241133  0.        0.       19.025637]
sedan2door_-20_0_-40_40_20_80_20_450:gt ['-20', '0', '-40', '40', '20']:pred [16.804815  0.       40.       40.       20.      ]
hybrid_0_40_0_20_40_80_80_450:gt ['0', '40', '0', '20', '40']:pred [ 3.2692943 43.478592   0.        20.        40.       ]
sedan2door_-40_20_0_0_20_0_40_400:gt ['-40', '20', '0', '0', '20']:pred [42.49574  20.        0.        0.       20.304562]
sedan4door_0_40_0_20_40_0_20_400:gt ['0', '40', '0', '20', '40']:pred [ 0.9463438 40.         1.3273638 20.        40.       ]
sedan2door_0_40_0_20_40_320_80_450:gt ['0', '40', '0', '20', '40']:pred [ 1.8794976 43.391193   0.        20.        41.363163 ]
hatchback_-20_40_-20_20_0_80_80_400:gt ['-20', '40', '-20', '20', '0']:pred [17.444351 41.545883 17.535826 17.51059   0.      ]
suv_-20_40_-20_0_40_0_40_450:gt ['-20', '40', '-20', '0', '40']:pred [19.780325 40.       20.914127  0.       41.885536]
suv_-20_0_-20_20_0_160_80_450:gt ['-20', '0', '-20', '20', '0']:pred [15.411039   3.234635  21.240948  19.182024   1.7228594]
sedan4door_0_40_-20_20_40_160_80_450:gt ['0', '40', '-20', '20', '40']:pred [ 4.173757 44.029396 19.342613 15.659879 40.279613]
hybrid_0_40_0_40_20_320_40_400:gt ['0', '40', '0', '40', '20']:pred [ 2.1786406 40.         0.        40.        20.8501   ]
sedan2door_0_0_-20_20_20_320_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.2823558  1.9705858 20.        20.        21.02047  ]
hatchback_-40_40_0_0_20_80_40_450:gt ['-40', '40', '0', '0', '20']:pred [42.06388  42.996452  2.340387  0.       20.      ]
hybrid_0_40_-20_40_20_240_80_400:gt ['0', '40', '-20', '40', '20']:pred [ 2.4823234 42.977703  20.        40.        20.339167 ]
hybrid_0_40_0_0_0_160_20_450:gt ['0', '40', '0', '0', '0']:pred [ 0.       44.251446  0.        0.        0.      ]
suv_-40_40_-20_40_20_80_20_450:gt ['-40', '40', '-20', '40', '20']:pred [43.395065 40.       16.205446 40.       20.      ]
suv_-20_0_-20_0_20_320_20_400:gt ['-20', '0', '-20', '0', '20']:pred [16.291689  0.       18.031054  0.       19.87026 ]
hatchback_-40_40_-20_20_20_320_40_450:gt ['-40', '40', '-20', '20', '20']:pred [38.957497 40.       20.183784 20.       24.409805]
suv_-40_40_-40_20_0_80_40_450:gt ['-40', '40', '-40', '20', '0']:pred [39.849773 42.180454 39.358948 20.        0.      ]
suv_0_0_-40_40_0_160_60_400:gt ['0', '0', '-40', '40', '0']:pred [ 2.6632748  2.897553  40.        45.74174    3.573498 ]
sedan2door_-40_0_-20_0_20_160_20_450:gt ['-40', '0', '-20', '0', '20']:pred [40.         1.9164422 20.         0.        20.       ]
suv_-20_40_0_20_40_0_60_450:gt ['-20', '40', '0', '20', '40']:pred [16.330387 42.215103  3.078028 20.       44.464275]
suv_-40_40_0_0_0_320_20_450:gt ['-40', '40', '0', '0', '0']:pred [42.36722   40.         1.6249334  0.         1.3954744]
hybrid_0_20_-20_40_40_240_40_400:gt ['0', '20', '-20', '40', '40']:pred [ 0.       17.06939  20.       40.       42.838223]
sedan2door_0_20_-40_0_0_80_60_450:gt ['0', '20', '-40', '0', '0']:pred [ 3.2529323 17.838583  40.         0.         2.2518167]
sedan2door_0_0_-20_0_40_240_80_450:gt ['0', '0', '-20', '0', '40']:pred [ 3.1657355  2.6971633 20.         0.        45.2599   ]
hatchback_-40_20_-40_0_0_160_20_450:gt ['-40', '20', '-40', '0', '0']:pred [40.        19.608763  40.         1.9442432  0.       ]
sedan2door_-40_40_-20_40_40_160_60_400:gt ['-40', '40', '-20', '40', '40']:pred [44.20268  39.725506 20.       40.       40.919167]
sedan4door_0_0_-40_20_0_240_40_400:gt ['0', '0', '-40', '20', '0']:pred [ 0.         2.4928446 40.        15.381816   1.503268 ]
sedan2door_-20_0_-20_40_40_0_60_450:gt ['-20', '0', '-20', '40', '40']:pred [20.453217  3.251685 20.       40.       42.41439 ]
hatchback_-40_0_-20_20_40_0_40_450:gt ['-40', '0', '-20', '20', '40']:pred [41.16288   0.       21.736732 20.       42.465424]
sedan2door_-20_20_0_0_40_240_80_450:gt ['-20', '20', '0', '0', '40']:pred [19.256416 20.17984   0.        0.       43.77888 ]
sedan4door_-40_40_-40_20_20_320_20_400:gt ['-40', '40', '-40', '20', '20']:pred [39.956562 40.       44.00843  20.       19.098057]
sedan2door_0_20_-20_40_20_240_80_450:gt ['0', '20', '-20', '40', '20']:pred [ 2.3388524 22.281857  20.        40.        19.292324 ]
sedan4door_-20_20_-20_0_0_320_20_450:gt ['-20', '20', '-20', '0', '0']:pred [18.469292  20.        22.310736   0.         1.5589291]
suv_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.        21.798025  20.         1.5720657 16.541862 ]
sedan2door_-20_0_0_0_40_240_80_400:gt ['-20', '0', '0', '0', '40']:pred [22.272106   2.6020784  0.         0.        44.28329  ]
suv_-20_20_-20_40_40_160_60_400:gt ['-20', '20', '-20', '40', '40']:pred [18.11129  18.553593 20.       41.40605  43.3777  ]
sedan4door_-40_40_-40_40_0_0_40_400:gt ['-40', '40', '-40', '40', '0']:pred [41.226105  40.        43.147354  40.         2.7016773]
sedan2door_-40_0_-40_20_40_320_40_400:gt ['-40', '0', '-40', '20', '40']:pred [43.00907  0.      40.      20.      40.2167 ]
hatchback_-40_0_0_40_0_240_60_450:gt ['-40', '0', '0', '40', '0']:pred [42.960014   3.3799603  0.        44.838036   2.91613  ]
suv_-20_40_-20_20_20_240_80_400:gt ['-20', '40', '-20', '20', '20']:pred [18.215958 40.20071  22.520452 19.616478 22.572605]
sedan4door_-40_20_-40_40_40_80_40_450:gt ['-40', '20', '-40', '40', '40']:pred [40.25554  16.466324 42.40348  40.       40.      ]
sedan4door_-40_20_-40_0_0_0_20_450:gt ['-40', '20', '-40', '0', '0']:pred [40.740147 20.       44.431084  0.        0.      ]
suv_-40_0_0_20_20_160_60_450:gt ['-40', '0', '0', '20', '20']:pred [44.615448   2.2868726  0.        21.940863  20.524872 ]
hatchback_0_0_-40_20_40_240_20_400:gt ['0', '0', '-40', '20', '40']:pred [ 0.        3.837465 40.       18.65137  45.687485]
suv_-40_20_-20_0_20_0_20_400:gt ['-40', '20', '-20', '0', '20']:pred [41.203068 20.       19.115856  0.       20.      ]
sedan2door_0_40_-40_0_0_80_60_450:gt ['0', '40', '-40', '0', '0']:pred [ 3.356588 43.209774 40.        0.        2.179371]
hatchback_-20_0_-20_0_40_80_80_400:gt ['-20', '0', '-20', '0', '40']:pred [14.882629   1.9581692 18.394785   1.3005432 40.       ]
hatchback_0_40_0_20_0_240_40_400:gt ['0', '40', '0', '20', '0']:pred [ 0.        45.080772   0.        22.357563   2.2283502]
hybrid_0_40_-20_20_40_0_80_400:gt ['0', '40', '-20', '20', '40']:pred [ 1.7002288 40.766     20.        20.        41.670235 ]
hybrid_0_20_0_20_0_240_80_450:gt ['0', '20', '0', '20', '0']:pred [ 2.5256932 21.21442    0.        20.         2.6453257]
hybrid_-20_20_-20_0_0_320_40_400:gt ['-20', '20', '-20', '0', '0']:pred [16.490574  20.        20.         0.         2.3958633]
hybrid_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [21.097656   3.0098069  0.        20.        18.239613 ]
hybrid_0_40_-40_20_40_320_20_450:gt ['0', '40', '-40', '20', '40']:pred [ 2.127576 40.       40.       20.       48.652515]
hatchback_-40_40_-40_20_40_240_20_450:gt ['-40', '40', '-40', '20', '40']:pred [40.       41.16817  40.       18.355377 41.710377]
hybrid_-40_20_-20_0_40_320_20_450:gt ['-40', '20', '-20', '0', '40']:pred [40.65362 20.      20.       0.      43.29609]
suv_-40_20_0_20_40_160_80_400:gt ['-40', '20', '0', '20', '40']:pred [42.237034 17.795708  0.       16.706646 39.575153]
sedan2door_0_0_-20_0_0_160_40_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.         2.0647075 20.         0.         2.2369735]
sedan4door_-20_40_0_0_0_320_80_450:gt ['-20', '40', '0', '0', '0']:pred [18.07434   44.97214    2.4924264  1.3081224  2.850196 ]
suv_-40_20_-20_20_20_240_60_400:gt ['-40', '20', '-20', '20', '20']:pred [42.663612 18.8763   20.656769 17.471952 24.624374]
hatchback_-40_0_0_20_0_240_80_450:gt ['-40', '0', '0', '20', '0']:pred [42.747833   2.9840736  3.0382295 20.402134   2.2094576]
hatchback_-40_20_-20_40_20_320_40_400:gt ['-40', '20', '-20', '40', '20']:pred [39.90052  20.       18.963724 40.       18.91298 ]
suv_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [ 2.2303581  2.0836241  0.        25.379969   2.6606846]
hatchback_0_0_-40_20_20_320_40_400:gt ['0', '0', '-40', '20', '20']:pred [ 2.5580876  0.        41.326008  20.        19.818254 ]
hybrid_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         2.5298147 20.        20.        19.444721 ]
hatchback_-40_0_0_0_20_240_80_450:gt ['-40', '0', '0', '0', '20']:pred [41.708668   3.6106448  3.5441864  1.6597811 23.227629 ]
sedan2door_-20_20_-20_20_40_240_80_450:gt ['-20', '20', '-20', '20', '40']:pred [19.110031 19.614151 20.       20.       43.444847]
hybrid_-20_20_0_0_40_80_40_400:gt ['-20', '20', '0', '0', '40']:pred [17.363956 22.156315  0.        0.       40.      ]
hatchback_0_0_0_0_0_240_80_450:gt ['0', '0', '0', '0', '0']:pred [1.7645109 1.5606568 4.682908  1.5843843 2.3432345]
sedan4door_-40_20_-20_0_20_320_40_400:gt ['-40', '20', '-20', '0', '20']:pred [42.543736 20.       20.331764  0.       19.767416]
sedan2door_0_0_0_20_20_240_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.850004   2.2037232  0.        20.        17.987562 ]
hatchback_-20_0_0_0_0_160_40_400:gt ['-20', '0', '0', '0', '0']:pred [20.         2.9794931  0.         0.9978261  1.604901 ]
sedan4door_0_0_-20_40_20_160_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.9137866  3.686131  18.361807  43.262444  20.648264 ]
suv_0_20_-20_0_0_0_80_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.2086139 18.251099  17.872282   0.         2.787305 ]
suv_-40_40_0_20_20_320_20_400:gt ['-40', '40', '0', '20', '20']:pred [40.684002  40.         1.7188206 20.        17.351618 ]
suv_-40_20_-20_20_20_160_20_450:gt ['-40', '20', '-20', '20', '20']:pred [40.       20.30278  20.       21.340452 20.      ]
hatchback_-20_40_0_20_40_0_20_450:gt ['-20', '40', '0', '20', '40']:pred [16.049223  40.         1.5927356 20.        40.       ]
suv_-20_0_0_0_40_80_80_400:gt ['-20', '0', '0', '0', '40']:pred [15.972339    1.6982272   1.8532146   0.86190206 40.        ]
hatchback_0_0_-20_20_0_160_80_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.5417168  2.4015572 16.919384  16.872124   3.8398862]
sedan4door_-20_40_-20_20_40_160_60_400:gt ['-20', '40', '-20', '20', '40']:pred [20.003244 44.300026 20.       16.618105 42.857376]
hatchback_-20_40_-20_20_40_320_20_400:gt ['-20', '40', '-20', '20', '40']:pred [23.698156 40.       19.791203 20.       43.975952]
sedan2door_-40_20_-40_0_20_80_40_450:gt ['-40', '20', '-40', '0', '20']:pred [43.16019  19.634941 40.        0.       20.      ]
sedan2door_-20_20_-40_20_0_160_80_400:gt ['-20', '20', '-40', '20', '0']:pred [18.930164  18.133228  40.        20.         2.0519736]
hybrid_0_40_-20_0_0_240_20_450:gt ['0', '40', '-20', '0', '0']:pred [ 0.        46.34204   20.         0.         3.2621448]
hatchback_-40_40_-20_0_40_80_80_450:gt ['-40', '40', '-20', '0', '40']:pred [44.40111   42.141987  12.436632   3.8108218 40.       ]
hybrid_0_20_-40_0_0_160_60_400:gt ['0', '20', '-40', '0', '0']:pred [ 0.       20.868322 40.        0.        2.039026]
hatchback_0_20_-20_0_40_80_40_400:gt ['0', '20', '-20', '0', '40']:pred [ 1.9860233 21.162128  23.195114   0.        40.       ]
hatchback_-40_40_0_20_40_320_60_450:gt ['-40', '40', '0', '20', '40']:pred [39.720055 38.924854  3.826143 15.634852 42.506203]
sedan2door_0_0_-40_20_40_80_40_450:gt ['0', '0', '-40', '20', '40']:pred [ 2.322315  2.414165 40.       20.       40.      ]
sedan2door_-20_20_-40_40_20_80_20_400:gt ['-20', '20', '-40', '40', '20']:pred [16.133621 20.       40.       40.       20.      ]
sedan4door_0_20_-20_20_0_160_80_450:gt ['0', '20', '-20', '20', '0']:pred [ 2.5997667 20.414341  17.563932  19.794712   2.1222904]
suv_-20_0_-20_40_20_320_80_400:gt ['-20', '0', '-20', '40', '20']:pred [19.528757   2.6280413 18.001337  41.511417  17.929308 ]
sedan2door_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       17.258736  0.       20.       19.433668]
suv_0_0_-20_0_20_240_40_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.         2.2523115 20.         2.6500854 22.389627 ]
hatchback_0_0_-40_0_20_160_60_400:gt ['0', '0', '-40', '0', '20']:pred [ 3.4733036  2.2683654 40.         1.8101928 20.54569  ]
sedan4door_0_0_-40_40_40_160_20_400:gt ['0', '0', '-40', '40', '40']:pred [ 0.        2.827165 40.       45.355503 40.      ]
sedan4door_0_0_-20_40_40_240_60_450:gt ['0', '0', '-20', '40', '40']:pred [ 3.8923163  4.1805034 19.482683  43.570915  43.986504 ]
hatchback_-20_40_-20_40_20_160_20_400:gt ['-20', '40', '-20', '40', '20']:pred [20.       41.23317  20.       41.317997 20.      ]
suv_0_40_-20_0_20_160_60_450:gt ['0', '40', '-20', '0', '20']:pred [ 2.451995  41.57731   20.         1.2690243 19.445213 ]
sedan4door_-20_20_-40_0_40_240_20_450:gt ['-20', '20', '-40', '0', '40']:pred [20.       19.503748 40.        2.004466 46.083046]
suv_-40_0_-40_40_20_80_40_450:gt ['-40', '0', '-40', '40', '20']:pred [37.804325   4.1151695 41.455963  40.        20.       ]
sedan4door_0_20_0_40_0_320_40_400:gt ['0', '20', '0', '40', '0']:pred [ 1.7004718 20.         1.3543036 40.         1.2635503]
hybrid_-20_40_-20_40_20_160_40_450:gt ['-20', '40', '-20', '40', '20']:pred [20.       41.767506 20.       40.       22.458256]
