sedan4door_-30_15_-4_48_46_230_70_420:gt ['-30', '15', '-4', '48', '46']:pred [26.375069 15.676088 20.162632 40.890896  9.895099]
sedan2door_-17_23_-4_10_46_230_70_420:gt ['-17', '23', '-4', '10', '46']:pred [ 5.374367 17.718845  4.       10.       12.183689]
hybrid_-50_15_-4_10_28_20_70_420:gt ['-50', '15', '-4', '10', '28']:pred [34.28169    4.5276117  4.        10.        16.448994 ]
sedan2door_-30_45_-36_48_28_20_30_420:gt ['-30', '45', '-36', '48', '28']:pred [31.584578 45.       36.       48.       10.946904]
sedan4door_-30_15_-22_10_46_50_30_420:gt ['-30', '15', '-22', '10', '46']:pred [34.68387 15.      35.42035 10.      46.     ]
suv_-50_23_-4_35_28_230_70_420:gt ['-50', '23', '-4', '35', '28']:pred [37.105526 15.707517 16.70942  28.211851 10.59552 ]
hybrid_-50_23_-4_10_15_140_70_420:gt ['-50', '23', '-4', '10', '15']:pred [43.76311  15.974659  4.       10.        7.078322]
sedan4door_-50_45_-22_10_46_140_70_420:gt ['-50', '45', '-22', '10', '46']:pred [38.223    46.451595 22.       17.048971 22.056068]
hybrid_-50_15_-36_35_28_230_70_420:gt ['-50', '15', '-36', '35', '28']:pred [36.726467  15.244399  36.        35.         6.7315197]
hybrid_-30_45_-4_35_46_140_30_420:gt ['-30', '45', '-4', '35', '46']:pred [30.       24.278814  4.       35.       46.      ]
suv_-50_15_-36_10_28_20_30_420:gt ['-50', '15', '-36', '10', '28']:pred [31.075745 15.       41.276566 10.       23.715511]
sedan2door_-17_15_-22_48_46_20_30_420:gt ['-17', '15', '-22', '48', '46']:pred [17.074747 15.       22.       48.       24.278648]
sedan2door_-17_45_-36_35_28_50_30_420:gt ['-17', '45', '-36', '35', '28']:pred [22.604351 45.       36.       35.       28.      ]
suv_-30_23_-4_35_28_140_70_420:gt ['-30', '23', '-4', '35', '28']:pred [22.641232 18.110052  4.       26.672882 13.690619]
hybrid_-17_15_-4_48_46_140_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.        5.953966  4.       48.       46.      ]
hybrid_-50_15_-4_35_46_140_70_420:gt ['-50', '15', '-4', '35', '46']:pred [40.783703  9.359826  4.       35.       29.952667]
hatchback_-30_45_-22_35_46_230_70_420:gt ['-30', '45', '-22', '35', '46']:pred [24.081442 35.1701   37.407288 35.251083 24.350279]
suv_-50_15_-22_48_46_230_70_420:gt ['-50', '15', '-22', '48', '46']:pred [38.72771  12.927736 25.403109 26.568352 18.68805 ]
sedan4door_-50_15_-36_35_28_20_70_420:gt ['-50', '15', '-36', '35', '28']:pred [31.426924 13.35635  33.626896 35.78414   9.320987]
sedan4door_-50_45_-36_48_46_140_30_420:gt ['-50', '45', '-36', '48', '46']:pred [50.       25.984858 36.       46.23818  46.      ]
sedan2door_-30_23_-22_10_15_230_70_420:gt ['-30', '23', '-22', '10', '15']:pred [14.7882805 16.712961  22.        10.         2.7555044]
suv_-30_45_-4_48_15_50_30_420:gt ['-30', '45', '-4', '48', '15']:pred [41.32308   45.         1.3306818 48.         6.3604465]
hybrid_-17_45_-36_10_28_20_70_420:gt ['-17', '45', '-36', '10', '28']:pred [10.994806 25.817257 36.       10.       21.9931  ]
sedan2door_-50_23_-4_35_15_50_30_420:gt ['-50', '23', '-4', '35', '15']:pred [45.61208  23.       32.053417 35.       15.      ]
hybrid_-50_45_-36_48_28_230_70_420:gt ['-50', '45', '-36', '48', '28']:pred [36.393044  36.9205    36.        48.         7.1657844]
sedan2door_-17_23_-22_48_15_140_70_420:gt ['-17', '23', '-22', '48', '15']:pred [10.654194 20.787708 22.       48.        8.575342]
hybrid_-17_45_-4_10_46_20_30_420:gt ['-17', '45', '-4', '10', '46']:pred [ 5.2810335 45.         4.        10.        27.325607 ]
sedan2door_-17_45_-4_10_15_230_30_420:gt ['-17', '45', '-4', '10', '15']:pred [17.       30.011137  4.       10.        7.653357]
hybrid_-17_45_-22_10_28_140_70_420:gt ['-17', '45', '-22', '10', '28']:pred [12.189862  37.331482  22.        10.         6.7587214]
sedan2door_-50_45_-22_48_28_230_70_420:gt ['-50', '45', '-22', '48', '28']:pred [26.623295  40.076862  22.        48.         2.6346617]
hybrid_-30_45_-22_10_46_20_30_420:gt ['-30', '45', '-22', '10', '46']:pred [26.45503 45.      22.      10.      25.00769]
sedan4door_-50_15_-4_48_46_230_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.        9.118114  4.       43.773006 39.389458]
sedan2door_-30_23_-4_48_46_140_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       14.169526  4.       48.       46.      ]
suv_-50_45_-36_10_28_140_70_420:gt ['-50', '45', '-36', '10', '28']:pred [38.29074  35.37849  18.68054  12.58066  18.692036]
hatchback_-50_23_-22_35_15_50_70_420:gt ['-50', '23', '-22', '35', '15']:pred [36.68988  25.654182 27.781736 24.002573  5.78871 ]
hybrid_-17_15_-4_10_15_230_70_420:gt ['-17', '15', '-4', '10', '15']:pred [ 7.830532  13.372322   4.        10.         3.8423936]
sedan4door_-50_23_-4_10_46_230_30_420:gt ['-50', '23', '-4', '10', '46']:pred [50.      14.06089  4.       5.92295 42.70185]
suv_-50_15_-4_10_46_230_70_420:gt ['-50', '15', '-4', '10', '46']:pred [38.56995   8.333663 14.734006 10.907987 16.562977]
hatchback_-30_15_-22_10_15_50_30_420:gt ['-30', '15', '-22', '10', '15']:pred [27.59583  15.       32.064342 10.       15.      ]
sedan4door_-50_15_-4_48_15_20_70_420:gt ['-50', '15', '-4', '48', '15']:pred [35.66915    8.477065  17.081976  48.         3.2538965]
suv_-30_15_-22_48_15_50_30_420:gt ['-30', '15', '-22', '48', '15']:pred [39.476494 15.       33.490147 48.       15.      ]
hybrid_-17_45_-4_48_28_50_30_420:gt ['-17', '45', '-4', '48', '28']:pred [19.251034 45.        4.       48.       28.      ]
sedan4door_-50_15_-36_48_28_20_70_420:gt ['-50', '15', '-36', '48', '28']:pred [31.95356  17.04902  36.298985 39.761917 11.751506]
sedan4door_-30_45_-4_10_28_50_30_420:gt ['-30', '45', '-4', '10', '28']:pred [41.626793  45.         5.4725804 10.        28.       ]
hybrid_-50_45_-36_48_28_20_30_420:gt ['-50', '45', '-36', '48', '28']:pred [35.218166 45.       36.       48.       20.639603]
hatchback_-30_15_-36_10_46_20_70_420:gt ['-30', '15', '-36', '10', '46']:pred [19.764103  6.09199  37.45745  22.55417  36.87414 ]
suv_-17_23_-4_10_28_20_30_420:gt ['-17', '23', '-4', '10', '28']:pred [21.417751  23.         3.4392052 10.        18.795454 ]
hatchback_-17_45_-22_48_15_50_70_420:gt ['-17', '45', '-22', '48', '15']:pred [13.233097 39.13956  32.966564 25.818792  6.853426]
hybrid_-50_45_-4_48_28_50_30_420:gt ['-50', '45', '-4', '48', '28']:pred [47.14108 45.       4.      48.      28.     ]
sedan4door_-30_15_-4_10_28_20_30_420:gt ['-30', '15', '-4', '10', '28']:pred [35.146313  15.         4.3894215 10.        15.56142  ]
sedan4door_-50_45_-4_10_46_230_70_420:gt ['-50', '45', '-4', '10', '46']:pred [37.672718 40.93965  19.12633   6.629772 11.470233]
sedan2door_-30_45_-36_35_46_140_70_420:gt ['-30', '45', '-36', '35', '46']:pred [18.60336  47.016953 36.       11.044342 18.241974]
hatchback_-30_23_-22_10_46_140_70_420:gt ['-30', '23', '-22', '10', '46']:pred [21.49511  15.144564 22.       15.465145 36.11954 ]
hatchback_-50_23_-36_35_15_230_70_420:gt ['-50', '23', '-36', '35', '15']:pred [37.67451  28.08381  36.648758 32.728127  5.727564]
hybrid_-17_23_-4_48_46_20_70_420:gt ['-17', '23', '-4', '48', '46']:pred [10.289426  8.206112  4.       48.       40.40548 ]
hatchback_-17_23_-22_10_15_140_30_420:gt ['-17', '23', '-22', '10', '15']:pred [17.        8.048224 22.        7.598186 15.      ]
sedan4door_-50_45_-22_35_28_50_70_420:gt ['-50', '45', '-22', '35', '28']:pred [48.49775  41.883144 25.637789 25.140516 15.603483]
suv_-17_45_-22_35_15_50_30_420:gt ['-17', '45', '-22', '35', '15']:pred [18.633772 45.       29.48317  35.       15.      ]
hybrid_-50_15_-4_48_15_20_30_420:gt ['-50', '15', '-4', '48', '15']:pred [34.805798  15.         4.        48.         6.5347548]
suv_-30_23_-22_35_46_230_70_420:gt ['-30', '23', '-22', '35', '46']:pred [26.059952 16.244291 26.992695 26.843924 12.498048]
sedan4door_-50_45_-36_35_46_230_30_420:gt ['-50', '45', '-36', '35', '46']:pred [50.       43.472443 36.       36.159615 33.639683]
sedan4door_-30_23_-22_10_15_20_30_420:gt ['-30', '23', '-22', '10', '15']:pred [29.395588 23.       18.62715  10.       13.879545]
hatchback_-30_45_-36_48_46_20_70_420:gt ['-30', '45', '-36', '48', '46']:pred [27.830584 27.440538 36.37602  30.352972 35.15996 ]
suv_-30_45_-36_48_28_140_70_420:gt ['-30', '45', '-36', '48', '28']:pred [24.34327  33.47151  24.902567 33.054802 18.583275]
hatchback_-50_45_-36_10_28_20_30_420:gt ['-50', '45', '-36', '10', '28']:pred [33.48261  45.       37.22212  10.       16.692463]
hybrid_-17_15_-4_10_15_140_30_420:gt ['-17', '15', '-4', '10', '15']:pred [17.        6.025591  4.       10.       15.      ]
sedan4door_-50_45_-36_48_46_140_70_420:gt ['-50', '45', '-36', '48', '46']:pred [38.301178 41.65031  21.196651 41.588535 22.957878]
sedan2door_-50_45_-4_35_28_50_30_420:gt ['-50', '45', '-4', '35', '28']:pred [44.012264 45.       31.361982 35.       28.      ]
hybrid_-30_15_-36_35_28_230_30_420:gt ['-30', '15', '-36', '35', '28']:pred [30.         2.7927907 36.        35.         8.832741 ]
sedan2door_-30_23_-36_48_28_50_70_420:gt ['-30', '23', '-36', '48', '28']:pred [37.476875 24.005762 36.       48.       18.17004 ]
sedan2door_-30_23_-36_10_28_140_30_420:gt ['-30', '23', '-36', '10', '28']:pred [30.       13.809589 36.       10.       28.      ]
suv_-30_45_-22_10_28_140_70_420:gt ['-30', '45', '-22', '10', '28']:pred [25.045265 37.20693  17.602444 10.992691 13.884964]
suv_-17_45_-4_10_46_140_70_420:gt ['-17', '45', '-4', '10', '46']:pred [16.125263 33.382915  4.       12.532893 24.501352]
sedan4door_-17_45_-4_48_15_50_70_420:gt ['-17', '45', '-4', '48', '15']:pred [26.162262  35.37305    5.0855713 48.         5.0342894]
hybrid_-50_15_-22_10_28_20_30_420:gt ['-50', '15', '-22', '10', '28']:pred [35.74053  15.       22.       10.       17.152422]
hatchback_-17_45_-22_35_46_50_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.94106  45.       39.448704 35.       46.      ]
hybrid_-50_15_-4_35_15_230_70_420:gt ['-50', '15', '-4', '35', '15']:pred [35.04831   16.576994   4.        35.         2.5563576]
suv_-17_15_-4_48_15_50_30_420:gt ['-17', '15', '-4', '48', '15']:pred [12.358638  15.         3.5502331 48.         4.330618 ]
sedan2door_-17_45_-36_48_15_50_70_420:gt ['-17', '45', '-36', '48', '15']:pred [19.979208  49.012108  36.        48.         7.5347157]
hatchback_-50_23_-22_10_28_140_70_420:gt ['-50', '23', '-22', '10', '28']:pred [37.398273 15.053303 22.       13.704726 25.837914]
hybrid_-30_45_-36_35_28_50_30_420:gt ['-30', '45', '-36', '35', '28']:pred [43.507904 45.       36.       35.       28.      ]
hatchback_-30_23_-36_48_28_140_70_420:gt ['-30', '23', '-36', '48', '28']:pred [21.956535 18.251232 19.153782 41.15452  22.154594]
hatchback_-17_15_-22_10_28_140_30_420:gt ['-17', '15', '-22', '10', '28']:pred [17.        4.734604 22.       10.822102 28.      ]
sedan2door_-17_15_-4_10_15_50_30_420:gt ['-17', '15', '-4', '10', '15']:pred [19.85035 15.       4.      10.      15.     ]
hybrid_-50_23_-36_48_15_20_30_420:gt ['-50', '23', '-36', '48', '15']:pred [33.758614 23.       36.       48.        6.78889 ]
hybrid_-17_23_-36_48_28_50_70_420:gt ['-17', '23', '-36', '48', '28']:pred [22.43518  23.717505 36.       48.       18.499407]
suv_-30_15_-4_35_15_20_70_420:gt ['-30', '15', '-4', '35', '15']:pred [33.243275   4.667106   6.611927  35.         7.2109632]
hatchback_-50_45_-4_48_46_50_70_420:gt ['-50', '45', '-4', '48', '46']:pred [40.678005 43.056984 20.294252 25.381275 27.510439]
suv_-30_15_-4_35_46_20_30_420:gt ['-30', '15', '-4', '35', '46']:pred [34.21217   15.         6.9113016 35.        25.35509  ]
sedan2door_-50_15_-36_35_46_20_30_420:gt ['-50', '15', '-36', '35', '46']:pred [32.68326  15.       36.       35.       19.572737]
sedan2door_-17_45_-36_35_15_140_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.     33.7498 36.     35.     15.    ]
sedan4door_-30_15_-22_35_15_140_30_420:gt ['-30', '15', '-22', '35', '15']:pred [30.       10.812492 22.       32.15363  15.      ]
sedan4door_-17_23_-36_48_28_140_30_420:gt ['-17', '23', '-36', '48', '28']:pred [17.       14.217518 36.       39.929726 28.      ]
hatchback_-17_15_-4_48_46_50_70_420:gt ['-17', '15', '-4', '48', '46']:pred [ 9.82512  17.465504 24.279932 48.       35.152874]
hybrid_-50_15_-4_35_28_140_30_420:gt ['-50', '15', '-4', '35', '28']:pred [50.         5.7263126  4.        35.        28.       ]
hybrid_-17_15_-4_35_15_50_70_420:gt ['-17', '15', '-4', '35', '15']:pred [21.606375   6.9970126  4.        35.         6.5981774]
sedan2door_-50_45_-4_10_28_140_30_420:gt ['-50', '45', '-4', '10', '28']:pred [50.       36.184826  4.       10.       28.      ]
sedan4door_-30_15_-22_48_46_230_30_420:gt ['-30', '15', '-22', '48', '46']:pred [30.       10.551219 22.       44.380474 37.06236 ]
sedan4door_-50_45_-4_35_46_50_70_420:gt ['-50', '45', '-4', '35', '46']:pred [48.205    44.6677   20.215403 21.55601  16.321114]
sedan4door_-50_23_-22_48_46_50_70_420:gt ['-50', '23', '-22', '48', '46']:pred [45.823826 29.800957 22.97305  27.395536 19.973444]
sedan2door_-17_15_-22_35_28_140_30_420:gt ['-17', '15', '-22', '35', '28']:pred [17.         6.8866796 22.        35.        28.       ]
sedan2door_-50_15_-4_10_28_50_70_420:gt ['-50', '15', '-4', '10', '28']:pred [45.837036  8.305714 19.37585  10.       16.136374]
sedan2door_-30_23_-22_35_15_230_30_420:gt ['-30', '23', '-22', '35', '15']:pred [30.       11.092306 22.       35.        8.372426]
sedan4door_-17_45_-22_10_28_20_70_420:gt ['-17', '45', '-22', '10', '28']:pred [13.5824175 27.046114  23.907444  20.470062  10.113794 ]
suv_-17_15_-36_10_28_230_70_420:gt ['-17', '15', '-36', '10', '28']:pred [14.398173  10.352857  27.571733  11.520736   5.3365064]
sedan2door_-17_23_-36_10_46_230_70_420:gt ['-17', '23', '-36', '10', '46']:pred [ 5.240462 17.69993  36.       10.       11.877691]
sedan4door_-30_15_-4_10_46_230_70_420:gt ['-30', '15', '-4', '10', '46']:pred [30.891605   7.6198277 17.651918   6.4736576  9.714909 ]
sedan2door_-30_45_-22_10_15_20_30_420:gt ['-30', '45', '-22', '10', '15']:pred [29.095974 45.       22.       10.        4.640028]
hybrid_-50_23_-4_35_28_140_30_420:gt ['-50', '23', '-4', '35', '28']:pred [50.       10.587204  4.       35.       28.      ]
sedan4door_-17_23_-22_48_28_140_30_420:gt ['-17', '23', '-22', '48', '28']:pred [17.       15.764124 22.       41.623665 28.      ]
hatchback_-30_45_-4_10_15_50_70_420:gt ['-30', '45', '-4', '10', '15']:pred [21.098837 46.58274   9.677756 11.113073  8.597681]
hybrid_-17_23_-22_48_15_230_70_420:gt ['-17', '23', '-22', '48', '15']:pred [ 8.275938 19.370508 22.       48.        4.772161]
sedan4door_-30_23_-36_48_46_230_30_420:gt ['-30', '23', '-36', '48', '46']:pred [30.       13.416977 36.       41.91332  39.843563]
sedan4door_-30_23_-22_10_15_140_30_420:gt ['-30', '23', '-22', '10', '15']:pred [30.        15.2819395 22.         6.654643  15.       ]
suv_-30_15_-36_10_15_230_70_420:gt ['-30', '15', '-36', '10', '15']:pred [26.020327   9.255435  30.38337    9.679025   1.8087773]
sedan4door_-17_23_-4_10_15_50_30_420:gt ['-17', '23', '-4', '10', '15']:pred [13.747619 23.        8.78586  10.       15.      ]
suv_-30_45_-36_48_46_140_30_420:gt ['-30', '45', '-36', '48', '46']:pred [30.       28.395203 36.       46.40487  46.      ]
sedan4door_-17_15_-36_35_15_20_70_420:gt ['-17', '15', '-36', '35', '15']:pred [10.278187  5.341467 34.64364  35.        4.256158]
sedan2door_-17_23_-36_48_15_50_70_420:gt ['-17', '23', '-36', '48', '15']:pred [17.712837 28.088747 36.       48.        7.28648 ]
sedan2door_-30_23_-22_48_46_50_70_420:gt ['-30', '23', '-22', '48', '46']:pred [32.815804 23.668512 22.       48.       21.770943]
hybrid_-30_45_-22_35_28_230_30_420:gt ['-30', '45', '-22', '35', '28']:pred [30.       18.616772 22.       35.       13.718044]
hatchback_-17_23_-36_10_46_20_30_420:gt ['-17', '23', '-36', '10', '46']:pred [12.266959 23.       35.508846 10.       19.95906 ]
sedan4door_-30_23_-4_35_46_230_30_420:gt ['-30', '23', '-4', '35', '46']:pred [30.       16.842392  4.       33.82116  44.44621 ]
sedan2door_-30_45_-36_35_28_230_70_420:gt ['-30', '45', '-36', '35', '28']:pred [15.747536  34.666286  36.        35.         3.0565865]
sedan4door_-30_23_-22_35_15_230_70_420:gt ['-30', '23', '-22', '35', '15']:pred [21.045115  21.00988   35.77335   33.161594   4.6127048]
hybrid_-17_45_-36_35_15_20_70_420:gt ['-17', '45', '-36', '35', '15']:pred [10.837807 26.123402 36.       35.        6.830471]
sedan2door_-17_45_-36_35_46_50_70_420:gt ['-17', '45', '-36', '35', '46']:pred [18.267458 47.229816 36.       35.       12.610077]
sedan2door_-50_23_-4_48_28_50_70_420:gt ['-50', '23', '-4', '48', '28']:pred [44.740993 21.759485 22.433857 48.       14.914811]
suv_-50_45_-36_35_46_230_30_420:gt ['-50', '45', '-36', '35', '46']:pred [50.       40.63933  36.       39.331112 40.177574]
sedan2door_-17_15_-4_48_28_230_70_420:gt ['-17', '15', '-4', '48', '28']:pred [ 4.709016   9.26295    8.61863   48.         5.9892044]
hybrid_-17_23_-22_48_28_20_70_420:gt ['-17', '23', '-22', '48', '28']:pred [ 9.16862   8.734874 22.       48.       24.345936]
hybrid_-50_45_-22_48_28_20_30_420:gt ['-50', '45', '-22', '48', '28']:pred [34.79177  45.       22.       48.       19.015814]
sedan2door_-17_23_-22_10_15_20_70_420:gt ['-17', '23', '-22', '10', '15']:pred [15.448731  5.977226 22.       10.        8.5057  ]
hybrid_-17_23_-4_48_28_230_70_420:gt ['-17', '23', '-4', '48', '28']:pred [ 8.772665 19.60878   4.       48.       14.946171]
sedan2door_-17_23_-22_35_46_140_70_420:gt ['-17', '23', '-22', '35', '46']:pred [ 8.990597 18.544752 22.       13.324365 25.67705 ]
hybrid_-30_45_-36_35_28_20_30_420:gt ['-30', '45', '-36', '35', '28']:pred [29.270557 45.       36.       35.       14.798415]
sedan2door_-30_23_-4_10_15_20_70_420:gt ['-30', '23', '-4', '10', '15']:pred [35.067017 10.184077  4.       10.       10.554706]
hybrid_-50_23_-22_48_28_140_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.        9.997469 22.       48.       28.      ]
hybrid_-17_23_-22_10_28_140_30_420:gt ['-17', '23', '-22', '10', '28']:pred [17.       10.568777 22.       10.       28.      ]
hybrid_-30_15_-22_10_46_230_70_420:gt ['-30', '15', '-22', '10', '46']:pred [25.157137 12.046667 22.       10.       21.971317]
suv_-17_45_-36_10_15_20_70_420:gt ['-17', '45', '-36', '10', '15']:pred [18.622417 21.138828 33.697784 10.        6.602456]
hatchback_-17_15_-36_10_46_20_70_420:gt ['-17', '15', '-36', '10', '46']:pred [ 7.8343005  5.4025126 32.920788  10.        37.736736 ]
sedan4door_-50_23_-4_10_46_20_30_420:gt ['-50', '23', '-4', '10', '46']:pred [39.351242 23.        8.681761 10.       29.356266]
hybrid_-50_15_-22_10_46_50_70_420:gt ['-50', '15', '-22', '10', '46']:pred [44.4655    8.136682 22.       10.       31.544369]
sedan2door_-50_45_-22_10_15_230_70_420:gt ['-50', '45', '-22', '10', '15']:pred [26.376041 38.79796  22.       10.        1.765141]
hatchback_-30_45_-4_48_46_20_30_420:gt ['-30', '45', '-4', '48', '46']:pred [24.832836 45.       17.16272  48.       16.946064]
sedan4door_-50_15_-4_48_28_50_30_420:gt ['-50', '15', '-4', '48', '28']:pred [44.815666 15.       19.20549  48.       28.      ]
sedan4door_-50_23_-36_35_15_140_30_420:gt ['-50', '23', '-36', '35', '15']:pred [50.       17.779541 36.       34.497303 15.      ]
hatchback_-30_15_-36_48_46_50_30_420:gt ['-30', '15', '-36', '48', '46']:pred [29.696333 15.       45.338356 48.       46.      ]
sedan2door_-30_15_-36_10_46_230_30_420:gt ['-30', '15', '-36', '10', '46']:pred [30.        6.428871 36.       10.       19.294321]
hatchback_-30_45_-36_10_15_50_30_420:gt ['-30', '45', '-36', '10', '15']:pred [30.403103 45.       41.664528 10.       15.      ]
