425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 8.53187    8.6063595 40.        40.        31.950634 ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [26.791655 13.283534 40.       20.       49.390038]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [ 3.9311492  4.3753176  1.692852  15.923199  28.479008 ]
7dac31838b627748eb631ba05bd8dfe_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [11.822555   6.4273257 14.259132  10.718434  17.679384 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [31.062996 13.937454  9.341769 21.787148 43.251926]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_20_40_240_40_400:gt ['40', '20', '20', '20', '40']:pred [40.         3.9449532  1.686517  15.567362  17.589691 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [13.840949  19.803015   3.1508162 26.751389  12.852509 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       28.47704  40.       26.413635 34.44888 ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [17.307896  15.567829  17.89808   39.806095   3.7789772]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [9.0910635 1.9619905 1.9668133 4.638093  6.6470046]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [26.109375  12.392828   3.9013214 30.347574  45.703983 ]
c61ec8875746ab78227375499b768057_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [21.85944  43.180347 40.       28.892857  9.698378]
c61ec8875746ab78227375499b768057_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [17.664333 32.287254 40.       22.227362 12.406338]
7c46bfff2f90f11044592db9be5db5c8_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [15.69745    8.459022   0.6188796 30.21507   53.095062 ]
6265f0745d3f40546bcd32c43682e841_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [ 8.304747   6.1388493  8.81482   22.293198  16.114279 ]
9c827e532de4967285089a13cc567dbd_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [15.714671 41.896446 14.700986 20.       31.17071 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       29.200922 40.       26.79708  44.092297]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [33.810177 21.293613 40.       26.927542 37.625126]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [ 6.77656  23.070042 36.952877 20.640524 29.44959 ]
c61ec8875746ab78227375499b768057_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 2.9541154 17.398014  12.398709  40.        28.132551 ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [12.535214 26.699883  8.364519  8.464484 30.697159]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [ 9.056253 11.942762  9.546655 16.506649 14.867466]
fa1b3bcdbda309a439cc19d48e3f4f5_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [ 6.4791765 10.61925    4.395013  12.304227  13.090286 ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [12.003345 18.637121  6.669164 44.59141  54.44857 ]
cde88b5900e8dfba725a7749daae1afa_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       11.103696 20.       28.970995 35.113644]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 9.7886915 18.187237   8.453009  10.253588  11.895927 ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [ 6.5064135 11.65919    7.4613757 40.        16.8685   ]
1790131f5f74b1ed973aff268eb6b00c_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [18.19333  13.683655 40.       34.126404 16.575836]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [11.756037  8.878576  2.123083  9.439556 22.164404]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [24.579067 20.424435 40.       38.969765 21.657803]
a88d69e53a01aab9ff1370452e3a0154_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [14.894768   8.631932   5.6303678 37.803528  28.669716 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [ 6.990786 15.042715  7.4534   30.15483  37.92315 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [13.454189  9.482252 11.663496  4.647502 13.409615]
4ac021653126a29e98618a1ba17f086b_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [10.437851  18.805328   1.3687873 28.333977  40.68353  ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.        29.65867   20.        10.323438   9.0952635]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [ 9.585915 20.827349 12.282271 38.228184 55.522915]
a387407d49e209fdeea60824a43a0b_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [27.801445 51.380188  6.820958 40.       20.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [14.859339 21.115604 18.408491 12.567304 38.971912]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [ 8.926172  53.023903  26.148014   5.0808845 33.574535 ]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [14.531715  17.85733    2.8161817 15.7344475 16.038324 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [15.016032  27.433239   5.9359546 40.        37.58754  ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [13.455861  9.716707  8.738218 18.061224 30.221054]
5e87b04efd58cc8922412d2a728de1d5_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [21.534746 14.285608 30.992575 24.422392 34.096054]
9d2b7938d426633b28044fe9244db50a_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [15.153126   4.1863847  5.646841  25.021997  11.036211 ]
ffe0a5b165461eb66a2345809e2bb169_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [14.173547   6.780669   5.6142054  5.058139  21.942192 ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [ 4.0081687  4.5404625  1.7149094 15.440168  28.224508 ]
a387407d49e209fdeea60824a43a0b_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [11.520003 19.789139 13.110228 23.900688 10.146402]
12f2905dc029f59a2479fbc7da5ed22b_40_40_40_20_20_80_80_400:gt ['40', '40', '40', '20', '20']:pred [ 6.2842946 29.348364  16.682371  17.482931  41.75274  ]
c61ec8875746ab78227375499b768057_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [ 6.6722636 15.980998  17.374393  12.632416  16.596935 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [14.792097 15.206543 40.       40.       46.33822 ]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [ 4.9476066  9.817561  15.260453   8.658619  52.405155 ]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [14.867022   8.845548   7.5950093 38.674843  25.888918 ]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.         5.010646   1.0950698 18.50811   39.393963 ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [14.898427  10.460648   3.8503718  6.0075974 15.546218 ]
923007b377bb1cab473f10e6caaeca56_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       25.80586  20.       20.        6.883833]
216d910f71942f205df3c6413d40ccb2_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [12.726958   4.1686234  3.030464   9.674095  19.30566  ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [14.195148   5.1262913  7.3367705 12.269734  39.87411  ]
cde88b5900e8dfba725a7749daae1afa_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [24.792238 45.36881  14.049789 20.       31.17913 ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [18.133694   5.2906203 40.        20.        40.173767 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [12.818044  9.108929  8.316528 18.176414 31.658691]
4458ed2a746e61a3b11647ffa4306609_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [12.221456   7.1756444 13.223511  16.268084  10.70155  ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [30.493427 35.278515 24.445698 40.       36.265   ]
5ec3322293a39816ad7e7cea4034d226_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.        2.889041 40.       29.582706 35.373226]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [14.383499   1.4257119  1.0421336 24.365475  37.67339  ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       38.323116 40.       12.417817 12.610599]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [22.369787 29.007914 20.       20.       20.      ]
5ec3322293a39816ad7e7cea4034d226_40_40_40_40_20_80_80_400:gt ['40', '40', '40', '40', '20']:pred [26.052378 13.932447 27.934656 40.       15.623533]
9c827e532de4967285089a13cc567dbd_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [12.75011  40.837875 16.691486 20.       24.982508]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [18.194378  35.605385   7.926356   3.1610537 55.47481  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [11.713734   3.4821982 13.838015  20.727879   8.151197 ]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [ 9.371596  12.746712   6.7833037 22.811554  41.430214 ]
a387407d49e209fdeea60824a43a0b_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       29.901936 20.       11.63946  27.456282]
9d2b7938d426633b28044fe9244db50a_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [17.230207   7.954024   8.374513  29.319103   3.6739905]
1a64bf1e658652ddb11647ffa4306609_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [17.793081 25.55521  26.557793 33.589916 29.267735]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.         7.5940742 20.         7.2894893 19.396978 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [14.554119 20.047667  4.042892 34.961197 14.267649]
4ac021653126a29e98618a1ba17f086b_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [19.151154  10.485512   1.1414692 23.74477   45.0848   ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [16.781124   6.7328124  2.8607285 10.531567  25.749557 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [11.295044 29.460968 24.524061 15.299498 41.790882]
a387407d49e209fdeea60824a43a0b_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [29.203955 39.530556 27.660965 44.29212  21.901604]
2f7cf2c2d170e3c936f37029483b3e41_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [11.360789  8.893212  8.196107 29.76854  46.02546 ]
216d910f71942f205df3c6413d40ccb2_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [13.10866  35.883335 42.48702  40.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [15.316506 34.991547  7.087456 22.084126 45.294346]
86c8a3137a716d70e742b0b5e87bec54_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [37.97827  30.258959 40.       21.781605 15.348211]
825fb860d71c78a477c771b4b7eed82c_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [13.842243 11.321473 17.895792 24.52888  35.131245]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [12.543364  13.738476   4.1172824 20.        55.204273 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [22.416302 52.169796 40.       40.       24.618458]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [ 4.9623604 13.759525   8.654765  17.935555  37.94433  ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [20.400425 46.701893  6.077025 13.267211 30.456877]
2f7cf2c2d170e3c936f37029483b3e41_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [13.736697 17.105011 16.91927  35.502926 40.283596]
825fb860d71c78a477c771b4b7eed82c_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       19.085302 28.254574 18.881931 48.291664]
5ec3322293a39816ad7e7cea4034d226_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [14.910463   6.5976205 28.88317   40.        20.       ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [ 8.763121  12.694304   1.8611095 28.944572   9.669615 ]
86c8a3137a716d70e742b0b5e87bec54_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [10.026161  11.93888    1.7212926 45.964157  44.653618 ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [14.939147   8.181795   5.21624    4.9006257 24.755457 ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [40.         4.463143   1.4801626 14.5481415 19.417543 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       12.67782   5.818888 28.812128 15.713061]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [ 3.4721296 54.528267  25.701836   3.4960184 36.943478 ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [10.557581  9.120617 28.405954  5.905903 25.65424 ]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [41.03448  22.864134 40.       27.30596  46.543175]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [30.13862    6.8374567  5.4543386 17.348286   6.1784363]
9c827e532de4967285089a13cc567dbd_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.        35.336613  20.         0.7064715 46.396545 ]
7c46bfff2f90f11044592db9be5db5c8_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [ 9.959315  15.534915   7.5272245 25.42735   35.189426 ]
923007b377bb1cab473f10e6caaeca56_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [22.382975  8.421724  3.82529  23.390038 17.920216]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [26.640024 32.402447 32.90199  44.073128 20.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [28.412077 50.959137 22.201056 17.058563 34.743984]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.        10.138895   2.1097317 13.014156  13.2179165]
4ac021653126a29e98618a1ba17f086b_20_40_40_40_20_240_80_400:gt ['20', '40', '40', '40', '20']:pred [ 7.741453   9.669686   2.5586085 23.770357  55.610676 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [13.603042 11.428107 20.       32.334267 47.10606 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [19.546534 22.578453 20.        4.197611 48.74923 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [33.161777 32.402916 20.       23.624474 40.099445]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [14.314135 52.31807  23.646833 49.062584 21.110155]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [24.469633 11.939313 14.479128 40.       26.6432  ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.         3.344637  40.         2.1891863  9.432915 ]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_20_80_40_400:gt ['40', '40', '20', '20', '20']:pred [10.728193 16.277563 11.163639 24.499372 35.940975]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [ 9.6466465  9.316225  11.49629   43.49083   25.458872 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.        11.6886215  2.8660088 14.507653  20.473415 ]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_40_40_80_80_400:gt ['40', '20', '40', '40', '40']:pred [19.985012 17.584335 19.817398 29.950233 11.771096]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       32.07922  40.       22.063257 21.355879]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [27.966972 44.168747 22.977266 20.67753  14.183929]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [10.371454 26.552023 22.44424  40.       25.73872 ]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [18.370096 12.103099 11.435042 15.95141  36.716045]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [17.868404 19.662645 15.308554 25.652851 17.754385]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [21.757656 32.027664  5.926478 17.41238  11.878416]
a387407d49e209fdeea60824a43a0b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [26.284597 47.29627  26.480072 32.729156 28.101303]
923007b377bb1cab473f10e6caaeca56_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [26.635056   4.7024083 12.0049    13.32824   18.99379  ]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [17.940252   3.5857282 11.391913  13.532755  28.41355  ]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [ 6.2856936 25.80012   20.         9.5243025 31.477797 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [29.80641  29.329157 18.430162 20.       56.009735]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [ 4.8274302  7.9084764  9.89541   11.699843  22.010347 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [23.57631  53.31364  39.571163 40.       42.278793]
5ec3322293a39816ad7e7cea4034d226_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [26.926382 13.923202 27.528948 40.       40.      ]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [11.458064  5.022077 40.        5.209992 32.250896]
9d2b7938d426633b28044fe9244db50a_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [25.168203 20.       40.       20.        3.645329]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [44.41542 44.48678 40.      43.39003 45.57573]
a115d534edec6f89afe1d4530f4c6e24_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [18.299732   8.3489685  8.788886  11.476321  37.215263 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [13.622349   7.211451   3.5366414  5.6025186 26.903759 ]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.         1.0704759 40.         1.4697196  6.4422603]
9c827e532de4967285089a13cc567dbd_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [13.886409 39.791267 17.567272 20.       23.680058]
