sedan2door_-30_23_-4_48_15_20_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.666483 23.        4.       48.        8.111878]
suv_-17_45_-22_48_15_140_70_420:gt ['-17', '45', '-22', '48', '15']:pred [40.672764 45.1467   23.727394 44.55498  27.524359]
suv_-50_45_-36_35_15_230_70_420:gt ['-50', '45', '-36', '35', '15']:pred [44.338345 53.563652 36.22008  40.70005  20.059395]
hybrid_-17_45_-4_35_28_140_70_420:gt ['-17', '45', '-4', '35', '28']:pred [35.26411  22.36066   4.       35.       38.589916]
suv_-17_45_-36_10_46_140_70_420:gt ['-17', '45', '-36', '10', '46']:pred [35.848824 33.140438 36.       29.971224 53.37681 ]
hatchback_-30_23_-4_35_15_230_70_420:gt ['-30', '23', '-4', '35', '15']:pred [38.50732  26.65116  18.599703 36.03709  14.219791]
suv_-17_45_-4_48_28_140_70_420:gt ['-17', '45', '-4', '48', '28']:pred [39.137505 37.665817  4.       40.164574 47.058506]
suv_-17_15_-22_48_46_230_30_420:gt ['-17', '15', '-22', '48', '46']:pred [17.       16.264109 22.       42.78209  51.342678]
suv_-50_23_-22_35_28_50_30_420:gt ['-50', '23', '-22', '35', '28']:pred [37.799515 23.       37.02726  35.       28.      ]
sedan4door_-17_15_-22_35_46_140_30_420:gt ['-17', '15', '-22', '35', '46']:pred [17.        7.880889 22.       28.082563 11.839028]
sedan2door_-17_15_-36_48_15_230_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.        9.231275 36.       48.       12.126728]
suv_-30_45_-36_48_15_20_30_420:gt ['-30', '45', '-36', '48', '15']:pred [40.04833  45.       39.54624  48.       12.832723]
sedan4door_-30_45_-36_35_28_50_30_420:gt ['-30', '45', '-36', '35', '28']:pred [40.723267 45.       34.06269  35.       28.      ]
sedan4door_-17_45_-36_48_15_50_30_420:gt ['-17', '45', '-36', '48', '15']:pred [41.029636 45.       35.649075 48.       15.      ]
sedan2door_-17_23_-36_10_46_50_70_420:gt ['-17', '23', '-36', '10', '46']:pred [38.755516 12.536072 36.       10.       16.581139]
hatchback_-17_45_-22_35_46_140_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.       39.283405 22.       22.136026 20.052214]
sedan2door_-50_45_-36_35_28_140_30_420:gt ['-50', '45', '-36', '35', '28']:pred [50.       36.570034 36.       35.       12.480552]
suv_-17_23_-4_48_28_20_30_420:gt ['-17', '23', '-4', '48', '28']:pred [19.941086  23.         6.9974995 48.        20.38191  ]
hatchback_-30_45_-36_10_15_50_70_420:gt ['-30', '45', '-36', '10', '15']:pred [27.665337 30.019806 31.819292 36.05003  15.352063]
hybrid_-17_45_-4_10_46_230_30_420:gt ['-17', '45', '-4', '10', '46']:pred [17.      40.70954  4.      10.      44.50617]
sedan2door_-30_15_-22_10_15_50_70_420:gt ['-30', '15', '-22', '10', '15']:pred [43.413696 16.840508 22.       10.        9.60613 ]
sedan2door_-17_15_-4_48_28_230_30_420:gt ['-17', '15', '-4', '48', '28']:pred [17.       10.005663  4.       48.       33.29123 ]
sedan2door_-50_15_-36_10_15_20_30_420:gt ['-50', '15', '-36', '10', '15']:pred [43.126797 15.       36.       10.        6.317063]
hatchback_-17_15_-36_35_28_20_30_420:gt ['-17', '15', '-36', '35', '28']:pred [31.31474  15.       29.804554 35.       18.413506]
hybrid_-50_45_-36_35_15_230_30_420:gt ['-50', '45', '-36', '35', '15']:pred [50.       40.81802  36.       35.        9.976905]
sedan4door_-30_15_-4_48_28_50_70_420:gt ['-30', '15', '-4', '48', '28']:pred [41.563545 23.185513 18.960894 33.92808   4.892729]
sedan2door_-30_15_-4_35_28_230_70_420:gt ['-30', '15', '-4', '35', '28']:pred [38.17813   7.955107  4.       35.       33.840706]
suv_-30_15_-4_48_46_50_30_420:gt ['-30', '15', '-4', '48', '46']:pred [36.245182 15.       23.008009 48.       46.      ]
sedan4door_-30_15_-36_35_46_140_70_420:gt ['-30', '15', '-36', '35', '46']:pred [44.02009   9.982494 36.       18.77286  47.394135]
sedan4door_-30_23_-22_48_15_50_70_420:gt ['-30', '23', '-22', '48', '15']:pred [41.990265 25.245346 24.034473 36.314377  5.624839]
suv_-50_23_-36_48_46_140_70_420:gt ['-50', '23', '-36', '48', '46']:pred [32.02625  28.313223 36.       38.703808 54.599693]
sedan2door_-30_15_-22_48_46_50_70_420:gt ['-30', '15', '-22', '48', '46']:pred [44.00345  16.115152 22.       48.       16.408007]
hatchback_-17_15_-4_10_46_230_70_420:gt ['-17', '15', '-4', '10', '46']:pred [23.97429   6.657442 21.070763 12.352579 53.067425]
hatchback_-50_15_-22_35_28_50_70_420:gt ['-50', '15', '-22', '35', '28']:pred [33.096886 17.416471 24.62965  30.93068  13.231959]
sedan4door_-17_15_-4_10_15_230_70_420:gt ['-17', '15', '-4', '10', '15']:pred [23.326912   4.7569513 15.534116  15.293201  17.063927 ]
hybrid_-30_15_-22_10_46_50_70_420:gt ['-30', '15', '-22', '10', '46']:pred [23.5692   18.122625 22.       10.       30.690357]
hatchback_-30_45_-22_10_15_230_70_420:gt ['-30', '45', '-22', '10', '15']:pred [42.1368   43.19612  29.963299 20.292744 10.47887 ]
hybrid_-30_15_-4_35_28_230_30_420:gt ['-30', '15', '-4', '35', '28']:pred [30.        6.451135  4.       35.       27.491724]
hatchback_-30_15_-4_48_28_20_30_420:gt ['-30', '15', '-4', '48', '28']:pred [39.082226 15.        9.49757  48.       20.682407]
sedan2door_-17_15_-4_48_28_50_70_420:gt ['-17', '15', '-4', '48', '28']:pred [40.523327  9.942898  4.       48.       15.044439]
hatchback_-30_45_-36_48_46_230_70_420:gt ['-30', '45', '-36', '48', '46']:pred [41.848663 49.4936   38.60663  38.262123 49.807926]
sedan2door_-17_23_-4_35_15_50_70_420:gt ['-17', '23', '-4', '35', '15']:pred [38.559242 13.629083  4.       35.        9.034924]
sedan2door_-30_45_-4_10_28_50_30_420:gt ['-30', '45', '-4', '10', '28']:pred [45.971157 45.        4.       10.       28.      ]
suv_-17_23_-4_10_46_20_70_420:gt ['-17', '23', '-4', '10', '46']:pred [23.927113 14.931019  7.074955 41.664577 38.54777 ]
suv_-30_23_-4_35_15_140_30_420:gt ['-30', '23', '-4', '35', '15']:pred [30.       20.052517  4.       21.564892 12.340484]
sedan2door_-30_15_-36_35_46_140_70_420:gt ['-30', '15', '-36', '35', '46']:pred [38.269203  6.278297 36.       35.       52.12028 ]
suv_-30_15_-22_10_15_20_30_420:gt ['-30', '15', '-22', '10', '15']:pred [39.575928 15.       32.137066 10.       10.634089]
hybrid_-30_23_-4_10_28_50_70_420:gt ['-30', '23', '-4', '10', '28']:pred [25.525095 20.516438  4.       10.       10.493568]
sedan4door_-30_23_-22_35_28_140_70_420:gt ['-30', '23', '-22', '35', '28']:pred [37.699184 13.636693 22.       26.259394 39.130398]
sedan4door_-17_15_-4_35_15_140_70_420:gt ['-17', '15', '-4', '35', '15']:pred [31.666668   5.5191846  4.        15.715054  24.982021 ]
suv_-17_15_-4_48_46_230_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.       15.176033  4.       43.028694 51.65039 ]
hatchback_-50_23_-22_48_28_20_30_420:gt ['-50', '23', '-22', '48', '28']:pred [48.303032 23.       34.557514 48.       15.973555]
hybrid_-30_23_-22_10_15_50_70_420:gt ['-30', '23', '-22', '10', '15']:pred [25.718496 20.305927 22.       10.        7.924288]
sedan4door_-50_23_-36_35_28_230_30_420:gt ['-50', '23', '-36', '35', '28']:pred [50.       25.326115 36.       36.154427 42.13932 ]
suv_-17_23_-4_10_28_140_70_420:gt ['-17', '23', '-4', '10', '28']:pred [31.566206  4.982771  4.       13.688857 45.616783]
suv_-17_15_-22_48_28_230_70_420:gt ['-17', '15', '-22', '48', '28']:pred [20.613447 16.69057  36.133034 46.76132  32.85249 ]
sedan2door_-50_45_-4_10_28_50_70_420:gt ['-50', '45', '-4', '10', '28']:pred [32.078148  35.99091    4.        10.        14.2276125]
suv_-17_15_-4_48_15_20_70_420:gt ['-17', '15', '-4', '48', '15']:pred [19.420563 25.949291  5.963559 48.        8.994062]
sedan4door_-50_45_-22_48_15_230_30_420:gt ['-50', '45', '-22', '48', '15']:pred [50.       52.996887 22.       49.065796 21.788015]
hatchback_-17_15_-4_48_46_230_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.        8.407353  4.       38.82634  49.34939 ]
sedan2door_-17_45_-36_10_28_20_30_420:gt ['-17', '45', '-36', '10', '28']:pred [15.123502  45.        36.        10.        14.0939045]
sedan2door_-50_15_-4_48_15_50_70_420:gt ['-50', '15', '-4', '48', '15']:pred [35.360508 24.480352  4.       48.       10.082863]
hatchback_-30_23_-4_10_15_20_30_420:gt ['-30', '23', '-4', '10', '15']:pred [39.727703 23.        7.689035 10.       15.817848]
suv_-30_15_-22_10_28_230_70_420:gt ['-30', '15', '-22', '10', '28']:pred [38.51399   7.303055 35.274925 19.67652  32.703506]
suv_-17_15_-36_35_15_20_30_420:gt ['-17', '15', '-36', '35', '15']:pred [27.605806 15.       34.205708 35.       11.100874]
sedan4door_-50_45_-4_10_46_20_70_420:gt ['-50', '45', '-4', '10', '46']:pred [43.62208  26.040958  9.525632 35.969048 29.57749 ]
suv_-17_15_-4_48_15_50_70_420:gt ['-17', '15', '-4', '48', '15']:pred [41.370167   8.796394  10.3398075 32.09006    8.874716 ]
sedan2door_-50_45_-22_35_46_230_30_420:gt ['-50', '45', '-22', '35', '46']:pred [50.       52.077286 22.       35.       46.511826]
hybrid_-50_23_-36_35_15_230_70_420:gt ['-50', '23', '-36', '35', '15']:pred [32.736465 11.81865  36.       35.        9.096416]
sedan2door_-50_45_-4_48_46_20_70_420:gt ['-50', '45', '-4', '48', '46']:pred [45.58232  43.745106  4.       48.       28.029625]
hatchback_-17_45_-4_10_28_20_70_420:gt ['-17', '45', '-4', '10', '28']:pred [23.584377 34.132195  7.387848 42.6096   29.092957]
sedan2door_-50_45_-36_48_28_230_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       52.031044 36.       48.       35.673714]
sedan2door_-30_15_-22_10_28_20_30_420:gt ['-30', '15', '-22', '10', '28']:pred [31.972858 15.       22.       10.       10.100037]
suv_-17_45_-22_35_46_50_70_420:gt ['-17', '45', '-22', '35', '46']:pred [47.329727 26.89642  25.557789 37.544052 27.562931]
hatchback_-50_45_-36_48_46_50_70_420:gt ['-50', '45', '-36', '48', '46']:pred [35.900757 43.031483 30.887138 41.540134 42.317326]
sedan2door_-30_15_-22_10_46_20_70_420:gt ['-30', '15', '-22', '10', '46']:pred [33.31843  19.044674 22.       10.       32.655872]
sedan4door_-17_45_-36_35_46_20_30_420:gt ['-17', '45', '-36', '35', '46']:pred [29.957952 45.       27.739065 35.       22.240803]
sedan2door_-50_45_-22_48_46_20_30_420:gt ['-50', '45', '-22', '48', '46']:pred [40.660885 45.       22.       48.       13.697042]
sedan2door_-50_15_-4_48_28_20_70_420:gt ['-50', '15', '-4', '48', '28']:pred [36.35253  18.12686   4.       48.       30.536184]
sedan4door_-17_23_-4_48_15_20_30_420:gt ['-17', '23', '-4', '48', '15']:pred [20.931335  23.         5.2170844 48.        10.947285 ]
hybrid_-50_45_-36_10_28_20_70_420:gt ['-50', '45', '-36', '10', '28']:pred [35.67684  25.109087 36.       10.       28.102264]
hybrid_-30_15_-22_35_28_140_30_420:gt ['-30', '15', '-22', '35', '28']:pred [30.       15.773034 22.       35.        9.715021]
hatchback_-30_45_-22_48_15_50_70_420:gt ['-30', '45', '-22', '48', '15']:pred [36.114944 28.95963  20.856798 40.993824 13.623874]
sedan4door_-17_45_-36_48_46_20_70_420:gt ['-17', '45', '-36', '48', '46']:pred [25.798769 45.101242 23.379211 45.684147 40.7899  ]
sedan4door_-30_45_-4_48_15_50_30_420:gt ['-30', '45', '-4', '48', '15']:pred [34.720596 45.       10.415036 48.       15.      ]
sedan2door_-30_15_-36_48_28_230_70_420:gt ['-30', '15', '-36', '48', '28']:pred [38.091797   7.9653935 36.        48.        33.712925 ]
suv_-17_15_-22_48_46_140_30_420:gt ['-17', '15', '-22', '48', '46']:pred [17.       19.954628 22.       27.107368 15.99123 ]
sedan2door_-30_45_-22_48_28_50_70_420:gt ['-30', '45', '-22', '48', '28']:pred [41.95982  26.003716 22.       48.       14.844347]
sedan4door_-50_23_-4_10_28_140_30_420:gt ['-50', '23', '-4', '10', '28']:pred [50.       17.364208  4.       17.76555   9.270354]
sedan2door_-30_45_-4_10_15_140_70_420:gt ['-30', '45', '-4', '10', '15']:pred [37.410027 33.826084  4.       10.       40.621   ]
hybrid_-50_45_-22_35_28_50_70_420:gt ['-50', '45', '-22', '35', '28']:pred [24.79281  37.689583 22.       35.       10.689332]
sedan4door_-17_45_-22_35_28_50_30_420:gt ['-17', '45', '-22', '35', '28']:pred [39.481255 45.       28.235611 35.       28.      ]
sedan2door_-17_23_-4_48_46_230_70_420:gt ['-17', '23', '-4', '48', '46']:pred [21.477755 16.565456  4.       48.       51.017647]
suv_-30_45_-22_35_46_50_30_420:gt ['-30', '45', '-22', '35', '46']:pred [35.804935 45.       41.796047 35.       46.      ]
sedan4door_-30_23_-4_10_46_50_70_420:gt ['-30', '23', '-4', '10', '46']:pred [35.583084  15.2880945 16.223139  27.992563   7.3848147]
sedan4door_-17_45_-4_48_46_20_30_420:gt ['-17', '45', '-4', '48', '46']:pred [23.144823 45.        4.303877 48.       20.753138]
hybrid_-30_15_-4_10_28_20_30_420:gt ['-30', '15', '-4', '10', '28']:pred [41.62972  15.        4.       10.       17.474327]
hybrid_-30_15_-36_48_28_230_30_420:gt ['-30', '15', '-36', '48', '28']:pred [30.         6.3174996 36.        48.        26.23865  ]
suv_-30_15_-36_35_28_50_70_420:gt ['-30', '15', '-36', '35', '28']:pred [38.769318 14.214796 29.981478 36.49499  12.798988]
hybrid_-50_23_-22_10_28_50_70_420:gt ['-50', '23', '-22', '10', '28']:pred [21.11324  25.792547 22.       10.       10.231778]
sedan2door_-50_15_-4_10_46_230_70_420:gt ['-50', '15', '-4', '10', '46']:pred [37.05986   9.95963   4.       10.       51.166668]
hybrid_-17_15_-4_48_46_50_70_420:gt ['-17', '15', '-4', '48', '46']:pred [21.345663  9.840839  4.       48.       32.57489 ]
sedan2door_-50_23_-22_10_46_50_30_420:gt ['-50', '23', '-22', '10', '46']:pred [39.73717 23.      22.      10.      46.     ]
hybrid_-17_23_-22_48_15_140_30_420:gt ['-17', '23', '-22', '48', '15']:pred [17.       21.773664 22.       48.       15.      ]
hybrid_-50_45_-4_35_46_140_30_420:gt ['-50', '45', '-4', '35', '46']:pred [50.       38.453213  4.       35.       46.      ]
hatchback_-17_15_-36_48_28_50_70_420:gt ['-17', '15', '-36', '48', '28']:pred [31.000307 12.458965 31.875422 36.234226 21.639238]
hybrid_-17_45_-4_35_15_20_30_420:gt ['-17', '45', '-4', '35', '15']:pred [30.057299 45.        4.       35.       10.49572 ]
sedan2door_-50_15_-4_10_46_20_70_420:gt ['-50', '15', '-4', '10', '46']:pred [42.175385 18.529783  4.       10.       31.8303  ]
hybrid_-50_45_-4_48_46_140_30_420:gt ['-50', '45', '-4', '48', '46']:pred [50.       38.007347  4.       48.       46.      ]
sedan4door_-17_45_-22_35_28_230_70_420:gt ['-17', '45', '-22', '35', '28']:pred [18.726458 52.867035 28.115541 41.986347 29.868061]
suv_-30_23_-36_10_28_20_70_420:gt ['-30', '23', '-36', '10', '28']:pred [34.88998  26.241188 25.224682 10.       17.189024]
suv_-30_15_-36_35_46_230_30_420:gt ['-30', '15', '-36', '35', '46']:pred [30.        9.088174 36.       32.39695  52.78385 ]
suv_-30_23_-4_35_28_230_70_420:gt ['-30', '23', '-4', '35', '28']:pred [35.99369  33.838898 17.107695 39.04943  31.43204 ]
sedan4door_-50_45_-22_35_28_230_30_420:gt ['-50', '45', '-22', '35', '28']:pred [50.       54.71035  22.       40.444042 39.74788 ]
sedan4door_-17_15_-4_48_28_140_70_420:gt ['-17', '15', '-4', '48', '28']:pred [34.376476   6.4092474  4.        26.226826  36.97341  ]
sedan2door_-50_45_-22_35_46_20_70_420:gt ['-50', '45', '-22', '35', '46']:pred [45.663387 43.73746  22.       35.       27.771612]
sedan4door_-30_45_-22_10_15_50_30_420:gt ['-30', '45', '-22', '10', '15']:pred [37.937737 45.       24.880686 10.       15.      ]
sedan4door_-50_15_-36_10_15_140_70_420:gt ['-50', '15', '-36', '10', '15']:pred [33.762077 15.6082   36.        9.041153 19.251013]
suv_-30_15_-4_35_15_50_70_420:gt ['-30', '15', '-4', '35', '15']:pred [40.059433 11.105568 18.177925 32.275517  8.487567]
sedan4door_-30_15_-36_35_28_50_70_420:gt ['-30', '15', '-36', '35', '28']:pred [38.3391   30.103834 39.35946  25.82857   4.964301]
sedan4door_-30_45_-36_48_28_20_30_420:gt ['-30', '45', '-36', '48', '28']:pred [40.410892 45.       35.37964  48.       18.108288]
suv_-30_23_-36_35_28_230_70_420:gt ['-30', '23', '-36', '35', '28']:pred [37.644672 33.709137 37.538994 40.520462 33.302616]
hybrid_-17_15_-22_10_46_20_30_420:gt ['-17', '15', '-22', '10', '46']:pred [22.942366 15.       22.       10.       21.55514 ]
hybrid_-17_15_-36_35_46_20_70_420:gt ['-17', '15', '-36', '35', '46']:pred [17.988142 14.284495 36.       35.       36.848293]
hybrid_-30_45_-4_10_28_230_30_420:gt ['-30', '45', '-4', '10', '28']:pred [30.       41.790993  4.       22.093271 30.28191 ]
hybrid_-30_15_-36_48_15_140_70_420:gt ['-30', '15', '-36', '48', '15']:pred [33.696404  4.66747  36.       48.       22.468456]
suv_-50_23_-36_35_15_50_70_420:gt ['-50', '23', '-36', '35', '15']:pred [41.385887  43.959576  41.935383  31.507122   7.9723067]
sedan4door_-17_23_-36_48_28_20_70_420:gt ['-17', '23', '-36', '48', '28']:pred [23.734644 36.483353 23.41835  45.191418 27.272612]
sedan2door_-30_45_-36_10_15_140_70_420:gt ['-30', '45', '-36', '10', '15']:pred [37.35656 33.86438 36.      10.      40.01824]
sedan4door_-50_15_-36_35_28_20_30_420:gt ['-50', '15', '-36', '35', '28']:pred [48.562202 15.       36.64103  35.       12.632794]
hatchback_-50_45_-36_10_15_230_70_420:gt ['-50', '45', '-36', '10', '15']:pred [42.218388 45.983326 34.15549  22.77978  11.000567]
sedan4door_-30_15_-22_35_28_230_30_420:gt ['-30', '15', '-22', '35', '28']:pred [30.       13.095389 22.       31.321657 43.609158]
suv_-50_15_-36_10_15_50_30_420:gt ['-50', '15', '-36', '10', '15']:pred [35.5429   15.       39.546337 10.       15.      ]
sedan2door_-30_45_-22_48_15_140_30_420:gt ['-30', '45', '-22', '48', '15']:pred [30.       36.960625 22.       48.        8.437953]
hatchback_-17_15_-22_48_46_20_70_420:gt ['-17', '15', '-22', '48', '46']:pred [20.139658 32.86576  16.983824 52.22699  42.584606]
hatchback_-50_23_-36_10_15_140_70_420:gt ['-50', '23', '-36', '10', '15']:pred [26.078808 15.480219 36.       20.649065 29.493872]
sedan4door_-17_15_-4_35_46_50_30_420:gt ['-17', '15', '-4', '35', '46']:pred [33.93211  15.       11.836798 35.       46.      ]
hatchback_-50_45_-36_48_15_20_30_420:gt ['-50', '45', '-36', '48', '15']:pred [51.51069  45.       36.229385 48.       15.817061]
hybrid_-50_45_-22_35_46_20_30_420:gt ['-50', '45', '-22', '35', '46']:pred [49.57208 45.      22.      35.      22.03892]
sedan4door_-30_15_-4_35_46_140_70_420:gt ['-30', '15', '-4', '35', '46']:pred [37.729603  7.317517  4.       19.027718 49.1891  ]
hatchback_-50_45_-4_10_15_50_70_420:gt ['-50', '45', '-4', '10', '15']:pred [28.740873 24.439102 23.120338 33.353    12.079865]
hybrid_-30_23_-4_10_28_50_30_420:gt ['-30', '23', '-4', '10', '28']:pred [36.299446 23.        4.       10.       28.      ]
sedan4door_-50_23_-36_10_28_230_70_420:gt ['-50', '23', '-36', '10', '28']:pred [32.689495 17.051012 31.76853  20.620735 30.032803]
sedan2door_-50_45_-22_48_15_20_30_420:gt ['-50', '45', '-22', '48', '15']:pred [41.45311  45.       22.       48.        7.079185]
sedan4door_-50_23_-22_10_28_50_30_420:gt ['-50', '23', '-22', '10', '28']:pred [34.982594 23.       30.591381 10.       28.      ]
sedan4door_-50_15_-4_35_15_20_70_420:gt ['-50', '15', '-4', '35', '15']:pred [36.251022 27.28264   8.835609 37.209637  7.746437]
sedan2door_-50_15_-22_10_28_50_70_420:gt ['-50', '15', '-22', '10', '28']:pred [35.556263 24.901358 22.       10.       15.245483]
sedan4door_-17_23_-22_48_28_140_30_420:gt ['-17', '23', '-22', '48', '28']:pred [17.       20.270216 22.       32.00082  11.474663]
sedan2door_-17_45_-4_10_15_140_30_420:gt ['-17', '45', '-4', '10', '15']:pred [17.       37.034122  4.       10.        8.03901 ]
hatchback_-50_15_-22_48_28_140_70_420:gt ['-50', '15', '-22', '48', '28']:pred [27.259897 19.760204 22.       35.963573 47.184006]
sedan4door_-17_45_-4_48_46_140_30_420:gt ['-17', '45', '-4', '48', '46']:pred [17.       44.16551   4.       27.000126  9.478891]
sedan2door_-30_23_-36_48_46_20_70_420:gt ['-30', '23', '-36', '48', '46']:pred [37.476288 33.448364 36.       48.       33.24798 ]
hybrid_-17_45_-4_48_15_50_30_420:gt ['-17', '45', '-4', '48', '15']:pred [33.4629 45.      4.     48.     15.    ]
