suv_-40_20_-20_20_40_240_80_400:gt ['-40', '20', '-20', '20', '40']:pred [21.484638 23.551023 21.614264 24.023294 22.71466 ]
hatchback_-40_40_0_0_0_160_60_400:gt ['-40', '40', '0', '0', '0']:pred [21.641665 20.11857   0.       18.953968 16.87501 ]
hatchback_-20_20_-40_0_20_80_80_400:gt ['-20', '20', '-40', '0', '20']:pred [25.749537 23.425755 23.915066 23.638231 19.497665]
sedan4door_-20_40_-40_20_20_320_80_400:gt ['-20', '40', '-40', '20', '20']:pred [22.41053  22.887293 21.293377 21.019426 22.808834]
sedan2door_0_0_-40_0_0_160_40_400:gt ['0', '0', '-40', '0', '0']:pred [ 0.       17.451899 40.        0.       19.964432]
sedan2door_0_40_-20_40_20_0_80_400:gt ['0', '40', '-20', '40', '20']:pred [18.827879 19.868778 18.16554  40.       21.555716]
hatchback_-40_40_-20_40_40_240_60_450:gt ['-40', '40', '-20', '40', '40']:pred [26.935474 19.998539 25.354368 22.876804 20.701746]
hatchback_-40_20_-40_0_0_80_20_400:gt ['-40', '20', '-40', '0', '0']:pred [25.586496 20.       22.670753  0.        0.      ]
sedan4door_-40_0_-40_40_0_160_80_400:gt ['-40', '0', '-40', '40', '0']:pred [19.653313 20.134998 22.635937 22.26203  21.6483  ]
sedan2door_0_20_0_20_40_320_40_400:gt ['0', '20', '0', '20', '40']:pred [13.03725  20.       14.620715 20.       18.698956]
sedan2door_-20_0_0_0_40_240_80_400:gt ['-20', '0', '0', '0', '40']:pred [18.099266 16.386257  0.       19.69422  20.725334]
sedan2door_-20_0_0_40_20_80_40_400:gt ['-20', '0', '0', '40', '20']:pred [19.405577 20.445108  0.       40.       20.      ]
sedan4door_-20_20_-20_40_0_0_40_450:gt ['-20', '20', '-20', '40', '0']:pred [17.06157  20.       20.484337 40.       18.83915 ]
sedan2door_0_40_0_20_40_0_60_450:gt ['0', '40', '0', '20', '40']:pred [17.464094 21.11096  17.00474  20.       19.693068]
sedan2door_0_20_0_40_0_160_80_400:gt ['0', '20', '0', '40', '0']:pred [19.47022  18.334248  0.       21.555244 18.697535]
sedan4door_0_20_-40_20_20_0_40_450:gt ['0', '20', '-40', '20', '20']:pred [17.288807 20.       20.37498  20.       18.496143]
hybrid_-20_40_-20_20_0_0_80_400:gt ['-20', '40', '-20', '20', '0']:pred [19.33758  19.219215 19.228468 20.       19.47404 ]
sedan2door_0_0_0_0_20_0_40_400:gt ['0', '0', '0', '0', '20']:pred [13.203797  0.       14.522386  0.       17.600203]
sedan4door_0_0_0_40_20_320_20_450:gt ['0', '0', '0', '40', '20']:pred [13.781667  0.       21.394293 40.       21.424213]
hybrid_-20_0_-40_40_20_0_80_450:gt ['-20', '0', '-40', '40', '20']:pred [15.049612 20.20456  22.204065 40.       18.810455]
sedan4door_-20_20_0_40_0_240_20_400:gt ['-20', '20', '0', '40', '0']:pred [20.       21.624178  0.       21.453724 19.686207]
sedan2door_-40_40_-40_0_20_320_60_400:gt ['-40', '40', '-40', '0', '20']:pred [24.813114 23.870869 16.673794  0.       23.628208]
sedan4door_-40_40_0_40_40_80_60_400:gt ['-40', '40', '0', '40', '40']:pred [22.243965 21.604752 20.629097 25.024492 19.857435]
suv_-40_20_-20_40_0_320_40_400:gt ['-40', '20', '-20', '40', '0']:pred [27.285706 20.       18.252441 40.       18.915184]
suv_-20_20_-40_20_0_80_60_400:gt ['-20', '20', '-40', '20', '0']:pred [22.96946  22.763838 20.45391  26.379715 22.85628 ]
sedan4door_-20_40_0_20_40_0_40_450:gt ['-20', '40', '0', '20', '40']:pred [17.272741 40.       19.11792  20.       18.786724]
suv_0_40_-40_0_40_0_20_400:gt ['0', '40', '-40', '0', '40']:pred [18.933922 40.       22.639757  0.       40.      ]
suv_-40_40_-20_0_20_160_80_450:gt ['-40', '40', '-20', '0', '20']:pred [22.470455 21.362917 23.297289 21.262451 20.684906]
hybrid_0_40_-20_40_0_0_40_400:gt ['0', '40', '-20', '40', '0']:pred [13.094029 40.       16.765133 40.       17.476517]
sedan4door_-20_0_0_0_40_320_80_400:gt ['-20', '0', '0', '0', '40']:pred [17.656548 20.12437  18.098742 19.69525  20.458393]
hatchback_-20_0_-40_40_0_240_40_450:gt ['-20', '0', '-40', '40', '0']:pred [20.       17.113455 40.       20.397419 17.86126 ]
suv_-20_20_-20_40_40_160_60_400:gt ['-20', '20', '-20', '40', '40']:pred [22.654385 20.091095 20.       23.318604 23.167843]
suv_-20_20_0_20_20_240_60_450:gt ['-20', '20', '0', '20', '20']:pred [22.407646 20.539953  0.       23.529013 21.113857]
sedan4door_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [16.573153  0.       18.673811  0.       20.      ]
sedan2door_-20_20_-40_20_0_160_80_400:gt ['-20', '20', '-40', '20', '0']:pred [21.482477 20.026302 40.       22.922213 19.217785]
sedan2door_-40_20_-20_20_0_0_40_400:gt ['-40', '20', '-20', '20', '0']:pred [21.88807  20.       17.393843 20.       20.132168]
hybrid_-40_0_-20_0_20_320_20_450:gt ['-40', '0', '-20', '0', '20']:pred [20.601688  0.       20.        0.       17.590971]
hybrid_-40_20_-40_40_40_160_20_450:gt ['-40', '20', '-40', '40', '40']:pred [40.       19.554855 40.       40.       40.      ]
hybrid_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [12.605074 18.596518 16.016495 20.       17.084515]
sedan2door_-40_0_-20_20_20_160_20_450:gt ['-40', '0', '-20', '20', '20']:pred [40.       18.001156 20.       20.       20.      ]
hatchback_0_20_0_20_40_160_60_400:gt ['0', '20', '0', '20', '40']:pred [21.343002 19.006212  0.       20.444578 18.933256]
sedan4door_0_20_-20_40_0_80_40_400:gt ['0', '20', '-20', '40', '0']:pred [18.207779 22.095654 20.354063 40.        0.      ]
hatchback_-40_40_0_20_20_80_80_450:gt ['-40', '40', '0', '20', '20']:pred [22.62714  23.91704  24.689117 21.04246  20.      ]
sedan2door_-40_40_0_40_0_160_20_400:gt ['-40', '40', '0', '40', '0']:pred [40.      20.88101  0.      40.       0.     ]
sedan2door_-20_40_-40_40_0_80_40_450:gt ['-20', '40', '-40', '40', '0']:pred [18.724684 17.979624 40.       40.        0.      ]
sedan4door_-20_0_-20_0_20_80_60_450:gt ['-20', '0', '-20', '0', '20']:pred [16.604181 16.08571  17.469933 20.595367 17.499226]
suv_-40_40_-40_20_0_240_40_400:gt ['-40', '40', '-40', '20', '0']:pred [40.       20.99768  40.       22.155777 22.470432]
hatchback_0_0_-40_20_40_0_20_400:gt ['0', '0', '-40', '20', '40']:pred [17.434498  0.       23.955204 20.       40.      ]
sedan4door_0_0_-20_0_20_160_80_450:gt ['0', '0', '-20', '0', '20']:pred [15.531079 15.743181 20.561123 15.522226 20.763803]
hybrid_-20_0_0_20_40_320_20_450:gt ['-20', '0', '0', '20', '40']:pred [15.325109  0.       22.67759  20.       19.045547]
sedan4door_0_40_-20_40_40_0_60_450:gt ['0', '40', '-20', '40', '40']:pred [14.9632225 21.408058  19.109861  40.        20.036808 ]
hatchback_-40_0_-20_20_20_160_40_400:gt ['-40', '0', '-20', '20', '20']:pred [40.       18.142286 20.       20.36103  20.184626]
sedan2door_-20_40_0_40_0_240_80_400:gt ['-20', '40', '0', '40', '0']:pred [23.307922 22.232595  0.       21.242672 21.851788]
sedan4door_-20_20_-20_20_40_0_60_400:gt ['-20', '20', '-20', '20', '40']:pred [18.76613  23.64613  20.609566 20.       21.129402]
suv_0_20_-40_40_40_0_40_400:gt ['0', '20', '-40', '40', '40']:pred [20.832043 20.       18.116257 40.       20.302814]
sedan2door_-40_40_-20_40_40_320_40_450:gt ['-40', '40', '-20', '40', '40']:pred [23.561153 40.       19.371748 40.       20.406008]
hatchback_-40_40_-20_20_20_320_40_450:gt ['-40', '40', '-20', '20', '20']:pred [25.895466 40.       23.056744 20.       18.60675 ]
hatchback_-40_40_0_20_20_160_60_450:gt ['-40', '40', '0', '20', '20']:pred [21.24195  20.589058  0.       20.129358 19.140772]
hatchback_0_20_0_0_0_160_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.       19.223068  0.       18.291134  0.      ]
hatchback_0_0_-20_0_0_320_20_450:gt ['0', '0', '-20', '0', '0']:pred [14.762182  0.       22.547884  0.       17.213646]
suv_0_20_-40_20_20_0_20_400:gt ['0', '20', '-40', '20', '20']:pred [18.21344  20.       20.502457 20.       20.      ]
sedan4door_-20_0_-20_0_0_240_40_450:gt ['-20', '0', '-20', '0', '0']:pred [20.       16.063168 20.       19.35325  17.660698]
suv_-40_20_0_0_40_0_60_400:gt ['-40', '20', '0', '0', '40']:pred [25.915808 29.757814 20.321959  0.       24.773222]
hatchback_0_0_-40_0_20_240_40_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.       16.09577  40.       18.721256 17.88444 ]
suv_-40_20_0_40_20_0_20_450:gt ['-40', '20', '0', '40', '20']:pred [24.75703  20.       20.776628 40.       20.      ]
sedan2door_-20_0_-20_20_20_0_20_400:gt ['-20', '0', '-20', '20', '20']:pred [16.55795   0.       16.355043 20.       20.      ]
sedan2door_-20_40_0_40_20_320_20_400:gt ['-20', '40', '0', '40', '20']:pred [18.532232 40.       21.023132 40.       20.843704]
hybrid_-20_20_-40_0_0_0_60_400:gt ['-20', '20', '-40', '0', '0']:pred [16.13603  20.171144 18.102327  0.       19.071934]
hatchback_-20_0_-40_40_20_240_80_400:gt ['-20', '0', '-40', '40', '20']:pred [23.226646 23.359442 23.391752 21.859167 22.817118]
hybrid_0_20_-40_40_40_160_40_450:gt ['0', '20', '-40', '40', '40']:pred [ 0.       20.47775  40.       40.       18.130999]
sedan4door_0_20_0_0_40_320_40_400:gt ['0', '20', '0', '0', '40']:pred [14.562778 20.       14.943052  0.       17.642286]
sedan4door_0_0_-40_40_0_320_20_400:gt ['0', '0', '-40', '40', '0']:pred [16.226166  0.       22.830332 40.       20.384186]
hybrid_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       17.427626  0.       20.        0.      ]
sedan4door_0_0_-40_0_40_320_80_450:gt ['0', '0', '-40', '0', '40']:pred [17.405293 18.122562 18.858458 19.830318 17.574623]
hatchback_-40_20_-40_20_0_80_40_400:gt ['-40', '20', '-40', '20', '0']:pred [28.163757 27.044245 21.18494  20.        0.      ]
hatchback_0_0_-20_20_20_160_60_400:gt ['0', '0', '-20', '20', '20']:pred [19.91606  15.891315 20.       19.598558 17.046211]
suv_-20_20_-40_0_20_240_20_450:gt ['-20', '20', '-40', '0', '20']:pred [20.       20.595373 40.       22.963482 22.850061]
hybrid_-40_40_0_20_40_0_20_450:gt ['-40', '40', '0', '20', '40']:pred [24.60114 40.       0.      20.      40.     ]
sedan4door_0_40_-40_20_0_240_20_400:gt ['0', '40', '-40', '20', '0']:pred [ 0.       25.215528 40.       22.937008 20.888973]
hybrid_0_20_-20_20_0_0_20_400:gt ['0', '20', '-20', '20', '0']:pred [13.924773 20.       20.       20.        0.      ]
suv_-40_0_-40_20_20_240_60_400:gt ['-40', '0', '-40', '20', '20']:pred [21.814161 21.799587 27.020687 23.742624 22.13882 ]
hybrid_0_0_-20_20_20_0_20_450:gt ['0', '0', '-20', '20', '20']:pred [14.228157  0.       20.       20.       20.      ]
sedan2door_-40_40_-40_0_0_80_40_450:gt ['-40', '40', '-40', '0', '0']:pred [22.344261 19.816692 40.        0.        0.      ]
hybrid_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [19.333094 17.28552   0.       22.86814  19.470963]
hybrid_-40_0_-40_20_20_80_80_450:gt ['-40', '0', '-40', '20', '20']:pred [20.486305 18.842682 40.       20.       20.      ]
sedan2door_-40_0_-20_40_20_320_60_450:gt ['-40', '0', '-20', '40', '20']:pred [23.23313  20.139124 16.057642 40.       18.045517]
hatchback_0_20_-20_0_0_320_80_400:gt ['0', '20', '-20', '0', '0']:pred [15.613808 19.779123 19.72988  19.48185  18.79418 ]
suv_-20_20_0_40_40_0_80_400:gt ['-20', '20', '0', '40', '40']:pred [20.72274  21.590113 21.856876 23.148787 23.301243]
suv_-20_20_0_40_40_160_80_450:gt ['-20', '20', '0', '40', '40']:pred [23.915499 21.593355  0.       23.797934 22.172935]
hatchback_0_20_-40_40_20_0_20_450:gt ['0', '20', '-40', '40', '20']:pred [17.108595 20.       23.898836 40.       20.      ]
sedan4door_-40_20_-40_20_0_240_40_450:gt ['-40', '20', '-40', '20', '0']:pred [40.       19.013088 40.       20.689617 17.927149]
suv_-20_20_-40_0_0_160_60_400:gt ['-20', '20', '-40', '0', '0']:pred [18.025356 16.677588 40.       19.944563 20.391768]
hatchback_0_40_-20_0_40_80_80_400:gt ['0', '40', '-20', '0', '40']:pred [22.841084 24.530584 25.977915 21.528252 21.762468]
hybrid_-20_0_0_20_20_160_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.      17.23122  0.      20.      20.     ]
hatchback_-40_40_-20_40_40_320_40_400:gt ['-40', '40', '-20', '40', '40']:pred [29.286345 40.       22.002748 40.       21.363169]
hatchback_0_20_-40_40_20_80_20_400:gt ['0', '20', '-40', '40', '20']:pred [20.008825 20.       21.880524 40.       20.      ]
sedan4door_0_40_0_0_0_320_80_450:gt ['0', '40', '0', '0', '0']:pred [12.7538   16.087147 16.654074 16.700092 14.609746]
suv_-20_40_-20_40_0_240_80_400:gt ['-20', '40', '-20', '40', '0']:pred [24.180779 26.67979  19.282143 23.335886 21.7524  ]
hybrid_0_0_-20_0_40_320_20_400:gt ['0', '0', '-20', '0', '40']:pred [13.790372  0.       18.386765  0.       19.06147 ]
sedan2door_-40_40_0_20_20_160_60_450:gt ['-40', '40', '0', '20', '20']:pred [19.796741 19.330202  0.       20.329529 20.583525]
suv_-40_0_0_40_0_160_80_400:gt ['-40', '0', '0', '40', '0']:pred [23.0625   21.596312  0.       21.877356 20.48426 ]
hybrid_0_0_-40_40_20_320_40_450:gt ['0', '0', '-40', '40', '20']:pred [13.924908  0.       40.       40.       16.042828]
hatchback_-20_20_-20_0_40_80_20_450:gt ['-20', '20', '-20', '0', '40']:pred [21.144411 20.       20.274405  0.       40.      ]
hatchback_-40_0_0_0_20_240_60_400:gt ['-40', '0', '0', '0', '20']:pred [18.530123 19.230223  0.       19.904696 20.972904]
hatchback_-20_20_-20_20_40_80_20_450:gt ['-20', '20', '-20', '20', '40']:pred [20.760014 20.       20.494076 20.       40.      ]
hybrid_-40_0_0_0_20_0_80_450:gt ['-40', '0', '0', '0', '20']:pred [17.713621 21.336073 23.592033 23.542803 18.827078]
hatchback_-20_20_0_0_0_320_40_400:gt ['-20', '20', '0', '0', '0']:pred [18.367043 20.       20.853395  0.       16.351387]
sedan2door_-20_20_-20_40_20_320_80_400:gt ['-20', '20', '-20', '40', '20']:pred [17.754154 19.370218 19.722263 40.       21.043882]
hybrid_-20_0_-20_40_40_160_40_400:gt ['-20', '0', '-20', '40', '40']:pred [20.       17.221922 20.       40.       20.0555  ]
sedan4door_0_20_0_0_40_320_80_400:gt ['0', '20', '0', '0', '40']:pred [15.171747 19.335562 18.262642 18.56519  21.247616]
sedan4door_-40_20_0_20_40_80_60_450:gt ['-40', '20', '0', '20', '40']:pred [19.591906 19.123207 18.219181 21.68441  18.73722 ]
sedan2door_-40_40_0_40_40_80_40_450:gt ['-40', '40', '0', '40', '40']:pred [22.943382 20.214691  0.       40.       40.      ]
hatchback_0_20_-20_0_20_80_40_450:gt ['0', '20', '-20', '0', '20']:pred [20.14358  22.773872 19.049274  0.       20.      ]
suv_-20_40_0_40_40_240_60_450:gt ['-20', '40', '0', '40', '40']:pred [26.37737  23.602028  0.       23.934704 24.816648]
sedan4door_-40_0_-20_40_0_0_40_450:gt ['-40', '0', '-20', '40', '0']:pred [23.90786   0.       22.61661  40.       22.057838]
sedan4door_-20_20_-20_40_20_160_60_400:gt ['-20', '20', '-20', '40', '20']:pred [18.981567 18.927788 20.       21.696716 19.94172 ]
hatchback_-20_20_-20_0_40_320_60_400:gt ['-20', '20', '-20', '0', '40']:pred [25.975855 27.13456  23.75538   0.       25.105495]
suv_0_20_-20_40_0_80_60_400:gt ['0', '20', '-20', '40', '0']:pred [22.462446 23.461596 21.241611 24.273085 23.696144]
suv_-20_0_-40_0_40_80_20_450:gt ['-20', '0', '-40', '0', '40']:pred [20.90136   0.       22.872196  0.       40.      ]
suv_0_0_0_20_20_320_80_450:gt ['0', '0', '0', '20', '20']:pred [14.501018 19.124825 17.663168 19.832193 18.297045]
hatchback_-40_20_0_40_40_160_80_450:gt ['-40', '20', '0', '40', '40']:pred [24.702145 21.705702 24.984661 21.610807 22.189997]
hatchback_-40_40_0_40_40_320_60_450:gt ['-40', '40', '0', '40', '40']:pred [28.361572 26.263523 21.798622 28.158207 19.97237 ]
suv_-40_40_-20_20_20_80_60_450:gt ['-40', '40', '-20', '20', '20']:pred [20.348904 21.835583 19.364182 22.750679 22.885899]
hybrid_0_20_-40_20_20_80_80_450:gt ['0', '20', '-40', '20', '20']:pred [18.213604 18.142382 40.       20.       20.      ]
hybrid_0_40_0_0_0_320_80_400:gt ['0', '40', '0', '0', '0']:pred [13.30284  17.511913 19.066706  0.       17.888643]
hybrid_-20_0_0_0_40_320_20_450:gt ['-20', '0', '0', '0', '40']:pred [15.417895  0.       22.69003   0.       19.021406]
hatchback_-40_20_-40_0_0_240_80_400:gt ['-40', '20', '-40', '0', '0']:pred [23.298494 23.054482 22.486885 20.919283 19.912304]
suv_0_40_-40_0_0_80_40_400:gt ['0', '40', '-40', '0', '0']:pred [21.592424 26.78412  21.592373  0.        0.      ]
suv_-40_0_-40_40_40_240_60_400:gt ['-40', '0', '-40', '40', '40']:pred [23.702906 24.28423  28.504751 25.303017 25.667784]
sedan2door_-40_0_-20_20_0_320_80_450:gt ['-40', '0', '-20', '20', '0']:pred [18.3001   16.702358 17.991507 20.       18.246077]
hatchback_-20_20_0_20_0_0_60_400:gt ['-20', '20', '0', '20', '0']:pred [18.603767 25.614037 18.780306 20.       18.316227]
hybrid_-40_40_-40_40_40_240_20_400:gt ['-40', '40', '-40', '40', '40']:pred [40.       23.01595  40.       20.874962 23.39203 ]
hybrid_0_0_-20_40_0_160_80_400:gt ['0', '0', '-20', '40', '0']:pred [13.819282 14.82616  20.       19.07709  17.136763]
suv_-20_40_-20_20_20_0_40_400:gt ['-20', '40', '-20', '20', '20']:pred [19.239037 40.       17.330301 20.       19.040531]
hatchback_0_20_-20_0_0_240_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.       17.062683 20.       18.435349 17.035872]
hybrid_-40_20_-20_40_40_160_60_450:gt ['-40', '20', '-20', '40', '40']:pred [19.96211  18.003368 20.       20.988955 19.01051 ]
sedan2door_-40_0_-20_40_0_80_60_400:gt ['-40', '0', '-20', '40', '0']:pred [24.396225 19.161972 20.       40.       20.354528]
sedan2door_-40_0_-40_0_0_240_40_400:gt ['-40', '0', '-40', '0', '0']:pred [40.       16.093204 40.        0.       15.76355 ]
sedan4door_-40_0_-40_40_0_0_60_400:gt ['-40', '0', '-40', '40', '0']:pred [25.172277 25.955612 21.29508  40.       18.717142]
hybrid_-20_20_0_20_40_160_20_400:gt ['-20', '20', '0', '20', '40']:pred [20.       18.519243  0.       20.       40.      ]
suv_-40_0_-40_0_40_320_40_400:gt ['-40', '0', '-40', '0', '40']:pred [32.747375  0.       21.0839    0.       23.044525]
sedan2door_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [16.65383 20.       0.       0.       0.     ]
suv_-20_20_-20_40_40_160_20_400:gt ['-20', '20', '-20', '40', '40']:pred [20.       18.190123 20.       21.856754 40.      ]
sedan2door_-20_0_-20_0_20_240_80_400:gt ['-20', '0', '-20', '0', '20']:pred [18.053495 16.77027  20.       17.5471   20.234192]
sedan4door_0_40_0_0_0_160_40_400:gt ['0', '40', '0', '0', '0']:pred [ 0.       22.945854  0.       20.354956 22.722345]
hybrid_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.       16.495556 20.       20.        0.      ]
sedan2door_-20_40_-20_20_0_160_20_450:gt ['-20', '40', '-20', '20', '0']:pred [20.      20.76626 20.      20.       0.     ]
sedan2door_-20_40_-40_20_40_320_60_400:gt ['-20', '40', '-40', '20', '40']:pred [20.172245 23.458635 17.77348  20.       23.402397]
hatchback_-20_0_0_0_40_80_20_400:gt ['-20', '0', '0', '0', '40']:pred [21.395159  0.        0.        0.       40.      ]
suv_-20_0_-40_20_20_240_40_400:gt ['-20', '0', '-40', '20', '20']:pred [20.       16.055485 40.       21.479252 23.964   ]
hatchback_0_40_0_40_40_160_60_450:gt ['0', '40', '0', '40', '40']:pred [21.871405 20.38221   0.       21.092001 19.53364 ]
sedan2door_-40_40_-40_0_0_80_80_400:gt ['-40', '40', '-40', '0', '0']:pred [27.671732 19.983404 21.13949   0.        0.      ]
suv_0_20_-40_0_40_240_60_450:gt ['0', '20', '-40', '0', '40']:pred [20.60576  19.600576 27.463755 22.393717 21.5141  ]
hatchback_-40_40_-40_0_40_320_60_450:gt ['-40', '40', '-40', '0', '40']:pred [27.876286 26.58536  24.398762  0.       21.647568]
hybrid_-40_0_-40_20_20_80_60_450:gt ['-40', '0', '-40', '20', '20']:pred [21.16786 18.24206 40.      20.      16.99324]
sedan4door_0_0_-40_40_20_320_20_450:gt ['0', '0', '-40', '40', '20']:pred [18.333925  0.       25.38808  40.       23.371414]
hybrid_0_20_0_40_40_160_60_400:gt ['0', '20', '0', '40', '40']:pred [19.279951 18.483765  0.       18.710108 19.747974]
suv_-40_0_0_40_20_240_80_400:gt ['-40', '0', '0', '40', '20']:pred [20.822025 25.612097 21.188093 21.217842 22.696688]
hatchback_-20_0_-20_20_0_160_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.       18.293701 20.       19.08624   0.      ]
sedan2door_-20_20_0_40_20_0_80_400:gt ['-20', '20', '0', '40', '20']:pred [20.9239   21.841038 18.650038 40.       21.314857]
sedan4door_-40_40_-20_20_40_320_40_400:gt ['-40', '40', '-20', '20', '40']:pred [29.68012  40.       21.248796 20.       21.461834]
suv_-20_20_0_0_40_320_60_450:gt ['-20', '20', '0', '0', '40']:pred [21.49448  25.699999 20.48233   0.       21.619488]
